cycle,rows,unique_races,scored_races,missing_model_margin,missing_presidential_baseline,summary_sha256,results_sha256,calibration_sha256,readiness_sha256
2016,435,435,345,0,27,13453827030ba49a1ccf1fc8cf1a6179b6441a81e72dee9c288c467ccd042a29,4ebbcef593d120514cc4d9c160530b3e384bbe6d3db90a80a60c54c948d73a2e,5479bb876da37260b793115bda86c1a71f645e5e3cf0357492a431a2a32666d1,97cabd58d69f6f026fb37dfea5949278867cf43b46128f86b7582cfd3f16ae10
2018,435,435,393,0,0,82a232a9d8bc215cb4623fc8ec8c5e5e6a86250351307a116c410ef228dfb27a,56f9b847f40c6c47e2aa15bda5e95ef3676238f72082f50dcf38fa6038adfa07,59e01256e7cf011ba2751d72422f62cf598c12131f356c17c66f6d1ffbe87f45,bd0e9975e948f81fb19ec44816af3c3738523e508e11fd47a237041bef5077c0
2020,435,435,407,0,0,18fe7f174292f473d1eff724960132e0796739fac94be110d4832117f1d729d3,8ab6296565a703cc251ca2aaaae2fbd467a80b0d596734712728299cd6d00ca6,60846387d3ab703fb3925e272d832f3acf75c9c203e159852def37b88da90d9a,42cb8953f9bf63eceaf87ffb9fbb4085577dc521f2a55b12c12a9fc48c562ec2
2022,435,435,400,0,0,4a0878cdf2db805c71c6a2376ba4e4313a2b587490803827101c31e2f7f384c7,7d080ec49b04bdafad82b323b7911aefde85da485f56e43ef781197eb3bb8c5b,b57579d98acf50c40b67b93d7f0ff2d65033c0dca70e2312cb3020ba4b7b1976,cc1683bdbe93d9b7188403152e12424a4cf211d19606cbbea93ef8efec9a1445
