probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,95,0.03263929157652451,0.0,0.03263929157652451,0.0018090615518963798
10–20%,0.1,0.2,30,0.14841178742945677,0.0,0.14841178742945677,0.022783023590410904
20–30%,0.2,0.30000000000000004,18,0.24032750859342716,0.05555555555555555,0.1847719530378716,0.08767401481551973
30–40%,0.30000000000000004,0.4,14,0.33017758772438033,0.0,0.33017758772438033,0.10936417260691825
40–50%,0.4,0.5,17,0.45763808305898146,0.11764705882352941,0.339991024235452,0.21801705593186765
50–60%,0.5,0.6000000000000001,10,0.5498621888312678,0.0,0.5498621888312678,0.30320796495768726
60–70%,0.6000000000000001,0.7000000000000001,9,0.6498237488677506,0.6666666666666666,-0.016842917798916,0.2179769403706922
70–80%,0.7000000000000001,0.8,12,0.7371786670096895,0.4166666666666667,0.3205120003430228,0.3455413256886377
80–90%,0.8,0.9,15,0.8624039474675324,0.8,0.062403947467532306,0.15374120209472839
90–100%,0.9,1.0,125,0.9808112245903242,0.984,-0.0031887754096757703,0.014648277720840628
