specification_id,baseline_type,baseline_label,model_family,model_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,complexity_score,cycle,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error
raw_presidential_margin__generic_only__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.25,0.0,0.0,1,2022,400,4.7389054026262505,6.16587096546075,5.295400869000002,7.74841996984559,0.955,0.04172554048156881,0.14770087351753658,204,212,214.102864869948,8,10.102864869948007
raw_presidential_margin__generic_only__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.3,0.0,0.0,1,2016,345,4.547336164582319,9.354774940113332,7.42585274,11.819382408837436,0.936231884057971,0.05373952592740589,0.18366764979110758,149,165,173.11819479447803,16,24.11819479447803
raw_presidential_margin__generic_only__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.3,0.0,0.0,1,2018,393,-2.982389194447329,5.762884224288041,4.102796990000002,7.8936585279596505,0.9312977099236641,0.05305459475987548,0.1847596298288444,200,179,184.0643781661714,-21,-15.935621833828606
raw_presidential_margin__generic_only__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.3,0.0,0.0,1,2020,407,2.014467636319437,5.188079356874371,3.9667768400000014,6.920627665300431,0.9459459459459459,0.04670466597358199,0.1643830109306748,203,199,203.34742712492263,-4,0.34742712492263195
raw_presidential_margin__generic_only__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.3,0.0,0.0,1,2022,400,4.67890540262625,6.12721406648075,5.290926860000001,7.711870290713323,0.955,0.041637544412145566,0.14747059665397874,204,212,213.85447026237247,8,9.854470262372473
raw_presidential_margin__generic_only__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.35,0.0,0.0,1,2016,345,4.577336164582319,9.363557548808984,7.455852740000001,11.830956879991186,0.936231884057971,0.05386414286780942,0.18399114310000755,149,165,173.2440660465317,16,24.244066046531714
raw_presidential_margin__generic_only__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.35,0.0,0.0,1,2018,393,-2.6173891944473278,5.652633952949619,4.0737108100000015,7.763113154146574,0.9287531806615776,0.05214799499297673,0.18259653677474125,200,180,185.66003655501407,-20,-14.339963444985926
raw_presidential_margin__generic_only__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.35,0.0,0.0,1,2020,407,2.3544676363194372,5.281113313051274,4.021332519999998,7.027127811162887,0.9434889434889435,0.046450322197567055,0.164521479988808,203,200,204.80877800315457,-3,1.808778003154572
raw_presidential_margin__generic_only__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.35,0.0,0.0,1,2022,400,4.618905402626249,6.089009726065749,5.277233669999999,7.675615593062984,0.955,0.041551834401045394,0.14724605149537406,204,212,213.60611696170565,8,9.606116961705652
raw_presidential_margin__generic_only__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.4,0.0,0.0,1,2016,345,4.607336164582319,9.372466053794492,7.48585274,11.84259603575524,0.936231884057971,0.05398944162939984,0.18431632075311244,149,165,173.37000424895564,16,24.370004248955638
raw_presidential_margin__generic_only__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.4,0.0,0.0,1,2018,393,-2.2523891944473275,5.558404785112468,4.005730250000003,7.6477746261338675,0.9312977099236641,0.051332705308686645,0.18066220822090023,200,181,187.26645996781426,-19,-12.733540032185743
raw_presidential_margin__generic_only__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.4,0.0,0.0,1,2020,407,2.694467636319437,5.384751822692553,3.995645660000001,7.1482279809136005,0.9459459459459459,0.046272850735175036,0.16484829638296292,203,201,206.27845451629116,-2,3.2784545162911627
raw_presidential_margin__generic_only__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.4,0.0,0.0,1,2022,400,4.558905402626251,6.051120864365751,5.217233670000004,7.639660076479613,0.955,0.04146841199733251,0.14702723709856638,204,212,213.35780409443407,8,9.357804094434073
raw_presidential_margin__generic_only__gb_0.45,raw_presidential_margin,Raw presidential margin,generic_only,Generic ballot only,0.45,0.0,0.0,1,2016,345,4.637336164582319,9.381422575533621,7.51585274,11.854299685597653,0.936231884057971,0.054115422243093604,0.1846431836459104,149,165,173.49600937632943,16,24.496009376329425
