specification_id,baseline_type,baseline_label,model_family,model_label,generic_ballot_coefficient,approval_coefficient,midterm_coefficient,complexity_score,cycle,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error
raw_presidential_margin__generic_plus_approval__gb_0.65,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.65,0.5,0.0,2,2016,345,6.09066949808232,9.891225122091594,7.6889763564999996,12.494630417402826,0.9159420289855073,0.06103455932771419,0.20251412403382266,149,172,179.6796665326418,23,30.67966653264179
raw_presidential_margin__generic_plus_approval__gb_0.65,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.65,0.5,0.0,2,2018,393,0.40594413905267124,5.443359446213486,4.2133462405,7.319835400670232,0.9491094147582697,0.04834691528084767,0.17361819328901765,200,190,199.2901697829343,-10,-0.7098302170657007
raw_presidential_margin__generic_plus_approval__gb_0.65,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.65,0.5,0.0,2,2020,407,4.227800969669437,6.041444165508012,4.892800890650001,7.85565455344627,0.9484029484029484,0.04646896891808996,0.16869128878239043,203,206,213.01101235556132,3,10.01101235556132
raw_presidential_margin__generic_plus_approval__gb_0.65,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.65,0.5,0.0,2,2022,400,3.6422387361262496,5.52257219636575,4.520632068500001,7.130686546539555,0.95,0.04047942483345022,0.14439621622492274,204,210,209.56854180926035,6,5.568541809260353
raw_presidential_margin__generic_plus_approval__gb_0.70,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.7,0.5,0.0,2,2016,345,6.120669498082319,9.903659904700291,7.674723906499997,12.509281731473347,0.9159420289855073,0.061194195360471326,0.2029254189209066,149,172,179.80892983867219,23,30.808929838672185
raw_presidential_margin__generic_plus_approval__gb_0.70,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.7,0.5,0.0,2,2018,393,0.7709441390526715,5.508617884829262,4.259548676500003,7.349119301958133,0.9491094147582697,0.048366798435914495,0.17363771057069527,200,190,200.98472434446055,-10,0.9847243444605454
raw_presidential_margin__generic_plus_approval__gb_0.70,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.7,0.5,0.0,2,2020,407,4.567800969669437,6.2216913345976925,5.14076964635,8.043743725558164,0.9533169533169533,0.04674200237604607,0.17007524318122247,203,208,214.52716607294786,5,11.527166072947864
raw_presidential_margin__generic_plus_approval__gb_0.70,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.7,0.5,0.0,2,2022,400,3.582238736126251,5.4904547890982505,4.4745473449999995,7.100226896139663,0.95,0.04043344728718662,0.14427057042013944,204,210,209.32076561526586,6,5.320765615265856
raw_presidential_margin__generic_plus_approval__gb_0.75,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.75,0.5,0.0,2,2016,345,6.150669498082318,9.916094687308984,7.682859433499999,12.523987767770208,0.9159420289855073,0.061354508889601554,0.2033384435143584,149,172,179.93825762277567,23,30.938257622775666
raw_presidential_margin__generic_plus_approval__gb_0.75,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.75,0.5,0.0,2,2018,393,1.1359441390526717,5.590863210950381,4.446921793499996,7.3963212975047306,0.9465648854961832,0.048495569195362125,0.17390008141133523,200,193,202.6894240634772,-7,2.6894240634771904
raw_presidential_margin__generic_plus_approval__gb_0.75,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.75,0.5,0.0,2,2020,407,4.907800969669436,6.411623519496217,5.411663073349999,8.241572530884596,0.9508599508599509,0.04710121148957487,0.1716545950380782,203,209,216.05173479332558,6,13.05173479332558
raw_presidential_margin__generic_plus_approval__gb_0.75,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.75,0.5,0.0,2,2022,400,3.5222387361262495,5.4585222727632505,4.4600520050000005,7.070145212676322,0.9525,0.0403897821903013,0.14415064223002028,204,209,209.0730150671493,5,5.073015067149299
raw_presidential_margin__generic_plus_approval__gb_0.80,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.8,0.5,0.0,2,2016,345,6.180669498082318,9.928529469917683,7.7128594335,12.53874833375097,0.9159420289855073,0.061515499709266334,0.20375319867628305,149,172,180.06764981337477,23,31.06764981337477
raw_presidential_margin__generic_plus_approval__gb_0.80,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.8,0.5,0.0,2,2018,393,1.5009441390526712,5.6935373462989824,4.6410562315,7.461101323359073,0.9465648854961832,0.04873455121706801,0.17440674181459576,200,195,204.40407420860586,-5,4.404074208605863
raw_presidential_margin__generic_plus_approval__gb_0.80,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.8,0.5,0.0,2,2020,407,5.247800969669438,6.615656825494992,5.675618083349999,8.44845680827018,0.9508599508599509,0.04754776623103959,0.17343042281966695,203,209,217.58466823986117,6,14.584668239861173
raw_presidential_margin__generic_plus_approval__gb_0.80,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.8,0.5,0.0,2,2022,400,3.46223873612625,5.42747153174825,4.473487913499998,7.040446340964099,0.9525,0.04034843085542399,0.14403643107226521,204,209,208.82528933994826,5,4.825289339948256
raw_presidential_margin__generic_plus_approval__gb_0.85,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.85,0.5,0.0,2,2016,345,6.210669498082319,9.940964252526376,7.742859433500001,12.553563237066504,0.9159420289855073,0.06167716760893861,0.20416968526782242,149,172,180.1971063380004,23,31.197106338000395
raw_presidential_margin__generic_plus_approval__gb_0.85,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.85,0.5,0.0,2,2018,393,1.8659441390526716,5.809007659424174,4.706473303500001,7.543006507947541,0.9541984732824428,0.049084919372994876,0.17515909800895,200,198,206.12845269180633,-2,6.128452691806331
raw_presidential_margin__generic_plus_approval__gb_0.85,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.85,0.5,0.0,2,2020,407,5.587800969669436,6.827838738948061,5.884767226650002,8.663747866863506,0.9484029484029484,0.04808274731740464,0.17540379731733366,203,210,219.12589715358638,7,16.12589715358638
raw_presidential_margin__generic_plus_approval__gb_0.85,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.85,0.5,0.0,2,2022,400,3.4022387361262507,5.396826305358251,4.444092355000002,7.011135145727803,0.9525,0.040309394579561904,0.1439279363835565,204,209,208.57758761352076,5,4.5775876135207625
raw_presidential_margin__generic_plus_approval__gb_0.90,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,2016,345,6.240669498082317,9.953399035135073,7.7728594335000025,12.56843228556818,0.9159420289855073,0.061839512373402794,0.20458790414914238,149,172,180.32662712329207,23,31.32662712329207
raw_presidential_margin__generic_plus_approval__gb_0.90,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,2018,393,2.2309441390526725,5.932739861497965,4.8737842655,7.6414862036417635,0.9491094147582697,0.049547690292984635,0.17615852252219205,200,200,207.86230986465185,0,7.862309864651849
raw_presidential_margin__generic_plus_approval__gb_0.90,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,2020,407,5.927800969669438,7.048075172869437,6.09009477335,8.886834743594436,0.9484029484029484,0.04870713916627146,0.1775757791731242,203,210,220.67533277266284,7,17.67533277266284
raw_presidential_margin__generic_plus_approval__gb_0.90,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.9,0.5,0.0,2,2022,400,3.3422387361262498,5.36652630535825,4.4342131134999985,6.982216509341748,0.9525,0.04027267464373769,0.14382515761944503,204,209,208.32990907276582,5,4.329909072765815
raw_presidential_margin__generic_plus_approval__gb_0.95,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,2016,345,6.27066949808232,9.965833817743768,7.8028594334999894,12.58335528731497,0.9072463768115943,0.06200253378275492,0.20500785617942194,149,175,180.45621209499862,26,31.45621209499862
raw_presidential_margin__generic_plus_approval__gb_0.95,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,2018,393,2.5959441390526714,6.064557437838931,5.106516843500003,7.755909077726211,0.9491094147582697,0.050123713394550615,0.1774063502395307,200,200,209.6053684937874,0,9.60536849378741
raw_presidential_margin__generic_plus_approval__gb_0.95,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,2020,407,6.2678009696694374,7.279524847795235,6.420093633350007,9.117145190207976,0.9484029484029484,0.049421823014358345,0.17994741634441785,203,212,222.23286639847345,9,19.232866398473448
raw_presidential_margin__generic_plus_approval__gb_0.95,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,0.95,0.5,0.0,2,2022,400,3.2822387361262497,5.33657245012325,4.374213113499997,6.953695329462553,0.95,0.04023827231261548,0.14372809425423153,204,208,208.0822529078429,4,4.0822529078429
raw_presidential_margin__generic_plus_approval__gb_1.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,2016,345,6.3006694980823195,9.978268600352463,7.832859433499991,12.598332050580446,0.9072463768115943,0.06216623161240286,0.20542954221684054,149,175,180.5858611779788,26,31.585861177978813
raw_presidential_margin__generic_plus_approval__gb_1.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,2018,393,2.960944139052671,6.206321587088294,5.1728600035,7.8855811354309395,0.9465648854961832,0.050813662510407684,0.1789038744714452,200,201,211.35732392317595,1,11.357323923175954
raw_presidential_margin__generic_plus_approval__gb_1.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,2020,407,6.607800969669436,7.51700842976133,6.6688196493500005,9.354145662683878,0.9508599508599509,0.050227570264138044,0.18251974151879788,203,215,223.7983690564042,12,20.798369056404198
raw_presidential_margin__generic_plus_approval__gb_1.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.0,0.5,0.0,2,2022,400,3.222238736126251,5.307174600570749,4.320307884,6.925576516554718,0.95,0.040206188834114934,0.14363674578084243,204,208,207.8346183143904,4,3.8346183143904113
raw_presidential_margin__generic_plus_approval__gb_1.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,2016,345,6.330669498082319,9.99070338296116,7.830314915500001,12.613362383859723,0.9072463768115943,0.062330605633066846,0.2058529631185664,149,175,180.71557429620182,26,31.715574296201822
raw_presidential_margin__generic_plus_approval__gb_1.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,2018,393,3.325944139052672,6.362953146604835,5.3679792955,8.02976363693059,0.9440203562340967,0.05161802822396891,0.18065234305839403,200,202,213.11784442836927,2,13.117844428369267
raw_presidential_margin__generic_plus_approval__gb_1.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,2020,407,6.947800969669437,7.766457171784916,6.988581795650001,9.59734055549155,0.9533169533169533,0.051125036126208556,0.18529376949179208,203,218,225.3716912583409,15,22.37169125834089
raw_presidential_margin__generic_plus_approval__gb_1.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.05,0.5,0.0,2,2022,400,3.1622387361262496,5.27837460057075,4.3107753065,6.897864991308471,0.95,0.040176425439013334,0.14355111171070115,204,208,207.58700449374334,4,3.5870044937433363
raw_presidential_margin__generic_plus_approval__gb_1.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,2016,345,6.360669498082319,10.003138165569855,7.8249264735,12.628446095876262,0.9072463768115943,0.06249565561078007,0.20627811974074486,149,175,180.84535137274787,26,31.84535137274787
raw_presidential_margin__generic_plus_approval__gb_1.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,2018,393,3.690944139052674,6.536514563167176,5.6454101964999985,8.187690045823743,0.9440203562340967,0.052537111019365305,0.18265295454003946,200,202,214.8865717655113,2,14.886571765511292
raw_presidential_margin__generic_plus_approval__gb_1.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,2020,407,7.287800969669437,8.026813813066243,7.242205413349993,9.846270887877202,0.9508599508599509,0.05211475362576994,0.18827049452095512,203,219,226.9526628729197,16,23.95266287291969
raw_presidential_margin__generic_plus_approval__gb_1.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval,Generic ballot + approval,1.1,0.5,0.0,2,2022,400,3.1022387361262496,5.249782227353251,4.2941985435,6.870565681949621,0.955,0.04014898334053606,0.1434711915735939,204,206,207.3394106531492,2,3.3394106531492014
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,2016,345,5.700669498082318,9.736694020636522,7.7840865765,12.309230969438493,0.9246376811594202,0.05902102819889831,0.1973242998436811,149,169,178.0051420005774,20,29.005142000577393
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,2018,393,-3.8390558609473273,6.099708838345293,4.3306511605,8.255516310464657,0.926208651399491,0.05552806864182976,0.19072629427119436,200,175,180.3613287171926,-25,-19.638671282807394
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,2020,407,-0.19219903033056296,4.987415422463928,3.649694502650002,6.623741230694575,0.9213759213759214,0.05011049582636838,0.16799010064482775,203,189,194.0594888575297,-14,-8.940511142470314
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.00,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.0,0.5,0.5,3,2022,400,3.92223873612625,5.67669132529325,4.642244573499999,7.277688116237939,0.95,0.04072452302055674,0.14505818107447394,204,210,210.72519429951973,6,6.725194299519728
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,2016,345,5.730669498082318,9.748223890164057,7.754086576499999,12.323153298927538,0.9246376811594202,0.059171840179578855,0.19771318741620622,149,169,178.13356098474281,20,29.133560984742815
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,2018,393,-3.4740558609473275,5.943648067543766,4.307772453500004,8.092234782422988,0.9312977099236641,0.05441614368289704,0.18803230114646166,200,177,181.93191555831987,-23,-18.068084441680128
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,2020,407,0.1478009696694382,4.979271786037393,3.6303896233499984,6.622601645167744,0.9238329238329238,0.04939752810463901,0.16693155817888608,203,190,195.4689914991642,-13,-7.53100850083581
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.05,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.05,0.5,0.5,3,2022,400,3.8622387361262502,5.64279132529325,4.582244573500001,7.245527977235046,0.95,0.04066777183957626,0.14490584480495947,204,210,210.47728738778574,6,6.477287387785736
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,2016,345,5.760669498082319,9.759789107555362,7.7240865764999995,12.337132867840632,0.9246376811594202,0.059323331906224123,0.19810379340549025,149,169,178.26204529612323,20,29.262045296123233
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,2018,393,-3.109055860947328,5.8050037981290075,4.0900774025,7.942381758349624,0.9312977099236641,0.05339014202326943,0.1855634807978204,200,179,183.5131426523597,-21,-16.486857347640296
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,2020,407,0.4878009696694371,4.983895330951889,3.80701400365,6.638897288703427,0.9238329238329238,0.04875057042809658,0.16605465732063532,203,190,196.88617447488818,-13,-6.113825525111821
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.10,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.1,0.5,0.5,3,2022,400,3.80223873612625,5.609458633440751,4.5514898735,7.213723519830838,0.95,0.04061332678575523,0.14475922912155462,204,210,210.22941002896619,6,6.229410028966186
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.15,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,2016,345,5.790669498082317,9.771433214474202,7.6940865765,12.351169481819872,0.9217391304347826,0.05947550323386129,0.19849611868507597,149,170,178.39059487477516,21,29.39059487477516
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.15,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,2018,393,-2.7440558609473285,5.689168873602291,4.0087371255,7.8067305715564,0.9287531806615776,0.05245238321086913,0.18332135832998714,200,180,185.1050741845852,-20,-14.894925815414808
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.15,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,2020,407,0.8278009696694376,5.000304613325845,3.794816453350002,6.672500421081211,0.9262899262899262,0.04817133293409674,0.1653603933307414,203,191,198.31116380020825,-12,-4.688836199791751
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.15,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.15,0.5,0.5,3,2022,400,3.7422387361262497,5.576572196365749,4.499582154999999,7.182279469097917,0.95,0.04056118924019996,0.1446183333520205,204,210,209.9815613785426,6,5.981561378542608
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.20,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,2016,345,5.820669498082318,9.783172344908985,7.664086576499999,12.365262946598566,0.9217391304347826,0.05962835401284571,0.1988901641276981,149,170,178.51920965985812,21,29.51920965985812
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.20,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,2018,393,-2.379055860947327,5.590015774230789,4.036438873499996,7.686033205651778,0.9312977099236641,0.0516051515446793,0.18130746687526134,200,181,186.70775812040017,-19,-13.292241879599828
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.20,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,2020,407,1.167800969669437,5.0321049666666315,3.7387286233499992,6.723151532481189,0.9361179361179361,0.0476615205364704,0.16484977713521673,203,195,199.7440770998826,-8,-3.2559229001174117
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.20,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.2,0.5,0.5,3,2022,400,3.682238736126251,5.544172196365751,4.522440385000001,7.151200579195797,0.95,0.04051136056992227,0.144483156843564,204,210,209.7337405957775,6,5.733740595777505
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,2016,345,5.850669498082319,9.794911475343767,7.6340865765,12.379413068009661,0.9217391304347826,0.05978188408885868,0.1992859306052716,149,170,178.64788958963464,21,29.647889589634644
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,2018,393,-2.014055860947328,5.503370406704072,3.919179713500001,7.581003934828831,0.9312977099236641,0.050850687537046683,0.179523345184522,200,181,188.321224926654,-19,-11.678775073346003
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,2020,407,1.5078009696694379,5.081730953424371,3.8135128733499997,6.790469143445051,0.941031941031941,0.04722282777302464,0.16452383419254302,203,197,201.1850227564519,-6,-1.8149772435480998
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.25,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.25,0.5,0.5,3,2022,400,3.6222387361262505,5.51185478909825,4.500632068500002,7.120491631590839,0.95,0.04046384212753466,0.14435369896274783,204,210,209.48594684393822,6,5.485946843938223
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,2016,345,5.8806694980823195,9.806755230552465,7.619100433500002,12.39361965199406,0.9188405797101449,0.05993609330290509,0.19968341898887934,149,171,178.77663460147093,22,29.77663460147093
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,2018,393,-1.6490558609473285,5.437439648184987,3.9715354035000026,7.492301707846439,0.9389312977099237,0.05019117899417356,0.17797053503625945,200,184,189.9454863054688,-16,-10.05451369453121
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,2020,407,1.847800969669437,5.147434754473513,3.9075757566500045,6.873963619881515,0.9434889434889435,0.04685693337521642,0.16438360325014206,203,198,202.63409904049433,-5,-0.3659009595056659
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.30,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.3,0.5,0.5,3,2022,400,3.5622387361262495,5.479754789098249,4.475841716500003,7.090157433175939,0.95,0.04041863525093293,0.14422995909539552,204,210,209.23817929052063,6,5.238179290520634
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,2016,345,5.910669498082319,9.818668274030724,7.649100433500003,12.407882504608846,0.9188405797101449,0.06009098149131157,0.20008263014876054,149,171,178.90544463183676,22,29.905444631836758
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,2018,393,-1.2840558609473278,5.389502306780407,4.143221783500003,7.4205120512608245,0.9389312977099237,0.049628751741166384,0.17665057846637752,200,184,191.5805339540142,-16,-8.419466045985814
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,2020,407,2.187800969669438,5.234200596272774,3.9250420233499987,6.973053886700561,0.9434889434889435,0.04656549456478057,0.16443013498814246,203,200,204.0913932273493,-3,1.0913932273493003
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.35,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.35,0.5,0.5,3,2022,400,3.502238736126251,5.448105489665751,4.452811206500001,7.06020281428833,0.9525,0.040375741262966704,0.14411193664649138,204,209,208.99043710747156,5,4.990437107471564
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,2016,345,5.940669498082319,9.830581317508985,7.6791004335,12.422201432035434,0.9188405797101449,0.06024654848572461,0.20048356495429814,149,171,179.03431961630622,22,30.03431961630622
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,2018,393,-0.9190558609473272,5.359966942413995,4.1028226285,7.366129466987093,0.9440203562340967,0.0491654600272769,0.1755650148234985,200,186,193.22633836476192,-14,-6.773661635238085
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,2020,407,2.527800969669437,5.331979868997344,4.112225763349997,7.087085802091366,0.9434889434889435,0.04635014108596129,0.1646644905490547,203,200,205.55698070594363,-3,2.55698070594363
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.40,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.4,0.5,0.5,3,2022,400,3.4422387361262508,5.4171715317482505,4.453487913500002,7.030632626623988,0.9525,0.04033516147109768,0.1439996310400751,204,209,208.74271947141085,5,4.742719471410851
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.45,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.45,0.5,0.5,3,2016,345,5.9706694980823185,9.842639562514783,7.7091004335000015,12.436576240587607,0.9188405797101449,0.06040279411310891,0.20088622427400757,149,171,179.16325948955796,22,30.16325948955796
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.45,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.45,0.5,0.5,3,2018,393,-0.5540558609473283,5.35595547638855,4.090712246500004,7.329541428078842,0.9516539440203562,0.048803276656773954,0.1747153776566477,200,189,194.88284768161756,-11,-5.117152318382438
raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.45,raw_presidential_margin,Raw presidential margin,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.45,0.5,0.5,3,2020,407,2.867800969669438,5.443767151609138,4.059589106649998,7.2153509842266335,0.9459459459459459,0.046212468986335596,0.16508773995274753,203,201,207.0309240862019,-2,4.030924086201907
