probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,95,0.032830171169415515,0.0,0.032830171169415515,0.0018256117310288514
10–20%,0.1,0.2,30,0.14904711120019976,0.0,0.14904711120019976,0.022961064973025757
20–30%,0.2,0.30000000000000004,18,0.23953231293690835,0.05555555555555555,0.1839767573813528,0.08661326056519786
30–40%,0.30000000000000004,0.4,14,0.32954638370969064,0.0,0.32954638370969064,0.1089417552496154
40–50%,0.4,0.5,18,0.45602461554330087,0.1111111111111111,0.34491350443218977,0.21582288804485808
50–60%,0.5,0.6000000000000001,9,0.553691212695335,0.0,0.553691212695335,0.30722471073531626
60–70%,0.6000000000000001,0.7000000000000001,9,0.6499585105272254,0.6666666666666666,-0.01670815613944121,0.21359160840278735
70–80%,0.7000000000000001,0.8,13,0.740177130311624,0.38461538461538464,0.3555617456962394,0.36577988217430496
80–90%,0.8,0.9,14,0.8664128381692804,0.8571428571428571,0.00926998102642329,0.1168504398194941
90–100%,0.9,1.0,125,0.9806292919411441,0.984,-0.0033707080588558647,0.014610812865040864
