probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,108,0.02642897759147089,0.018518518518518517,0.007910459072952371,0.018060386401280142
10–20%,0.1,0.2,27,0.14946540375332307,0.0,0.14946540375332307,0.023243209798198675
20–30%,0.2,0.30000000000000004,24,0.24710733236714758,0.125,0.12210733236714758,0.11810937519425513
30–40%,0.30000000000000004,0.4,18,0.3542772209470804,0.16666666666666666,0.18761055428041376,0.16920241377539127
40–50%,0.4,0.5,18,0.4370778156531116,0.1111111111111111,0.3259667045420005,0.21077890576420347
50–60%,0.5,0.6000000000000001,9,0.5481919108749604,0.5555555555555556,-0.007363644680595138,0.2601398761304487
60–70%,0.6000000000000001,0.7000000000000001,10,0.6427379218346079,0.9,-0.25726207816539215,0.16742472885480725
70–80%,0.7000000000000001,0.8,14,0.7474642217346766,0.9285714285714286,-0.18110720683675197,0.09398267846433402
80–90%,0.8,0.9,19,0.8464917565432843,0.8947368421052632,-0.04824508556197882,0.09331565899174803
90–100%,0.9,1.0,146,0.9836336495361355,1.0,-0.016366350463864476,0.0008737267202702009
