cycle,forecast_source,district_rows,scorable_margin_rows,generic_ballot_source_column,generic_ballot_margin_dem,national_environment_source_column,national_environment_dem,actual_margin_source,mean_model_margin_dem,mean_actual_margin_dem,mean_margin_error_dem,margin_mae,margin_rmse,expected_dem_seats,actual_dem_seats,expected_seat_error_dem,deterministic_dem_seats,total_marginal_sd
2016,calculated_from_components,435,435,generic_ballot_margin_dem,0.5999999999999998,national_environment_margin_dem,0.54,actual_dem_margin,4.676206896551724,-0.1043536745468966,4.78056057109862,14.604019759043908,22.54782493405603,215.43138344982896,194,21.431383449828957,210,7.994627101997941
2018,calculated_from_components,435,435,generic_ballot_margin_dem,7.299999999999998,national_environment_margin_dem,6.569999999999999,actual_dem_margin,9.673678160919541,11.017070616891495,-1.3433924559719537,8.437973240738392,14.941456909210459,233.6655918124182,238,-4.334408187581801,227,7.994627101997941
2020,calculated_from_components,435,435,generic_ballot_margin_dem,6.799999999999998,national_environment_margin_dem,6.120000000000001,actual_dem_margin,9.596781609195402,3.283640344983883,6.31314126421152,9.177450462317267,14.733833526783581,237.91022805813049,222,15.910228058130485,233,7.994627101997941
2022,calculated_from_components,435,435,generic_ballot_margin_dem,-1.1999999999999995,national_environment_margin_dem,-1.08,actual_dem_margin,4.1049425287356325,-2.3329177601390794,6.437860288874713,8.490848264511955,15.679540999639743,222.12229391699748,215,7.122293916997478,223,7.994627101997941
