probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,131,0.0223127873611994,0.0,0.0223127873611994,0.0010890186256529786
10–20%,0.1,0.2,27,0.1405157643315915,0.037037037037037035,0.10347872729455446,0.04764171297143603
20–30%,0.2,0.30000000000000004,16,0.2393678714081528,0.125,0.1143678714081528,0.12057578282694935
30–40%,0.30000000000000004,0.4,11,0.35032780319076384,0.18181818181818182,0.16850962137258202,0.17548322427768515
40–50%,0.4,0.5,10,0.45457306171006107,0.3,0.15457306171006108,0.23750037056960877
50–60%,0.5,0.6000000000000001,6,0.572817366622291,0.6666666666666666,-0.09384930004437564,0.23765241883204627
60–70%,0.6000000000000001,0.7000000000000001,12,0.6637980864194989,0.8333333333333334,-0.16953524691383448,0.16212609068987574
70–80%,0.7000000000000001,0.8,21,0.7562839684223809,0.8095238095238095,-0.05323984110142865,0.15928428163436412
80–90%,0.8,0.9,21,0.8543482999336324,0.9523809523809523,-0.09803265244731996,0.053068385266247284
90–100%,0.9,1.0,145,0.9821882234545984,1.0,-0.01781177654540156,0.0009533116285810703
