specification_id,training_environment_mae,training_environment_max_error,training_raw_mae,complexity_score,training_simplicity_adjusted_score,held_out_cycle
lb45__hl30__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,4.02026517888647,4.406906868879815,4.431279394262107,2,4.08026517888647,2018
lb45__hl30__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,4.037661676473009,4.495528009071251,4.450608836024927,4,4.157661676473009,2018
lb45__hl30__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,4.037661676473009,4.495528009071251,4.450608836024927,4,4.157661676473009,2018
lb45__hl30__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,4.037661676473009,4.495528009071251,4.450608836024927,3,4.127661676473009,2018
lb45__hl30__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,4.083895145272578,4.201346137306576,4.501979356913337,4,4.203895145272578,2018
lb45__hl30__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,4.083895145272578,4.201346137306576,4.501979356913337,4,4.203895145272578,2018
lb45__hl30__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,4.083895145272578,4.201346137306576,4.501979356913337,3,4.173895145272578,2018
lb45__hl30__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,4.089055990508613,4.262851457534504,4.507713629397822,5,4.239055990508613,2018
lb45__hl30__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,4.089055990508613,4.262851457534504,4.507713629397822,5,4.239055990508613,2018
lb45__hl30__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,4.089055990508613,4.262851457534504,4.507713629397822,4,4.209055990508613,2018
lb45__hl30__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,4.1255634142973445,4.428230792255826,4.548277433607524,3,4.215563414297344,2018
lb45__hl30__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,4.1255634142973445,4.428230792255826,4.548277433607524,3,4.215563414297344,2018
lb45__hl30__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,4.1255634142973445,4.428230792255826,4.548277433607524,2,4.185563414297344,2018
lb45__hl30__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,4.159824088790839,4.523737981055094,4.586344849711405,4,4.279824088790839,2018
lb45__hl30__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,4.159824088790839,4.523737981055094,4.586344849711405,4,4.279824088790839,2018
lb45__hl30__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,4.159824088790839,4.523737981055094,4.586344849711405,3,4.249824088790839,2018
lb45__hl30__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,4.148859745523236,4.213380483766734,4.574162246080736,4,4.268859745523236,2018
lb45__hl30__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,4.148859745523236,4.213380483766734,4.574162246080736,4,4.268859745523236,2018
lb45__hl30__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,4.148859745523236,4.213380483766734,4.574162246080736,3,4.238859745523236,2018
lb45__hl30__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,4.165923774442106,4.2803088736168675,4.593122278212814,5,4.315923774442107,2018
lb45__hl30__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,4.165923774442106,4.2803088736168675,4.593122278212814,5,4.315923774442107,2018
lb45__hl30__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,4.165923774442106,4.2803088736168675,4.593122278212814,4,4.285923774442106,2018
lb60__equal__q_all__sample_equal__quality_off__partisan_downweight__poll_level,4.326731565388093,4.50581066070848,4.771797601486133,1,4.356731565388094,2018
lb60__equal__q_all__sample_equal__quality_off__partisan_exclude__poll_level,4.326731565388093,4.50581066070848,4.771797601486133,1,4.356731565388094,2018
lb60__equal__q_all__sample_equal__quality_off__partisan_include__poll_level,4.326731565388093,4.50581066070848,4.771797601486133,0,4.326731565388093,2018
lb60__equal__q_all__sample_equal__quality_on__partisan_downweight__poll_level,4.351988709893455,4.486717318182394,4.799861095380979,2,4.411988709893454,2018
lb60__equal__q_all__sample_equal__quality_on__partisan_exclude__poll_level,4.351988709893455,4.486717318182394,4.799861095380979,2,4.411988709893454,2018
lb60__equal__q_all__sample_equal__quality_on__partisan_include__poll_level,4.351988709893455,4.486717318182394,4.799861095380979,1,4.381988709893455,2018
lb60__equal__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,4.352023995579134,4.790425152759845,4.799900301698399,2,4.412023995579133,2018
lb60__equal__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,4.352023995579134,4.790425152759845,4.799900301698399,2,4.412023995579133,2018
lb60__equal__q_all__sample_sqrt__quality_off__partisan_include__poll_level,4.352023995579134,4.790425152759845,4.799900301698399,1,4.382023995579134,2018
lb60__equal__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,4.36226677731914,4.759487391809992,4.811281170298406,3,4.45226677731914,2018
lb60__equal__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,4.36226677731914,4.759487391809992,4.811281170298406,3,4.45226677731914,2018
lb60__equal__q_all__sample_sqrt__quality_on__partisan_include__poll_level,4.36226677731914,4.759487391809992,4.811281170298406,2,4.422266777319139,2018
lb60__equal__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,4.390169861428178,4.625577750378033,4.842284597086227,2,4.4501698614281775,2018
lb60__equal__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,4.390169861428178,4.625577750378033,4.842284597086227,2,4.4501698614281775,2018
lb60__equal__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,4.390169861428178,4.625577750378033,4.842284597086227,1,4.420169861428178,2018
lb60__equal__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,4.426332613333379,4.62618861006013,4.882465432536449,3,4.516332613333379,2018
lb60__equal__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,4.426332613333379,4.62618861006013,4.882465432536449,3,4.516332613333379,2018
lb60__equal__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,4.426332613333379,4.62618861006013,4.882465432536449,2,4.486332613333379,2018
lb60__equal__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,4.394988972110542,4.871622477006815,4.847639164511076,3,4.484988972110542,2018
lb60__equal__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,4.394988972110542,4.871622477006815,4.847639164511076,3,4.484988972110542,2018
lb60__equal__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,4.394988972110542,4.871622477006815,4.847639164511076,2,4.454988972110542,2018
lb60__equal__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,4.412391425547658,4.853323275175066,4.866975223885649,4,4.532391425547658,2018
lb60__equal__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,4.412391425547658,4.853323275175066,4.866975223885649,4,4.532391425547658,2018
lb60__equal__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,4.412391425547658,4.853323275175066,4.866975223885649,3,4.502391425547658,2018
lb60__equal__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,4.230874147449336,4.330394820297486,4.665289359331958,2,4.290874147449336,2018
lb60__equal__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,4.230874147449336,4.330394820297486,4.665289359331958,2,4.290874147449336,2018
lb60__equal__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,4.230874147449336,4.330394820297486,4.665289359331958,1,4.260874147449337,2018
lb60__equal__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,4.238947133093653,4.280704946579723,4.674259343381198,3,4.328947133093653,2018
lb60__equal__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,4.238947133093653,4.280704946579723,4.674259343381198,3,4.328947133093653,2018
lb60__equal__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,4.238947133093653,4.280704946579723,4.674259343381198,2,4.298947133093653,2018
lb60__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,4.288901760896598,4.672295492902952,4.729764485384472,3,4.378901760896598,2018
lb60__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,4.288901760896598,4.672295492902952,4.729764485384472,3,4.378901760896598,2018
lb60__equal__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,4.288901760896598,4.672295492902952,4.729764485384472,2,4.348901760896598,2018
lb60__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,4.28814447941836,4.621748814327438,4.728923061519762,4,4.40814447941836,2018
lb60__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,4.28814447941836,4.621748814327438,4.728923061519762,4,4.40814447941836,2018
lb60__equal__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,4.28814447941836,4.621748814327438,4.728923061519762,3,4.37814447941836,2018
lb60__equal__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,4.365497867071948,4.567044268609669,4.8148712700237475,2,4.425497867071948,2018
lb60__equal__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,4.365497867071948,4.567044268609669,4.8148712700237475,2,4.425497867071948,2018
lb60__equal__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,4.365497867071948,4.567044268609669,4.8148712700237475,1,4.395497867071948,2018
lb60__equal__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,4.3963062274941525,4.555281571386854,4.849102781603976,3,4.486306227494152,2018
lb60__equal__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,4.3963062274941525,4.555281571386854,4.849102781603976,3,4.486306227494152,2018
lb60__equal__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,4.3963062274941525,4.555281571386854,4.849102781603976,2,4.456306227494152,2018
lb60__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,4.366214478991916,4.810716647505062,4.81566750549038,3,4.456214478991916,2018
lb60__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,4.366214478991916,4.810716647505062,4.81566750549038,3,4.456214478991916,2018
lb60__equal__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,4.366214478991916,4.810716647505062,4.81566750549038,2,4.426214478991915,2018
lb60__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,4.3795057408786775,4.783496515879634,4.830435574253449,4,4.499505740878678,2018
lb60__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,4.3795057408786775,4.783496515879634,4.830435574253449,4,4.499505740878678,2018
lb60__equal__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,4.3795057408786775,4.783496515879634,4.830435574253449,3,4.469505740878677,2018
lb60__hl14__q_all__sample_equal__quality_off__partisan_downweight__poll_level,4.021733015064575,4.466865941265926,4.4329103233488905,2,4.081733015064574,2018
lb60__hl14__q_all__sample_equal__quality_off__partisan_exclude__poll_level,4.021733015064575,4.466865941265926,4.4329103233488905,2,4.081733015064574,2018
lb60__hl14__q_all__sample_equal__quality_off__partisan_include__poll_level,4.021733015064575,4.466865941265926,4.4329103233488905,1,4.051733015064575,2018
lb60__hl14__q_all__sample_equal__quality_on__partisan_downweight__poll_level,4.055611394661673,4.563922504679663,4.470552967345666,3,4.145611394661673,2018
lb60__hl14__q_all__sample_equal__quality_on__partisan_exclude__poll_level,4.055611394661673,4.563922504679663,4.470552967345666,3,4.145611394661673,2018
lb60__hl14__q_all__sample_equal__quality_on__partisan_include__poll_level,4.055611394661673,4.563922504679663,4.470552967345666,2,4.115611394661673,2018
lb60__hl14__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,4.046282118636854,4.246462350744238,4.460187105095866,3,4.136282118636854,2018
lb60__hl14__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,4.046282118636854,4.246462350744238,4.460187105095866,3,4.136282118636854,2018
lb60__hl14__q_all__sample_sqrt__quality_off__partisan_include__poll_level,4.046282118636854,4.246462350744238,4.460187105095866,2,4.106282118636853,2018
lb60__hl14__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,4.0652888568131775,4.314976515274687,4.481305703069559,4,4.185288856813178,2018
lb60__hl14__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,4.0652888568131775,4.314976515274687,4.481305703069559,4,4.185288856813178,2018
lb60__hl14__q_all__sample_sqrt__quality_on__partisan_include__poll_level,4.0652888568131775,4.314976515274687,4.481305703069559,3,4.155288856813177,2018
lb60__hl14__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,4.083758468417862,4.475541107927283,4.50182749374143,3,4.173758468417862,2018
lb60__hl14__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,4.083758468417862,4.475541107927283,4.50182749374143,3,4.173758468417862,2018
lb60__hl14__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,4.083758468417862,4.475541107927283,4.50182749374143,2,4.143758468417862,2018
lb60__hl14__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,4.127758203583664,4.576376943551265,4.5507160883701,4,4.247758203583664,2018
lb60__hl14__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,4.127758203583664,4.576376943551265,4.5507160883701,4,4.247758203583664,2018
lb60__hl14__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,4.127758203583664,4.576376943551265,4.5507160883701,3,4.217758203583664,2018
lb60__hl14__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,4.094543889571727,4.25150526974069,4.513811295023503,4,4.214543889571727,2018
lb60__hl14__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,4.094543889571727,4.25150526974069,4.513811295023503,4,4.214543889571727,2018
lb60__hl14__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,4.094543889571727,4.25150526974069,4.513811295023503,3,4.184543889571727,2018
lb60__hl14__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,4.121001229346271,4.323206937419037,4.543208339217442,5,4.271001229346272,2018
lb60__hl14__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,4.121001229346271,4.323206937419037,4.543208339217442,5,4.271001229346272,2018
lb60__hl14__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,4.121001229346271,4.323206937419037,4.543208339217442,4,4.2410012293462716,2018
lb60__hl14__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,3.943422198522872,4.455476745223587,4.34589830496922,3,4.033422198522872,2018
lb60__hl14__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,3.943422198522872,4.455476745223587,4.34589830496922,3,4.033422198522872,2018
lb60__hl14__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,3.943422198522872,4.455476745223587,4.34589830496922,2,4.0034221985228715,2018
lb60__hl14__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,3.9640166621701187,4.548278950769021,4.3687810423550495,4,4.084016662170119,2018
lb60__hl14__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,3.9640166621701187,4.548278950769021,4.3687810423550495,4,4.084016662170119,2018
lb60__hl14__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,3.9640166621701187,4.548278950769021,4.3687810423550495,3,4.054016662170119,2018
lb60__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,3.9856104846209766,4.240363783099681,4.392774178411559,4,4.105610484620977,2018
lb60__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,3.9856104846209766,4.240363783099681,4.392774178411559,4,4.105610484620977,2018
lb60__hl14__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,3.9856104846209766,4.240363783099681,4.392774178411559,3,4.075610484620976,2018
lb60__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,3.99482526650166,4.305461818152562,4.403012824945652,5,4.14482526650166,2018
lb60__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,3.99482526650166,4.305461818152562,4.403012824945652,5,4.14482526650166,2018
lb60__hl14__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,3.99482526650166,4.305461818152562,4.403012824945652,4,4.11482526650166,2018
lb60__hl14__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,4.046423972748633,4.478255137308263,4.4603447207756215,3,4.1364239727486325,2018
lb60__hl14__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,4.046423972748633,4.478255137308263,4.4603447207756215,3,4.1364239727486325,2018
lb60__hl14__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,4.046423972748633,4.478255137308263,4.4603447207756215,2,4.106423972748632,2018
lb60__hl14__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,4.086127406958379,4.5795660585903075,4.50445964767534,4,4.206127406958379,2018
lb60__hl14__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,4.086127406958379,4.5795660585903075,4.50445964767534,4,4.206127406958379,2018
lb60__hl14__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,4.086127406958379,4.5795660585903075,4.50445964767534,3,4.176127406958379,2018
lb60__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,4.052521445452145,4.252530746529132,4.46711969044619,4,4.172521445452145,2018
lb60__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,4.052521445452145,4.252530746529132,4.46711969044619,4,4.172521445452145,2018
lb60__hl14__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,4.052521445452145,4.252530746529132,4.46711969044619,3,4.142521445452145,2018
lb60__hl14__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,4.076055966943997,4.324441374170144,4.493269158770471,5,4.226055966943997,2018
lb60__hl14__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,4.076055966943997,4.324441374170144,4.493269158770471,5,4.226055966943997,2018
lb60__hl14__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,4.076055966943997,4.324441374170144,4.493269158770471,4,4.196055966943997,2018
lb60__hl21__q_all__sample_equal__quality_off__partisan_downweight__poll_level,4.1140477547252035,4.380383322189198,4.535482256305144,2,4.174047754725203,2018
lb60__hl21__q_all__sample_equal__quality_off__partisan_exclude__poll_level,4.1140477547252035,4.380383322189198,4.535482256305144,2,4.174047754725203,2018
lb60__hl21__q_all__sample_equal__quality_off__partisan_include__poll_level,4.1140477547252035,4.380383322189198,4.535482256305144,1,4.144047754725204,2018
lb60__hl21__q_all__sample_equal__quality_on__partisan_downweight__poll_level,4.14421375222714,4.4684179448358154,4.569000031307295,3,4.23421375222714,2018
lb60__hl21__q_all__sample_equal__quality_on__partisan_exclude__poll_level,4.14421375222714,4.4684179448358154,4.569000031307295,3,4.23421375222714,2018
lb60__hl21__q_all__sample_equal__quality_on__partisan_include__poll_level,4.14421375222714,4.4684179448358154,4.569000031307295,2,4.2042137522271394,2018
lb60__hl21__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,4.142783532141724,4.152995513058222,4.567410897879055,3,4.232783532141724,2018
lb60__hl21__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,4.142783532141724,4.152995513058222,4.567410897879055,3,4.232783532141724,2018
lb60__hl21__q_all__sample_sqrt__quality_off__partisan_include__poll_level,4.142783532141724,4.152995513058222,4.567410897879055,2,4.202783532141724,2018
lb60__hl21__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,4.158378450301107,4.215831888846594,4.584738584722815,4,4.2783784503011075,2018
lb60__hl21__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,4.158378450301107,4.215831888846594,4.584738584722815,4,4.2783784503011075,2018
lb60__hl21__q_all__sample_sqrt__quality_on__partisan_include__poll_level,4.158378450301107,4.215831888846594,4.584738584722815,3,4.248378450301107,2018
lb60__hl21__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,4.177416613552733,4.388391031530315,4.605892099446844,3,4.267416613552733,2018
lb60__hl21__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,4.177416613552733,4.388391031530315,4.605892099446844,3,4.267416613552733,2018
lb60__hl21__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,4.177416613552733,4.388391031530315,4.605892099446844,2,4.237416613552733,2018
lb60__hl21__q_largest_sample__sample_equal__quality_on__partisan_downweight__poll_level,4.2178403487932705,4.479534503398057,4.650807360825217,4,4.337840348793271,2018
lb60__hl21__q_largest_sample__sample_equal__quality_on__partisan_exclude__poll_level,4.2178403487932705,4.479534503398057,4.650807360825217,4,4.337840348793271,2018
lb60__hl21__q_largest_sample__sample_equal__quality_on__partisan_include__poll_level,4.2178403487932705,4.479534503398057,4.650807360825217,3,4.30784034879327,2018
lb60__hl21__q_largest_sample__sample_sqrt__quality_off__partisan_downweight__poll_level,4.189501610513544,4.221001628765123,4.619319873847744,4,4.309501610513544,2018
lb60__hl21__q_largest_sample__sample_sqrt__quality_off__partisan_exclude__poll_level,4.189501610513544,4.221001628765123,4.619319873847744,4,4.309501610513544,2018
lb60__hl21__q_largest_sample__sample_sqrt__quality_off__partisan_include__poll_level,4.189501610513544,4.221001628765123,4.619319873847744,3,4.2795016105135435,2018
lb60__hl21__q_largest_sample__sample_sqrt__quality_on__partisan_downweight__poll_level,4.212360051450256,4.2234441840589465,4.644718141555202,5,4.362360051450256,2018
lb60__hl21__q_largest_sample__sample_sqrt__quality_on__partisan_exclude__poll_level,4.212360051450256,4.2234441840589465,4.644718141555202,5,4.362360051450256,2018
lb60__hl21__q_largest_sample__sample_sqrt__quality_on__partisan_include__poll_level,4.212360051450256,4.2234441840589465,4.644718141555202,4,4.332360051450256,2018
lb60__hl21__q_prefer_lv__sample_equal__quality_off__partisan_downweight__poll_level,4.029753240737351,4.368104576888106,4.441821685207531,3,4.119753240737351,2018
lb60__hl21__q_prefer_lv__sample_equal__quality_off__partisan_exclude__poll_level,4.029753240737351,4.368104576888106,4.441821685207531,3,4.119753240737351,2018
lb60__hl21__q_prefer_lv__sample_equal__quality_off__partisan_include__poll_level,4.029753240737351,4.368104576888106,4.441821685207531,2,4.089753240737351,2018
lb60__hl21__q_prefer_lv__sample_equal__quality_on__partisan_downweight__poll_level,4.04560718472503,4.452275102514388,4.459437178527173,4,4.16560718472503,2018
lb60__hl21__q_prefer_lv__sample_equal__quality_on__partisan_exclude__poll_level,4.04560718472503,4.452275102514388,4.459437178527173,4,4.16560718472503,2018
lb60__hl21__q_prefer_lv__sample_equal__quality_on__partisan_include__poll_level,4.04560718472503,4.452275102514388,4.459437178527173,3,4.13560718472503,2018
lb60__hl21__q_prefer_lv__sample_sqrt__quality_off__partisan_downweight__poll_level,4.081452592735424,4.146368648173613,4.4992654096498335,4,4.201452592735424,2018
lb60__hl21__q_prefer_lv__sample_sqrt__quality_off__partisan_exclude__poll_level,4.081452592735424,4.146368648173613,4.4992654096498335,4,4.201452592735424,2018
lb60__hl21__q_prefer_lv__sample_sqrt__quality_off__partisan_include__poll_level,4.081452592735424,4.146368648173613,4.4992654096498335,3,4.171452592735424,2018
lb60__hl21__q_prefer_lv__sample_sqrt__quality_on__partisan_downweight__poll_level,4.08705647043068,4.2062561030836925,4.50549194042234,5,4.23705647043068,2018
lb60__hl21__q_prefer_lv__sample_sqrt__quality_on__partisan_exclude__poll_level,4.08705647043068,4.2062561030836925,4.50549194042234,5,4.23705647043068,2018
lb60__hl21__q_prefer_lv__sample_sqrt__quality_on__partisan_include__poll_level,4.08705647043068,4.2062561030836925,4.50549194042234,4,4.20705647043068,2018
lb60__hl21__q_prefer_rv__sample_equal__quality_off__partisan_downweight__poll_level,4.14285336867678,4.39266206749029,4.567488494029119,3,4.23285336867678,2018
lb60__hl21__q_prefer_rv__sample_equal__quality_off__partisan_exclude__poll_level,4.14285336867678,4.39266206749029,4.567488494029119,3,4.23285336867678,2018
lb60__hl21__q_prefer_rv__sample_equal__quality_off__partisan_include__poll_level,4.14285336867678,4.39266206749029,4.567488494029119,2,4.20285336867678,2018
lb60__hl21__q_prefer_rv__sample_equal__quality_on__partisan_downweight__poll_level,4.178414993156121,4.484560787157244,4.607001410117275,4,4.298414993156121,2018
lb60__hl21__q_prefer_rv__sample_equal__quality_on__partisan_exclude__poll_level,4.178414993156121,4.484560787157244,4.607001410117275,4,4.298414993156121,2018
lb60__hl21__q_prefer_rv__sample_equal__quality_on__partisan_include__poll_level,4.178414993156121,4.484560787157244,4.607001410117275,3,4.268414993156121,2018
lb60__hl21__q_prefer_rv__sample_sqrt__quality_off__partisan_downweight__poll_level,4.151664523795721,4.159593875711067,4.577278666383496,4,4.271664523795721,2018
lb60__hl21__q_prefer_rv__sample_sqrt__quality_off__partisan_exclude__poll_level,4.151664523795721,4.159593875711067,4.577278666383496,4,4.271664523795721,2018
lb60__hl21__q_prefer_rv__sample_sqrt__quality_off__partisan_include__poll_level,4.151664523795721,4.159593875711067,4.577278666383496,3,4.241664523795721,2018
lb60__hl21__q_prefer_rv__sample_sqrt__quality_on__partisan_downweight__poll_level,4.1710108905685495,4.225363181007687,4.598774629464417,5,4.32101089056855,2018
lb60__hl21__q_prefer_rv__sample_sqrt__quality_on__partisan_exclude__poll_level,4.1710108905685495,4.225363181007687,4.598774629464417,5,4.32101089056855,2018
lb60__hl21__q_prefer_rv__sample_sqrt__quality_on__partisan_include__poll_level,4.1710108905685495,4.225363181007687,4.598774629464417,4,4.29101089056855,2018
lb60__hl30__q_all__sample_equal__quality_off__partisan_downweight__poll_level,4.175029880632043,4.316628992846434,4.60324017397941,2,4.235029880632043,2018
lb60__hl30__q_all__sample_equal__quality_off__partisan_exclude__poll_level,4.175029880632043,4.316628992846434,4.60324017397941,2,4.235029880632043,2018
lb60__hl30__q_all__sample_equal__quality_off__partisan_include__poll_level,4.175029880632043,4.316628992846434,4.60324017397941,1,4.205029880632043,2018
lb60__hl30__q_all__sample_equal__quality_on__partisan_downweight__poll_level,4.203336402132648,4.399166370113441,4.634691864535638,3,4.293336402132648,2018
lb60__hl30__q_all__sample_equal__quality_on__partisan_exclude__poll_level,4.203336402132648,4.399166370113441,4.634691864535638,3,4.293336402132648,2018
lb60__hl30__q_all__sample_equal__quality_on__partisan_include__poll_level,4.203336402132648,4.399166370113441,4.634691864535638,2,4.263336402132648,2018
lb60__hl30__q_all__sample_sqrt__quality_off__partisan_downweight__poll_level,4.204670737525544,4.322824711370654,4.636174459416633,3,4.294670737525544,2018
lb60__hl30__q_all__sample_sqrt__quality_off__partisan_exclude__poll_level,4.204670737525544,4.322824711370654,4.636174459416633,3,4.294670737525544,2018
lb60__hl30__q_all__sample_sqrt__quality_off__partisan_include__poll_level,4.204670737525544,4.322824711370654,4.636174459416633,2,4.2646707375255435,2018
lb60__hl30__q_all__sample_sqrt__quality_on__partisan_downweight__poll_level,4.2183752381481,4.290851742917037,4.651401682330585,4,4.3383752381481,2018
lb60__hl30__q_all__sample_sqrt__quality_on__partisan_exclude__poll_level,4.2183752381481,4.290851742917037,4.651401682330585,4,4.3383752381481,2018
lb60__hl30__q_all__sample_sqrt__quality_on__partisan_include__poll_level,4.2183752381481,4.290851742917037,4.651401682330585,3,4.3083752381481,2018
lb60__hl30__q_largest_sample__sample_equal__quality_off__partisan_downweight__poll_level,4.238737009622492,4.324240999712092,4.674025872857685,3,4.3287370096224915,2018
lb60__hl30__q_largest_sample__sample_equal__quality_off__partisan_exclude__poll_level,4.238737009622492,4.324240999712092,4.674025872857685,3,4.3287370096224915,2018
lb60__hl30__q_largest_sample__sample_equal__quality_off__partisan_include__poll_level,4.238737009622492,4.324240999712092,4.674025872857685,2,4.298737009622491,2018
