district_component_sd,shrinkage_strength,multiplier_floor,multiplier_ceiling,scored_races,baseline_brier,adjusted_brier,brier_change,baseline_log_loss,adjusted_log_loss,log_loss_change,baseline_ece,adjusted_ece,ece_change,baseline_50_interval_coverage,adjusted_50_interval_coverage,baseline_80_interval_coverage,adjusted_80_interval_coverage,baseline_95_interval_coverage,adjusted_95_interval_coverage,mean_multiplier,multiplier_sd,minimum_multiplier,maximum_multiplier,mean_adjusted_total_sd,minimum_adjusted_total_sd,maximum_adjusted_total_sd,passes_primary_metrics
5.0,4.0,0.7,1.3,1545,0.045266681874496145,0.045327666509408955,6.0984634912809865e-05,0.1664436234182645,0.16287443387236386,-0.0035691895459006306,0.03434462481847309,0.03606583973637485,0.0017212149179017602,0.4110032362459547,0.40258899676375404,0.7003236245954693,0.6912621359223301,0.8634304207119741,0.8653721682847897,0.9617949879964975,0.154298569697398,0.7571728888819778,1.3,6.3729863266899835,5.619854943986276,7.713624310270756,False
5.0,8.0,0.7,1.3,1545,0.045266681874496145,0.045317752356478856,5.107048198271097e-05,0.1664436234182645,0.1628782655774252,-0.0035653578408392783,0.03434462481847309,0.03660355410352715,0.0022589292850540565,0.4110032362459547,0.4064724919093851,0.7003236245954693,0.6944983818770226,0.8634304207119741,0.8692556634304207,0.9846529656454921,0.11169369299029247,0.8535048322601214,1.3,6.4504742280788845,5.954977956910038,7.713624310270756,False
5.5,16.0,0.7,1.3,1545,0.045266681874496145,0.04529477312678257,2.809125228642184e-05,0.1664436234182645,0.1629855227507491,-0.003458100667515396,0.03434462481847309,0.037013628392207065,0.002669003573733973,0.4110032362459547,0.4097087378640777,0.7003236245954693,0.6990291262135923,0.8634304207119741,0.8686084142394822,0.9950446044438102,0.07326722312308541,0.9180406906933334,1.3,6.480238486751273,6.123288411507574,7.9449669602837245,False
6.0,8.0,0.8,1.2,1545,0.045266681874496145,0.04531919377281988,5.2511898323732986e-05,0.1664436234182645,0.16299011179344164,-0.0034535116248228526,0.03434462481847309,0.03600371997358237,0.001659095155109279,0.4110032362459547,0.4051779935275081,0.7003236245954693,0.6912621359223301,0.8634304207119741,0.8666666666666667,0.9792295197187683,0.09806864927324542,0.8535048322601214,1.2,6.389038216210722,5.698678614634239,7.6216796049164905,False
6.0,4.0,0.75,1.25,1545,0.045266681874496145,0.04534578879126717,7.91069167710226e-05,0.1664436234182645,0.16306624855087884,-0.003377374867385652,0.03434462481847309,0.036200159601171206,0.0018555347826981136,0.4110032362459547,0.39029126213592236,0.7003236245954693,0.6783171521035599,0.8634304207119741,0.8634304207119741,0.9576786561364642,0.1456716331450646,0.7571728888819778,1.25,6.2754811917171205,5.185478590418022,7.905694150420948,False
5.5,4.0,0.75,1.25,1545,0.045266681874496145,0.045320580649084403,5.389877458825826e-05,0.1664436234182645,0.16313318470054025,-0.00331043871772424,0.03434462481847309,0.0365784648373349,0.0022338400188618088,0.4110032362459547,0.39676375404530745,0.7003236245954693,0.683495145631068,0.8634304207119741,0.8647249190938512,0.9576786561364642,0.1456716331450646,0.7571728888819778,1.25,6.3187820828729,5.416885747886036,7.698417045081411,False
6.0,16.0,0.8,1.2,1545,0.045266681874496145,0.04530798608440197,4.130420990582778e-05,0.1664436234182645,0.16313591927929452,-0.003307704138969969,0.03434462481847309,0.037041495265424065,0.0026968704469509733,0.4110032362459547,0.4090614886731392,0.7003236245954693,0.6957928802588996,0.8634304207119741,0.8692556634304207,0.9933557462795356,0.06746987155693802,0.9180406906933334,1.2,6.464975383060335,6.0490291412484485,7.6216796049164905,False
5.5,16.0,0.75,1.25,1545,0.045266681874496145,0.04530187124944638,3.51893749502355e-05,0.1664436234182645,0.16316705089618957,-0.0032765725220749164,0.03434462481847309,0.03700021197335312,0.0026555871548800264,0.4110032362459547,0.4097087378640777,0.7003236245954693,0.6983818770226538,0.8634304207119741,0.8686084142394822,0.9945688581834162,0.07145743258024662,0.9180406906933334,1.25,6.477894362079274,6.123288411507574,7.698417045081411,False
5.0,8.0,0.75,1.25,1545,0.045266681874496145,0.045311380675417644,4.469880092149853e-05,0.1664436234182645,0.16320888728974656,-0.0032347361285179344,0.03434462481847309,0.036528281825057435,0.0021836570065843428,0.4110032362459547,0.4064724919093851,0.7003236245954693,0.6938511326860841,0.8634304207119741,0.8686084142394822,0.982308146877085,0.10541744467616324,0.8535048322601214,1.25,6.440653561241094,5.954977956910038,7.504165509901817,False
4.5,4.0,0.7,1.3,1545,0.045266681874496145,0.04531055256398344,4.3870689487295056e-05,0.1664436234182645,0.1632333871756529,-0.0032102362426116027,0.03434462481847309,0.03617865752861863,0.001834032710145539,0.4110032362459547,0.4051779935275081,0.7003236245954693,0.6906148867313916,0.8634304207119741,0.8660194174757282,0.9617949879964975,0.154298569697398,0.7571728888819778,1.3,6.401481822722749,5.797373833820971,7.498166442537802,False
