cycle,rows,unique_races,scored_races,missing_model_margin,missing_presidential_baseline,summary_sha256,results_sha256,calibration_sha256,readiness_sha256
2016,435,435,345,0,27,d1122916e747b0b2eb408776dd413d583efbc3bd756771cda9f4e6a6a79c569f,c114a694d0b3574b971f9aa9e9bfb2f8fff7f2b91a81b422d8c2bab807c36ab9,5cac44a16c7dcca331003ef3b36f155b7a79cedd6cc9b0202e683ebff1119727,97cabd58d69f6f026fb37dfea5949278867cf43b46128f86b7582cfd3f16ae10
2018,435,435,393,0,0,f0a4744ff32be6850b1696c96c47363b0fcbebd577ea2b449b7fc9eaf33f5e3f,6d4e31a2dc0cd81c1db98cb99de365bdc81fabc4bb8a9fa47fe407b34103f26c,5a438e498c568d884010009f3b7a1a7d90052973047e5d6a9dd92cec6f55155d,bd0e9975e948f81fb19ec44816af3c3738523e508e11fd47a237041bef5077c0
2020,435,435,407,0,0,7b1a6573599a5cf780000c5cd5dd7fecbba6f2fdfaaf7117531aeb37867a162d,91a16891b14db64331841a9004b4fdb926e276ec89d8a3b0dd35604b15f7d596,00c794bdebd6867fba0807d9d2b8deadcaedd59dcc46e0849f88e95fcaf003f5,42cb8953f9bf63eceaf87ffb9fbb4085577dc521f2a55b12c12a9fc48c562ec2
2022,435,435,400,0,0,125bb845f2e225e7f0a058ae7eb880830d12785ae3181c00b6a02f86ac333de3,a5b7dac885cbb3cd8249cb20b3847c94603b651dedc245b9f82f68aa08fda65d,a5d5e20a43ecdc4d13ccc1d7fbb08806af2f481fb67f18adec63982887055b23,cc1683bdbe93d9b7188403152e12424a4cf211d19606cbbea93ef8efec9a1445
