cycle,shrinkage,incumbent_discount,one_sided_multiplier,observation_prior_strength,cap,mean_absolute_adjustment,maximum_absolute_adjustment,rows,mean_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error,mean_margin_bias_dem,layer_2_mean_absolute_error,change_vs_layer_2_mean_absolute_error,layer_2_rmse,change_vs_layer_2_rmse,layer_2_winner_accuracy,change_vs_layer_2_winner_accuracy,layer_2_brier_score,change_vs_layer_2_brier_score,layer_2_log_loss,change_vs_layer_2_log_loss,layer_2_predicted_win_count_error,change_vs_layer_2_predicted_win_count_error,layer_2_expected_win_count_error,change_vs_layer_2_expected_win_count_error
2022,0.0,0.25,0.25,0.0,1.5,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.0,2.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.0,2.5,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.0,3.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.0,4.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.5,1.5,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.5,2.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.5,2.5,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.5,3.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,0.5,4.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,1.0,1.5,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,1.0,2.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,1.0,2.5,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,1.0,3.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,1.0,4.0,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
2022,0.0,0.25,0.25,2.0,1.5,0.0,0.0,400,4.889977875468015,6.475034390695038,0.9575,0.03212386114884795,0.10342187192479814,204.0,209.0,206.77423633720332,5.0,2.7742363372033196,2.94223873597903,4.889977875468015,0.0,6.475034390695038,0.0,0.9575,0.0,0.03212386114884795,0.0,0.10342187192479814,0.0,5.0,0.0,2.7742363372033196,0.0
