cycle,rows,unique_races,scored_races,missing_model_margin,missing_presidential_baseline,summary_sha256,results_sha256,calibration_sha256,readiness_sha256
2016,435,435,345,0,27,31990224f7e7b0c9903e2e5a4550d8abdb71d3b594eee01921a5cb7f1e47392b,f0c489d8fc40c37b7dad0fdf2eb04f83f971909eb10f8cb9e1b6250aeb69b04d,18769da5117d0c84871f35f3a2d76e8cfe00d24db88a50b5f8648bb403f8a5c9,97cabd58d69f6f026fb37dfea5949278867cf43b46128f86b7582cfd3f16ae10
2018,435,435,393,0,0,1d66eb7a10f6b2ca0bcf70056d132c1f1b58eb5fb66d765ec46350f5110cbd3a,92a9094f5830d1f41df21deb277b9080877ee6e2dd31705eeb8a706c8bb7e3fb,fc434b00a968efb5f13def653b6f345473f7570afa5d94da149c2f946cd94927,bd0e9975e948f81fb19ec44816af3c3738523e508e11fd47a237041bef5077c0
2020,435,435,407,0,0,2ddddf171e3813e5b340fe1b10ea51df278455106dab44a0f611f3a40070244a,cac90ce4cdf60d4ba404e4408371d858678aad784e17a6fa9f45671496d9a7a6,1461a2625b354ba0d8144c5196dcdb7e4cbe55f6e028edcf9b2ef5757a3a649d,42cb8953f9bf63eceaf87ffb9fbb4085577dc521f2a55b12c12a9fc48c562ec2
2022,435,435,400,0,0,406659eac24b6c7d4bb3c32c80fed3841255a66aa0a80170f44282508d157476,8430303091db16f14d644569d3fc1ead8c26bdfab77cfd22bfc6ccecc0a3733a,558330e3f8779d7c75d0ad28d3de58f34d090e0d2eab681168a625258dc40817,cc1683bdbe93d9b7188403152e12424a4cf211d19606cbbea93ef8efec9a1445
