baseline_type,baseline_label,fold_count,total_observation_count,mean_fold_mean_absolute_error,mean_fold_rmse,mean_fold_brier_score,mean_fold_log_loss,mean_fold_winner_accuracy,mean_fold_mean_margin_error_dem_bias,mean_fold_expected_win_count_error,mean_absolute_dem_bias,mean_absolute_expected_win_count_error,weighted_mean_absolute_error,weighted_rmse,weighted_brier_score,weighted_log_loss,weighted_winner_accuracy,mae_rank,rmse_rank,brier_rank,accuracy_rank,overall_validation_rank
normalized_partisan_baseline,Normalized partisan baseline,4,1545,6.378048620686049,8.297288642705555,0.04666800305347298,0.16548376453286626,0.9427223862103965,0.49083000227016926,-1.6792054018870175,2.280071898180709,12.274100737459847,6.295029751461107,8.372084825392546,0.04674663681791329,0.16573188997427224,0.943042071197411,1.0,1.0,1.0,1.0,1.0
raw_presidential_margin,Raw presidential margin,4,1545,7.076576297246907,9.116012196448128,0.05123295688635339,0.17757708804804362,0.9358188985458318,2.7416633356451694,7.528097885778713,4.780357932868833,17.857352521359296,6.977752377641885,9.186207607824686,0.05086254146914284,0.17664192409763518,0.9365695792880259,2.0,2.0,2.0,2.0,2.0
