holdout_cycle,training_cycles,baseline_type,baseline_label,selected_specification_id,selected_model_family,selected_model_label,selected_generic_ballot_coefficient,training_observation_count,training_mean_absolute_error,training_rmse,training_brier_score,training_log_loss,training_winner_accuracy,training_mean_margin_error_dem_bias,training_expected_win_count_error,training_performance_score,training_simplicity_adjusted_score
2016,"2018,2020,2022",normalized_partisan_baseline,Normalized partisan baseline,normalized_partisan_baseline__generic_only__gb_0.70,generic_only,Generic ballot only,0.7,1200,5.169692557145307,6.986283070911336,0.046605100868775055,0.16436482552852977,0.9433333333333334,0.07830961301225832,-20.09315370536649,0.2596618357487923,0.2596618357487923
2016,"2018,2020,2022",raw_presidential_margin,Raw presidential margin,raw_presidential_margin__generic_plus_approval_plus_midterm__gb_0.45,generic_plus_approval_plus_midterm,Generic ballot + approval + midterm,0.45,1200,5.395995212557432,7.182727622999794,0.04508910122530752,0.16117589188956946,0.95,1.9186221131280505,3.408797331671849,0.17753623188405798,0.27753623188405796
2018,"2016,2020,2022",normalized_partisan_baseline,Normalized partisan baseline,normalized_partisan_baseline__generic_only__gb_0.55,generic_only,Generic ballot only,0.55,1152,6.023861839354226,8.08016443994142,0.044286426732618366,0.15612352595923834,0.9444444444444444,0.7541939807408083,-2.562296642682554,0.2596618357487923,0.2596618357487923
2018,"2016,2020,2022",raw_presidential_margin,Raw presidential margin,raw_presidential_margin__generic_only__gb_0.15,generic_only,Generic ballot only,0.15,1152,6.733007779942074,8.870020951266067,0.04746212615242687,0.16449296830308763,0.9409722222222222,3.3733432862963637,30.353339694132274,0.1751207729468599,0.1751207729468599
2020,"2016,2018,2022",normalized_partisan_baseline,Normalized partisan baseline,normalized_partisan_baseline__generic_only__gb_1.00,generic_only,Generic ballot only,1.0,1138,6.1509115945246045,8.260399442149533,0.045182772024100384,0.1604202462514241,0.9481546572934973,0.08764866820175723,-4.823740967357253,0.07971014492753623,0.07971014492753623
2020,"2016,2018,2022",raw_presidential_margin,Raw presidential margin,raw_presidential_margin__generic_only__gb_0.65,generic_only,Generic ballot only,0.65,1138,6.769207261535853,9.002120882187866,0.04782074617985699,0.1679573596865649,0.945518453427065,2.791633729713181,28.577712733936437,0.20410628019323673,0.20410628019323673
2022,"2016,2018,2020",normalized_partisan_baseline,Normalized partisan baseline,normalized_partisan_baseline__generic_only__gb_0.70,generic_only,Generic ballot only,0.7,1145,6.448012655998575,8.606765837960117,0.04714151073071767,0.1675772990901487,0.9379912663755459,0.45558109287782556,-0.13205337984345533,0.2210144927536232,0.2210144927536232
2022,"2016,2018,2020",raw_presidential_margin,Raw presidential margin,raw_presidential_margin__generic_only__gb_0.30,generic_only,Generic ballot only,0.3,1145,6.640837687975693,8.972389027857608,0.05100383514133971,0.17718756257594115,0.9379912663755459,1.0625679924411449,8.530000085572055,0.18840579710144928,0.18840579710144928
