source_district_id,source_polling_margin_dem,source_fundamentals_margin_dem,source_poll_residual_dem,source_poll_count,source_total_poll_weight,source_avg_poll_age_days,source_strength,days_out,time_weight
MI-4,1.0,1.5644999999999998,-0.5644999999999998,1.0,0.7899485943211035,7.0,0.010593828976122613,148.0,0.23255692616918167
MO-2,-6.0,-5.498675,-0.5013249999999996,1.0,0.8538839698980284,8.0,0.011385060197091748,148.0,0.23255692616918167
NJ-7,4.0,6.727137804878049,-2.7271378048780486,1.0,0.8042335896160187,0.0,0.011221805491386502,148.0,0.23255692616918167
WI-3,1.0,0.1645000000000012,0.8354999999999988,1.0,0.7794858530086873,8.0,0.010393090480835606,148.0,0.23255692616918167
WI-6,-6.0,-11.094124999999996,5.0941249999999965,1.0,0.3376684775495362,80.0,0.0026175714401049156,148.0,0.23255692616918167
