district_id,poll_spillover_adjustment_dem,poll_spillover_raw_adjustment_dem,poll_spillover_source_count,poll_spillover_abs_signal,poll_spillover_cap,poll_spillover_days_out,poll_spillover_time_weight,poll_spillover_target_has_polling,poll_spillover_notes
CO-1,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
CO-2,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
CO-3,0.0018615031123302918,0.0018615031123302918,2,0.0018615031123302918,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.33, contrib=-0.002 (same district type; baseline similarity 0.90) | WI-6: residual=+5.09, sim=0.28, contrib=+0.004 (same district type; baseline similarity 0.65)"
CO-4,0.0013554424724536674,0.0013554424724536674,2,0.0013554424724536674,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.53, contrib=-0.003 (same district type; same education/race group; baseline similarity 0.64) | WI-6: residual=+5.09, sim=0.33, contrib=+0.004 (same district type; baseline similarity 0.89)"
CO-5,0.001872943043543817,0.001872943043543817,2,0.001872943043543817,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.33, contrib=-0.002 (same district type; baseline similarity 0.91) | WI-6: residual=+5.09, sim=0.28, contrib=+0.004 (same district type; baseline similarity 0.66)"
CO-6,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
CO-7,0.004006371579781832,0.004006371579781832,3,0.004006371579781832,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same education/race group; baseline similarity 0.00) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same education/race group) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same education/race group)"
CO-8,-0.010665288383100054,-0.010665288383100054,1,0.010665288383100054,0.289534155701509,148.0,0.23255692616918167,False,"NJ-7: residual=-2.73, sim=0.35, contrib=-0.011 (same district type; baseline similarity 0.99)"
CT-1,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
CT-2,-0.009506204064387484,-0.009506204064387484,2,0.009506204064387484,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same education/race group) | NJ-7: residual=-2.73, sim=0.26, contrib=-0.008 (same district type; baseline similarity 0.57)"
CT-3,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
CT-4,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
CT-5,-0.008602618549467504,-0.008602618549467504,1,0.008602618549467504,0.289534155701509,148.0,0.23255692616918167,False,"NJ-7: residual=-2.73, sim=0.28, contrib=-0.009 (same district type; baseline similarity 0.66)"
DE-AL,-0.009346281412335025,-0.009346281412335025,1,0.009346281412335025,0.289534155701509,148.0,0.23255692616918167,False,"NJ-7: residual=-2.73, sim=0.31, contrib=-0.009 (same region; baseline similarity 0.28)"
FL-1,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-2,0.002894910586973475,0.002894910586973475,2,0.002894910586973475,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.30, contrib=-0.002 (same district type; baseline similarity 0.77) | WI-6: residual=+5.09, sim=0.35, contrib=+0.005 (same district type; baseline similarity 0.99)"
FL-3,0.00274650118047804,0.00274650118047804,2,0.00274650118047804,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.27, contrib=-0.002 (same district type; baseline similarity 0.62) | WI-6: residual=+5.09, sim=0.32, contrib=+0.004 (same district type; baseline similarity 0.87)"
FL-4,0.0019392946445822693,0.0019392946445822693,2,0.0019392946445822693,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.34, contrib=-0.002 (same district type; baseline similarity 0.95) | WI-6: residual=+5.09, sim=0.29, contrib=+0.004 (same district type; baseline similarity 0.71)"
FL-5,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-6,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-7,0.0009287466763738075,0.0009287466763738075,2,0.0009287466763738075,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.30, contrib=-0.002 (same district type; baseline similarity 0.74) | WI-3: residual=+0.84, sim=0.31, contrib=+0.003 (same district type; baseline similarity 0.81)"
FL-8,0.0008165634348255549,0.0008165634348255549,2,0.0008165634348255549,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.26, contrib=-0.002 (same district type; baseline similarity 0.54) | WI-3: residual=+0.84, sim=0.27, contrib=+0.002 (same district type; baseline similarity 0.61)"
FL-9,0.0008179150401454133,0.0008179150401454133,2,0.0008179150401454133,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.26, contrib=-0.002 (same district type; baseline similarity 0.54) | WI-3: residual=+0.84, sim=0.27, contrib=+0.002 (same district type; baseline similarity 0.61)"
FL-10,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-11,0.000833053019727829,0.000833053019727829,2,0.000833053019727829,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.26, contrib=-0.002 (same district type; baseline similarity 0.57) | WI-3: residual=+0.84, sim=0.28, contrib=+0.002 (same district type; baseline similarity 0.64)"
FL-12,0.0008714386108118082,0.0008714386108118082,2,0.0008714386108118082,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.28, contrib=-0.002 (same district type; baseline similarity 0.64) | WI-3: residual=+0.84, sim=0.29, contrib=+0.003 (same district type; baseline similarity 0.71)"
FL-13,0.00700510774689307,0.00700510774689307,3,0.00700510774689307,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.53, contrib=-0.003 (same district type; same education/race group; baseline similarity 0.66) | WI-3: residual=+0.84, sim=0.55, contrib=+0.005 (same district type; same education/race group; baseline similarity 0.73) | WI-6: residual=+5.09, sim=0.41, contrib=+0.005 (same education/race group; baseline similarity 0.79)"
FL-14,0.0009865953840637494,0.0009865953840637494,2,0.0009865953840637494,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.32, contrib=-0.002 (same district type; baseline similarity 0.85) | WI-3: residual=+0.84, sim=0.33, contrib=+0.003 (same district type; baseline similarity 0.92)"
FL-15,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-16,0.0009058775143618019,0.0009058775143618019,2,0.0009058775143618019,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.29, contrib=-0.002 (same district type; baseline similarity 0.70) | WI-3: residual=+0.84, sim=0.30, contrib=+0.003 (same district type; baseline similarity 0.77)"
FL-17,0.006900481472308931,0.006900481472308931,3,0.006900481472308931,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.46, contrib=-0.003 (same district type; same education/race group; baseline similarity 0.28) | WI-3: residual=+0.84, sim=0.47, contrib=+0.004 (same district type; same education/race group; baseline similarity 0.35) | WI-6: residual=+5.09, sim=0.42, contrib=+0.006 (same education/race group; baseline similarity 0.83)"
FL-18,0.0008062912343946302,0.0008062912343946302,2,0.0008062912343946302,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.002 (same district type; baseline similarity 0.52) | WI-3: residual=+0.84, sim=0.27, contrib=+0.002 (same district type; baseline similarity 0.59)"
FL-19,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-20,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-21,0.0008300794880241392,0.0008300794880241392,2,0.0008300794880241392,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.26, contrib=-0.002 (same district type; baseline similarity 0.56) | WI-3: residual=+0.84, sim=0.28, contrib=+0.002 (same district type; baseline similarity 0.63)"
FL-22,0.0010271435436595032,0.0010271435436595032,2,0.0010271435436595032,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.34, contrib=-0.002 (same district type; baseline similarity 0.93) | WI-3: residual=+0.84, sim=0.35, contrib=+0.003 (same district type; baseline similarity 0.99)"
FL-23,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-24,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
FL-25,0.0008169867547553819,0.0008169867547553819,2,0.0008169867547553819,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.35, contrib=-0.002 (same district type; baseline similarity 0.99) | WI-3: residual=+0.84, sim=0.33, contrib=+0.003 (same district type; baseline similarity 0.92)"
FL-26,0.0008527864573977617,0.0008527864573977617,2,0.0008527864573977617,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.27, contrib=-0.002 (same district type; baseline similarity 0.60) | WI-3: residual=+0.84, sim=0.28, contrib=+0.002 (same district type; baseline similarity 0.67)"
FL-27,0.0009319905291414673,0.0009319905291414673,2,0.0009319905291414673,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.30, contrib=-0.002 (same district type; baseline similarity 0.75) | WI-3: residual=+0.84, sim=0.31, contrib=+0.003 (same district type; baseline similarity 0.82)"
FL-28,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-1,0.0027311506647990434,0.0027311506647990434,2,0.0027311506647990434,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.31, contrib=-0.002 (same district type; baseline similarity 0.81) | WI-6: residual=+5.09, sim=0.34, contrib=+0.005 (same district type; baseline similarity 0.94)"
GA-2,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-3,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-4,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-5,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-6,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-7,-0.012241363997819287,-0.012241363997819287,1,0.012241363997819287,0.289534155701509,148.0,0.23255692616918167,False,"NJ-7: residual=-2.73, sim=0.40, contrib=-0.012 (same district type; same education/race group)"
GA-8,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-9,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-10,0.003925599111468317,0.003925599111468317,1,0.003925599111468317,0.289534155701509,148.0,0.23255692616918167,False,"WI-6: residual=+5.09, sim=0.29, contrib=+0.004 (same district type; baseline similarity 0.72)"
GA-11,0.0037335861114508448,0.0037335861114508448,1,0.0037335861114508448,0.289534155701509,148.0,0.23255692616918167,False,"WI-6: residual=+5.09, sim=0.28, contrib=+0.004 (same district type; baseline similarity 0.65)"
GA-12,0.00233508015535391,0.00233508015535391,2,0.00233508015535391,0.289534155701509,148.0,0.23255692616918167,False,"MO-2: residual=-0.50, sim=0.33, contrib=-0.002 (same district type; baseline similarity 0.92) | WI-6: residual=+5.09, sim=0.32, contrib=+0.004 (same district type; baseline similarity 0.84)"
GA-13,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
GA-14,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
HI-1,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
HI-2,0.0,0.0,0,0.0,0.289534155701509,148.0,0.23255692616918167,False,
ID-1,0.0060094971048590086,0.0060094971048590086,3,0.0060094971048590086,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same education/race group) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same education/race group) | WI-6: residual=+5.09, sim=0.40, contrib=+0.005 (same district type; same education/race group)"
ID-2,0.007479338937048209,0.007479338937048209,3,0.007479338937048209,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same education/race group) | WI-3: residual=+0.84, sim=0.26, contrib=+0.002 (same education/race group; baseline similarity 0.04) | WI-6: residual=+5.09, sim=0.50, contrib=+0.007 (same district type; same education/race group; baseline similarity 0.52)"
IL-1,0.0025824578621835887,0.0025824578621835887,4,0.0025824578621835887,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-2,0.0025824578621835887,0.0025824578621835887,4,0.0025824578621835887,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-3,0.0025824578621835887,0.0025824578621835887,4,0.0025824578621835887,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-4,0.0025824578621835887,0.0025824578621835887,4,0.0025824578621835887,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-5,-0.005068394636453465,-0.005068394636453465,5,0.005068394636453465,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | NJ-7: residual=-2.73, sim=0.25, contrib=-0.008 (same education/race group) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-6,0.0025751618900492503,0.0025751618900492503,4,0.0025751618900492503,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.33, contrib=-0.002 (same region; baseline similarity 0.38) | MO-2: residual=-0.50, sim=0.27, contrib=-0.002 (same region; baseline similarity 0.08) | WI-3: residual=+0.84, sim=0.31, contrib=+0.003 (same region; baseline similarity 0.31) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-7,0.0025824578621835887,0.0025824578621835887,4,0.0025824578621835887,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-8,0.00260388972567028,0.00260388972567028,4,0.00260388972567028,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.30, contrib=-0.002 (same region; baseline similarity 0.26) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.29, contrib=+0.003 (same region; baseline similarity 0.19) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-9,-0.009658906135635697,-0.009658906135635697,5,0.009658906135635697,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | NJ-7: residual=-2.73, sim=0.40, contrib=-0.012 (same district type; same education/race group) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-10,0.0025824578621835887,0.0025824578621835887,4,0.0025824578621835887,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-11,0.002521441801158914,0.002521441801158914,4,0.002521441801158914,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.27, contrib=-0.002 (same region; baseline similarity 0.11) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.26, contrib=+0.002 (same region; baseline similarity 0.04) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-12,0.003726450983536202,0.003726450983536202,4,0.003726450983536202,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.25, contrib=-0.001 (same region) | MO-2: residual=-0.50, sim=0.40, contrib=-0.002 (same region; same district type) | WI-3: residual=+0.84, sim=0.25, contrib=+0.002 (same region) | WI-6: residual=+5.09, sim=0.40, contrib=+0.005 (same region; same district type)"
IL-13,0.002973418620119584,0.002973418620119584,4,0.002973418620119584,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.44, contrib=-0.003 (same region; same district type; baseline similarity 0.20) | MO-2: residual=-0.50, sim=0.25, contrib=-0.001 (same region) | WI-3: residual=+0.84, sim=0.43, contrib=+0.004 (same region; same district type; baseline similarity 0.13) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-14,0.0025733592472510967,0.0025733592472510967,4,0.0025733592472510967,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.33, contrib=-0.002 (same region; baseline similarity 0.39) | MO-2: residual=-0.50, sim=0.27, contrib=-0.002 (same region; baseline similarity 0.08) | WI-3: residual=+0.84, sim=0.31, contrib=+0.003 (same region; baseline similarity 0.32) | WI-6: residual=+5.09, sim=0.25, contrib=+0.003 (same region)"
IL-15,0.007735812671546546,0.007735812671546546,4,0.007735812671546546,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.50, contrib=-0.003 (same region; same education/race group) | MO-2: residual=-0.50, sim=0.40, contrib=-0.002 (same region; same district type) | WI-3: residual=+0.84, sim=0.50, contrib=+0.004 (same region; same education/race group) | WI-6: residual=+5.09, sim=0.65, contrib=+0.009 (same region; same district type; same education/race group)"
IL-16,0.009269235822861727,0.009269235822861727,4,0.009269235822861727,0.289534155701509,148.0,0.23255692616918167,False,"MI-4: residual=-0.56, sim=0.53, contrib=-0.003 (same region; same education/race group; baseline similarity 0.14) | MO-2: residual=-0.50, sim=0.49, contrib=-0.003 (same region; same district type; baseline similarity 0.45) | WI-3: residual=+0.84, sim=0.54, contrib=+0.005 (same region; same education/race group; baseline similarity 0.21) | WI-6: residual=+5.09, sim=0.79, contrib=+0.011 (same region; same district type; same education/race group; baseline similarity 0.69)"
