district_id,rating,model_margin_label,model_margin_dem,dem_win_probability,incumbent_party,inferred_incumbent_party,incumbency_adjustment_dem,generic_house_incumbency_points,district_partisan_baseline_dem,region,district_type,tested_incumbency_points
CA-15,Safe D,D+57.2,57.20796666666666,0.9999277033966848,D,D,1.25,1.25,50.64999999999999,Pacific,Suburban,1.25
CA-43,Safe D,D+58.1,58.05456666666666,0.9999372168539952,D,D,1.25,1.25,53.36999999999999,Pacific,Urban,1.25
CA-34,Safe D,D+58.1,58.11456666666667,0.9999378415179052,D,D,0.0,1.25,54.68000000000001,Pacific,Urban,1.25
NY-15,Safe D,D+58.4,58.36456666666666,0.9999403780880604,D,D,0.0,1.25,54.92999999999999,Mid-Atlantic,Urban,1.25
GA-4,Safe D,D+58.5,58.53456666666666,0.9999420435718898,D,D,1.25,1.25,53.849999999999994,Southeast,Urban,1.25
NJ-10,Safe D,D+59.0,59.024566666666665,0.999946588324356,D,D,1.25,1.25,54.34,Mid-Atlantic,Urban,1.25
OH-11,Safe D,D+60.5,60.46456666666667,0.999957984408999,D,D,1.25,1.25,55.78,Midwest,Urban,1.25
CO-1,Safe D,D+61.0,60.954566666666665,0.9999612791818554,D,D,0.0,1.25,57.52,Mountain West,Urban,1.25
MO-1,Safe D,D+61.3,61.32456666666667,0.999963594748328,D,D,0.0,1.25,57.89,Midwest,Urban,1.25
TX-18,Safe D,D+62.1,62.12456666666666,0.999968138950276,D,D,1.25,1.25,57.43999999999999,Urban South,Urban,1.25
MD-8,Safe D,D+63.3,63.310199999999995,0.9999738516939736,D,D,0.0,1.25,57.69,Mid-Atlantic,Suburban,1.25
MD-7,Safe D,D+63.4,63.384566666666665,0.9999741737791727,D,D,0.0,1.25,59.95,Mid-Atlantic,Urban,1.25
TX-37,Safe D,D+64.3,64.30573333333332,0.9999778493645436,D,D,1.25,1.25,58.05999999999999,Urban South,Mixed,1.25
MN-5,Safe D,D+65.6,65.63456666666666,0.9999822497719606,D,D,0.0,1.25,62.2,Midwest,Urban,1.25
NY-10,Safe D,D+66.8,66.83456666666666,0.99998546729567,D,D,0.0,1.25,63.39999999999999,Mid-Atlantic,Urban,1.25
NY-13,Safe D,D+68.0,68.01456666666667,0.9999880618696496,D,D,0.0,1.25,64.58,Mid-Atlantic,Urban,1.25
CA-37,Safe D,D+69.0,68.95456666666666,0.9999897930121084,D,D,1.25,1.25,64.27,Pacific,Urban,1.25
MA-7,Safe D,D+69.0,68.98456666666667,0.9999898439191556,D,D,0.0,1.25,65.55,Northeast,Urban,1.25
NY-12,Safe D,D+69.3,69.28456666666666,0.9999903392322782,D,D,0.0,1.25,65.85,Mid-Atlantic,Urban,1.25
IL-7,Safe D,D+71.1,71.12456666666667,0.9999928906629032,D,D,0.0,1.25,67.69,Midwest,Urban,1.25
CA-11,Safe D,D+73.2,73.20456666666666,0.9999949733969388,D,D,0.0,1.25,69.77,Pacific,Urban,1.25
GA-5,Safe D,D+77.0,76.99456666666666,0.9999973273242944,D,D,1.25,1.25,72.30999999999999,Southeast,Urban,1.25
WA-7,Safe D,D+78.1,78.11456666666666,0.9999977824257996,D,D,0.0,1.25,74.67999999999999,Northwest,Urban,1.25
MD-4,Safe D,D+78.9,78.85456666666667,0.9999980397327424,D,D,0.0,1.25,75.42,Mid-Atlantic,Urban,1.25
CA-12,Safe D,D+80.6,80.55456666666667,0.9999985233914024,D,D,1.25,1.25,75.87,Pacific,Urban,1.25
PA-3,Safe D,D+83.0,83.03456666666666,0.999999023308914,D,D,1.25,1.25,78.35,Mid-Atlantic,Urban,1.25
AL-4,Safe R,R+63.6,-63.63543333333333,2.476868697496515e-05,R,R,-1.5,1.5,-65.57,Deep South,Rural,1.5
KY-5,Safe R,R+60.6,-60.58543333333333,4.117771274438292e-05,R,R,-1.5,1.5,-62.52,Appalachia,Rural,1.5
TN-1,Safe R,R+53.3,-53.31543333333333,0.0001383057324381,R,R,0.0,1.5,-56.74999999999999,Appalachia,Rural,1.5
OK-2,Safe R,R+51.5,-51.50543333333333,0.0001869955193869,R,R,0.0,1.5,-54.94,Great Plains,Rural,1.5
NE-3,Safe R,R+51.3,-51.26543333333333,0.0001946254660326,R,R,-1.5,1.5,-53.2,Great Plains,Rural,1.5
AL-1,Safe R,R+50.2,-50.22543333333333,0.0002314522348705,R,R,0.0,1.5,-53.66,Deep South,Rural,1.5
MO-8,Safe R,R+49.0,-48.990966666666665,0.0002843099727933,R,R,0.0,1.5,-53.05,Midwest,Rural,1.5
TX-19,Safe R,R+46.2,-46.2332,0.0004501257542168,R,R,0.0,1.5,-49.98,Middle South,Rural,1.5
TX-1,Safe R,R+45.5,-45.4732,0.0005108790562684,R,R,-1.5,1.5,-47.72,Middle South,Rural,1.5
KY-1,Safe R,R+44.0,-43.98543333333333,0.0006545514792787,R,R,-1.5,1.5,-45.92,Appalachia,Rural,1.5
PA-13,Safe R,R+43.5,-43.47543333333333,0.0007125799870839,R,R,-1.5,1.5,-45.41,Appalachia,Rural,1.5
TX-13,Safe R,R+43.3,-43.2532,0.000739448153599,R,R,-1.5,1.5,-45.5,Middle South,Rural,1.5
AL-3,Safe R,R+42.9,-42.88543333333333,0.0007861533484532,R,R,-1.5,1.5,-44.81999999999999,Deep South,Rural,1.5
WV-1,Safe R,R+42.5,-42.49543333333333,0.0008389063483683,R,R,-1.5,1.5,-44.43,Appalachia,Rural,1.5
WY-AL,Safe R,R+41.9,-41.89543333333333,0.0009270531066536,R,R,0.0,1.5,-45.33,Great Plains,Rural,1.5
AR-1,Safe R,R+41.7,-41.7332,0.000952437352726,R,R,-1.5,1.5,-43.98,Middle South,Rural,1.5
OK-3,Safe R,R+40.8,-40.76543333333333,0.0011189567822366,R,R,0.0,1.5,-44.2,Great Plains,Rural,1.5
IL-12,Safe R,R+40.7,-40.73096666666667,0.0011253958101178,R,R,-1.5,1.5,-43.29,Midwest,Rural,1.5
ID-1,Safe R,R+40.7,-40.7232,0.0011268518731097,R,R,-1.5,1.5,-42.97,Mountain West,Rural,1.5
VA-9,Safe R,R+39.9,-39.865433333333335,0.0012998069295172,R,R,0.0,1.5,-43.3,Appalachia,Rural,1.5
OH-4,Safe R,R+39.4,-39.380966666666666,0.0014089586456958,R,R,-1.5,1.5,-41.94,Midwest,Rural,1.5
MS-4,Safe R,R+39.2,-39.18543333333333,0.0014555634835669,R,R,-1.5,1.5,-41.12,Deep South,Rural,1.5
OH-2,Safe R,R+38.8,-38.79096666666666,0.001554320756879,R,R,-1.5,1.5,-41.349999999999994,Midwest,Rural,1.5
WV-2,Safe R,R+38.4,-38.41543333333333,0.0016545468086139,R,R,-1.5,1.5,-40.35,Appalachia,Rural,1.5
MO-7,Safe R,R+38.2,-38.18096666666667,0.0017203693113727,R,R,0.0,1.5,-42.24,Midwest,Rural,1.5
KY-2,Safe R,R+37.9,-37.92543333333333,0.0017950861660572,R,R,-1.5,1.5,-39.86,Appalachia,Rural,1.5
SC-3,Safe R,R+37.6,-37.57319999999999,0.0019034157768747,R,R,0.0,1.5,-41.31999999999999,Southeast,Rural,1.5
UT-3,Safe R,R+37.4,-37.3732,0.001967805314796,R,R,0.0,1.5,-41.12,Mountain West,Rural,1.5
IL-15,Safe R,R+37.0,-36.98096666666667,0.0021004637668463,R,R,-1.5,1.5,-39.54,Midwest,Rural,1.5
AL-6,Safe R,R+36.6,-36.625433333333326,0.0022284037005773,R,R,-1.5,1.5,-38.559999999999995,Deep South,Rural,1.5
AR-4,Safe R,R+36.2,-36.243199999999995,0.0023746367655335,R,R,-1.5,1.5,-38.489999999999995,Middle South,Rural,1.5
PA-15,Safe R,R+35.8,-35.76543333333333,0.0025709499549965,R,R,-1.5,1.5,-37.7,Appalachia,Rural,1.5
PA-9,Safe R,R+35.5,-35.54543333333333,0.0026667116362081,R,R,-1.5,1.5,-37.48,Northeast,Rural,1.5
GA-14,Safe R,R+35.2,-35.18319999999999,0.0028321960440102,R,R,-1.5,1.5,-37.42999999999999,Southeast,Rural,1.5
LA-1,Safe R,R+34.0,-33.956500000000005,0.0034724490403402,R,R,0.0,1.5,-38.64,Deep South,Exurban,1.5
MS-1,Safe R,R+33.5,-33.47543333333333,0.0037612376339934,R,R,-1.5,1.5,-35.41,Deep South,Rural,1.5
IN-8,Safe R,R+32.8,-32.83096666666666,0.0041859461909521,R,R,-1.5,1.5,-35.38999999999999,Midwest,Rural,1.5
ND-AL,Safe R,R+32.3,-32.31543333333333,0.0045598033266978,R,R,0.0,1.5,-35.75,Great Plains,Rural,1.5
FL-1,Safe R,R+32.1,-32.05543333333333,0.0047607770992563,R,R,0.0,1.5,-35.49,Deep South,Rural,1.5
GA-9,Safe R,R+31.9,-31.873199999999997,0.0049068703260589,R,R,-1.5,1.5,-34.12,Southeast,Rural,1.5
LA-3,Safe R,R+31.6,-31.595433333333336,0.0051381767613126,R,R,0.0,1.5,-35.03,Deep South,Rural,1.5
MN-7,Safe R,R+31.5,-31.450966666666663,0.0052627350818879,R,R,0.0,1.5,-35.51,Midwest,Rural,1.5
KY-4,Safe R,R+31.2,-31.22543333333333,0.0054632190905287,R,R,0.0,1.5,-34.66,Appalachia,Rural,1.5
OH-6,Safe R,R+31.2,-31.22543333333333,0.0054632190905287,R,R,-1.5,1.5,-33.16,Appalachia,Rural,1.5
TN-3,Safe R,R+31.1,-31.065433333333335,0.0056100364952589,R,R,0.0,1.5,-34.5,Appalachia,Rural,1.5
PA-14,Safe R,R+30.9,-30.895433333333333,0.0057703304369173,R,R,-1.5,1.5,-32.83,Appalachia,Rural,1.5
IN-6,Safe R,R+30.2,-30.18096666666667,0.0064952925349623,R,R,-1.5,1.5,-32.74,Midwest,Rural,1.5
TX-11,Safe R,R+29.8,-29.8265,0.0068878587217562,R,R,-1.5,1.5,-33.01,Middle South,Mixed,1.5
LA-4,Safe R,R+29.5,-29.47543333333334,0.0072998690764436,R,R,0.0,1.5,-32.910000000000004,Deep South,Rural,1.5
LA-5,Safe R,R+29.1,-29.065433333333335,0.0078120984655205,R,R,0.0,1.5,-32.5,Deep South,Rural,1.5
TN-2,Safe R,R+29.0,-29.015433333333338,0.0078769563556185,R,R,0.0,1.5,-32.45,Appalachia,Rural,1.5
OK-4,Safe R,R+28.9,-28.865433333333332,0.008074752300266,R,R,0.0,1.5,-32.3,Great Plains,Rural,1.5
UT-4,Safe R,R+28.8,-28.8332,0.0081178952980034,R,R,0.0,1.5,-32.58,Mountain West,Rural,1.5
IN-3,Safe R,R+28.5,-28.530966666666664,0.0085337069101789,R,R,-1.5,1.5,-31.09,Midwest,Rural,1.5
GA-3,Safe R,R+28.5,-28.483200000000004,0.0086013291607671,R,R,-1.5,1.5,-30.730000000000004,Southeast,Rural,1.5
CA-20,Safe R,R+28.5,-28.465433333333333,0.008626616357207,R,R,-1.5,1.5,-30.4,Pacific,Rural,1.5
LA-6,Safe R,R+28.5,-28.45543333333333,0.0086408816996666,D,D,0.0,1.5,-31.889999999999993,Deep South,Rural,1.5
GA-8,Safe R,R+27.9,-27.943199999999997,0.0094037359214903,R,R,-1.5,1.5,-30.19,Southeast,Rural,1.5
MI-9,Safe R,R+27.4,-27.37096666666666,0.0103350258887415,R,R,0.0,1.5,-31.429999999999993,Midwest,Rural,1.5
KS-1,Safe R,R+27.4,-27.355433333333337,0.0103615391918567,R,R,0.0,1.5,-30.79,Great Plains,Rural,1.5
IN-4,Safe R,R+27.0,-26.960966666666664,0.0110578588474947,R,R,-1.5,1.5,-29.52,Midwest,Rural,1.5
IN-9,Safe R,R+26.9,-26.94096666666666,0.0110943702622695,R,R,-1.5,1.5,-29.499999999999996,Midwest,Rural,1.5
MT-2,Safe R,R+26.5,-26.4732,0.0119831293506846,R,R,-1.5,1.5,-28.72,Mountain West,Rural,1.5
OH-12,Safe R,R+25.9,-25.862033333333336,0.013251049568231,R,R,-1.5,1.5,-29.67,Midwest,Exurban,1.5
MS-3,Safe R,R+25.8,-25.79543333333333,0.0133969740851895,R,R,-1.5,1.5,-27.729999999999997,Deep South,Rural,1.5
IA-4,Safe R,R+25.8,-25.76096666666666,0.0134731138733282,R,R,0.0,1.5,-29.819999999999997,Midwest,Rural,1.5
AZ-9,Safe R,R+25.7,-25.6932,0.0136240628554214,R,R,0.0,1.5,-29.44,Southwest,Rural,1.5
UT-2,Safe R,R+25.6,-25.60319999999999,0.0138271171756979,R,R,0.0,1.5,-29.34999999999999,Mountain West,Rural,1.5
AL-5,Safe R,R+25.5,-25.525433333333336,0.0140049721889128,R,R,0.0,1.5,-28.96,Deep South,Rural,1.5
MI-2,Safe R,R+25.3,-25.33096666666666,0.0144596539890935,R,R,0.0,1.5,-29.389999999999997,Midwest,Rural,1.5
SD-AL,Safe R,R+24.9,-24.865433333333332,0.0156080261117482,R,R,0.0,1.5,-28.299999999999997,Great Plains,Rural,1.5
NJ-4,Safe R,R+24.6,-24.6365,0.0162052291271345,R,R,-1.5,1.5,-27.82,Mid-Atlantic,Mixed,1.5
OR-2,Safe R,R+24.3,-24.325433333333333,0.0170528352601182,R,R,-1.5,1.5,-26.26,Pacific,Rural,1.5
FL-19,Safe R,R+23.6,-23.61650000000001,0.0191506291318833,R,R,0.0,1.5,-28.300000000000004,Southeast,Mixed,1.5
ID-2,Safe R,R+23.5,-23.4632,0.0196365001659292,R,R,-1.5,1.5,-25.71,Mountain West,Rural,1.5
FL-6,Safe R,R+23.4,-23.3965,0.0198516528016598,R,R,0.0,1.5,-28.08,Southeast,Mixed,1.5
MO-6,Safe R,R+22.0,-22.000966666666663,0.0249205114313012,R,R,0.0,1.5,-26.06,Midwest,Rural,1.5
AR-3,Safe R,R+21.6,-21.578733333333332,0.0266889119409975,R,R,-1.5,1.5,-24.45,Middle South,Rural,1.5
IN-2,Safe R,R+21.5,-21.452033333333333,0.0272429685082367,R,R,-1.5,1.5,-25.26,Midwest,Exurban,1.5
MI-5,Safe R,R+21.2,-21.204266666666665,0.0283589313919469,R,R,0.0,1.5,-26.2,Midwest,Mixed,1.5
TX-8,Safe R,R+20.0,-19.95873333333333,0.034674675666504,R,R,0.0,1.5,-24.33,Middle South,Rural,1.5
OH-5,Safe R,R+19.8,-19.7665,0.0357632279036448,R,R,-1.5,1.5,-22.95,Midwest,Rural,1.5
TX-36,Safe R,R+19.8,-19.766499999999997,0.0357632279036448,R,R,-1.5,1.5,-22.949999999999996,Urban South,Rural,1.5
TX-4,Safe R,R+19.7,-19.718733333333333,0.0360387775382981,R,R,-1.5,1.5,-22.59,Middle South,Rural,1.5
SC-7,Safe R,R+19.7,-19.688733333333328,0.036212880982075,R,R,0.0,1.5,-24.059999999999995,Southeast,Rural,1.5
TX-14,Safe R,R+19.6,-19.58203333333333,0.036838691126759,R,R,-1.5,1.5,-23.389999999999997,Middle South,Mixed,1.5
TN-6,Safe R,R+19.3,-19.272033333333333,0.0387164236799922,R,R,0.0,1.5,-24.58,Middle South,Mixed,1.5
IL-16,Safe R,R+19.2,-19.1565,0.0394394665136689,R,R,-1.5,1.5,-22.34,Midwest,Rural,1.5
TX-12,Safe R,R+19.1,-19.098733333333332,0.0398058268746229,R,R,-1.5,1.5,-21.97,Middle South,Rural,1.5
VA-6,Safe R,R+19.1,-19.05873333333333,0.0400614188945179,R,R,0.0,1.5,-23.429999999999996,Mid-Atlantic,Rural,1.5
PA-16,Safe R,R+19.0,-18.986500000000003,0.0405269646179186,R,R,-1.5,1.5,-22.17,Midwest,Rural,1.5
TX-6,Safe R,R+18.9,-18.93873333333333,0.0408376635493851,R,R,-1.5,1.5,-21.81,Middle South,Rural,1.5
GA-11,Safe R,R+18.8,-18.788733333333333,0.041828231464431,R,R,0.0,1.5,-23.16,Southeast,Rural,1.5
KS-4,Safe R,R+18.8,-18.76096666666667,0.042014100229108,R,R,0.0,1.5,-22.82,Great Plains,Rural,1.5
TX-3,Safe R,R+18.7,-18.65873333333333,0.0427052739311325,R,R,-1.5,1.5,-21.53,Middle South,Rural,1.5
NY-24,Safe R,R+18.2,-18.17096666666667,0.0461550635086387,R,R,0.0,1.5,-22.23,Northeast,Rural,1.5
SC-4,Safe R,R+17.7,-17.728733333333334,0.0495106627248322,R,R,0.0,1.5,-22.1,Southeast,Rural,1.5
PA-11,Likely R,R+17.6,-17.562033333333332,0.0508346140645784,R,R,-1.5,1.5,-21.369999999999997,Mid-Atlantic,Mixed,1.5
TX-25,Likely R,R+17.4,-17.419800000000002,0.0519906731826255,R,R,-1.5,1.5,-21.54,Urban South,Mixed,1.5
OK-1,Likely R,R+17.4,-17.410966666666667,0.0520632834244262,R,R,0.0,1.5,-21.47,Great Plains,Rural,1.5
GA-10,Likely R,R+17.3,-17.348733333333332,0.0525775653690184,R,R,0.0,1.5,-21.72,Southeast,Rural,1.5
TX-26,Likely R,R+17.1,-17.0831,0.0548270970526101,R,R,-1.5,1.5,-22.14,Urban South,Suburban,1.5
SC-5,Likely R,R+17.0,-17.04873333333333,0.0551246746853773,R,R,0.0,1.5,-21.42,Southeast,Rural,1.5
TX-5,Likely R,R+17.0,-17.038733333333333,0.0552115489872,R,R,-1.5,1.5,-19.91,Middle South,Rural,1.5
WI-7,Likely R,R+17.0,-17.0365,0.0552309685168962,R,R,0.0,1.5,-21.72,Midwest,Rural,1.5
TN-4,Likely R,R+17.0,-16.978733333333338,0.0557355074661453,R,R,0.0,1.5,-21.350000000000005,Middle South,Rural,1.5
TX-2,Likely R,R+16.8,-16.7898,0.0574161098566127,R,R,0.0,1.5,-22.41,Urban South,Mixed,1.5
WI-5,Likely R,R+16.7,-16.689800000000005,0.0583247832289633,R,R,0.0,1.5,-22.31,Midwest,Mixed,1.5
TX-31,Likely R,R+16.4,-16.449800000000003,0.060560910888927,R,R,-1.5,1.5,-20.57,Urban South,Mixed,1.5
CA-5,Likely R,R+16.2,-16.210966666666668,0.0628655891842432,R,R,-1.5,1.5,-18.77,Pacific,Rural,1.5
NC-8,Likely R,R+16.2,-16.158733333333334,0.0633804199272375,R,R,-1.5,1.5,-19.03,Mid-Atlantic,Rural,1.5
MI-1,Likely R,R+16.1,-16.096500000000002,0.0639989452854325,R,R,0.0,1.5,-20.78,Midwest,Rural,1.5
NY-23,Likely R,R+16.1,-16.070966666666667,0.0642543396516476,R,R,0.0,1.5,-20.13,Northeast,Rural,1.5
TX-22,Likely R,R+15.9,-15.9465,0.065512946087908,R,R,0.0,1.5,-20.63,Urban South,Rural,1.5
TX-27,Likely R,R+15.8,-15.8098,0.0669216484360682,R,R,-1.5,1.5,-19.93,Urban South,Mixed,1.5
TN-7,Likely R,R+15.8,-15.802033333333334,0.0670025229401757,R,R,0.0,1.5,-21.11,Middle South,Mixed,1.5
GA-7,Likely R,R+15.8,-15.785333333333332,0.0671767278064841,R,R,-1.5,1.5,-20.53,Southeast,Suburban,1.5
MO-4,Likely R,R+15.7,-15.656499999999998,0.0685348330754319,R,R,0.0,1.5,-20.339999999999996,Midwest,Rural,1.5
TX-21,Likely R,R+15.6,-15.5865,0.0692833669721932,R,R,0.0,1.5,-20.27,Urban South,Rural,1.5
OH-14,Likely R,R+15.2,-15.2198,0.0733296180858427,R,R,-1.5,1.5,-19.34,Midwest,Mixed,1.5
NY-21,Likely R,R+15.1,-15.140966666666664,0.0742274572723264,R,R,0.0,1.5,-19.199999999999996,Northeast,Rural,1.5
WA-4,Likely R,R+15.1,-15.118733333333331,0.0744824967724984,R,R,0.0,1.5,-19.49,Northwest,Rural,1.5
MO-3,Likely R,R+14.8,-14.7665,0.0786318150771474,R,R,0.0,1.5,-19.45,Midwest,Rural,1.5
TN-5,Likely R,R+14.7,-14.67203333333334,0.0797800760966433,R,R,0.0,1.5,-19.980000000000004,Middle South,Mixed,1.5
CA-23,Likely R,R+14.6,-14.580966666666669,0.0809014867584994,R,R,-1.5,1.5,-17.14,Pacific,Rural,1.5
TX-10,Likely R,R+14.6,-14.5698,0.0810399803315658,R,R,0.0,1.5,-20.19,Urban South,Mixed,1.5
FL-3,Likely R,R+14.5,-14.458733333333331,0.0824292840453565,R,R,0.0,1.5,-18.83,Southeast,Rural,1.5
FL-28,Likely R,R+14.5,-14.45203333333334,0.0825137821821652,R,R,0.0,1.5,-19.760000000000005,Southeast,Mixed,1.5
FL-5,Likely R,R+14.4,-14.382033333333332,0.0834013230452935,R,R,0.0,1.5,-19.69,Southeast,Mixed,1.5
TX-38,Likely R,R+14.3,-14.3498,0.0838129256885046,R,R,0.0,1.5,-19.97,Urban South,Mixed,1.5
NC-10,Likely R,R+14.3,-14.31873333333333,0.0842113762817629,R,R,-1.5,1.5,-17.189999999999998,Mid-Atlantic,Rural,1.5
CO-4,Likely R,R+14.3,-14.300966666666667,0.0844400179745412,R,R,0.0,1.5,-18.36,Great Plains,Rural,1.5
TX-17,Likely R,R+14.3,-14.288733333333331,0.0845977778856478,R,R,-1.5,1.5,-17.16,Middle South,Rural,1.5
FL-17,Likely R,R+14.3,-14.262033333333337,0.0849430279471114,R,R,0.0,1.5,-19.57,Southeast,Mixed,1.5
NC-5,Likely R,R+14.2,-14.208733333333331,0.085636059816857,R,R,-1.5,1.5,-17.08,Mid-Atlantic,Rural,1.5
NC-13,Likely R,R+14.0,-14.048733333333333,0.0877473309648442,R,R,-1.5,1.5,-16.919999999999998,Mid-Atlantic,Rural,1.5
NC-6,Likely R,R+13.9,-13.918733333333332,0.0894972607596867,R,R,-1.5,1.5,-16.79,Mid-Atlantic,Rural,1.5
KS-2,Likely R,R+13.7,-13.684266666666668,0.092733107394261,R,R,0.0,1.5,-18.68,Great Plains,Mixed,1.5
TN-8,Likely R,R+13.5,-13.542033333333327,0.0947468907199956,R,R,0.0,1.5,-18.84999999999999,Middle South,Mixed,1.5
OK-5,Likely R,R+13.3,-13.264266666666666,0.0987927429440842,R,R,0.0,1.5,-18.26,Great Plains,Mixed,1.5
MN-6,Likely R,R+13.1,-13.137566666666668,0.1006888109059434,R,R,0.0,1.5,-19.07,Midwest,Exurban,1.5
NY-11,Likely R,R+13.1,-13.115333333333334,0.1010248479287857,R,R,0.0,1.5,-19.36,Mid-Atlantic,Suburban,1.5
TN-9,Likely R,R+12.6,-12.612033333333333,0.1089020445813049,D,D,0.0,1.5,-17.919999999999998,Middle South,Mixed,1.5
AZ-5,Likely R,R+12.6,-12.605333333333332,0.1090104559174428,R,R,0.0,1.5,-18.85,Southwest,Suburban,1.5
NC-14,Likely R,R+12.5,-12.528733333333332,0.1102566498197261,R,R,-1.5,1.5,-15.4,Mid-Atlantic,Rural,1.5
MO-5,Likely R,R+12.4,-12.386500000000002,0.1126037427614851,D,D,0.0,1.5,-17.07,Midwest,Rural,1.5
NC-9,Likely R,R+12.3,-12.328733333333336,0.113569384331973,R,R,-1.5,1.5,-15.200000000000005,Mid-Atlantic,Rural,1.5
OH-8,Likely R,R+12.1,-12.146500000000003,0.1166630698522845,R,R,-1.5,1.5,-15.330000000000002,Midwest,Rural,1.5
FL-2,Likely R,R+11.8,-11.810966666666666,0.1225506902722753,R,R,0.0,1.5,-15.87,Deep South,Rural,1.5
FL-15,Likely R,R+11.7,-11.732033333333336,0.1239723726553738,R,R,0.0,1.5,-17.040000000000003,Southeast,Mixed,1.5
MD-1,Likely R,R+11.7,-11.708733333333331,0.1243947313877995,R,R,0.0,1.5,-16.08,Mid-Atlantic,Rural,1.5
WI-6,Likely R,R+11.5,-11.476499999999998,0.1286722190620983,R,R,0.0,1.5,-16.159999999999997,Midwest,Rural,1.5
IN-5,Likely R,R+11.4,-11.4331,0.1294853696673374,R,R,-1.5,1.5,-16.49,Midwest,Suburban,1.5
AR-2,Likely R,R+11.4,-11.354266666666668,0.1309735943771609,R,R,-1.5,1.5,-14.85,Middle South,Rural,1.5
WI-8,Likely R,R+11.3,-11.3065,0.1318823892709038,R,R,0.0,1.5,-15.989999999999998,Midwest,Rural,1.5
TX-9,Likely R,R+10.8,-10.819800000000004,0.1414498326546338,D,D,0.0,1.5,-16.44,Urban South,Mixed,1.5
GA-1,Likely R,R+10.6,-10.638733333333333,0.1451544796786857,R,R,0.0,1.5,-15.009999999999998,Southeast,Rural,1.5
AZ-8,Lean R,R+10.2,-10.182033333333337,0.154856761519735,R,R,0.0,1.5,-15.49,Southwest,Mixed,1.5
TX-32,Lean R,R+9.8,-9.799799999999998,0.1633787956677489,D,D,0.0,1.5,-15.419999999999996,Urban South,Mixed,1.5
TX-15,Lean R,R+9.7,-9.68426666666667,0.1660278525895935,R,R,-1.5,1.5,-13.18,Southwest,Rural,1.5
NC-7,Lean R,R+9.5,-9.464266666666669,0.1711671732813631,R,R,-1.5,1.5,-12.96,Mid-Atlantic,Rural,1.5
GA-12,Lean R,R+9.4,-9.434266666666666,0.1718776848591451,R,R,-1.5,1.5,-12.93,Southeast,Rural,1.5
NE-1,Lean R,R+9.3,-9.2865,0.1754114756721543,R,R,-1.5,1.5,-12.47,Great Plains,Rural,1.5
TX-24,Lean R,R+9.2,-9.238633333333333,0.1765683894045346,R,R,-1.5,1.5,-14.919999999999998,Urban South,Suburban,1.5
KY-6,Lean R,R+9.1,-9.116500000000002,0.1795474342674193,R,R,0.0,1.5,-13.8,Appalachia,Rural,1.5
FL-18,Lean R,R+8.9,-8.927566666666666,0.1842329603722546,R,R,0.0,1.5,-14.859999999999998,Southeast,Mixed,1.5
FL-8,Lean R,R+8.5,-8.547566666666665,0.1939423299283765,R,R,0.0,1.5,-14.479999999999997,Southeast,Mixed,1.5
NC-3,Lean R,R+8.5,-8.514266666666664,0.1948114282647632,R,R,-1.5,1.5,-12.009999999999998,Mid-Atlantic,Rural,1.5
FL-9,Lean R,R+8.5,-8.497566666666668,0.1952483926460073,D,D,0.0,1.5,-14.43,Southeast,Mixed,1.5
NV-2,Lean R,R+8.1,-8.104266666666664,0.2057541381531835,R,R,0.0,1.5,-13.099999999999998,Mountain West,Rural,1.5
MN-8,Lean R,R+8.1,-8.062033333333336,0.2069068115769432,R,R,0.0,1.5,-13.37,Midwest,Rural,1.5
FL-21,Lean R,R+8.0,-8.047566666666668,0.2073027457961247,R,R,0.0,1.5,-13.98,Southeast,Mixed,1.5
SC-2,Lean R,R+8.0,-7.984266666666666,0.2090417634247547,R,R,0.0,1.5,-12.98,Southeast,Rural,1.5
FL-11,Lean R,R+7.9,-7.937566666666669,0.2103315999630971,R,R,0.0,1.5,-13.87,Southeast,Mixed,1.5
TX-23,Lean R,R+7.5,-7.454266666666665,0.2240223703007637,R,R,0.0,1.5,-12.449999999999998,Southwest,Rural,1.5
FL-26,Lean R,R+7.2,-7.20756666666667,0.231250947821254,R,R,0.0,1.5,-13.140000000000002,Southeast,Mixed,1.5
AZ-2,Lean R,R+6.9,-6.867566666666669,0.241477814434809,R,R,0.0,1.5,-12.8,Southwest,Mixed,1.5
NJ-2,Lean R,R+6.8,-6.824266666666666,0.2428021294041327,R,R,-1.5,1.5,-10.32,Mid-Atlantic,Rural,1.5
NC-11,Lean R,R+6.8,-6.766500000000001,0.2445765694190407,R,R,-1.5,1.5,-9.95,Appalachia,Rural,1.5
FL-12,Lean R,R+6.5,-6.517566666666665,0.2523229891736419,R,R,0.0,1.5,-12.449999999999998,Southeast,Mixed,1.5
AK-AL,Lean R,R+6.2,-6.237566666666668,0.2612282537134955,R,R,0.0,1.5,-12.17,Northwest,Mixed,1.5
FL-13,Lean R,R+6.1,-6.067566666666666,0.2667331218237738,R,R,0.0,1.5,-11.999999999999998,Southeast,Mixed,1.5
VA-5,Lean R,R+6.0,-6.0042666666666635,0.268801631414234,R,R,0.0,1.5,-10.999999999999996,Mid-Atlantic,Rural,1.5
MO-2,Lean R,R+5.9,-5.932033333333334,0.2711744183825932,R,R,0.0,1.5,-11.24,Midwest,Rural,1.5
MN-1,Lean R,R+5.9,-5.85203333333333,0.273817628387565,R,R,0.0,1.5,-11.159999999999997,Midwest,Rural,1.5
