district_id,rating,model_margin_label,model_margin_dem,dem_win_probability,district_partisan_baseline_dem,incumbency_adjustment_dem,candidate_quality_adjustment_dem,region,district_type,tested_multiplier
TX-28,Tilt D,D+3.0,2.9595999999999973,0.6208756730359407,-4.330000000000002,2.0,0.0,Southwest,Rural,0.8
PA-7,Tilt D,D+3.0,2.992800000000001,0.6221772853340802,-2.059999999999999,-2.0,0.0,Mid-Atlantic,Suburban,0.8
WI-1,Tilt D,D+3.6,3.596666666666666,0.6455291935872791,-3.75,0.0,0.0,Midwest,Suburban,0.8
NJ-7,Lean D,D+5.3,5.292800000000001,0.7072641050378576,0.2400000000000003,-2.0,0.0,Mid-Atlantic,Suburban,0.8
AZ-1,Lean D,D+5.3,5.332800000000001,0.7086424726303788,-1.72,0.0,0.0,Southwest,Suburban,0.8
AZ-6,Lean D,D+5.7,5.711199999999998,0.7214904247771199,-0.4600000000000016,0.0,0.0,Southwest,Mixed,0.8
NM-2,Lean D,D+5.7,5.729599999999999,0.7221062281258854,0.4399999999999997,0.0,0.0,Southwest,Rural,0.8
MI-8,Lean D,D+6.6,6.576666666666664,0.7495307360245703,-0.7700000000000017,0.0,0.0,Midwest,Suburban,0.8
VA-2,Lean D,D+6.6,6.631200000000002,0.7512331604886826,0.4600000000000029,0.0,0.0,Mid-Atlantic,Mixed,0.8
PA-1,Lean D,D+6.6,6.642799999999999,0.7515942899741772,1.5899999999999983,-2.0,0.0,Mid-Atlantic,Suburban,0.8
MI-7,Lean D,D+6.7,6.706666666666665,0.7535762844297935,-0.6400000000000003,0.0,0.0,Midwest,Suburban,0.8
CA-22,Lean D,D+6.8,6.835733333333334,0.7575490542250786,3.84,-2.0,0.0,Pacific,Rural,0.8
CO-8,Lean D,D+7.1,7.1428,0.7668245168010938,0.0899999999999998,0.0,0.0,Mountain West,Suburban,0.8
NY-3,Lean D,D+7.4,7.4327999999999985,0.7753550678315562,0.3799999999999985,0.0,0.0,Mid-Atlantic,Suburban,0.8
OH-1,Lean D,D+7.7,7.656666666666664,0.7817870744100645,-1.6900000000000013,2.0,0.0,Midwest,Suburban,0.8
NV-3,Lean D,D+7.7,7.6911999999999985,0.7827673568543464,1.5199999999999985,0.0,0.0,Mountain West,Mixed,0.8
NY-19,Lean D,D+8.8,8.751199999999999,0.8113082494408034,2.5799999999999996,0.0,0.0,Northeast,Exurban,0.8
NH-1,Lean D,D+9.1,9.077333333333332,0.8194889454679989,3.1999999999999997,0.0,0.0,Northeast,Mixed,0.8
NY-17,Lean D,D+10.2,10.208933333333333,0.8457290923363764,3.4499999999999997,0.0,0.0,Northeast,Suburban,0.8
NV-1,Lean D,D+10.3,10.3312,0.8483691185799472,4.16,0.0,0.0,Mountain West,Mixed,0.8
CA-48,Likely D,D+10.4,10.417333333333334,0.8502065815100228,4.540000000000001,0.0,0.0,Pacific,Mixed,0.8
NH-2,Likely D,D+10.5,10.479599999999998,0.8515234492358351,5.1899999999999995,0.0,0.0,Northeast,Mixed,0.8
NV-4,Likely D,D+10.6,10.5912,0.853859728027467,4.420000000000001,0.0,0.0,Mountain West,Mixed,0.8
NY-18,Likely D,D+10.6,10.623466666666666,0.8545295086543034,5.039999999999999,0.0,0.0,Northeast,Exurban,0.8
KS-3,Likely D,D+11.0,10.978933333333332,0.8617405470737791,4.22,0.0,0.0,Great Plains,Suburban,0.8
VA-7,Likely D,D+11.1,11.092799999999997,0.8639861476735977,4.039999999999997,0.0,0.0,Mid-Atlantic,Suburban,0.8
NE-2,Likely D,D+11.3,11.3112,0.8682072682536348,5.1400000000000015,0.0,0.0,Great Plains,Suburban,0.8
CA-45,Likely D,D+11.6,11.580266666666663,0.8732543391238341,5.76,2.0,0.0,Pacific,Urban,0.8
NY-4,Likely D,D+11.7,11.725066666666669,0.8759014718685975,5.26,0.0,0.0,Mid-Atlantic,Suburban,0.8
IN-1,Likely D,D+12.1,12.076666666666664,0.8821321484091967,2.7299999999999995,2.0,0.0,Midwest,Suburban,0.8
NM-3,Likely D,D+12.2,12.153466666666665,0.883456532648363,6.5699999999999985,0.0,0.0,Southwest,Mixed,0.8
WA-8,Likely D,D+12.5,12.465066666666663,0.8886980858986925,6.0,0.0,0.0,Northwest,Suburban,0.8
OH-13,Likely D,D+12.5,12.475066666666669,0.8888628354608545,4.010000000000002,2.0,0.0,Midwest,Mixed,0.8
MD-6,Likely D,D+12.5,12.513466666666666,0.8894934922280138,6.9300000000000015,0.0,0.0,Mid-Atlantic,Mixed,0.8
CA-13,Likely D,D+12.9,12.8796,0.8953506320509554,5.590000000000001,2.0,0.0,Pacific,Mixed,0.8
PA-17,Likely D,D+12.9,12.879599999999998,0.8953506320509554,5.589999999999999,2.0,0.0,Appalachia,Mixed,0.8
MN-2,Likely D,D+13.0,12.97893333333333,0.8968917303989516,6.219999999999999,0.0,0.0,Midwest,Suburban,0.8
NJ-5,Likely D,D+13.2,13.1512,0.8995167535192042,4.9799999999999995,2.0,0.0,Mid-Atlantic,Mixed,0.8
CT-5,Likely D,D+13.3,13.3012,0.9017539511428556,7.130000000000001,0.0,0.0,Northeast,Suburban,0.8
IL-6,Likely D,D+13.5,13.528,0.9050523127412972,7.119999999999999,2.0,0.0,Midwest,Urban,0.8
IL-17,Likely D,D+13.6,13.577333333333334,0.9057565205891396,5.700000000000001,2.0,0.0,Midwest,Mixed,0.8
AL-2,Likely D,D+13.9,13.868,0.9098113213359657,9.46,0.0,0.0,Deep South,Rural,0.8
IL-8,Likely D,D+13.9,13.928,0.9106285123936289,9.52,0.0,0.0,Midwest,Urban,0.8
NJ-9,Likely D,D+14.0,13.9828,0.9113690392220763,4.93,2.0,0.0,Mid-Atlantic,Suburban,0.8
RI-2,Likely D,D+14.1,14.059599999999996,0.912397536178292,8.769999999999998,0.0,0.0,Northeast,Mixed,0.8
NY-22,Likely D,D+14.1,14.069599999999998,0.912530658435582,8.779999999999998,0.0,0.0,Northeast,Mixed,0.8
AZ-4,Likely D,D+14.7,14.665066666666668,0.9201346390780886,8.200000000000001,0.0,0.0,Southwest,Suburban,0.8
MI-3,Likely D,D+14.8,14.768933333333331,0.9213975619369849,8.01,0.0,0.0,Midwest,Suburban,0.8
CA-6,Likely D,D+14.9,14.8796,0.9227230443154506,9.59,0.0,0.0,Pacific,Mixed,0.8
CT-2,Likely D,D+15.0,15.0112,0.9242725766874812,8.84,0.0,0.0,Northeast,Suburban,0.8
GA-2,Likely D,D+15.0,15.041866666666667,0.924629542707026,8.340000000000002,2.0,0.0,Southeast,Rural,0.8
IL-14,Likely D,D+15.2,15.2312,0.9267993868263305,7.060000000000001,2.0,0.0,Midwest,Exurban,0.8
OR-5,Likely D,D+15.9,15.949599999999997,0.9345186776623228,8.659999999999998,2.0,0.0,Pacific,Mixed,0.8
CA-25,Likely D,D+16.3,16.299599999999998,0.937999094856106,9.01,2.0,0.0,Pacific,Mixed,0.8
NY-6,Likely D,D+17.4,17.38413333333333,0.9477155576701548,13.27,0.0,0.0,Mid-Atlantic,Urban,0.8
VA-10,Safe D,D+17.7,17.675066666666666,0.9500667173936816,11.21,0.0,0.0,Mid-Atlantic,Suburban,0.8
NJ-3,Safe D,D+17.7,17.693466666666666,0.9502119992741136,10.11,2.0,0.0,Mid-Atlantic,Mixed,0.8
CA-21,Safe D,D+17.8,17.819599999999998,0.951197182354112,10.53,2.0,0.0,Pacific,Mixed,0.8
CA-35,Safe D,D+18.3,18.260266666666663,0.9544957636990924,12.44,2.0,0.0,Pacific,Urban,0.8
CA-3,Safe D,D+18.6,18.5596,0.9566141456270534,11.27,2.0,0.0,Pacific,Mixed,0.8
IL-13,Safe D,D+18.7,18.72733333333333,0.957759702121286,10.849999999999998,2.0,0.0,Midwest,Mixed,0.8
NJ-6,Safe D,D+18.9,18.855066666666666,0.9586126224948456,10.39,2.0,0.0,Mid-Atlantic,Suburban,0.8
NY-20,Safe D,D+18.9,18.902533333333334,0.9589253553078232,15.670000000000003,0.0,0.0,Northeast,Urban,0.8
NM-1,Safe D,D+18.9,18.933466666666664,0.9591279400790236,13.35,0.0,0.0,Southwest,Mixed,0.8
MA-9,Safe D,D+19.1,19.0912,0.960146156393188,12.92,0.0,0.0,Northeast,Suburban,0.8
OR-6,Safe D,D+19.1,19.129599999999996,0.9603903357616984,11.839999999999998,2.0,0.0,Pacific,Mixed,0.8
CA-1,Safe D,D+19.2,19.1696,0.9606431637531218,13.88,0.0,0.0,Pacific,Mixed,0.8
OR-4,Safe D,D+19.5,19.4996,0.9626707170092564,12.21,2.0,0.0,Pacific,Mixed,0.8
NJ-11,Safe D,D+19.6,19.595066666666664,0.9632383053019468,11.13,2.0,0.0,Mid-Atlantic,Suburban,0.8
CA-27,Safe D,D+20.0,19.9596,0.96533015890246,12.669999999999998,2.0,0.0,Pacific,Mixed,0.8
CA-47,Safe D,D+20.0,20.0012,0.9655614554593064,11.83,2.0,0.0,Pacific,Suburban,0.8
CA-7,Safe D,D+20.1,20.1296,0.9662660132190856,14.84,0.0,0.0,Pacific,Mixed,0.8
CA-38,Safe D,D+20.2,20.24253333333333,0.9668741870795352,17.009999999999998,0.0,0.0,Pacific,Urban,0.8
DE-AL,Safe D,D+20.3,20.283466666666666,0.9670919979806876,14.7,0.0,0.0,Mid-Atlantic,Mixed,0.8
CA-42,Safe D,D+20.3,20.312533333333334,0.967245824362699,15.080000000000002,2.0,0.0,Pacific,Urban,0.8
MA-1,Safe D,D+20.8,20.841866666666668,0.9699284990189684,16.14,0.0,0.0,Northeast,Mixed,0.8
PA-6,Safe D,D+20.9,20.885066666666663,0.970137793850682,12.419999999999998,2.0,0.0,Mid-Atlantic,Suburban,0.8
FL-23,Safe D,D+21.2,21.166399999999996,0.9714666492253828,17.639999999999997,0.0,0.0,Southeast,Urban,0.8
CA-49,Safe D,D+21.2,21.2012,0.971626981697994,13.03,2.0,0.0,Pacific,Suburban,0.8
CO-7,Safe D,D+21.2,21.225066666666667,0.971736435553783,14.760000000000002,0.0,0.0,Mountain West,Suburban,0.8
IL-11,Safe D,D+21.3,21.32893333333333,0.9722080177892688,12.57,2.0,0.0,Midwest,Suburban,0.8
CT-3,Safe D,D+21.4,21.363466666666667,0.9723631085917824,15.78,0.0,0.0,Northeast,Suburban,0.8
MI-11,Safe D,D+22.5,22.5296,0.9771331202726024,17.24,0.0,0.0,Midwest,Mixed,0.8
CA-39,Safe D,D+22.6,22.6212,0.977471765106854,14.45,2.0,0.0,Pacific,Suburban,0.8
CA-33,Safe D,D+22.8,22.8012,0.9781230091507612,14.63,2.0,0.0,Pacific,Suburban,0.8
CA-9,Safe D,D+22.8,22.835733333333337,0.9782458304359196,15.84,2.0,0.0,Pacific,Exurban,0.8
CA-41,Safe D,D+22.8,22.842533333333332,0.978269935750398,17.61,2.0,0.0,Pacific,Urban,0.8
CA-26,Safe D,D+22.9,22.943466666666662,0.9786246778735064,17.36,0.0,0.0,Pacific,Suburban,0.8
CA-4,Safe D,D+23.2,23.181866666666664,0.9794402196013114,16.479999999999997,2.0,0.0,Pacific,Mixed,0.8
CA-31,Safe D,D+23.7,23.653466666666667,0.9809647582477417,16.07,2.0,0.0,Pacific,Suburban,0.8
WA-10,Safe D,D+23.7,23.68733333333333,0.9810698707655674,17.81,0.0,0.0,Northwest,Suburban,0.8
NY-25,Safe D,D+23.7,23.73186666666666,0.9812072235761152,19.03,0.0,0.0,Northeast,Mixed,0.8
MD-2,Safe D,D+24.0,23.985733333333336,0.9819717438773732,18.99,0.0,0.0,Mid-Atlantic,Mixed,0.8
NY-26,Safe D,D+24.3,24.27253333333333,0.9827987484624506,21.04,0.0,0.0,Northeast,Urban,0.8
WA-6,Safe D,D+24.4,24.447333333333333,0.983284392997682,18.57,0.0,0.0,Northwest,Suburban,0.8
PA-4,Safe D,D+24.6,24.607333333333333,0.9837170894906564,16.73,2.0,0.0,Mid-Atlantic,Suburban,0.8
PA-12,Safe D,D+24.6,24.642533333333333,0.9838107942662,19.41,2.0,0.0,Appalachia,Urban,0.8
CA-46,Safe D,D+25.0,24.962533333333333,0.9846386819996926,19.73,2.0,0.0,Pacific,Urban,0.8
KY-3,Safe D,D+25.2,25.152533333333334,0.9851103729442622,19.92,2.0,0.0,Appalachia,Urban,0.8
ME-1,Safe D,D+25.3,25.33253333333333,0.9855440665219912,22.1,0.0,0.0,Northeast,Urban,0.8
CA-50,Safe D,D+25.8,25.77186666666666,0.9865510111837532,19.069999999999997,2.0,0.0,Pacific,Mixed,0.8
MA-3,Safe D,D+26.1,26.05186666666667,0.987156335639431,21.35,0.0,0.0,Northeast,Mixed,0.8
CA-51,Safe D,D+26.3,26.311866666666667,0.9876943053948648,19.61,2.0,0.0,Pacific,Mixed,0.8
CO-6,Safe D,D+26.9,26.877333333333333,0.988788667798008,21.0,0.0,0.0,Mountain West,Suburban,0.8
MA-4,Safe D,D+26.9,26.91186666666667,0.988852292636486,22.21,0.0,0.0,Northeast,Mixed,0.8
MN-3,Safe D,D+27.4,27.3512,0.9896312234161204,21.18,0.0,0.0,Midwest,Suburban,0.8
NJ-1,Safe D,D+27.4,27.40573333333333,0.9897240730749952,20.409999999999997,2.0,0.0,Mid-Atlantic,Mixed,0.8
UT-1,Safe D,D+27.4,27.426399999999997,0.9897590451929128,23.9,0.0,0.0,Mountain West,Urban,0.8
TX-16,Safe D,D+27.6,27.6164,0.9900750929785628,22.09,2.0,0.0,Southwest,Urban,0.8
MS-2,Safe D,D+27.9,27.930266666666665,0.9905761631705384,22.11,2.0,0.0,Deep South,Rural,0.8
MA-6,Safe D,D+28.2,28.223466666666667,0.9910215686225454,22.64,0.0,0.0,Northeast,Suburban,0.8
AL-7,Safe D,D+28.7,28.66253333333333,0.9916498360928286,25.429999999999996,0.0,0.0,Deep South,Rural,0.8
HI-2,Safe D,D+28.7,28.671866666666663,0.9916627069291392,23.97,0.0,0.0,Pacific,Mixed,0.8
RI-1,Safe D,D+28.8,28.801866666666665,0.9918399471994758,24.1,0.0,0.0,Northeast,Mixed,0.8
CA-52,Safe D,D+28.9,28.941866666666662,0.9920266436983916,22.24,2.0,0.0,Pacific,Mixed,0.8
MD-3,Safe D,D+29.0,29.035733333333333,0.9921494401138594,24.04,0.0,0.0,Mid-Atlantic,Mixed,0.8
SC-6,Safe D,D+29.1,29.116399999999995,0.9922534680456028,25.589999999999996,0.0,0.0,Southeast,Rural,0.8
WA-2,Safe D,D+29.1,29.13733333333333,0.9922802394661132,23.26,0.0,0.0,Northwest,Suburban,0.8
MI-6,Safe D,D+29.5,29.5396,0.9927772221410832,24.25,0.0,0.0,Midwest,Mixed,0.8
AZ-7,Safe D,D+29.7,29.688,0.9929524308327272,25.28,0.0,0.0,Southwest,Mixed,0.8
FL-10,Safe D,D+29.8,29.832533333333327,0.9931190162871156,26.59999999999999,0.0,0.0,Southeast,Urban,0.8
MA-2,Safe D,D+29.8,29.844133333333332,0.993132215395291,25.73,0.0,0.0,Northeast,Mixed,0.8
CA-2,Safe D,D+29.9,29.85413333333333,0.9931435737542728,25.74,0.0,0.0,Pacific,Mixed,0.8
CT-1,Safe D,D+30.0,30.04346666666666,0.9933551388402868,24.459999999999994,0.0,0.0,Northeast,Suburban,0.8
HI-1,Safe D,D+30.2,30.22413333333333,0.993550969508604,26.11,0.0,0.0,Pacific,Mixed,0.8
NJ-12,Safe D,D+30.3,30.25253333333333,0.9935812273172828,27.019999999999996,0.0,0.0,Mid-Atlantic,Urban,0.8
CT-4,Safe D,D+30.7,30.735733333333336,0.994074942589256,25.74,0.0,0.0,Northeast,Suburban,0.8
IL-10,Safe D,D+31.3,31.341199999999997,0.994640620768138,23.17,2.0,0.0,Midwest,Suburban,0.8
CA-24,Safe D,D+32.2,32.24413333333332,0.9953859392855512,26.129999999999995,2.0,0.0,Pacific,Mixed,0.8
TX-7,Safe D,D+33.4,33.413466666666665,0.9961998642368192,25.83,2.0,0.0,Urban South,Suburban,0.8
CA-28,Safe D,D+33.6,33.56413333333333,0.9962937524450558,27.449999999999996,2.0,0.0,Pacific,Mixed,0.8
MA-8,Safe D,D+33.9,33.92573333333333,0.9965097615886452,28.93,0.0,0.0,Northeast,Suburban,0.8
WA-1,Safe D,D+34.4,34.3596,0.9967524448908912,29.07,0.0,0.0,Northwest,Suburban,0.8
CA-32,Safe D,D+34.6,34.60573333333333,0.9968825643656456,27.61,2.0,0.0,Pacific,Suburban,0.8
NJ-8,Safe D,D+35.6,35.61253333333333,0.9973628667417208,30.379999999999995,2.0,0.0,Mid-Atlantic,Urban,0.8
IL-4,Safe D,D+37.0,36.96253333333333,0.9978930868358776,33.73,0.0,0.0,Midwest,Urban,0.8
PA-5,Safe D,D+37.0,36.9996,0.9979060355836498,29.71,2.0,0.0,Mid-Atlantic,Suburban,0.8
TX-20,Safe D,D+37.2,37.172533333333334,0.997965405797419,31.94,2.0,0.0,Urban South,Urban,0.8
VA-4,Safe D,D+38.0,37.968,0.9982175812862716,33.56,0.0,0.0,Mid-Atlantic,Mixed,0.8
VT-AL,Safe D,D+38.2,38.212533333333326,0.9982886425262112,34.97999999999999,0.0,0.0,Northeast,Rural,0.8
IL-2,Safe D,D+38.4,38.40253333333334,0.9983418979936052,35.17,0.0,0.0,Midwest,Urban,0.8
MD-5,Safe D,D+38.5,38.468,0.9983598618747148,34.059999999999995,0.0,0.0,Mid-Atlantic,Mixed,0.8
CA-18,Safe D,D+38.8,38.80413333333333,0.9984490810897404,32.69,2.0,0.0,Pacific,Mixed,0.8
VA-3,Safe D,D+38.9,38.88253333333334,0.99846918378403,35.650000000000006,0.0,0.0,Mid-Atlantic,Urban,0.8
TX-29,Safe D,D+39.4,39.412533333333336,0.998598424214792,34.18,2.0,0.0,Urban South,Urban,0.8
TX-33,Safe D,D+39.5,39.452533333333335,0.9986077240103955,36.22,0.0,0.0,Urban South,Urban,0.8
MN-4,Safe D,D+39.5,39.47253333333334,0.998612350774834,36.24,0.0,0.0,Midwest,Urban,0.8
IL-3,Safe D,D+39.5,39.49253333333334,0.9986169621850598,34.260000000000005,2.0,0.0,Midwest,Urban,0.8
NC-2,Safe D,D+39.8,39.83253333333334,0.9986930555599802,34.6,2.0,0.0,Mid-Atlantic,Urban,0.8
IL-1,Safe D,D+40.4,40.352533333333334,0.9988014245070932,35.12,2.0,0.0,Midwest,Urban,0.8
VA-11,Safe D,D+41.4,41.3896,0.9989914843586812,36.1,0.0,0.0,Mid-Atlantic,Suburban,0.8
NY-16,Safe D,D+41.5,41.54573333333333,0.999017364202797,36.55,0.0,0.0,Northeast,Suburban,0.8
NY-14,Safe D,D+42.0,41.992533333333334,0.9990878153820985,38.76,0.0,0.0,Mid-Atlantic,Urban,0.8
CA-19,Safe D,D+42.0,42.004133333333336,0.9990895756313188,35.89,2.0,0.0,Pacific,Mixed,0.8
CA-10,Safe D,D+42.0,42.025733333333335,0.9990928442986866,35.03,2.0,0.0,Pacific,Suburban,0.8
CA-14,Safe D,D+42.9,42.93573333333333,0.9992204045721028,37.94,0.0,0.0,Pacific,Suburban,0.8
CA-8,Safe D,D+43.0,42.988,0.9992271609953356,36.58,2.0,0.0,Pacific,Exurban,0.8
PA-2,Safe D,D+43.0,43.03253333333334,0.999232871559029,37.8,2.0,0.0,Mid-Atlantic,Urban,0.8
IL-5,Safe D,D+43.2,43.21253333333333,0.9992555267520506,37.98,2.0,0.0,Midwest,Urban,0.8
IL-9,Safe D,D+43.5,43.523466666666664,0.9992930978216668,37.94,0.0,0.0,Midwest,Suburban,0.8
FL-20,Safe D,D+43.6,43.592533333333336,0.9993011827422656,40.36,0.0,0.0,Southeast,Urban,0.8
CA-29,Safe D,D+43.7,43.72253333333334,0.9993161506903416,38.49,2.0,0.0,Pacific,Urban,0.8
WI-2,Safe D,D+43.7,43.742533333333334,0.9993184248420331,40.51,0.0,0.0,Midwest,Urban,0.8
MI-12,Safe D,D+44.2,44.172533333333334,0.999365531906637,40.94,0.0,0.0,Midwest,Urban,0.8
OR-1,Safe D,D+45.0,44.955733333333335,0.9994431302832204,37.96,2.0,0.0,Pacific,Suburban,0.8
GA-13,Safe D,D+45.1,45.062533333333334,0.999452949491449,41.83,0.0,0.0,Southeast,Urban,0.8
CO-2,Safe D,D+45.1,45.1196,0.9994581250784051,39.83,0.0,0.0,Mountain West,Suburban,0.8
CA-44,Safe D,D+45.7,45.732533333333336,0.9995107212976194,40.5,2.0,0.0,Pacific,Urban,0.8
CA-36,Safe D,D+45.8,45.76253333333334,0.9995131603972996,40.53,2.0,0.0,Pacific,Urban,0.8
OH-3,Safe D,D+46.5,46.482533333333336,0.9995681882350288,41.25,2.0,0.0,Midwest,Urban,0.8
CA-17,Safe D,D+46.9,46.922533333333334,0.9995987089541534,41.69,2.0,0.0,Pacific,Urban,0.8
IN-7,Safe D,D+46.9,46.93253333333333,0.9995993769478028,41.7,2.0,0.0,Midwest,Urban,0.8
MI-13,Safe D,D+47.1,47.092533333333336,0.9996099149308992,43.86,0.0,0.0,Midwest,Urban,0.8
FL-24,Safe D,D+47.2,47.172533333333334,0.999615079555786,43.94,0.0,0.0,Southeast,Urban,0.8
NY-9,Safe D,D+47.3,47.28253333333333,0.9996220694933784,44.05,0.0,0.0,Mid-Atlantic,Urban,0.8
AZ-3,Safe D,D+47.3,47.308,0.9996236695965672,42.9,0.0,0.0,Southwest,Mixed,0.8
WA-9,Safe D,D+47.4,47.3996,0.9996293691606316,42.11,0.0,0.0,Northwest,Suburban,0.8
CA-30,Safe D,D+47.5,47.54413333333333,0.9996381873784992,41.42999999999999,2.0,0.0,Pacific,Mixed,0.8
TX-30,Safe D,D+48.8,48.76253333333334,0.9997046602803692,45.53,0.0,0.0,Urban South,Urban,0.8
NY-8,Safe D,D+50.7,50.65253333333334,0.999784447156488,47.42,0.0,0.0,Mid-Atlantic,Urban,0.8
NC-4,Safe D,D+50.7,50.742533333333334,0.999787655638793,45.51,2.0,0.0,Mid-Atlantic,Urban,0.8
MA-5,Safe D,D+50.8,50.81413333333333,0.9997901740268748,46.7,0.0,0.0,Northeast,Mixed,0.8
OR-3,Safe D,D+51.3,51.25253333333333,0.9998049557207678,46.02,2.0,0.0,Pacific,Urban,0.8
NY-5,Safe D,D+51.5,51.492533333333334,0.9998126020831656,48.26,0.0,0.0,Mid-Atlantic,Urban,0.8
LA-2,Safe D,D+52.3,52.312533333333334,0.999836536205532,49.08,0.0,0.0,Deep South,Urban,0.8
NC-12,Safe D,D+52.6,52.57253333333334,0.9998434672702192,47.34,2.0,0.0,Mid-Atlantic,Urban,0.8
NY-7,Safe D,D+53.4,53.39253333333333,0.9998634598851724,50.16,0.0,0.0,Mid-Atlantic,Urban,0.8
GA-6,Safe D,D+55.1,55.08253333333334,0.9998969735960888,49.85,2.0,0.0,Southeast,Urban,0.8
WI-4,Safe D,D+55.1,55.08253333333333,0.9998969735960888,51.849999999999994,0.0,0.0,Midwest,Urban,0.8
VA-8,Safe D,D+56.4,56.4096,0.999917415007962,51.12,0.0,0.0,Mid-Atlantic,Suburban,0.8
CA-16,Safe D,D+56.5,56.50573333333333,0.9999187275524988,49.51,2.0,0.0,Pacific,Suburban,0.8
CA-15,Safe D,D+57.6,57.645733333333325,0.9999327900619968,50.64999999999999,2.0,0.0,Pacific,Suburban,0.8
CA-34,Safe D,D+57.9,57.91253333333334,0.9999357130034392,54.68000000000001,0.0,0.0,Pacific,Urban,0.8
NY-15,Safe D,D+58.2,58.16253333333333,0.99993833642889,54.92999999999999,0.0,0.0,Mid-Atlantic,Urban,0.8
CA-43,Safe D,D+58.6,58.60253333333333,0.9999426963475782,53.36999999999999,2.0,0.0,Pacific,Urban,0.8
GA-4,Safe D,D+59.1,59.08253333333333,0.9999471018286876,53.849999999999994,2.0,0.0,Southeast,Urban,0.8
NJ-10,Safe D,D+59.6,59.57253333333333,0.9999512499486308,54.34,2.0,0.0,Mid-Atlantic,Urban,0.8
CO-1,Safe D,D+60.8,60.75253333333333,0.999959953219304,57.52,0.0,0.0,Mountain West,Urban,0.8
OH-11,Safe D,D+61.0,61.01253333333334,0.9999616514524666,55.78,2.0,0.0,Midwest,Urban,0.8
MO-1,Safe D,D+61.1,61.12253333333334,0.9999623480774592,57.89,0.0,0.0,Midwest,Urban,0.8
TX-18,Safe D,D+62.7,62.67253333333333,0.999970919749841,57.43999999999999,2.0,0.0,Urban South,Urban,0.8
MD-8,Safe D,D+63.0,62.9796,0.99997237053079,57.69,0.0,0.0,Mid-Atlantic,Suburban,0.8
MD-7,Safe D,D+63.2,63.18253333333333,0.9999732893696998,59.95,0.0,0.0,Mid-Atlantic,Urban,0.8
TX-37,Safe D,D+64.8,64.76186666666666,0.9999794708549924,58.05999999999999,2.0,0.0,Urban South,Mixed,0.8
MN-5,Safe D,D+65.4,65.43253333333332,0.9999816419168254,62.2,0.0,0.0,Midwest,Urban,0.8
NY-10,Safe D,D+66.6,66.63253333333333,0.99998496962272,63.39999999999999,0.0,0.0,Mid-Atlantic,Urban,0.8
NY-13,Safe D,D+67.8,67.81253333333333,0.999987653046876,64.58,0.0,0.0,Mid-Atlantic,Urban,0.8
MA-7,Safe D,D+68.8,68.78253333333333,0.9999894961222504,65.55,0.0,0.0,Northeast,Urban,0.8
NY-12,Safe D,D+69.1,69.08253333333333,0.9999900083972948,65.85,0.0,0.0,Mid-Atlantic,Urban,0.8
CA-37,Safe D,D+69.5,69.50253333333333,0.9999906838850936,64.27,2.0,0.0,Pacific,Urban,0.8
IL-7,Safe D,D+70.9,70.92253333333333,0.9999926472015452,67.69,0.0,0.0,Midwest,Urban,0.8
CA-11,Safe D,D+73.0,73.00253333333333,0.9999948012590548,69.77,0.0,0.0,Pacific,Urban,0.8
GA-5,Safe D,D+77.5,77.54253333333332,0.9999975605988886,72.30999999999999,2.0,0.0,Southeast,Urban,0.8
WA-7,Safe D,D+77.9,77.91253333333333,0.9999977064839288,74.67999999999999,0.0,0.0,Northwest,Urban,0.8
MD-4,Safe D,D+78.7,78.65253333333334,0.9999979726024512,75.42,0.0,0.0,Mid-Atlantic,Urban,0.8
CA-12,Safe D,D+81.1,81.10253333333334,0.9999986522718524,75.87,2.0,0.0,Pacific,Urban,0.8
PA-3,Safe D,D+83.6,83.58253333333333,0.999999108555908,78.35,2.0,0.0,Mid-Atlantic,Urban,0.8
AL-4,Safe R,R+64.1,-64.13543333333332,2.278833723892481e-05,-65.57,-2.0,0.0,Deep South,Rural,0.85
KY-5,Safe R,R+61.1,-61.08543333333333,3.78854493512838e-05,-62.52,-2.0,0.0,Appalachia,Rural,0.85
TN-1,Safe R,R+53.3,-53.31543333333333,0.0001383057324381,-56.74999999999999,0.0,0.0,Appalachia,Rural,0.85
NE-3,Safe R,R+51.8,-51.76543333333333,0.0001790668594977,-53.2,-2.0,0.0,Great Plains,Rural,0.85
OK-2,Safe R,R+51.5,-51.50543333333333,0.0001869955193869,-54.94,0.0,0.0,Great Plains,Rural,0.85
AL-1,Safe R,R+50.2,-50.22543333333333,0.0002314522348705,-53.66,0.0,0.0,Deep South,Rural,0.85
MO-8,Safe R,R+49.0,-48.990966666666665,0.0002843099727933,-53.05,0.0,0.0,Midwest,Rural,0.85
TX-19,Safe R,R+46.2,-46.2332,0.0004501257542168,-49.98,0.0,0.0,Middle South,Rural,0.85
TX-1,Safe R,R+46.0,-45.9732,0.0004700506227266,-47.72,-2.0,0.0,Middle South,Rural,0.85
KY-1,Safe R,R+44.5,-44.48543333333333,0.0006022479512724,-45.92,-2.0,0.0,Appalachia,Rural,0.85
PA-13,Safe R,R+44.0,-43.97543333333333,0.000655642592166,-45.41,-2.0,0.0,Appalachia,Rural,0.85
TX-13,Safe R,R+43.8,-43.7532,0.0006803653688752,-45.5,-2.0,0.0,Middle South,Rural,0.85
