cycle,scored_races,shared_log_loss,comparison_log_loss,shared_minus_comparison_log_loss,shared_brier,comparison_brier,shared_minus_comparison_brier,shared_winner_accuracy,comparison_winner_accuracy,shared_confident_wrong_90_count,comparison_confident_wrong_90_count,shared_catastrophic_miss_95_count,shared_more_extreme_mean,positive_excess_log_loss_total,top_5_positive_excess_log_loss,top_5_share_of_positive_excess
2016,345,0.11091885553172946,0.11530413010823805,-0.004385274576508594,0.03322093260869565,0.03413068391281116,-0.0009097513041155065,0.9594202898550724,0.9565217391304348,3,3,3,0.015550472819349851,4.118738624444121,3.2510925715999535,0.7893418029260675
2018,393,0.3068227842659589,0.16574695350701513,0.14107583075894378,0.04536464440203562,0.04569066895994547,-0.00032602455790984105,0.9414758269720102,0.9389312977099237,7,4,4,0.016151137022895997,61.92484231520895,58.4643162740954,0.9441173217123618
2020,407,0.21317046068220666,0.14434251271419582,0.06882794796801085,0.03530681326781327,0.036682724648710814,-0.00137591138089754,0.9582309582309583,0.9582309582309583,5,4,4,0.014725922914098296,34.36223600651208,32.53618760408391,0.9468588597644779
2022,400,0.11219250616391722,0.11447340763821813,-0.0022809014743008903,0.03400620437500001,0.03465321068948168,-0.0006470063144816754,0.9525,0.9525,3,1,1,0.013763269113601897,4.755761609545433,3.321407842562135,0.6983966218776897
