cycle,scored_races,actual_dem_seats,baseline_expected_dem_seats,layer5_expected_dem_seats,baseline_seat_error,layer5_seat_error,baseline_abs_seat_error,layer5_abs_seat_error,abs_seat_error_change,margin_mae,margin_rmse,margin_bias_dem,winner_accuracy,baseline_brier,layer5_brier,brier_change,baseline_log_loss,layer5_log_loss,log_loss_change,baseline_ece,layer5_ece,ece_change,baseline_50_coverage,layer5_50_coverage,baseline_80_coverage,layer5_80_coverage,baseline_95_coverage,layer5_95_coverage,mean_layer5_multiplier,mean_layer5_total_sd
Pooled,1545,756.0,803.4653243306672,804.4828831896092,47.46532433066716,48.4828831896092,47.46532433066716,48.4828831896092,1.0175588589420386,6.8750035275787775,9.04903701225738,4.2120566419939225,0.9423948220064725,0.045266681874496145,0.045266520926673534,-1.6094782261111273e-07,0.16644362321664563,0.16443536269975345,-0.0020082605168921797,0.03434462481847308,0.03623716613048964,0.001892541312016563,0.4110032362459547,0.4045307443365696,0.7003236245954693,0.6919093851132686,0.8634304207119741,0.8647249190938512,0.9548542809817945,6.4043703895571715
