probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,95,0.03300021785871382,0.0,0.03300021785871382,0.001838852008996235
10–20%,0.1,0.2,31,0.1514697050848408,0.0,0.1514697050848408,0.02374015874307812
20–30%,0.2,0.30000000000000004,18,0.24414184917788528,0.05555555555555555,0.18858629362232973,0.08823520838221002
30–40%,0.30000000000000004,0.4,15,0.33939469187742205,0.0,0.33939469187742205,0.11587762215155527
40–50%,0.4,0.5,16,0.45944459992249864,0.125,0.33444459992249864,0.21914231765518846
50–60%,0.5,0.6000000000000001,9,0.5524426346467167,0.0,0.5524426346467167,0.3058064759162883
60–70%,0.6000000000000001,0.7000000000000001,10,0.6544278964070059,0.6,0.05442789640700596,0.23647650182597743
70–80%,0.7000000000000001,0.8,12,0.7410806949916259,0.4166666666666667,0.3244140283249592,0.3520718238521956
80–90%,0.8,0.9,14,0.8666429933246736,0.8571428571428571,0.009500136181816554,0.11593248090316459
90–100%,0.9,1.0,125,0.9804250629482586,0.984,-0.003574937051741389,0.014576268831590746
