probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,114,0.026452140210277697,0.0,0.026452140210277697,0.001472087004141076
10–20%,0.1,0.2,31,0.15453480110195614,0.0,0.15453480110195614,0.024741374811162627
20–30%,0.2,0.30000000000000004,19,0.24743167637881683,0.0,0.24743167637881683,0.06197987595764438
30–40%,0.30000000000000004,0.4,22,0.34916785422654656,0.09090909090909091,0.2582587633174557,0.15156382475880226
40–50%,0.4,0.5,12,0.45744220169488337,0.4166666666666667,0.04077553502821668,0.23556692159548975
50–60%,0.5,0.6000000000000001,8,0.5563505567530617,0.625,-0.06864944324693834,0.23978326416131054
60–70%,0.6000000000000001,0.7000000000000001,11,0.659165871186023,0.9090909090909091,-0.24992503790488607,0.13836745256841732
70–80%,0.7000000000000001,0.8,15,0.7645479531555287,0.7333333333333333,0.031214619822195422,0.20123864288380572
80–90%,0.8,0.9,15,0.8583297986670905,0.8666666666666667,-0.008336867999576225,0.12283316926279926
90–100%,0.9,1.0,160,0.9846399480135126,0.98125,0.003389948013512667,0.01826779713785591
