probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,96,0.033090200554171334,0.0,0.033090200554171334,0.0018667097116411386
10–20%,0.1,0.2,29,0.14974287934874356,0.0,0.14974287934874356,0.023127647110355004
20–30%,0.2,0.30000000000000004,18,0.24113958292831666,0.05555555555555555,0.1855840273727611,0.08874287503298928
30–40%,0.30000000000000004,0.4,14,0.3308361994951202,0.0,0.3308361994951202,0.10984004186376198
40–50%,0.4,0.5,16,0.4590156750701285,0.125,0.3340156750701285,0.2202103063316213
50–60%,0.5,0.6000000000000001,11,0.5474073697699642,0.0,0.5474073697699642,0.3006220345838699
60–70%,0.6000000000000001,0.7000000000000001,9,0.6496441781908928,0.6666666666666666,-0.01702248847577381,0.22241456801269527
70–80%,0.7000000000000001,0.8,13,0.7431687353886699,0.46153846153846156,0.28163027385020833,0.3240819576673999
80–90%,0.8,0.9,14,0.867783858243028,0.7857142857142857,0.08206957252874225,0.1643547830528667
90–100%,0.9,1.0,125,0.9809719485120736,0.984,-0.0030280514879263976,0.014688207856844505
