model_name,cycle,race_id,dem_candidate,gop_candidate,district_pres_margin_dem,national_environment_margin_dem,forecast_margin_dem,dem_win_probability,actual_dem_margin,actual_winner,actual_dem_win,predicted_dem_win,correct_winner,margin_error,absolute_margin_error,squared_margin_error,brier_score,boundary_compatibility,general_election_party_structure
baseline_only,2022,AZ-1,JEVIN HODGE,DAVID SCHWEIKERT,1.5,-2.136666666666667,1.5,0.5574376329113074,-0.8838736627779914,R,False,True,False,2.3838736627779915,2.3838736627779915,5.682853640086557,0.3107367145857615,authoritative_2022_boundary,D_vs_R
baseline_only,2022,AZ-2,TOM OâHALLERAN,ELI CRANE,-7.9,-2.136666666666667,-7.9,0.22874969226110067,-7.736026419621764,R,False,False,True,-0.1639735803782365,0.1639735803782365,0.02688733506205799,0.05232642170954826,authoritative_2022_boundary,D_vs_R
baseline_only,2022,AZ-3,RUBEN GALLEGO,JEFF ZINK,50.6,-2.136666666666667,50.6,0.9995840857236516,53.96033287494507,D,True,True,True,-3.3603328749450654,3.3603328749450654,11.291837030436568,1.7298468527037192e-07,authoritative_2022_boundary,D_vs_R
baseline_only,2022,AZ-4,GREG STANTON,KELLY COOPER,10.3,-2.136666666666667,10.3,0.8298571761759022,12.21101477223934,D,True,True,True,-1.911014772239339,1.911014772239339,3.6519774597169725,0.028948580498837997,authoritative_2022_boundary,D_vs_R
baseline_only,2022,AZ-5,JAVIER RAMOS,ANDY BIGGS,-16.4,-2.136666666666667,-16.4,0.07425615349876696,-19.34792748530738,R,False,False,True,2.947927485307382,2.947927485307382,8.690276458630704,0.005513976332432441,authoritative_2022_boundary,D_vs_R
baseline_only,2022,AZ-6,KIRSTEN ENGEL,JUAN CISCOMANI,0.1,-2.136666666666667,0.1,0.5038460779869267,-1.4979257507522554,R,False,True,False,1.5979257507522555,1.5979257507522555,2.5533667049171593,0.25386087030280824,authoritative_2022_boundary,D_vs_R
baseline_only,2022,AZ-7,RAÃL M GRIJALVA,LUIS POZZOLO,32.8,-2.136666666666667,32.8,0.9936070999289918,29.088848270721225,D,True,True,True,3.7111517292787717,3.7111517292787717,13.772647157728818,4.086917131789708e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-1,MAX STEINER,DOUG LAMALFA,-19.1,-2.136666666666667,-19.1,0.050284693367789915,-24.145801604223777,R,False,False,True,5.045801604223776,5.045801604223776,25.46011382918723,0.002528550387092655,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-2,JARED HUFFMAN,DOUGLAS BROWER,49.5,-2.136666666666667,49.5,0.9995074316400702,48.80695969865489,D,True,True,True,0.693040301345107,0.693040301345107,0.4803048592885167,2.426235892039672e-07,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-3,KERMIT JONES,KEVIN KILEY,-1.8,-2.136666666666667,-1.8,0.4312082856071147,-7.296591651660709,R,False,False,True,5.496591651660709,5.496591651660709,30.2125197851062,0.18594058557622703,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-4,MIKE THOMPSON,MATT BROCK,36.6,-2.136666666666667,36.6,0.9964269961878365,35.603874177388875,D,True,True,True,0.9961258226111269,0.9961258226111269,0.9922666544726942,1.2766356241735061e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-5,MICHAEL J âMIKEâ BARKLEY,TOM MCCLINTOCK,-12.3,-2.136666666666667,-12.3,0.13098157167747784,-22.618803660389357,R,False,False,True,10.318803660389356,10.318803660389356,106.47770898166478,0.017156172119102267,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-6,AMI BERA,TAMIKA HAMILTON,18.4,-2.136666666666667,18.4,0.9443160645408133,11.892339046967646,D,True,True,True,6.507660953032353,6.507660953032353,42.34965107962196,0.0031007006682228708,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-7,DORIS O MATSUI,MAX SEMENENKO,37.2,-2.136666666666667,37.2,0.9967410206793,36.52147508962117,D,True,True,True,0.6785249103788331,0.6785249103788331,0.4603960540046035,1.0620946212749985e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-8,JOHN GARAMENDI,RUDY RECILE,54.0,-2.136666666666667,54.0,0.9997534483097675,51.45704842948968,D,True,True,True,2.5429515705103185,2.5429515705103185,6.4666026899608955,6.078773595648589e-08,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-9,JOSH HARDER,TOM PATTI,12.6,-2.136666666666667,12.6,0.8741830300093018,9.630733944954128,D,True,True,True,2.969266055045871,2.969266055045871,8.81654090564767,0.015829909937640264,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-11,NANCY PELOSI,JOHN DENNIS,74.5,-2.136666666666667,74.5,0.9999894728085763,67.90375002375839,D,True,True,True,6.596249976241609,6.596249976241609,43.51051374906742,1.1082175927106762e-10,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-12,BARBARA LEE,STEPHEN SLAUSON,80.7,-2.136666666666667,80.7,0.9999959443057275,80.94837249811434,D,True,True,True,-0.24837249811433537,0.24837249811433537,0.06168889781955553,1.6448656032242077e-11,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-13,ADAM GRAY,JOHN DUARTE,10.9,-2.136666666666667,10.9,0.8424966657704401,-0.4222947677378777,R,False,True,False,11.322294767737878,11.322294767737878,128.19435880754452,0.7098006318343087,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-14,ERIC SWALWELL,ALISON HAYDEN,45.5,-2.136666666666667,45.5,0.9990889488055994,38.67703966462432,D,True,True,True,6.822960335375683,6.822960335375683,46.55278773810985,8.300142788187649e-07,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-17,RO KHANNA,RITESH TANDON,47.4,-2.136666666666667,47.4,0.9993197078474538,41.85949748409181,D,True,True,True,5.540502515908187,5.540502515908187,30.697168128784952,4.627974128159003e-07,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-18,ZOE LOFGREN,PETER HERNANDEZ,44.1,-2.136666666666667,44.1,0.9988702351758113,31.706190227901235,D,True,True,True,12.393809772098766,12.393809772098766,153.60652066697088,1.2763685579741126e-06,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-19,JIMMY PANETTA,JEFF GORMAN,39.6,-2.136666666666667,39.6,0.9977449098500071,37.30118950972433,D,True,True,True,2.2988104902756703,2.2988104902756703,5.284529670201468,5.0854315845951e-06,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-20,MARISA WOOD,KEVIN MCCARTHY,-24.9,-2.136666666666667,-24.9,0.021232331038376743,-34.492811903086356,R,False,False,True,9.592811903086357,9.592811903086357,92.02204020799529,0.0004508118813232164,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-21,JIM COSTA,MICHAEL MAHER,20.3,-2.136666666666667,20.3,0.9578346723295375,8.357541365890153,D,True,True,True,11.942458634109848,11.942458634109848,142.62231822742484,0.0017779148575574747,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-22,RUDY SALAS,DAVID G VALADAO,12.9,-2.136666666666667,12.9,0.8791723055012429,-3.0450338337092635,R,False,True,False,15.945033833709264,15.945033833709264,254.24410395813314,0.7729439427603708,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-23,DEREK MARSHALL,JAY OBERNOLTE,-9.8,-2.136666666666667,-9.8,0.18128104487456065,-22.050796842198633,R,False,False,True,12.250796842198632,12.250796842198632,150.08202326882397,0.03286281723081247,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-24,SALUD O CARBAJAL,BRAD ALLEN,29.1,-2.136666666666667,29.1,0.9887594475106134,21.133337396020597,D,True,True,True,7.966662603979405,7.966662603979405,63.467713045643904,0.00012635002026665533,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-25,RAUL RUIZ,BRIAN E HAWKINS,15.3,-2.136666666666667,15.3,0.9132394552018045,14.756910345550011,D,True,True,True,0.5430896544499895,0.5430896544499895,0.294946372770609,0.007527392133679689,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-26,JULIA BROWNLEY,MATT JACOBS,20.0,-2.136666666666667,20.0,0.9559307442733656,9.060776614841018,D,True,True,True,10.939223385158982,10.939223385158982,119.66660827040914,0.0019420993002995032,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-27,CHRISTY SMITH,MIKE GARCIA,12.4,-2.136666666666667,12.4,0.8707596685911468,-6.4788617720694495,R,False,True,False,18.87886177206945,18.87886177206945,356.41142180890523,0.7582224004449639,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-28,JUDY CHU,WES HALLMAN,34.2,-2.136666666666667,34.2,0.9948394513201549,32.471740003619395,D,True,True,True,1.7282599963806078,1.7282599963806078,2.9868826150894985,2.663126267705055e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-31,GRACE F NAPOLITANO,DANIEL BOCIC MARTINEZ,31.1,-2.136666666666667,31.1,0.9917119287183962,19.08478437754272,D,True,True,True,12.01521562245728,12.01521562245728,144.3654064541415,6.869212556894572e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-32,BRAD SHERMAN,LUCIE LAPOINTE VOLOTZKY,40.8,-2.136666666666667,40.8,0.9981243508896164,38.33962045870536,D,True,True,True,2.4603795412946354,2.4603795412946354,6.053467487221201,3.5180595852828875e-06,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-33,PETE AGUILAR,JOHN MARK PORTER,25.3,-2.136666666666667,25.3,0.9800095506916965,15.424205203945537,D,True,True,True,9.875794796054464,9.875794796054464,97.53132285377643,0.0003996180635478525,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-35,NORMA J TORRES,MIKE CARGILE,27.6,-2.136666666666667,27.6,0.9858829430034068,14.729712186815116,D,True,True,True,12.870287813184886,12.870287813184886,165.6443083942154,0.00019929129824505985,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-36,TED LIEU,JOE E COLLINS III,44.1,-2.136666666666667,44.1,0.9988702351758113,39.500938746351814,D,True,True,True,4.599061253648188,4.599061253648188,21.15136441480804,1.2763685579741126e-06,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-38,LINDA T SÃNCHEZ,ERIC J CHING,30.2,-2.136666666666667,30.2,0.9904928061716252,16.183143920922948,D,True,True,True,14.016856079077051,14.016856079077051,196.47225434155928,9.038673449028862e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-39,MARK TAKANO,AJA SMITH,26.1,-2.136666666666667,26.1,0.9822835184623521,15.346094515832428,D,True,True,True,10.753905484167573,10.753905484167573,115.64648316240941,0.00031387371807382,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-40,ASIF MAHMOOD,YOUNG KIM,1.9,-2.136666666666667,1.9,0.5725610001160457,-13.670593118099546,R,False,True,False,15.570593118099547,15.570593118099547,242.44337004940897,0.3278260988538865,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-41,WILL ROLLINS,KEN CALVERT,-1.1,-2.136666666666667,-1.1,0.4577929903775464,-4.690709015458211,R,False,False,True,3.5907090154582106,3.5907090154582106,12.893191233692873,0.2095744220388163,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-42,ROBERT GARCIA,JOHN BRISCOE,45.8,-2.136666666666667,45.8,0.999130005979075,36.73787210584344,D,True,True,True,9.06212789415656,9.06212789415656,82.12216197005041,7.568895964452921e-07,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-43,MAXINE WATERS,OMAR NAVARRO,63.8,-2.136666666666667,63.8,0.999945397954848,54.66070459387429,D,True,True,True,9.139295406125704,9.139295406125704,83.5267205204304,2.9813833347758526e-09,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-44,NANETTE DIAZ BARRAGÃN,PAUL JONES,48.2,-2.136666666666667,48.2,0.9993984412501863,44.41224389751575,D,True,True,True,3.787756102484252,3.787756102484252,14.347096291906691,3.618729294774375e-07,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-45,JAY F CHEN,MICHELLE STEEL,6.2,-2.136666666666667,6.2,0.721888012426432,-4.826469695436608,R,False,True,False,11.026469695436608,11.026469695436608,121.5830339443819,0.5211223024849844,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-46,J LUIS CORREA,CHRISTOPHER J GONZALES,30.4,-2.136666666666667,30.4,0.9907782240136724,23.58232117689908,D,True,True,True,6.81767882310092,6.81767882310092,46.480744534958745,8.504115234200769e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-47,KATIE PORTER,SCOTT BAUGH,11.1,-2.136666666666667,11.1,0.8465367263151754,3.4306473168068967,D,True,True,True,7.669352683193103,7.669352683193103,58.81897057920125,0.023550976370063377,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-48,STEPHEN HOULAHAN,DARRELL ISSA,-12.3,-2.136666666666667,-12.3,0.13098157167747784,-20.722290729020383,R,False,False,True,8.422290729020382,8.422290729020382,70.93498112414268,0.017156172119102267,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-49,MIKE LEVIN,BRIAN MARYOTT,11.4,-2.136666666666667,11.4,0.8524372579846949,5.260596088916311,D,True,True,True,6.139403911083689,6.139403911083689,37.6922803834297,0.021774762831075475,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-50,SCOTT H PETERS,COREY GUSTAFSON,33.1,-2.136666666666667,33.1,0.9938936906423439,25.684292813669103,D,True,True,True,7.4157071863308985,7.4157071863308985,54.992713073399734,3.728701397139849e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-51,SARA JACOBS,STAN CAPLAN,27.3,-2.136666666666667,27.3,0.9852259683067269,23.726573762614127,D,True,True,True,3.573426237385874,3.573426237385874,12.769375074037765,0.00021827201247383716,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CA-52,JUAN VARGAS,TYLER GEFFENEY,36.9,-2.136666666666667,36.9,0.9965876064257536,33.344811145838854,D,True,True,True,3.5551888541611447,3.5551888541611447,12.639367788751633,1.1644429905558027e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-1,DIANA DEGETTE,JENNIFER QUALTERI,61.3,-2.136666666666667,61.3,0.9999197889638756,62.77033147450958,D,True,True,True,-1.4703314745095852,1.4703314745095852,2.161874644933531,6.433810316155172e-09,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-2,JOE NEGUSE,MARSHALL DAWSON,39.9,-2.136666666666667,39.9,0.9978464065377319,41.9697912217384,D,True,True,True,-2.0697912217383987,2.0697912217383987,4.284035701585333,4.637964800723757e-06,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-3,ADAM FRISCH,LAUREN BOEBERT,-8.3,-2.136666666666667,-8.3,0.21807443912750094,-0.1668270773179339,R,False,False,True,-8.133172922682068,8.133172922682068,66.14850179024877,0.04755646100077411,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-4,IKE MCCORKLE,KEN BUCK,-18.6,-2.136666666666667,-18.6,0.054087935030956845,-24.37287208085458,R,False,False,True,5.7728720808545795,5.7728720808545795,33.32605206191028,0.0029255047159130088,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-5,DAVID TORRES,DOUG LAMBORN,-10.1,-2.136666666666667,-10.1,0.17453145807317963,-15.667496510339468,R,False,False,True,5.567496510339469,5.567496510339469,30.99701739264216,0.03046122985715006,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-6,JASON CROW,STEVEN MONAHAN,23.8,-2.136666666666667,23.8,0.9749506374543955,23.17180459831526,D,True,True,True,0.6281954016847422,0.6281954016847422,0.3946294626978546,0.0006274705639411349,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-7,BRITTANY PETTERSEN,ERIK AADLAND,14.2,-2.136666666666667,14.2,0.898859435125861,14.981806980728877,D,True,True,True,-0.7818069807288772,0.7818069807288772,0.611222155116403,0.010229413863059925,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CO-8,YADIRA CARAVEO,BARBARA KIRKMEYER,4.6,-2.136666666666667,4.6,0.6698910437988771,0.690060507143733,D,True,True,True,3.9099394928562665,3.9099394928562665,15.287626837797118,0.10897192296419488,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CT-1,JOHN B LARSON,LARRY LAZOR,28.1,-2.136666666666667,28.1,0.9869144775353552,21.879522616670695,D,True,True,True,6.220477383329307,6.220477383329307,38.69433887651142,0.0001712308981727233,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CT-2,JOE COURTNEY,MIKE FRANCE,11.4,-2.136666666666667,11.4,0.8524372579846949,18.047159782620135,D,True,True,True,-6.647159782620134,6.647159782620134,44.18473317568255,0.021774762831075475,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CT-3,ROSA L DELAURO,LESLEY DENARDIS,19.7,-2.136666666666667,19.7,0.9539449801161417,16.163131410956478,D,True,True,True,3.5368685890435216,3.5368685890435216,12.509439416162712,0.002121064856502583,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CT-4,JAMES A HIMES,JAYME STEVENSON,31.0,-2.136666666666667,31.0,0.9915845153882334,19.879788549838192,D,True,True,True,11.120211450161808,11.120211450161808,123.65910269630977,7.082038125087968e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,CT-5,JAHANA HAYES,GEORGE LOGAN,10.7,-2.136666666666667,10.7,0.8383705539591428,0.1876438865937115,D,True,True,True,10.512356113406288,10.512356113406288,110.50963105507054,0.026124077827474355,authoritative_2022_boundary,D_vs_R
baseline_only,2022,DE-AL,LISA BLUNT ROCHESTER,LEE MURPHY,19.0,-2.136666666666667,19.0,0.948975492784262,12.502759218900106,D,True,True,True,6.497240781099894,6.497240781099894,42.21413776758756,0.002603500336608903,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-1,REBEKAH JONES,MATT GAETZ,-32.3,-2.136666666666667,-32.3,0.00690054261449976,-35.720868177816904,R,False,False,True,3.4208681778169066,3.4208681778169066,11.702339090000363,4.761748837452718e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-2,"AL LAWSON, JR",NEAL P DUNN,-11.0,-2.136666666666667,-11.0,0.15547259715631853,-19.603568809744218,R,False,False,True,8.603568809744218,8.603568809744218,74.02139626400353,0.024171728466530904,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-3,DANIELLE HAWK,KAT CAMMACK,-14.1,-2.136666666666667,-14.1,0.10254780545950155,-26.227039625403226,R,False,False,True,12.127039625403226,12.127039625403226,147.0650900761,0.010516052404559776,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-4,LASHONDA âLJâ HOLLOWAY,AARON BEAN,-6.7,-2.136666666666667,-6.7,0.26293499991767455,-20.902361521034063,R,False,False,True,14.202361521034064,14.202361521034064,201.707072774149,0.06913481418170751,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-7,KAREN GREEN,CORY MILLS,-5.5,-2.136666666666667,-5.5,0.30024029794365076,-17.065004686652085,R,False,False,True,11.565004686652085,11.565004686652085,133.7493334022847,0.09014423650929218,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-8,JOANNE TERRY,BILL POSEY,-17.6,-2.136666666666667,-17.6,0.06252097360077474,-29.820460071067888,R,False,False,True,12.220460071067887,12.220460071067887,149.33964434856455,0.003908872139988772,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-9,DARREN SOTO,SCOTTY MOORE,17.4,-2.136666666666667,17.4,0.9356511160289419,7.270912397216951,D,True,True,True,10.129087602783049,10.129087602783049,102.59841566485325,0.004140778868320697,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-10,MAXWELL ALEJANDRO FROST,CALVIN B WIMBISH,31.8,-2.136666666666667,31.8,0.9925518065213643,19.564303936771548,D,True,True,True,12.235696063228453,12.235696063228453,149.71225815170425,5.547558609519105e-05,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-11,SHANTE MUNNS,DANIEL WEBSTER,-10.9,-2.136666666666667,-10.9,0.15750333422955995,-27.662434286869008,R,False,False,True,16.76243428686901,16.76243428686901,280.9792032216018,0.02480730029342847,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-12,KIMBERLY WALKER,GUS M BILIRAKIS,-28.7,-2.136666666666667,-28.7,0.011945483527606608,-40.749390518486315,R,False,False,True,12.049390518486316,12.049390518486316,145.18781186698794,0.0001426945767083208,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-13,ERIC LYNN,ANNA PAULINA LUNA,-6.8,-2.136666666666667,-6.8,0.2599643516025294,-8.084123368448173,R,False,False,True,1.2841233684481734,1.2841233684481734,1.6489728253946834,0.06758146410412352,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-14,KATHY CASTOR,JAMES JUDGE,19.1,-2.136666666666667,19.1,0.9497153066322102,13.797479898466356,D,True,True,True,5.302520101533645,5.302520101533645,28.116719427168377,0.002528550387092648,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-15,ALAN M COHN,LAUREL LEE,-3.2,-2.136666666666667,-3.2,0.3793500852000136,-17.086602110830707,R,False,False,True,13.886602110830708,13.886602110830708,192.8377181845279,0.1439064871412576,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-16,JAN SCHNEIDER,VERN BUCHANAN,-8.9,-2.136666666666667,-8.9,0.20274415566451023,-24.29508969799383,R,False,False,True,15.39508969799383,15.39508969799383,237.00878680927576,0.041105192656115154,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-17,ANDREA DORIA KALE,W GREGORY STEUBE,-16.0,-2.136666666666667,-16.0,0.07859884788374215,-28.31658565419247,R,False,False,True,12.316585654192469,12.316585654192469,151.69828217705972,0.006177778888651638,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-19,CINDY BANYAI,BYRON DONALDS,-21.0,-2.136666666666667,-21.0,0.038024099940795184,-36.009691196843654,R,False,False,True,15.009691196843654,15.009691196843654,225.2908298246059,0.0014458321763075803,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-20,SHEILA CHERFILUS-MCCORMICK,DREW MONTEZ CLARK,52.4,-2.136666666666667,52.4,0.9996846583339851,44.62801142456706,D,True,True,True,7.771988575432935,7.771988575432935,60.40380641666007,9.944036632503943e-08,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-21,CORINNA BALDERRAMOS ROBINSON,BRIAN J MAST,-9.4,-2.136666666666667,-9.4,0.1905941986929388,-27.00811250970305,R,False,False,True,17.608112509703048,17.608112509703048,310.04562615436095,0.036326148575403436,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-22,LOIS FRANKEL,DAN FRANZESE,17.6,-2.136666666666667,17.6,0.9374790263992253,10.218806483372765,D,True,True,True,7.381193516627237,7.381193516627237,54.48201772989995,0.003908872139988765,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-23,JARED MOSKOWITZ,JOE BUDD,13.2,-2.136666666666667,13.2,0.8839899871502821,4.755437217119574,D,True,True,True,8.444562782880425,8.444562782880425,71.31064059400919,0.013458323081391712,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-24,FREDERICA S WILSON,JESUS G NAVARRO,49.1,-2.136666666666667,49.1,0.9994761840139986,43.570156704735574,D,True,True,True,5.529843295264428,5.529843295264428,30.579166870180945,2.743831871905924e-07,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-25,DEBBIE WASSERMAN SCHULTZ,CARLA SPALDING,19.9,-2.136666666666667,19.9,0.955278068974888,10.187239707789992,D,True,True,True,9.712760292210007,9.712760292210007,94.33771249393142,0.0020000511146148767,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-26,CHRISTINE ALEXANDRIA OLIVO,MARIO DIAZ-BALART,-18.3,-2.136666666666667,-18.3,0.05649846002661879,-41.74599718962139,R,False,False,True,23.44599718962139,23.44599718962139,549.7147842157342,0.003192075985379441,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-27,ANNETTE TADDEO,MARIA ELVIRA SALAZAR,-0.3,-2.136666666666667,-0.3,0.4884635862729297,-14.58629896985369,R,False,False,True,14.28629896985369,14.28629896985369,204.09833825604258,0.23859667511461183,authoritative_2022_boundary,D_vs_R
baseline_only,2022,FL-28,ROBERT ASENCIO,CARLOS A GIMENEZ,-6.3,-2.136666666666667,-6.3,0.27503385276716547,-27.3701160312574,R,False,False,True,21.0701160312574,21.0701160312574,443.94978957065007,0.07564362016795086,authoritative_2022_boundary,D_vs_R
baseline_only,2022,GA-1,WADE HERRING,EARL L âBUDDYâ CARTER,-13.4,-2.136666666666667,-13.4,0.11289166577039995,-18.294470857878885,R,False,False,True,4.8944708578788845,4.8944708578788845,23.955844978625663,0.012744528200415692,authoritative_2022_boundary,D_vs_R
