cycle,rows,unique_races,scored_races,missing_model_margin,missing_presidential_baseline,summary_sha256,results_sha256,calibration_sha256,readiness_sha256
2016,435,435,345,0,27,a299142b1e82fb6d2b869c3d1919d8e844e8f2402b5737c3000c3764604b07d4,4b49bd64464aac001a4ea6181854ee8d03a7185ee883c8a7b3a7004d58023589,0959e43d6fe6d303e4a514734fd722291f1d4810f055e84e8ec8e557aec83e03,97cabd58d69f6f026fb37dfea5949278867cf43b46128f86b7582cfd3f16ae10
2018,435,435,393,0,0,43ce7e49d68d301e7adc8cc1f2876cbefd3d982487077b7fa56e47a8a62477f0,b8fc6a6784a40d8b1cc77b0ae46155b3a7b38553a950542cc5033bb95fec3cd4,b7732a315274d13893f709346081cbfa2d9ca7484ec4706a732850427a5754cb,bd0e9975e948f81fb19ec44816af3c3738523e508e11fd47a237041bef5077c0
2020,435,435,407,0,0,58ca4b3086e2bf9b015f5b7557c1f96a7648c0f98c9dee37db28f2dcdf809f4c,666e6e7eb61a18210be2cb283d0a9c5e7f1b60f939685b6543c8a9a4c2ea04f9,5a486ee52aeae16289a10c57fb13a2497043fe3808c3523dbe690d106a786e83,42cb8953f9bf63eceaf87ffb9fbb4085577dc521f2a55b12c12a9fc48c562ec2
2022,435,435,400,0,0,c0541387c85b296d8ea5b8e8e1cbe03f4c2313e04a44a32943c5db6f17bdb43b,8ebd0510e6e74f3368e8544ece43f6568f74a4eb1ade55f191517e1127385220,22d075f27cb6051e927b1c07c5f00b6f32c44464cf8188d59aee3973ba0c94a9,cc1683bdbe93d9b7188403152e12424a4cf211d19606cbbea93ef8efec9a1445
