retention_level,race_id,district_dna_elasticity_original,district_elasticity_used,elasticity_source,selected_regime_reliability,selected_regime_scorable_elections,layer_2_environment_component,layer_3_environment_component,layer_2_margin_dem,layer_3_margin_dem,layer_3_minus_layer_2_margin,actual_dem_margin,scored
0.6,MN-1,0.5697605383475844,0.7399472365988778,district_dna_behavior_model,high,5,-2.136666666666667,-1.581020595532936,-13.336666666666666,-12.781020595532935,0.5556460711337312,-11.520602130522311,True
0.6,MN-2,1.533979903456554,1.3169900675832407,district_dna_behavior_model,high,5,-2.136666666666667,-2.8139687777361915,7.063333333333333,6.386031222263808,-0.6773021110695243,5.225334283747911,True
0.6,MN-3,1.7760281184628175,1.4618452657633156,district_dna_behavior_model,high,5,-2.136666666666667,-3.1234760511809516,20.863333333333333,19.87652394881905,-0.9868093845142845,19.191964566469316,True
0.6,MN-4,0.7840758520807449,0.8682055145747704,district_dna_behavior_model,high,5,-2.136666666666667,-1.855065782808093,37.46333333333333,37.74493421719191,0.2816008838585802,35.328222506782716,True
0.6,MN-5,0.8534900433128263,0.9097468513996363,district_dna_behavior_model,high,5,-2.136666666666667,-1.9438257724905565,62.96333333333333,63.156174227509446,0.19284089417611483,49.79840808310722,True
0.6,MN-6,1.4220803595910732,1.2500231180336445,district_dna_behavior_model,high,5,-2.136666666666667,-2.6708827288652213,-21.736666666666668,-22.270882728865224,-0.5342160621985563,-24.171662491751807,True
0.6,MN-7,0.6795167903591818,0.8056315203529671,district_dna_behavior_model,high,5,-2.136666666666667,-1.7213660151541734,-37.33666666666667,-36.92136601515418,0.41530065151249573,-39.33454519299301,True
0.6,MN-8,0.5767420609427929,0.7441253704434155,district_dna_behavior_model,high,5,-2.136666666666667,-1.5899478748474316,-15.436666666666667,-14.889947874847433,0.5467187918192344,-14.464978187106157,True
0.6,MO-1,0.8748350549448605,0.9225209009419324,district_dna_behavior_model,high,5,-2.136666666666667,-1.9711196583459294,58.26333333333333,58.42888034165407,0.16554700832074332,48.530489957367465,True
0.6,MO-2,1.6657218803537766,1.3958318395483353,district_dna_behavior_model,high,5,-2.136666666666667,-2.982427363834944,-11.936666666666667,-12.782427363834945,-0.8457606971682772,-11.842263658423777,True
0.6,MO-3,1.061417464122268,1.0341822567491208,district_dna_behavior_model,high,5,-2.136666666666667,-2.2097027552539554,-30.436666666666667,-30.509702755253954,-0.07303608858728694,-30.22186839194948,True
0.6,MO-4,1.1838043165163048,1.1074253986484115,district_dna_behavior_model,high,5,-2.136666666666667,-2.3661989351121067,-41.43666666666667,-41.66619893511211,-0.22953226844543906,-45.01389765523622,True
0.6,MO-5,1.4937162624690972,1.2928940514463791,district_dna_behavior_model,high,5,-2.136666666666667,-2.7624836232570975,26.163333333333334,25.537516376742904,-0.6258169565904304,24.584155624471386,True
0.6,MO-6,0.826611793563723,0.8936614024983125,district_dna_behavior_model,high,5,-2.136666666666667,-1.9094565300047281,-41.23666666666667,-41.00945653000473,0.22721013666194523,-42.83584133408396,True
0.6,MO-7,0.7255481880705453,0.8331792849081111,district_dna_behavior_model,high,5,-2.136666666666667,-1.7802264054203312,-43.53666666666667,-43.18022640542033,0.3564402612463411,-44.0993542292625,True
0.6,MO-8,0.9194485411427504,0.9492201078934571,district_dna_behavior_model,high,5,-2.136666666666667,-2.0281669638656874,-55.43666666666667,-55.328166963865684,0.10849970280098375,-54.08993663277573,True
0.6,MS-1,0.4700638098507441,0.6802831347010754,district_dna_behavior_model,high,5,-2.136666666666667,-1.453538297811298,-35.836666666666666,-35.153538297811295,0.6831283688553711,-45.94865851400032,True
0.6,MS-2,0.4817214536678164,0.6872597211856771,district_dna_behavior_model,medium,3,-2.136666666666667,-1.468444937600064,25.963333333333335,26.631555062399936,0.6682217290666017,20.203808646326504,True
0.6,MS-3,0.6354375553144913,0.7792520391910857,district_dna_behavior_model,high,4,-2.136666666666667,-1.66500185707162,-28.436666666666667,-27.96500185707162,0.47166480959504753,-41.47604707289464,True
0.6,MS-4,0.68318696286875,0.8078279569852918,district_dna_behavior_model,high,4,-2.136666666666667,-1.726059068091907,-40.13666666666667,-39.72605906809191,0.4106075985747637,-48.74209505445948,True
0.6,MT-1,0.7602392023775483,0.8539403293652194,characteristics_model_sparse_history_fallback,no_scorable_history,0,-2.136666666666667,-1.8245858370770192,-9.036666666666667,-8.724585837077019,0.31208082958964845,-3.160590417809324,True
0.6,MT-2,0.9174893904247364,0.9480476424591833,characteristics_model_sparse_history_fallback,no_scorable_history,0,-2.136666666666667,-2.025661796054455,-30.936666666666667,-30.825661796054455,0.11100487061221287,-36.3973997551838,True
0.6,NC-1,1.5248882292692318,1.3115491009305464,district_dna_behavior_model,low,2,-2.136666666666667,-2.802343245654935,5.163333333333332,4.497656754345065,-0.6656765789882675,4.738998199987586,True
0.6,NC-2,0.8985112895934667,0.9366900848051269,district_dna_behavior_model,low,2,-2.136666666666667,-2.0013944812002884,28.663333333333334,28.79860551879971,0.13527218546637698,29.35506953935477,True
