retention_level,race_id,actual_dem_margin,actual_winner,layer_2_margin_dem,layer_3_margin_dem,layer_2_dem_probability,layer_3_dem_probability,probability_change_dem,margin_change_dem,layer_2_correct_winner,layer_3_correct_winner,winner_call_changed,characteristics_elasticity,district_elasticity
0.0,CA-22,-3.0450338337092635,R,8.763333333333334,8.763333333333334,0.7938360337095196,0.7938360337095196,0.0,0.0,False,False,False,1.193693717622195,1.0
0.0,CA-23,-22.050796842198633,R,-13.936666666666667,-13.936666666666667,0.10488360354619994,0.10488360354619994,0.0,0.0,True,True,False,1.0761232260535945,1.0
0.0,CA-24,21.133337396020597,D,28.963333333333335,28.963333333333335,0.9885233466915456,0.9885233466915456,0.0,0.0,True,True,False,1.0013716358710074,1.0
0.0,CA-25,14.756910345550011,D,15.163333333333334,15.163333333333334,0.9115589883386929,0.9115589883386929,0.0,0.0,True,True,False,1.3041654586142213,1.0
0.0,CA-26,9.060776614841018,D,19.863333333333333,19.863333333333333,0.955036453871157,0.955036453871157,0.0,0.0,True,True,False,1.064078890783359,1.0
0.0,CA-27,-6.4788617720694495,R,8.263333333333334,8.263333333333334,0.7809621349566592,0.7809621349566592,0.0,0.0,False,False,False,1.0711488532627695,1.0
0.0,CA-28,32.471740003619395,D,34.06333333333333,34.06333333333333,0.9947303765856697,0.9947303765856697,0.0,0.0,True,True,False,0.8230613194599838,1.0
0.0,CA-31,19.08478437754272,D,30.963333333333335,30.963333333333335,0.9915373121520126,0.9915373121520126,0.0,0.0,True,True,False,1.3770038369226718,1.0
0.0,CA-32,38.33962045870536,D,40.66333333333333,40.66333333333333,0.9980845729903833,0.9980845729903833,0.0,0.0,True,True,False,0.988187300753026,1.0
0.0,CA-33,15.424205203945537,D,25.163333333333334,25.163333333333334,0.979593456804155,0.979593456804155,0.0,0.0,True,True,False,1.245759829787593,1.0
0.0,CA-35,14.729712186815116,D,25.463333333333335,25.463333333333335,0.9804959407951387,0.9804959407951387,0.0,0.0,True,True,False,0.9992003385216632,1.0
0.0,CA-36,39.500938746351814,D,43.96333333333333,43.96333333333333,0.9988462573610801,0.9988462573610801,0.0,0.0,True,True,False,0.5851176280565692,1.0
0.0,CA-38,16.183143920922948,D,30.063333333333333,30.063333333333333,0.9902927560336107,0.9902927560336107,0.0,0.0,True,True,False,1.057100043725446,1.0
0.0,CA-39,15.346094515832428,D,25.963333333333335,25.963333333333335,0.9819138828714038,0.9819138828714038,0.0,0.0,True,True,False,1.245313394443596,1.0
0.0,CA-40,-13.670593118099546,R,-2.2366666666666672,-2.2366666666666672,0.4148132606818934,0.4148132606818934,0.0,0.0,True,True,False,1.0170275977386976,1.0
0.0,CA-41,-4.690709015458211,R,-5.236666666666667,-5.236666666666667,0.3088201437272038,0.3088201437272038,0.0,0.0,True,True,False,1.066921621293381,1.0
0.0,CA-42,36.73787210584344,D,43.66333333333333,43.66333333333333,0.9987918255797729,0.9987918255797729,0.0,0.0,True,True,False,0.5877471452621958,1.0
0.0,CA-43,54.66070459387429,D,63.66333333333333,63.66333333333333,0.9999442378223388,0.9999442378223388,0.0,0.0,True,True,False,0.7216655069908435,1.0
0.0,CA-44,44.41224389751575,D,48.06333333333333,48.06333333333333,0.9993856670396508,0.9993856670396508,0.0,0.0,True,True,False,0.817372247999085,1.0
0.0,CA-45,-4.826469695436608,R,2.0633333333333326,2.0633333333333326,0.5786992339216377,0.5786992339216377,0.0,0.0,False,False,False,0.8895287936291767,1.0
0.0,CA-46,23.58232117689908,D,30.263333333333332,30.263333333333332,0.9905841225386076,0.9905841225386076,0.0,0.0,True,True,False,0.9782178773538022,1.0
0.0,CA-47,3.4306473168068967,D,10.963333333333333,10.963333333333333,0.8437852909591399,0.8437852909591399,0.0,0.0,True,True,False,1.066759921296506,1.0
