retention_level,race_id,district_pres_margin_dem,actual_dem_margin,actual_winner,layer_2_margin_dem,layer_3_margin_dem,layer_2_dem_probability,layer_3_dem_probability,layer_2_predicted_dem_win,layer_3_predicted_dem_win,layer_2_correct_winner,layer_3_correct_winner,characteristics_elasticity,district_elasticity
1.0,MI-7,0.5,5.415767839702931,D,0.36333333333333284,-0.06435612513430478,0.513970721509991,0.4975247846380485,True,False,True,False,1.2108151769916649,1.2001666732297835
1.0,PA-1,4.6,-9.734335020959223,R,0.4633333333333325,-0.04259677615301616,0.5178129709561773,0.4983616683190194,True,False,False,True,1.247758161151559,1.2367847626301163
1.0,PA-7,0.6,1.9660414091366865,D,0.46333333333333293,-0.4628791242753625,0.5178129709561773,0.4822044764721608,True,False,True,False,1.4462033929742566,1.4334847695516515
