retention_level,race_id,characteristics_elasticity_original,district_elasticity_used,layer_2_environment_component,layer_3_environment_component,layer_2_margin_dem,layer_3_margin_dem,layer_3_minus_layer_2_margin,scored
0.0,CO-3,0.8899691140302157,1.0,-2.136666666666667,-2.136666666666667,-12.436666666666667,-12.436666666666667,0.0,True
0.0,CO-4,1.072563473979234,1.0,-2.136666666666667,-2.136666666666667,-22.736666666666668,-22.736666666666668,0.0,True
0.0,CO-5,0.8405919847153063,1.0,-2.136666666666667,-2.136666666666667,-14.236666666666666,-14.236666666666666,0.0,True
0.0,CO-6,0.8209886777426266,1.0,-2.136666666666667,-2.136666666666667,23.663333333333334,23.663333333333334,0.0,True
0.0,CO-7,0.808721266243503,1.0,-2.136666666666667,-2.136666666666667,12.063333333333333,12.063333333333333,0.0,True
0.0,CO-8,1.1961216602721343,1.0,-2.136666666666667,-2.136666666666667,2.4633333333333325,2.4633333333333325,0.0,True
0.0,CT-1,0.8873493824964515,1.0,-2.136666666666667,-2.136666666666667,27.963333333333335,27.963333333333335,0.0,True
0.0,CT-2,0.8484730442262677,1.0,-2.136666666666667,-2.136666666666667,11.263333333333334,11.263333333333334,0.0,True
0.0,CT-3,0.943322934995586,1.0,-2.136666666666667,-2.136666666666667,19.563333333333333,19.563333333333333,0.0,True
0.0,CT-4,1.029493822261648,1.0,-2.136666666666667,-2.136666666666667,30.863333333333333,30.863333333333333,0.0,True
0.0,CT-5,0.9747729441902064,1.0,-2.136666666666667,-2.136666666666667,10.563333333333333,10.563333333333333,0.0,True
0.0,DE-AL,1.300883258176387,1.0,-2.136666666666667,-2.136666666666667,18.863333333333333,18.863333333333333,0.0,True
0.0,FL-1,0.7714909874747254,1.0,-2.136666666666667,-2.136666666666667,-36.43666666666667,-36.43666666666667,0.0,True
0.0,FL-2,0.6764002592033548,1.0,-2.136666666666667,-2.136666666666667,-13.136666666666667,-13.136666666666667,0.0,True
0.0,FL-3,0.8288988239624137,1.0,-2.136666666666667,-2.136666666666667,-18.236666666666668,-18.236666666666668,0.0,True
0.0,FL-4,0.7687334062921715,1.0,-2.136666666666667,-2.136666666666667,-8.836666666666668,-8.836666666666668,0.0,True
0.0,FL-5,1.0031401895469712,1.0,-2.136666666666667,-2.136666666666667,-19.936666666666667,-19.936666666666667,0.0,False
0.0,FL-6,0.9604192860390878,1.0,-2.136666666666667,-2.136666666666667,-27.836666666666666,-27.836666666666666,0.0,False
0.0,FL-7,0.8991913839947062,1.0,-2.136666666666667,-2.136666666666667,-7.636666666666667,-7.636666666666667,0.0,True
0.0,FL-8,0.9808184223471188,1.0,-2.136666666666667,-2.136666666666667,-21.736666666666668,-21.736666666666668,0.0,True
0.0,FL-9,1.1263627919156234,1.0,-2.136666666666667,-2.136666666666667,17.263333333333332,17.263333333333332,0.0,True
0.0,FL-10,0.6471112780401126,1.0,-2.136666666666667,-2.136666666666667,29.663333333333334,29.663333333333334,0.0,True
