retention_level,shrinkage_toward_one,pre_normalization_scored_mean_elasticity,normalized_scored_mean_elasticity,normalized_scored_sd_elasticity,normalized_scored_min_elasticity,normalized_scored_max_elasticity,layer_2_mean_absolute_error,layer_3_mean_absolute_error,layer_3_minus_layer_2_mean_absolute_error,layer_2_median_absolute_error,layer_3_median_absolute_error,layer_3_minus_layer_2_median_absolute_error,layer_2_rmse,layer_3_rmse,layer_3_minus_layer_2_rmse,layer_2_winner_accuracy,layer_3_winner_accuracy,layer_3_minus_layer_2_winner_accuracy,layer_2_brier_score,layer_3_brier_score,layer_3_minus_layer_2_brier_score,layer_2_log_loss,layer_3_log_loss,layer_3_minus_layer_2_log_loss,layer_2_mean_margin_error_dem_bias,layer_3_mean_margin_error_dem_bias,layer_3_minus_layer_2_mean_margin_error_dem_bias,layer_2_predicted_dem_wins_in_scored_sample,layer_3_predicted_dem_wins_in_scored_sample,layer_3_minus_layer_2_predicted_dem_wins_in_scored_sample,layer_2_expected_dem_wins_in_scored_sample,layer_3_expected_dem_wins_in_scored_sample,layer_3_minus_layer_2_expected_dem_wins_in_scored_sample,layer_2_predicted_win_count_error,layer_3_predicted_win_count_error,layer_3_minus_layer_2_predicted_win_count_error,layer_2_expected_win_count_error,layer_3_expected_win_count_error,layer_3_minus_layer_2_expected_win_count_error,mae_rank,rmse_rank,brier_rank,log_loss_rank,combined_rank
0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.889977875468015,4.889977875468015,0.0,3.5144323278454603,3.5144323278454603,0.0,6.475034390695038,6.475034390695038,0.0,0.9575,0.9575,0.0,0.03472005640995939,0.03472005640995939,0.0,0.12563117592765052,0.12563117592765052,0.0,2.94223873597903,2.94223873597903,0.0,209.0,209.0,0.0,206.49352343247423,206.49352343247423,0.0,5.0,5.0,0.0,2.493523432474234,2.493523432474234,0.0,1.0,1.0,11.0,11.0,24.0
0.1,0.9,1.000887252079182,1.0,0.029676452192725848,0.9017421443690633,1.0733637041627302,4.889977875468015,4.8914680714742,0.0014901960061841635,3.5144323278454603,3.5408050647177554,0.02637273687229502,6.475034390695038,6.47517966641756,0.00014527572252198695,0.9575,0.9575,0.0,0.03472005640995939,0.03465216765243616,-6.78887575232337e-05,0.12563117592765052,0.12545616507763754,-0.0001750108500129799,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,209.0,0.0,206.49352343247423,206.42491842033886,-0.06860501213537873,5.0,5.0,0.0,2.493523432474234,2.424918420338855,-0.06860501213537873,2.0,2.0,10.0,10.0,24.0
0.2,0.8,1.001774504158364,1.0,0.05930033667924347,0.8036583388588725,1.146597454730545,4.889977875468015,4.89332044222719,0.003342566759174659,3.5144323278454603,3.505452374202583,-0.008979953642877181,6.475034390695038,6.475943923552338,0.0009095328572996664,0.9575,0.9575,0.0,0.03472005640995939,0.03458658025088249,-0.00013347615907690485,0.12563117592765052,0.12528727447480567,-0.0003439014528448525,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,209.0,0.0,206.49352343247423,206.35650665416415,-0.13701677831008396,5.0,5.0,0.0,2.493523432474234,2.35650665416415,-0.13701677831008396,3.0,3.0,9.0,9.0,24.0
0.3,0.7,1.0026617562375462,1.0,0.08887179301052212,0.7057481214202954,1.2197015966899667,4.889977875468015,4.89557378751082,0.005595912042804407,3.5144323278454603,3.4879708787790733,-0.026461449066387033,6.475034390695038,6.477323658203621,0.002289267508582604,0.9575,0.9575,0.0,0.03472005640995939,0.034523287388960544,-0.0001967690209988479,0.12563117592765052,0.12512447119072173,-0.0005067047369287925,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,209.0,0.0,206.49352343247423,206.28829097103656,-0.20523246143767437,5.0,5.0,0.0,2.493523432474234,2.2882909710365595,-0.20523246143767437,4.0,4.0,8.0,8.0,24.0
0.4,0.6,1.0035490083167282,1.0,0.11839096024401492,0.6080110316382167,1.2926764738074865,4.889977875468015,4.898314552950955,0.00833667748293987,3.5144323278454603,3.5158324861779313,0.0014001583324709799,6.475034390695038,6.4793152108108645,0.0042808201158264225,0.9575,0.9575,0.0,0.03472005640995939,0.03446228221455163,-0.0002577741954077617,0.12563117592765052,0.12496772247577041,-0.0006634534518801111,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,209.0,0.0,206.49352343247423,206.22027412783163,-0.27324930464260433,5.0,5.0,0.0,2.493523432474234,2.2202741278316296,-0.27324930464260433,5.0,5.0,7.0,7.0,24.0
0.5,0.5,1.0044362603959103,1.0000000000000002,0.14785797694583871,0.5104466107243211,1.3655224286349545,4.889977875468015,4.901303599728018,0.011325724260002445,3.5144323278454603,3.5529817864154074,0.03854945856994707,6.475034390695038,6.481914769676035,0.006880378980996582,0.9575,0.955,-0.0025000000000000577,0.03472005640995939,0.034403557844774585,-0.00031649856518480707,0.12563117592765052,0.12481699575967106,-0.0008141801679794614,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,208.0,-1.0,206.49352343247423,206.1524588013778,-0.3410646310964296,5.0,4.0,-1.0,2.493523432474234,2.1524588013778043,-0.3410646310964296,6.0,6.0,6.0,6.0,24.0
0.6,0.4,1.0053235124750923,1.0,0.1772729811929421,0.41305440150991496,1.4382398025149394,4.889977875468015,4.904846151423993,0.01486827595597795,3.5144323278454603,3.558015963930437,0.04358363608497662,6.475034390695038,6.485118374679867,0.01008398398482857,0.9575,0.955,-0.0025000000000000577,0.03472005640995939,0.03434710737094524,-0.00037294903901415044,0.12563117592765052,0.12467225865195986,-0.0009589172756906683,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,208.0,-1.0,206.49352343247423,206.08484758868786,-0.40867584378636934,5.0,4.0,-1.0,2.493523432474234,2.0848475886878646,-0.40867584378636934,7.0,7.0,5.0,5.0,24.0
0.7,0.30000000000000004,1.0062107645542744,1.0,0.20663611057526218,0.3158339484387855,1.5108289355860591,4.889977875468015,4.909089392093779,0.01911151662576316,3.5144323278454603,3.5587010092883697,0.04426868144290941,6.475034390695038,6.488921921176209,0.013887530481170529,0.9575,0.955,-0.0025000000000000577,0.03472005640995939,0.034292923863457885,-0.00042713254650150745,0.12563117592765052,0.1245334789424346,-0.001097696985215918,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,208.0,-1.0,206.49352343247423,206.01744300725545,-0.47608042521878247,5.0,4.0,-1.0,2.493523432474234,2.0174430072554514,-0.47608042521878247,8.0,8.0,4.0,4.0,24.0
0.8,0.19999999999999996,1.0070980166334564,1.0,0.23594750219786975,0.21878479756009742,1.5832901667882853,4.889977875468015,4.91383704283824,0.0238591673702242,3.5144323278454603,3.5802389619400072,0.0658066340945469,6.475034390695038,6.493321164053243,0.018286773358204833,0.9575,0.955,-0.0025000000000000577,0.03472005640995939,0.03424100037656991,-0.00047905603338948416,0.12563117592765052,0.1244006246015589,-0.0012305513260916223,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,208.0,-1.0,206.49352343247423,205.95024749541582,-0.5432759370584108,5.0,4.0,-1.0,2.493523432474234,1.950247495415823,-0.5432759370584108,9.0,9.0,3.0,3.0,24.0
0.9,0.09999999999999998,1.0079852687126385,1.0,0.2652072926831034,0.12190649652132807,1.6556238338682168,4.889977875468015,4.919402834808409,0.029424959340393464,3.5144323278454603,3.6021834812726343,0.08775115342717399,6.475034390695038,6.4983117219499125,0.02327733125487441,0.9575,0.9525,-0.0050000000000000044,0.03472005640995939,0.03419132995307177,-0.0005287264568876252,0.12563117592765052,0.12427366378082295,-0.0013575121468275692,2.94223873597903,2.9422387359790307,8.881784197001252e-16,209.0,207.0,-2.0,206.49352343247423,205.88326341276837,-0.6102600197058621,5.0,3.0,-2.0,2.493523432474234,1.8832634127683718,-0.6102600197058621,10.0,10.0,2.0,2.0,24.0
