race_id,baseline_only_presidential_baseline,layer_1_presidential_baseline,layer_1_national_environment,layer_2_presidential_baseline,layer_2_national_environment,layer_2_incumbency,baseline_only_margin_dem,layer_1_margin_dem,layer_2_margin_dem
MN-8,-11.3,-11.3,-2.136666666666667,-11.3,-2.136666666666667,-1.5,-11.3,-13.436666666666667,-14.936666666666667
MO-1,58.4,58.4,-2.136666666666667,58.4,-2.136666666666667,1.5,58.4,56.26333333333333,57.76333333333333
MO-2,-7.8,-7.8,-2.136666666666667,-7.8,-2.136666666666667,-1.5,-7.8,-9.936666666666667,-11.436666666666667
MO-3,-26.3,-26.3,-2.136666666666667,-26.3,-2.136666666666667,-1.5,-26.3,-28.436666666666667,-29.936666666666667
MO-4,-39.3,-39.3,-2.136666666666667,-39.3,-2.136666666666667,0.0,-39.3,-41.43666666666667,-41.43666666666667
MO-5,26.3,26.3,-2.136666666666667,26.3,-2.136666666666667,1.5,26.3,24.163333333333334,25.663333333333334
MO-6,-37.1,-37.1,-2.136666666666667,-37.1,-2.136666666666667,-1.5,-37.1,-39.23666666666667,-40.73666666666667
MO-7,-41.4,-41.4,-2.136666666666667,-41.4,-2.136666666666667,0.0,-41.4,-43.53666666666667,-43.53666666666667
MO-8,-51.3,-51.3,-2.136666666666667,-51.3,-2.136666666666667,-1.5,-51.3,-53.43666666666667,-54.93666666666667
MS-1,-31.7,-31.7,-2.136666666666667,-31.7,-2.136666666666667,-1.5,-31.7,-33.836666666666666,-35.336666666666666
MS-2,26.1,26.1,-2.136666666666667,26.1,-2.136666666666667,1.5,26.1,23.963333333333335,25.463333333333335
MS-3,-24.3,-24.3,-2.136666666666667,-24.3,-2.136666666666667,-1.5,-24.3,-26.436666666666667,-27.936666666666667
MS-4,-38.0,-38.0,-2.136666666666667,-38.0,-2.136666666666667,0.0,-38.0,-40.13666666666667,-40.13666666666667
MT-1,-6.9,-6.9,-2.136666666666667,-6.9,-2.136666666666667,0.0,-6.9,-9.036666666666667,-9.036666666666667
MT-2,-26.8,-26.8,-2.136666666666667,-26.8,-2.136666666666667,-1.5,-26.8,-28.936666666666667,-30.436666666666667
NC-1,7.3,7.3,-2.136666666666667,7.3,-2.136666666666667,0.0,7.3,5.163333333333332,5.163333333333332
NC-2,28.8,28.8,-2.136666666666667,28.8,-2.136666666666667,1.5,28.8,26.663333333333334,28.163333333333334
NC-3,-25.4,-25.4,-2.136666666666667,-25.4,-2.136666666666667,-1.5,-25.4,-27.536666666666665,-29.036666666666665
NC-4,35.1,35.1,-2.136666666666667,35.1,-2.136666666666667,0.0,35.1,32.96333333333333,32.96333333333333
NC-5,-21.3,-21.3,-2.136666666666667,-21.3,-2.136666666666667,-1.5,-21.3,-23.436666666666667,-24.936666666666667
NC-6,12.4,12.4,-2.136666666666667,12.4,-2.136666666666667,1.5,12.4,10.263333333333334,11.763333333333334
NC-7,-12.7,-12.7,-2.136666666666667,-12.7,-2.136666666666667,-1.5,-12.7,-14.836666666666666,-16.336666666666666
NC-8,-34.1,-34.1,-2.136666666666667,-34.1,-2.136666666666667,-1.5,-34.1,-36.23666666666667,-37.73666666666667
NC-9,-8.0,-8.0,-2.136666666666667,-8.0,-2.136666666666667,-1.5,-8.0,-10.136666666666667,-11.636666666666667
NC-10,-39.5,-39.5,-2.136666666666667,-39.5,-2.136666666666667,-1.5,-39.5,-41.63666666666667,-43.13666666666667
NC-11,-10.2,-10.2,-2.136666666666667,-10.2,-2.136666666666667,0.0,-10.2,-12.336666666666666,-12.336666666666666
NC-12,30.2,30.2,-2.136666666666667,30.2,-2.136666666666667,1.5,30.2,28.063333333333333,29.563333333333333
NC-13,1.7,1.7,-2.136666666666667,1.7,-2.136666666666667,0.0,1.7,-0.4366666666666672,-0.4366666666666672
NC-14,16.4,16.4,-2.136666666666667,16.4,-2.136666666666667,0.0,16.4,14.263333333333332,14.263333333333332
ND-AL,-33.5,-33.5,-2.136666666666667,-33.5,-2.136666666666667,-1.5,-33.5,-35.63666666666667,-37.13666666666667
NE-1,-11.1,-11.1,-2.136666666666667,-11.1,-2.136666666666667,-1.5,-11.1,-13.236666666666666,-14.736666666666666
NE-2,6.3,6.3,-2.136666666666667,6.3,-2.136666666666667,-1.5,6.3,4.163333333333332,2.663333333333332
NE-3,-51.8,-51.8,-2.136666666666667,-51.8,-2.136666666666667,-1.5,-51.8,-53.93666666666667,-55.43666666666667
NH-1,5.9,5.9,-2.136666666666667,5.9,-2.136666666666667,1.5,5.9,3.763333333333333,5.263333333333334
NH-2,8.8,8.8,-2.136666666666667,8.8,-2.136666666666667,1.5,8.8,6.663333333333334,8.163333333333334
NJ-1,24.4,24.4,-2.136666666666667,24.4,-2.136666666666667,1.5,24.4,22.263333333333332,23.763333333333332
NJ-2,-4.9,-4.9,-2.136666666666667,-4.9,-2.136666666666667,-1.5,-4.9,-7.036666666666667,-8.536666666666667
NJ-3,14.0,14.0,-2.136666666666667,14.0,-2.136666666666667,1.5,14.0,11.863333333333333,13.363333333333333
NJ-4,-22.4,-22.4,-2.136666666666667,-22.4,-2.136666666666667,-1.5,-22.4,-24.536666666666665,-26.036666666666665
NJ-5,12.4,12.4,-2.136666666666667,12.4,-2.136666666666667,1.5,12.4,10.263333333333334,11.763333333333334
NJ-6,19.2,19.2,-2.136666666666667,19.2,-2.136666666666667,1.5,19.2,17.063333333333333,18.563333333333333
NJ-7,3.9,3.9,-2.136666666666667,3.9,-2.136666666666667,1.5,3.9,1.7633333333333328,3.2633333333333328
NJ-8,45.3,45.3,-2.136666666666667,45.3,-2.136666666666667,0.0,45.3,43.16333333333333,43.16333333333333
NJ-9,18.9,18.9,-2.136666666666667,18.9,-2.136666666666667,1.5,18.9,16.763333333333332,18.263333333333332
NJ-10,62.0,62.0,-2.136666666666667,62.0,-2.136666666666667,1.5,62.0,59.86333333333333,61.36333333333333
NJ-11,16.9,16.9,-2.136666666666667,16.9,-2.136666666666667,1.5,16.9,14.763333333333332,16.263333333333332
NJ-12,34.4,34.4,-2.136666666666667,34.4,-2.136666666666667,1.5,34.4,32.26333333333333,33.76333333333333
NM-1,14.4,14.4,-2.136666666666667,14.4,-2.136666666666667,0.0,14.4,12.263333333333334,12.263333333333334
NM-2,5.9,5.9,-2.136666666666667,5.9,-2.136666666666667,-1.5,5.9,3.763333333333333,2.263333333333333
NM-3,10.8,10.8,-2.136666666666667,10.8,-2.136666666666667,1.5,10.8,8.663333333333334,10.163333333333334
NV-1,8.5,8.5,-2.136666666666667,8.5,-2.136666666666667,1.5,8.5,6.363333333333333,7.863333333333333
NV-2,-11.0,-11.0,-2.136666666666667,-11.0,-2.136666666666667,-1.5,-11.0,-13.136666666666667,-14.636666666666667
NV-3,6.6,6.6,-2.136666666666667,6.6,-2.136666666666667,1.5,6.6,4.463333333333333,5.963333333333333
NV-4,8.3,8.3,-2.136666666666667,8.3,-2.136666666666667,1.5,8.3,6.163333333333334,7.663333333333334
NY-1,0.2,0.2,-2.136666666666667,0.2,-2.136666666666667,0.0,0.2,-1.9366666666666672,-1.9366666666666672
NY-2,-1.5,-1.5,-2.136666666666667,-1.5,-2.136666666666667,-1.5,-1.5,-3.636666666666667,-5.136666666666667
NY-3,8.2,8.2,-2.136666666666667,8.2,-2.136666666666667,0.0,8.2,6.063333333333333,6.063333333333333
NY-4,14.5,14.5,-2.136666666666667,14.5,-2.136666666666667,0.0,14.5,12.363333333333333,12.363333333333333
NY-5,62.4,62.4,-2.136666666666667,62.4,-2.136666666666667,1.5,62.4,60.26333333333333,61.76333333333333
NY-6,30.3,30.3,-2.136666666666667,30.3,-2.136666666666667,1.5,30.3,28.163333333333334,29.663333333333334
NY-7,62.6,62.6,-2.136666666666667,62.6,-2.136666666666667,1.5,62.6,60.46333333333333,61.96333333333333
NY-8,53.2,53.2,-2.136666666666667,53.2,-2.136666666666667,1.5,53.2,51.06333333333333,52.56333333333333
NY-9,51.6,51.6,-2.136666666666667,51.6,-2.136666666666667,1.5,51.6,49.46333333333333,50.96333333333333
NY-10,71.2,71.2,-2.136666666666667,71.2,-2.136666666666667,0.0,71.2,69.06333333333333,69.06333333333333
NY-11,-7.6,-7.6,-2.136666666666667,-7.6,-2.136666666666667,-1.5,-7.6,-9.736666666666666,-11.236666666666666
NY-12,71.4,71.4,-2.136666666666667,71.4,-2.136666666666667,1.5,71.4,69.26333333333334,70.76333333333334
NY-13,77.0,77.0,-2.136666666666667,77.0,-2.136666666666667,1.5,77.0,74.86333333333333,76.36333333333333
NY-14,56.6,56.6,-2.136666666666667,56.6,-2.136666666666667,1.5,56.6,54.46333333333333,55.96333333333333
NY-15,70.0,70.0,-2.136666666666667,70.0,-2.136666666666667,1.5,70.0,67.86333333333333,69.36333333333333
NY-16,43.7,43.7,-2.136666666666667,43.7,-2.136666666666667,1.5,43.7,41.56333333333333,43.06333333333333
NY-17,10.1,10.1,-2.136666666666667,10.1,-2.136666666666667,1.5,10.1,7.963333333333333,9.463333333333333
NY-18,8.4,8.4,-2.136666666666667,8.4,-2.136666666666667,0.0,8.4,6.263333333333334,6.263333333333334
NY-19,4.6,4.6,-2.136666666666667,4.6,-2.136666666666667,0.0,4.6,2.4633333333333325,2.4633333333333325
NY-20,19.2,19.2,-2.136666666666667,19.2,-2.136666666666667,1.5,19.2,17.063333333333333,18.563333333333333
NY-21,-12.4,-12.4,-2.136666666666667,-12.4,-2.136666666666667,-1.5,-12.4,-14.536666666666667,-16.03666666666667
NY-22,7.5,7.5,-2.136666666666667,7.5,-2.136666666666667,0.0,7.5,5.363333333333333,5.363333333333333
NY-23,-17.2,-17.2,-2.136666666666667,-17.2,-2.136666666666667,0.0,-17.2,-19.336666666666666,-19.336666666666666
NY-24,-17.2,-17.2,-2.136666666666667,-17.2,-2.136666666666667,-1.5,-17.2,-19.336666666666666,-20.836666666666666
NY-25,19.7,19.7,-2.136666666666667,19.7,-2.136666666666667,1.5,19.7,17.563333333333333,19.063333333333333
NY-26,23.4,23.4,-2.136666666666667,23.4,-2.136666666666667,1.5,23.4,21.263333333333332,22.763333333333332
OH-1,8.5,8.5,-2.136666666666667,8.5,-2.136666666666667,-1.5,8.5,6.363333333333333,4.863333333333333
OH-2,-45.4,-45.4,-2.136666666666667,-45.4,-2.136666666666667,-1.5,-45.4,-47.53666666666667,-49.03666666666667
OH-3,43.8,43.8,-2.136666666666667,43.8,-2.136666666666667,1.5,43.8,41.66333333333333,43.16333333333333
OH-4,-35.7,-35.7,-2.136666666666667,-35.7,-2.136666666666667,-1.5,-35.7,-37.83666666666667,-39.33666666666667
OH-5,-26.8,-26.8,-2.136666666666667,-26.8,-2.136666666666667,-1.5,-26.8,-28.936666666666667,-30.436666666666667
OH-6,-28.7,-28.7,-2.136666666666667,-28.7,-2.136666666666667,-1.5,-28.7,-30.836666666666666,-32.336666666666666
OH-7,-9.2,-9.2,-2.136666666666667,-9.2,-2.136666666666667,0.0,-9.2,-11.336666666666666,-11.336666666666666
OH-8,-22.0,-22.0,-2.136666666666667,-22.0,-2.136666666666667,-1.5,-22.0,-24.136666666666667,-25.636666666666667
OH-9,-2.9,-2.9,-2.136666666666667,-2.9,-2.136666666666667,1.5,-2.9,-5.036666666666667,-3.536666666666667
OH-10,-3.5,-3.5,-2.136666666666667,-3.5,-2.136666666666667,-1.5,-3.5,-5.636666666666667,-7.136666666666667
OH-11,57.6,57.6,-2.136666666666667,57.6,-2.136666666666667,1.5,57.6,55.46333333333333,56.96333333333333
OH-12,-30.9,-30.9,-2.136666666666667,-30.9,-2.136666666666667,-1.5,-30.9,-33.03666666666667,-34.53666666666667
OH-13,2.8,2.8,-2.136666666666667,2.8,-2.136666666666667,0.0,2.8,0.6633333333333327,0.6633333333333327
OH-14,-14.9,-14.9,-2.136666666666667,-14.9,-2.136666666666667,-1.5,-14.9,-17.03666666666667,-18.53666666666667
OH-15,-6.8,-6.8,-2.136666666666667,-6.8,-2.136666666666667,-1.5,-6.8,-8.936666666666667,-10.436666666666667
OK-1,-21.4,-21.4,-2.136666666666667,-21.4,-2.136666666666667,-1.5,-21.4,-23.536666666666665,-25.036666666666665
OK-2,-53.4,-53.4,-2.136666666666667,-53.4,-2.136666666666667,0.0,-53.4,-55.53666666666667,-55.53666666666667
OK-3,-44.6,-44.6,-2.136666666666667,-44.6,-2.136666666666667,-1.5,-44.6,-46.73666666666667,-48.23666666666667
OK-4,-31.6,-31.6,-2.136666666666667,-31.6,-2.136666666666667,-1.5,-31.6,-33.73666666666667,-35.23666666666667
OK-5,-16.9,-16.9,-2.136666666666667,-16.9,-2.136666666666667,-1.5,-16.9,-19.036666666666665,-20.536666666666665
OR-1,39.3,39.3,-2.136666666666667,39.3,-2.136666666666667,1.5,39.3,37.16333333333333,38.66333333333333
OR-2,-24.4,-24.4,-2.136666666666667,-24.4,-2.136666666666667,-1.5,-24.4,-26.536666666666665,-28.036666666666665
OR-3,47.3,47.3,-2.136666666666667,47.3,-2.136666666666667,1.5,47.3,45.16333333333333,46.66333333333333
OR-4,12.7,12.7,-2.136666666666667,12.7,-2.136666666666667,0.0,12.7,10.563333333333333,10.563333333333333
OR-5,8.9,8.9,-2.136666666666667,8.9,-2.136666666666667,0.0,8.9,6.763333333333334,6.763333333333334
OR-6,13.2,13.2,-2.136666666666667,13.2,-2.136666666666667,0.0,13.2,11.063333333333333,11.063333333333333
PA-1,4.6,4.6,-2.136666666666667,4.6,-2.136666666666667,-1.5,4.6,2.4633333333333325,0.9633333333333325
PA-2,42.7,42.7,-2.136666666666667,42.7,-2.136666666666667,1.5,42.7,40.56333333333333,42.06333333333333
PA-3,80.9,80.9,-2.136666666666667,80.9,-2.136666666666667,1.5,80.9,78.76333333333334,80.26333333333334
PA-4,18.9,18.9,-2.136666666666667,18.9,-2.136666666666667,1.5,18.9,16.763333333333332,18.263333333333332
PA-5,32.3,32.3,-2.136666666666667,32.3,-2.136666666666667,1.5,32.3,30.16333333333333,31.66333333333333
PA-6,14.7,14.7,-2.136666666666667,14.7,-2.136666666666667,1.5,14.7,12.563333333333333,14.063333333333333
PA-7,0.6,0.6,-2.136666666666667,0.6,-2.136666666666667,1.5,0.6,-1.536666666666667,-0.03666666666666707
PA-8,-2.9,-2.9,-2.136666666666667,-2.9,-2.136666666666667,1.5,-2.9,-5.036666666666667,-3.536666666666667
PA-9,-36.5,-36.5,-2.136666666666667,-36.5,-2.136666666666667,-1.5,-36.5,-38.63666666666667,-40.13666666666667
PA-10,-4.1,-4.1,-2.136666666666667,-4.1,-2.136666666666667,-1.5,-4.1,-6.236666666666666,-7.736666666666666
PA-11,-21.3,-21.3,-2.136666666666667,-21.3,-2.136666666666667,-1.5,-21.3,-23.436666666666667,-24.936666666666667
PA-12,19.9,19.9,-2.136666666666667,19.9,-2.136666666666667,0.0,19.9,17.763333333333332,17.763333333333332
PA-13,-45.2,-45.2,-2.136666666666667,-45.2,-2.136666666666667,-1.5,-45.2,-47.33666666666667,-48.83666666666667
PA-14,-31.5,-31.5,-2.136666666666667,-31.5,-2.136666666666667,-1.5,-31.5,-33.63666666666667,-35.13666666666667
PA-15,-37.0,-37.0,-2.136666666666667,-37.0,-2.136666666666667,-1.5,-37.0,-39.13666666666667,-40.63666666666667
PA-16,-20.6,-20.6,-2.136666666666667,-20.6,-2.136666666666667,-1.5,-20.6,-22.736666666666668,-24.236666666666668
PA-17,5.8,5.8,-2.136666666666667,5.8,-2.136666666666667,0.0,5.8,3.6633333333333327,3.6633333333333327
RI-1,29.1,29.1,-2.136666666666667,29.1,-2.136666666666667,1.5,29.1,26.963333333333335,28.463333333333335
RI-2,13.7,13.7,-2.136666666666667,13.7,-2.136666666666667,0.0,13.7,11.563333333333333,11.563333333333333
SC-1,-8.6,-8.6,-2.136666666666667,-8.6,-2.136666666666667,-1.5,-8.6,-10.736666666666666,-12.236666666666666
SC-2,-10.6,-10.6,-2.136666666666667,-10.6,-2.136666666666667,-1.5,-10.6,-12.736666666666666,-14.236666666666666
SC-3,-37.5,-37.5,-2.136666666666667,-37.5,-2.136666666666667,-1.5,-37.5,-39.63666666666667,-41.13666666666667
SC-4,-18.5,-18.5,-2.136666666666667,-18.5,-2.136666666666667,-1.5,-18.5,-20.636666666666667,-22.136666666666667
SC-5,-18.2,-18.2,-2.136666666666667,-18.2,-2.136666666666667,-1.5,-18.2,-20.336666666666666,-21.836666666666666
SC-6,32.1,32.1,-2.136666666666667,32.1,-2.136666666666667,1.5,32.1,29.963333333333335,31.463333333333335
SC-7,-18.7,-18.7,-2.136666666666667,-18.7,-2.136666666666667,0.0,-18.7,-20.836666666666666,-20.836666666666666
SD-AL,-26.2,-26.2,-2.136666666666667,-26.2,-2.136666666666667,-1.5,-26.2,-28.336666666666666,-29.836666666666666
TN-1,-54.2,-54.2,-2.136666666666667,-54.2,-2.136666666666667,-1.5,-54.2,-56.33666666666667,-57.83666666666667
TN-2,-29.2,-29.2,-2.136666666666667,-29.2,-2.136666666666667,-1.5,-29.2,-31.336666666666666,-32.836666666666666
TN-3,-31.9,-31.9,-2.136666666666667,-31.9,-2.136666666666667,-1.5,-31.9,-34.03666666666667,-35.53666666666667
TN-4,-37.7,-37.7,-2.136666666666667,-37.7,-2.136666666666667,-1.5,-37.7,-39.83666666666667,-41.33666666666667
TN-5,-11.3,-11.3,-2.136666666666667,-11.3,-2.136666666666667,0.0,-11.3,-13.436666666666667,-13.436666666666667
TN-6,-29.1,-29.1,-2.136666666666667,-29.1,-2.136666666666667,-1.5,-29.1,-31.236666666666668,-32.736666666666665
TN-7,-15.1,-15.1,-2.136666666666667,-15.1,-2.136666666666667,-1.5,-15.1,-17.236666666666668,-18.736666666666668
TN-8,-37.3,-37.3,-2.136666666666667,-37.3,-2.136666666666667,-1.5,-37.3,-39.43666666666667,-40.93666666666667
TN-9,48.1,48.1,-2.136666666666667,48.1,-2.136666666666667,1.5,48.1,45.96333333333333,47.46333333333333
TX-1,-45.9,-45.9,-2.136666666666667,-45.9,-2.136666666666667,0.0,-45.9,-48.03666666666667,-48.03666666666667
TX-2,-22.8,-22.8,-2.136666666666667,-22.8,-2.136666666666667,-1.5,-22.8,-24.936666666666667,-26.436666666666667
TX-3,-14.4,-14.4,-2.136666666666667,-14.4,-2.136666666666667,0.0,-14.4,-16.53666666666667,-16.53666666666667
TX-4,-26.0,-26.0,-2.136666666666667,-26.0,-2.136666666666667,-1.5,-26.0,-28.136666666666667,-29.636666666666667
TX-5,-22.4,-22.4,-2.136666666666667,-22.4,-2.136666666666667,-1.5,-22.4,-24.536666666666665,-26.036666666666665
TX-6,-24.0,-24.0,-2.136666666666667,-24.0,-2.136666666666667,-1.5,-24.0,-26.136666666666667,-27.636666666666667
TX-7,29.7,29.7,-2.136666666666667,29.7,-2.136666666666667,1.5,29.7,27.563333333333333,29.063333333333333
TX-8,-27.2,-27.2,-2.136666666666667,-27.2,-2.136666666666667,0.0,-27.2,-29.336666666666666,-29.336666666666666
TX-9,53.4,53.4,-2.136666666666667,53.4,-2.136666666666667,1.5,53.4,51.26333333333333,52.76333333333333
TX-10,-18.8,-18.8,-2.136666666666667,-18.8,-2.136666666666667,-1.5,-18.8,-20.936666666666667,-22.436666666666667
TX-11,-40.4,-40.4,-2.136666666666667,-40.4,-2.136666666666667,-1.5,-40.4,-42.53666666666667,-44.03666666666667
TX-12,-18.1,-18.1,-2.136666666666667,-18.1,-2.136666666666667,-1.5,-18.1,-20.236666666666668,-21.736666666666668
TX-13,-45.5,-45.5,-2.136666666666667,-45.5,-2.136666666666667,-1.5,-45.5,-47.63666666666667,-49.13666666666667
TX-14,-28.5,-28.5,-2.136666666666667,-28.5,-2.136666666666667,-1.5,-28.5,-30.636666666666667,-32.13666666666667
TX-15,-2.9,-2.9,-2.136666666666667,-2.9,-2.136666666666667,0.0,-2.9,-5.036666666666667,-5.036666666666667
TX-16,35.4,35.4,-2.136666666666667,35.4,-2.136666666666667,1.5,35.4,33.26333333333333,34.76333333333333
TX-17,-22.5,-22.5,-2.136666666666667,-22.5,-2.136666666666667,-1.5,-22.5,-24.636666666666667,-26.136666666666667
TX-18,48.6,48.6,-2.136666666666667,48.6,-2.136666666666667,1.5,48.6,46.46333333333333,47.96333333333333
TX-19,-46.2,-46.2,-2.136666666666667,-46.2,-2.136666666666667,-1.5,-46.2,-48.33666666666667,-49.83666666666667
TX-20,33.1,33.1,-2.136666666666667,33.1,-2.136666666666667,1.5,33.1,30.963333333333335,32.46333333333334
TX-21,-19.7,-19.7,-2.136666666666667,-19.7,-2.136666666666667,-1.5,-19.7,-21.836666666666666,-23.336666666666666
TX-22,-16.0,-16.0,-2.136666666666667,-16.0,-2.136666666666667,-1.5,-16.0,-18.136666666666667,-19.636666666666667
TX-23,-7.2,-7.2,-2.136666666666667,-7.2,-2.136666666666667,-1.5,-7.2,-9.336666666666668,-10.836666666666668
TX-24,-12.3,-12.3,-2.136666666666667,-12.3,-2.136666666666667,-1.5,-12.3,-14.436666666666667,-15.936666666666667
TX-25,-31.2,-31.2,-2.136666666666667,-31.2,-2.136666666666667,-1.5,-31.2,-33.336666666666666,-34.836666666666666
TX-26,-18.5,-18.5,-2.136666666666667,-18.5,-2.136666666666667,-1.5,-18.5,-20.636666666666667,-22.136666666666667
TX-27,-22.4,-22.4,-2.136666666666667,-22.4,-2.136666666666667,-1.5,-22.4,-24.536666666666665,-26.036666666666665
TX-28,7.0,7.0,-2.136666666666667,7.0,-2.136666666666667,1.5,7.0,4.863333333333333,6.363333333333333
TX-29,36.7,36.7,-2.136666666666667,36.7,-2.136666666666667,1.5,36.7,34.56333333333333,36.06333333333333
TX-30,56.7,56.7,-2.136666666666667,56.7,-2.136666666666667,0.0,56.7,54.56333333333333,54.56333333333333
TX-31,-20.3,-20.3,-2.136666666666667,-20.3,-2.136666666666667,-1.5,-20.3,-22.436666666666667,-23.936666666666667
TX-32,33.0,33.0,-2.136666666666667,33.0,-2.136666666666667,1.5,33.0,30.863333333333333,32.36333333333333
TX-33,49.9,49.9,-2.136666666666667,49.9,-2.136666666666667,1.5,49.9,47.76333333333333,49.26333333333333
TX-34,15.5,15.5,-2.136666666666667,15.5,-2.136666666666667,0.0,15.5,13.363333333333333,13.363333333333333
TX-35,45.2,45.2,-2.136666666666667,45.2,-2.136666666666667,0.0,45.2,43.06333333333333,43.06333333333333
TX-36,-31.6,-31.6,-2.136666666666667,-31.6,-2.136666666666667,-1.5,-31.6,-33.73666666666667,-35.23666666666667
TX-37,52.8,52.8,-2.136666666666667,52.8,-2.136666666666667,0.0,52.8,50.66333333333333,50.66333333333333
TX-38,-18.1,-18.1,-2.136666666666667,-18.1,-2.136666666666667,0.0,-18.1,-20.236666666666668,-20.236666666666668
UT-1,-19.9,-19.9,-2.136666666666667,-19.9,-2.136666666666667,-1.5,-19.9,-22.036666666666665,-23.536666666666665
UT-2,-17.1,-17.1,-2.136666666666667,-17.1,-2.136666666666667,-1.5,-17.1,-19.236666666666668,-20.736666666666668
UT-3,-19.2,-19.2,-2.136666666666667,-19.2,-2.136666666666667,-1.5,-19.2,-21.336666666666666,-22.836666666666666
UT-4,-25.9,-25.9,-2.136666666666667,-25.9,-2.136666666666667,-1.5,-25.9,-28.036666666666665,-29.536666666666665
VA-1,-6.2,-6.2,-2.136666666666667,-6.2,-2.136666666666667,-1.5,-6.2,-8.336666666666668,-9.836666666666668
VA-2,1.9,1.9,-2.136666666666667,1.9,-2.136666666666667,1.5,1.9,-0.23666666666666725,1.2633333333333328
VA-3,38.4,38.4,-2.136666666666667,38.4,-2.136666666666667,1.5,38.4,36.26333333333333,37.76333333333333
VA-4,35.7,35.7,-2.136666666666667,35.7,-2.136666666666667,1.5,35.7,33.56333333333333,35.06333333333333
VA-5,-8.3,-8.3,-2.136666666666667,-8.3,-2.136666666666667,-1.5,-8.3,-10.436666666666667,-11.936666666666667
VA-6,-21.5,-21.5,-2.136666666666667,-21.5,-2.136666666666667,-1.5,-21.5,-23.636666666666667,-25.136666666666667
VA-7,6.8,6.8,-2.136666666666667,6.8,-2.136666666666667,1.5,6.8,4.663333333333332,6.163333333333332
VA-8,56.0,56.0,-2.136666666666667,56.0,-2.136666666666667,1.5,56.0,53.86333333333333,55.36333333333333
VA-9,-41.9,-41.9,-2.136666666666667,-41.9,-2.136666666666667,-1.5,-41.9,-44.03666666666667,-45.53666666666667
VA-10,18.1,18.1,-2.136666666666667,18.1,-2.136666666666667,1.5,18.1,15.963333333333335,17.463333333333335
VA-11,41.3,41.3,-2.136666666666667,41.3,-2.136666666666667,1.5,41.3,39.16333333333333,40.66333333333333
VT-AL,35.6,35.6,-2.136666666666667,35.6,-2.136666666666667,0.0,35.6,33.46333333333333,33.46333333333333
WA-1,30.6,30.6,-2.136666666666667,30.6,-2.136666666666667,1.5,30.6,28.463333333333335,29.963333333333335
WA-2,22.9,22.9,-2.136666666666667,22.9,-2.136666666666667,1.5,22.9,20.763333333333332,22.263333333333332
WA-3,-4.2,-4.2,-2.136666666666667,-4.2,-2.136666666666667,0.0,-4.2,-6.336666666666668,-6.336666666666668
WA-4,-17.0,-17.0,-2.136666666666667,-17.0,-2.136666666666667,-1.5,-17.0,-19.136666666666667,-20.636666666666667
WA-5,-10.0,-10.0,-2.136666666666667,-10.0,-2.136666666666667,-1.5,-10.0,-12.136666666666667,-13.636666666666667
WA-6,17.2,17.2,-2.136666666666667,17.2,-2.136666666666667,1.5,17.2,15.063333333333333,16.563333333333333
WA-7,75.5,75.5,-2.136666666666667,75.5,-2.136666666666667,1.5,75.5,73.36333333333333,74.86333333333333
WA-8,6.7,6.7,-2.136666666666667,6.7,-2.136666666666667,1.5,6.7,4.563333333333333,6.063333333333333
WA-9,45.2,45.2,-2.136666666666667,45.2,-2.136666666666667,1.5,45.2,43.06333333333333,44.56333333333333
WA-10,17.7,17.7,-2.136666666666667,17.7,-2.136666666666667,1.5,17.7,15.563333333333333,17.063333333333333
WI-1,-2.0,-2.0,-2.136666666666667,-2.0,-2.136666666666667,-1.5,-2.0,-4.136666666666667,-5.636666666666667
WI-2,41.8,41.8,-2.136666666666667,41.8,-2.136666666666667,1.5,41.8,39.66333333333333,41.16333333333333
WI-3,-4.7,-4.7,-2.136666666666667,-4.7,-2.136666666666667,0.0,-4.7,-6.836666666666668,-6.836666666666668
WI-4,53.1,53.1,-2.136666666666667,53.1,-2.136666666666667,1.5,53.1,50.96333333333333,52.46333333333333
WI-5,-22.9,-22.9,-2.136666666666667,-22.9,-2.136666666666667,-1.5,-22.9,-25.036666666666665,-26.536666666666665
WI-6,-15.7,-15.7,-2.136666666666667,-15.7,-2.136666666666667,-1.5,-15.7,-17.836666666666666,-19.336666666666666
WI-7,-20.0,-20.0,-2.136666666666667,-20.0,-2.136666666666667,-1.5,-20.0,-22.136666666666667,-23.636666666666667
WI-8,-15.5,-15.5,-2.136666666666667,-15.5,-2.136666666666667,-1.5,-15.5,-17.636666666666667,-19.136666666666667
WV-1,-40.9,-40.9,-2.136666666666667,-40.9,-2.136666666666667,-1.5,-40.9,-43.03666666666667,-44.53666666666667
WV-2,-37.0,-37.0,-2.136666666666667,-37.0,-2.136666666666667,-1.5,-37.0,-39.13666666666667,-40.63666666666667
WY-AL,-43.7,-43.7,-2.136666666666667,-43.7,-2.136666666666667,0.0,-43.7,-45.83666666666667,-45.83666666666667
