cycle,rows,unique_races,scored_races,missing_model_margin,missing_presidential_baseline,summary_sha256,results_sha256,calibration_sha256,readiness_sha256
2016,435,435,345,0,27,bbaf2b2235a194fa05fe94678d964e8467c0fe9fe657351760bf07f8404ba79a,9f89bc8c270e20e8de7a3cd0eec7fd2154c017777f11e001e78e221a7ef033d7,43a14f0ada837bf90fdaa8969183a2d5f3885e399754d8959ffe6f93fea7de38,97cabd58d69f6f026fb37dfea5949278867cf43b46128f86b7582cfd3f16ae10
2018,435,435,393,0,0,f8d42894dafc6579dcde623a623fd8153411468a6b82acfada547e5a9625a9a0,43b4e1ee82f85b33ae5c3b74565d1c487d4a7dd68e98f04991d485727679ab46,94daafbed711357fe342dabdf6a28e70ec9ddd55449375c0c74471a7fe05ab4f,bd0e9975e948f81fb19ec44816af3c3738523e508e11fd47a237041bef5077c0
2020,435,435,407,0,0,783258b62d3c923874a560ccf3e01e6c479fa5ff9128584af9a0b46e95f54b5c,bef948141ff74289404c259928670a2c822be518b510cc09589e8ac0c76fdf78,ce52a31d9cd5b4fc469d16062d439d59636a6ca06f4ddea81b18e71c76922a62,42cb8953f9bf63eceaf87ffb9fbb4085577dc521f2a55b12c12a9fc48c562ec2
2022,435,435,400,0,0,4d8ec576e6e5371f05cd45a681ac55a04307144c0769418067cead3912fc92cf,bd97943edfc3f020c1ff5a381ed04171701cfd3b8e37d533bc0885c95fd805be,0be3301314a4cc2c62d99b47140a67e4d723e09b14072387ebddd13e4912c10d,cc1683bdbe93d9b7188403152e12424a4cf211d19606cbbea93ef8efec9a1445
