cycle,rows,unique_races,scored_races,missing_model_margin,missing_presidential_baseline,summary_sha256,results_sha256,calibration_sha256,readiness_sha256
2016,435,435,345,0,27,b02d47d2b25b8ca470ba1d0c1d0f5e9f36ebb3b124e01bc62f9c6ed6a10d5cbf,5709b3b40c22f0b0c0e1dae15638d37bb544b1320ed8282677160986283d6428,6e9db00b675d6c2e44085dbc1c28187828a4a912c15fa99f49bb2a30fef5bd0a,97cabd58d69f6f026fb37dfea5949278867cf43b46128f86b7582cfd3f16ae10
2018,435,435,393,0,0,f00edde2832799881ac795e74d9f6250aa52e1dbe27d74dbf3bb5f1e422971db,912b9f274462d2e0ea6b9a27da252d7ae74dc4811469a1f923df7fd5297e41cc,5c1aff8b31af04b46b88cef4e4a82527e67aa455f6e54b07754db7feeec93c43,bd0e9975e948f81fb19ec44816af3c3738523e508e11fd47a237041bef5077c0
2020,435,435,407,0,0,6dbd695597fe1e300b53575ca548a1eb2608d45f7856860b7367698deef32067,f97e0d9c279346da1d4a15b79a1aad4ebe293a0d1f38647a09a022aa3e6cda82,b73ebff1e34cbc30d83af7be3fb193f60a4c77c1305651c1ad1bd212f416ab3d,42cb8953f9bf63eceaf87ffb9fbb4085577dc521f2a55b12c12a9fc48c562ec2
2022,435,435,400,0,0,07a32140bd1dfcb991eb3b439b74b5518dfef169fbdb74e0fc0680f556614f25,9477bac98035991b42ee645f5cf372ebefbde4d114f915c473328e7f513f8dfb,0f3342d5c45c42e31af04a37260c5817300ed4fc86eb65380c4384d10e45c840,cc1683bdbe93d9b7188403152e12424a4cf211d19606cbbea93ef8efec9a1445
