generic_ballot_coefficient,cycle,observation_count,scored_races,mean_margin_error_dem_bias,mean_absolute_error,median_absolute_error,rmse,winner_accuracy,brier_score,log_loss,actual_dem_wins,predicted_dem_wins,expected_dem_wins,predicted_win_count_error,expected_win_count_error,absolute_dem_bias,absolute_expected_win_count_error,mean_absolute_error_rank,rmse_rank,brier_score_rank,log_loss_rank,winner_accuracy_rank,absolute_dem_bias_rank,absolute_expected_win_count_error_rank,mae_degradation_from_best,rmse_degradation_from_best,brier_degradation_from_best,on_mae_plateau,on_rmse_plateau,on_brier_plateau,on_joint_performance_plateau,primary_performance_score
0.7,,1545,1545,0.25450000802304856,5.972227880767424,4.515794800000002,8.040796244876834,0.941747572815534,0.04592834410953064,0.16260382772710275,756,734,745.0920787074747,-22,-10.907921292525316,0.25450000802304856,10.907921292525316,3,2,7,5,6,3,7,0.004578329796763647,0.0016485873302531928,0.0003982650125572973,True,True,True,True,4.0
0.75,,1545,1545,0.4280760598029847,5.98500703677519,4.568707985,8.050581418633186,0.941747572815534,0.04575852165535888,0.162404784314584,756,734,748.0587759295872,-22,-7.941224070412773,0.4280760598029847,7.941224070412773,5,4,6,3,6,5,6,0.017357485804530448,0.011433761086605543,0.0002284425583855415,True,True,True,True,5.0
0.8,,1545,1545,0.6016521115829191,6.007320230578427,4.526664099999998,8.068473575533746,0.9436893203883495,0.04563492680654513,0.16231677622457816,756,737,751.0447366258766,-19,-4.955263374123433,0.6016521115829191,4.955263374123433,7,6,5,1,5,7,4,0.0396706796077666,0.02932591798716544,0.0001048477095717884,True,True,True,True,6.0
0.85,,1545,1545,0.7752281633628546,6.037760903717585,4.55171359,8.094418955969509,0.945631067961165,0.0455584829596595,0.1623404811592431,756,742,754.0499696657646,-14,-1.9500303342354073,0.7752281633628546,1.9500303342354073,8,8,3,2,4,8,2,0.07011135274692482,0.05527129842292844,2.840386268616185e-05,True,True,True,True,6.333333333333333
