probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,113,0.02593983364004874,0.0,0.02593983364004874,0.0014173021167599865
10–20%,0.1,0.2,31,0.1507248100013367,0.0,0.1507248100013367,0.023518079115591922
20–30%,0.2,0.30000000000000004,20,0.2532906460095495,0.0,0.2532906460095495,0.06467471997211403
30–40%,0.30000000000000004,0.4,20,0.3463697937894196,0.1,0.24636979378941962,0.15208551737645334
40–50%,0.4,0.5,14,0.4538920536985012,0.35714285714285715,0.09674919655564407,0.22605433176228965
50–60%,0.5,0.6000000000000001,8,0.5481450271857736,0.625,-0.07685497281422637,0.24515118073617753
60–70%,0.6000000000000001,0.7000000000000001,11,0.6651470515737491,0.9090909090909091,-0.24394385751715997,0.1321359835440139
70–80%,0.7000000000000001,0.8,13,0.7557308164773779,0.6923076923076923,0.06342312416968565,0.21875345472348198
80–90%,0.8,0.9,17,0.8530012697815385,0.8823529411764706,-0.02935167139493211,0.11212337175776395
90–100%,0.9,1.0,160,0.984493951711918,0.98125,0.003243951711918047,0.01804430551152999
