probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,133,0.023440462442479184,0.0,0.023440462442479184,0.001214890204756834
10–20%,0.1,0.2,26,0.143594596897949,0.038461538461538464,0.10513305843641055,0.04952020977676423
20–30%,0.2,0.30000000000000004,15,0.24034100688500296,0.13333333333333333,0.10700767355166962,0.12622794705610524
30–40%,0.30000000000000004,0.4,10,0.3397145727331199,0.2,0.13971457273311988,0.18815301527731326
40–50%,0.4,0.5,10,0.44782554406542097,0.3,0.14782554406542098,0.2294776712048026
50–60%,0.5,0.6000000000000001,7,0.5650351316667185,0.5714285714285714,-0.006393439761852915,0.2600548418967583
60–70%,0.6000000000000001,0.7000000000000001,12,0.6648360246441435,0.8333333333333334,-0.16849730868918988,0.16347300345661597
70–80%,0.7000000000000001,0.8,19,0.7531351461736834,0.8421052631578947,-0.08897011698421131,0.14092530247699586
80–90%,0.8,0.9,23,0.8494541765621711,0.9130434782608695,-0.06358930169869836,0.0811582625189703
90–100%,0.9,1.0,145,0.9821467782608457,1.0,-0.017853221739154268,0.00095360850347165
