district_id,fundamentals_margin_dem_before,polling_margin_dem_before,model_margin_dem_before,dem_win_probability_before,fundamentals_margin_dem_after,polling_margin_dem_after,model_margin_dem_after,dem_win_probability_after,fundamentals_margin_dem_change,polling_margin_dem_change,model_margin_dem_change,dem_win_probability_change
CA-30,46.224,,46.224,0.9995491838349304,46.224,,46.224,1.0,0.0,,0.0,0.00045081616506958966
CA-31,20.917181818181817,,20.917181818181817,0.9702924693430728,20.917181818181817,,20.917181818181817,0.99981,0.0,,0.0,0.029517530656927193
CA-32,32.562625,,32.562625,0.995623431636127,32.562625,,32.562625,1.0,0.0,,0.0,0.004376568363873012
CA-33,21.4097375,,21.4097375,0.9725695954566136,21.4097375,,21.4097375,0.99988,0.0,,0.0,0.027310404543386402
CA-34,58.843999999999994,,58.843999999999994,0.9999449565881804,58.843999999999994,,58.843999999999994,1.0,0.0,,0.0,5.504341181961081e-05
CA-35,17.828183673469386,,17.828183673469386,0.9512635501010464,17.828183673469386,,17.828183673469386,0.99843,0.0,,0.0,0.04716644989895369
CA-36,44.4524625,,44.4524625,0.9993944355125992,44.4524625,,44.4524625,1.0,0.0,,0.0,0.0006055644874007893
CA-37,68.434,,68.434,0.9999888679007526,68.434,,68.434,1.0,0.0,,0.0,1.1132099247412874e-05
CA-38,19.674,,19.674,0.9637013187545368,19.674,,19.674,0.99942,0.0,,0.0,0.03571868124546318
CA-39,21.1912625,,21.1912625,0.9715812865308138,21.1912625,,21.1912625,0.99987,0.0,,0.0,0.028288713469186266
CA-40,-6.712062499999998,,-6.712062499999998,0.2462567534524367,-6.712062499999998,,-6.712062499999998,0.0,0.0,,0.0,-0.2462567534524367
CA-41,21.55475892857143,,21.55475892857143,0.973207095881985,21.55475892857143,,21.55475892857143,0.99983,0.0,,0.0,0.026622904118015045
CA-42,19.697238636363636,,19.697238636363636,0.9638365611549478,19.697238636363636,,19.697238636363636,0.99958,0.0,,0.0,0.03574343884505227
CA-43,57.21452295918367,,57.21452295918367,0.9999277823474496,57.21452295918367,,57.21452295918367,1.0,0.0,,0.0,7.221765255038815e-05
CA-44,44.793034090909096,,44.793034090909096,0.9994278320629908,44.793034090909096,,44.793034090909096,1.0,0.0,,0.0,0.0005721679370092048
CA-45,10.683374999999998,,10.683374999999998,0.8557663093669539,10.683374999999998,,10.683374999999998,0.96251,0.0,,0.0,0.10674369063304612
CA-46,25.199978260869564,,25.199978260869564,0.9852259155683744,25.199978260869564,,25.199978260869564,1.0,0.0,,0.0,0.014774084431625645
CA-47,18.6715,,18.6715,0.9573816282968624,18.6715,,18.6715,0.99899,0.0,,0.0,0.04160837170313769
CA-48,9.632488799301312,,9.632488799301312,0.8327738181250934,9.632488799301312,,9.632488799301312,0.94663,0.0,,0.0,0.11385618187490654
CA-49,19.720358695652177,,19.720358695652177,0.9639706321225048,19.720358695652177,,19.720358695652177,0.99956,0.0,,0.0,0.035589367877495226
CA-50,24.374637499999995,,24.374637499999995,0.9830840820473458,24.374637499999995,,24.374637499999995,0.99997,0.0,,0.0,0.01688591795265426
CA-51,24.98968181818182,,24.98968181818182,0.9847069705152668,24.98968181818182,,24.98968181818182,0.99995,0.0,,0.0,0.015243029484733217
CA-52,27.854687499999997,,27.854687499999997,0.990457844637864,27.854687499999997,,27.854687499999997,1.0,0.0,,0.0,0.009542155362135984
CO-1,60.184,,60.184,0.9999559731417058,60.184,,60.184,1.0,0.0,,0.0,4.402685829418829e-05
CO-2,44.26220652173913,,44.26220652173913,0.9993749379778708,44.26220652173913,,44.26220652173913,1.0,0.0,,0.0,0.0006250620221291969
CO-3,-4.879763496887667,,-4.879763496887667,0.3071890266522871,-4.879763496887667,,-4.879763496887667,0.20764,0.0,,0.0,-0.0995490266522871
CO-4,-14.69147382582023,,-14.69147382582023,0.0795425284124058,-14.69147382582023,,-14.69147382582023,0.00694,0.0,,0.0,-0.0726025284124058
CO-5,-5.530377056956455,,-5.530377056956455,0.2846056259212779,-5.530377056956455,,-5.530377056956455,0.17757,0.0,,0.0,-0.10703562592127791
CO-6,25.98883695652174,,25.98883695652174,0.9870224625881971,25.98883695652174,,25.98883695652174,0.99999,0.0,,0.0,0.012967537411802899
CO-7,20.349767735216147,,20.349767735216147,0.9674418612596042,20.349767735216147,,20.349767735216147,0.99961,0.0,,0.0,0.03216813874039581
CO-8,6.135209711616901,,6.135209711616901,0.7354660831687384,6.135209711616901,,6.135209711616901,0.84763,0.0,,0.0,0.11216391683126159
CT-1,29.283999999999995,,29.283999999999995,0.9924652523954984,29.283999999999995,,29.283999999999995,1.0,0.0,,0.0,0.007534747604501568
CT-2,14.194493795935614,,14.194493795935614,0.9141779253893352,14.194493795935614,,14.194493795935614,0.99125,0.0,,0.0,0.07707207461066479
CT-3,20.604,,20.604,0.968750387361896,20.604,,20.604,0.99975,0.0,,0.0,0.030999612638104024
CT-4,30.023999999999997,,30.023999999999997,0.993333688897876,30.023999999999997,,30.023999999999997,1.0,0.0,,0.0,0.006666311102124012
CT-5,12.485397381450536,,12.485397381450536,0.8890328094217196,12.485397381450536,,12.485397381450536,0.98115,0.0,,0.0,0.09211719057828038
DE-AL,19.514653718587667,,19.514653718587667,0.9627607736783717,19.514653718587667,,19.514653718587667,0.99938,0.0,,0.0,0.036619226321628395
FL-1,-32.826,,-32.826,0.0041893981363089,-32.826,,-32.826,0.0,0.0,,0.0,-0.0041893981363089
FL-2,-12.663105089413024,,-12.663105089413024,0.1080787693710409,-12.663105089413024,,-12.663105089413024,0.01706,0.0,,0.0,-0.09101876937104089
FL-3,-15.35325349881952,,-15.35325349881952,0.0718324739424589,-15.35325349881952,,-15.35325349881952,0.00494,0.0,,0.0,-0.0668924739424589
FL-4,-6.254060705355422,,-6.254060705355422,0.2606980766450983,-6.254060705355422,,-6.254060705355422,0.14876,0.0,,0.0,-0.1119380766450983
FL-5,-15.406,,-15.406,0.0712485514913771,-15.406,,-15.406,0.00458,0.0,,0.0,-0.0666685514913771
FL-6,-24.335999999999995,,-24.335999999999995,0.0170233405457254,-24.335999999999995,,-24.335999999999995,1e-05,0.0,,0.0,-0.0170133405457254
FL-7,-5.505071253323625,1.0,-4.793579084991354,0.2854651379447775,-5.505071253323625,1.0,-4.793579084991354,0.18988,0.0,0.0,0.0,-0.09558513794477752
FL-8,-9.655183436565167,,-9.655183436565167,0.1667000961548321,-9.655183436565167,,-9.655183436565167,0.05299,0.0,,0.0,-0.1137100961548321
FL-9,-9.605182084959855,,-9.605182084959855,0.1678609381712227,-9.605182084959855,,-9.605182084959855,0.05487,0.0,,0.0,-0.11299093817122269
FL-10,29.263999999999996,,29.263999999999996,0.992440284849176,29.263999999999996,,29.263999999999996,1.0,0.0,,0.0,0.007559715150823987
FL-11,-9.045166946980276,,-9.045166946980276,0.1813054584587286,-9.045166946980276,,-9.045166946980276,0.06582,0.0,,0.0,-0.11548545845872861
FL-12,-7.625128561389185,,-7.625128561389185,0.2191109663444269,-7.625128561389185,,-7.625128561389185,0.09986,0.0,,0.0,-0.11925096634442689
FL-13,-7.168994892253105,,-7.168994892253105,0.2323957645277083,-7.168994892253105,,-7.168994892253105,0.11412,0.0,,0.0,-0.1182757645277083
FL-14,-3.365013404615937,8.0,-2.5296849193766655,0.3633541475884329,-3.365013404615937,8.0,-2.5296849193766655,0.32676,0.0,0.0,0.0,-0.03659414758843288
FL-15,-12.756000000000004,,-12.756000000000004,0.1065953237131596,-12.756000000000004,,-12.756000000000004,0.01643,0.0,,0.0,-0.0901653237131596
FL-16,-6.351094122485636,,-6.351094122485636,0.2575932109896631,-6.351094122485636,,-6.351094122485636,0.14534,0.0,,0.0,-0.1122532109896631
FL-17,-15.279099518527692,,-15.279099518527692,0.0726608530183161,-15.279099518527692,,-15.279099518527692,0.0054,0.0,,0.0,-0.0672608530183161
FL-18,-10.575193708765603,,-10.575193708765603,0.1464734726031517,-10.575193708765603,,-10.575193708765603,0.03786,0.0,,0.0,-0.10861347260315168
FL-19,-24.556,,-24.556,0.0164205201469588,-24.556,,-24.556,0.0,0.0,,0.0,-0.0164205201469588
FL-20,43.024,,43.024,0.9992317805944478,43.024,,43.024,1.0,0.0,,0.0,0.0007682194055521618
FL-21,-9.155169920511977,,-9.155169920511977,0.1785999823460821,-9.155169920511977,,-9.155169920511977,0.06274,0.0,,0.0,-0.1158599823460821
FL-22,-1.8649728564563393,,-1.8649728564563393,0.4229124487947773,-1.8649728564563393,,-1.8649728564563393,0.37721,0.0,,0.0,-0.045702448794777306
FL-23,20.574,,20.574,0.96859866671067,20.574,,20.574,0.99979,0.0,,0.0,0.031191333289329992
FL-24,46.604,,46.604,0.9995768384700944,46.604,,46.604,1.0,0.0,,0.0,0.0004231615299056246
FL-25,-0.0851830132452476,,-0.0851830132452476,0.4964507673964076,-0.0851830132452476,,-0.0851830132452476,0.49471,0.0,,0.0,-0.0017407673964076054
FL-26,-8.315147213542605,,-8.315147213542605,0.2000698478966893,-8.315147213542605,,-8.315147213542605,0.08034,0.0,,0.0,-0.1197298478966893
FL-27,-5.385068009470858,,-5.385068009470858,0.2895621871796732,-5.385068009470858,,-5.385068009470858,0.18438,0.0,,0.0,-0.1051821871796732
FL-28,-15.476000000000004,,-15.476000000000004,0.0704803936603699,-15.476000000000004,,-15.476000000000004,0.00515,0.0,,0.0,-0.0653303936603699
GA-1,-11.5332688493352,,-11.5332688493352,0.1276151610360918,-11.5332688493352,,-11.5332688493352,0.02732,0.0,,0.0,-0.1002951610360918
GA-2,14.032312500000002,,14.032312500000002,0.9120333466293792,14.032312500000002,,14.032312500000002,0.99034,0.0,,0.0,0.07830665337062082
GA-3,-29.19475,,-29.19475,0.0076468012593769,-29.19475,,-29.19475,0.0,0.0,,0.0,-0.0076468012593769
GA-4,57.99884693877551,,57.99884693877551,0.9999366311321608,57.99884693877551,,57.99884693877551,1.0,0.0,,0.0,6.336886783919748e-05
GA-5,76.43407621951218,,76.43407621951218,0.999997065623718,76.43407621951218,,76.43407621951218,1.0,0.0,,0.0,2.934376281960027e-06
GA-6,53.99113315217391,,53.99113315217391,0.999876422958269,53.99113315217391,,53.99113315217391,1.0,0.0,,0.0,0.0001235770417310489
GA-7,-17.040710876192943,,-17.040710876192943,0.0551943590022694,-17.040710876192943,,-17.040710876192943,0.00212,0.0,,0.0,-0.0530743590022694
GA-8,-28.78514772727272,,-28.78514772727272,0.0081826360986821,-28.78514772727272,,-28.78514772727272,0.0,0.0,,0.0,-0.0081826360986821
GA-9,-32.63304268292682,,-32.63304268292682,0.0043257248596659,-32.63304268292682,,-32.63304268292682,0.0,0.0,,0.0,-0.0043257248596659
GA-10,-18.242074400888526,,-18.242074400888526,0.0456361105308441,-18.242074400888526,,-18.242074400888526,0.0012,0.0,,0.0,-0.0444361105308441
GA-11,-19.682266413888545,,-19.682266413888545,0.0362505173324264,-19.682266413888545,,-19.682266413888545,0.00055,0.0,,0.0,-0.0357005173324264
GA-12,-10.482964919844646,,-10.482964919844646,0.1484056595630513,-10.482964919844646,,-10.482964919844646,0.04128,0.0,,0.0,-0.1071256595630513
GA-13,44.659,,44.659,0.999414914123326,44.659,,44.659,1.0,0.0,,0.0,0.0005850858766740519
GA-14,-34.589749999999995,,-34.589749999999995,0.0031257252152699,-34.589749999999995,,-34.589749999999995,0.0,0.0,,0.0,-0.0031257252152699
HI-1,29.584,,29.584,0.9928300916176644,29.584,,29.584,1.0,0.0,,0.0,0.007169908382335555
HI-2,27.984,,27.984,0.9906593972979408,27.984,,27.984,1.0,0.0,,0.0,0.009340602702059164
ID-1,-41.58032647127459,,-41.58032647127459,0.0009769922077396,-41.58032647127459,,-41.58032647127459,0.0,0.0,,0.0,-0.0009769922077396
ID-2,-24.23859566106295,,-24.23859566106295,0.0172971345994898,-24.23859566106295,,-24.23859566106295,2e-05,0.0,,0.0,-0.0172771345994898
IL-1,39.04402563968036,,39.04402563968036,0.9985097761597342,39.04402563968036,,39.04402563968036,1.0,0.0,,0.0,0.0014902238402657586
IL-2,37.83658245786218,,37.83658245786218,0.9981781823281932,37.83658245786218,,37.83658245786218,1.0,0.0,,0.0,0.0018218176718067802
IL-3,38.38209382149854,,38.38209382149854,0.9983362493094142,38.38209382149854,,38.38209382149854,1.0,0.0,,0.0,0.0016637506905857746
IL-4,37.229082457862184,,37.229082457862184,0.9979844530017205,37.229082457862184,,37.229082457862184,1.0,0.0,,0.0,0.0020155469982795493
IL-5,41.776756605363545,,41.776756605363545,0.999054445253738,41.776756605363545,,41.776756605363545,1.0,0.0,,0.0,0.0009455547462620117
IL-6,12.072852335803097,,12.072852335803097,0.8820660331613598,12.072852335803097,,12.072852335803097,0.97886,0.0,,0.0,0.09679396683864017
IL-7,70.17658245786218,,70.17658245786218,0.9999916738167705,70.17658245786218,,70.17658245786218,1.0,0.0,,0.0,8.326183229545592e-06
IL-8,13.266603889725667,,13.266603889725667,0.901241933197054,13.266603889725667,,13.266603889725667,0.98654,0.0,,0.0,0.08529806680294594
IL-9,41.843091093864366,,41.843091093864366,0.9990648317715792,41.843091093864366,,41.843091093864366,1.0,0.0,,0.0,0.0009351682284207685
IL-10,29.810682457862185,,29.810682457862185,0.9930940847206652,29.810682457862185,,29.810682457862185,1.0,0.0,,0.0,0.006905915279334818
IL-11,19.841971441801157,,19.841971441801157,0.9646680105144876,19.841971441801157,,19.841971441801157,0.99954,0.0,,0.0,0.0348719894855124
IL-12,-41.63424854901646,,-41.63424854901646,0.0009682597657231,-41.63424854901646,,-41.63424854901646,0.0,0.0,,0.0,-0.0009682597657231
IL-13,17.681348418620114,,17.681348418620114,0.9501163616630256,17.681348418620114,,17.681348418620114,0.99831,0.0,,0.0,0.04819363833697443
IL-14,14.255269011421166,,14.255269011421166,0.914969301830062,14.255269011421166,,14.255269011421166,0.99121,0.0,,0.0,0.07624069816993806
IL-15,-37.745496330185595,,-37.745496330185595,0.0018496341764723,-37.745496330185595,,-37.745496330185595,0.0,0.0,,0.0,-0.0018496341764723
IL-16,-20.553993695211616,,-20.553993695211616,0.0315029081635885,-20.553993695211616,,-20.553993695211616,0.00034,0.0,,0.0,-0.0311629081635885
IL-17,12.316710708212511,,12.316710708212511,0.8862287370416692,12.316710708212511,,12.316710708212511,0.98014,0.0,,0.0,0.09391126295833085
IN-1,10.85545330091324,,10.85545330091324,0.8592702643728736,10.85545330091324,,10.85545330091324,0.9636,0.0,,0.0,0.10432973562712644
IN-2,-22.55315584530723,,-22.55315584530723,0.0227793219430311,-22.55315584530723,,-22.55315584530723,3e-05,0.0,,0.0,-0.0227493219430311
IN-3,-29.57124892181138,,-29.57124892181138,0.0071850523310615,-29.57124892181138,,-29.57124892181138,0.0,0.0,,0.0,-0.0071850523310615
IN-4,-27.8640938128599,,-27.8640938128599,0.0095273500775782,-27.8640938128599,,-27.8640938128599,0.0,0.0,,0.0,-0.0095273500775782
IN-5,-12.61200550816038,,-12.61200550816038,0.1089024946189986,-12.61200550816038,,-12.61200550816038,0.01685,0.0,,0.0,-0.0920524946189986
IN-6,-30.954683156453417,,-30.954683156453417,0.0057139530064036,-30.954683156453417,,-30.954683156453417,0.0,0.0,,0.0,-0.0057139530064036
IN-7,45.69421638643361,,45.69421638643361,0.9995075882317264,45.69421638643361,,45.69421638643361,1.0,0.0,,0.0,0.0004924117682736373
IN-8,-33.9071708753984,,-33.9071708753984,0.0035010151700215,-33.9071708753984,,-33.9071708753984,0.0,0.0,,0.0,-0.0035010151700215
IN-9,-27.74307571048857,,-27.74307571048857,0.0097195780377785,-27.74307571048857,,-27.74307571048857,0.0,0.0,,0.0,-0.0097195780377785
IA-1,-2.8388345108318016,,-2.8388345108318016,0.3838735338744496,-2.8388345108318016,,-2.8388345108318016,0.31768,0.0,,0.0,-0.0661935338744496
IA-2,-3.217778516822121,,-3.217778516822121,0.369049549294506,-3.217778516822121,,-3.217778516822121,0.29602,0.0,,0.0,-0.073029549294506
IA-3,1.140539135380496,,1.140539135380496,0.5473798804987543,1.140539135380496,,1.140539135380496,0.57475,0.0,,0.0,0.027370119501245682
IA-4,-26.611509206584245,,-26.611509206584245,0.0117132578061416,-26.611509206584245,,-26.611509206584245,0.0,0.0,,0.0,-0.0117132578061416
KS-1,-28.11927445441591,,-28.11927445441591,0.0091342701731525,-28.11927445441591,,-28.11927445441591,0.0,0.0,,0.0,-0.0091342701731525
KS-2,-14.665999999999997,,-14.665999999999997,0.07985393037574,-14.665999999999997,,-14.665999999999997,0.00721,0.0,,0.0,-0.07264393037574
KS-3,10.11450682221969,,10.11450682221969,0.8436645754800262,10.11450682221969,,10.11450682221969,0.95361,0.0,,0.0,0.1099454245199738
KS-4,-19.612221077485767,,-19.612221077485767,0.0366605882816839,-19.612221077485767,,-19.612221077485767,0.00048,0.0,,0.0,-0.0361805882816839
KY-1,-44.714558673469384,,-44.714558673469384,0.0005796962433869,-44.714558673469384,,-44.714558673469384,0.0,0.0,,0.0,-0.0005796962433869
KY-2,-38.79748936170213,,-38.79748936170213,0.0015526345703991,-38.79748936170213,,-38.79748936170213,0.0,0.0,,0.0,-0.0015526345703991
KY-3,24.27047727272727,,24.27047727272727,0.9827929544268912,24.27047727272727,,24.27047727272727,0.99998,0.0,,0.0,0.017187045573108795
KY-4,-31.989790489353453,,-31.989790489353453,0.0048128961606146,-31.989790489353453,,-31.989790489353453,0.0,0.0,,0.0,-0.0048128961606146
KY-5,-61.37620833333333,,-61.37620833333333,3.609326953516796e-05,-61.37620833333333,,-61.37620833333333,0.0,0.0,,0.0,-3.609326953516796e-05
KY-6,-10.049060430378098,-4.5,-9.743168474153505,0.1577794950417553,-10.049060430378098,-4.5,-9.743168474153505,0.04442,0.0,0.0,0.0,-0.11335949504175531
LA-1,-34.896,,-34.896,0.0029706482932644,-34.896,,-34.896,0.0,0.0,,0.0,-0.0029706482932644
LA-2,51.744,,51.744,0.9998202924451688,51.744,,51.744,1.0,0.0,,0.0,0.00017970755483120993
LA-3,-32.366,,-32.366,0.0045217088337798,-32.366,,-32.366,0.0,0.0,,0.0,-0.0045217088337798
LA-4,-30.246,,-30.246,0.0064257208837093,-30.246,,-30.246,0.0,0.0,,0.0,-0.0064257208837093
LA-5,-29.83600000000001,,-29.83600000000001,0.0068770365147101,-29.83600000000001,,-29.83600000000001,0.0,0.0,,0.0,-0.0068770365147101
LA-6,-29.226,,-29.226,0.0076073798981964,-29.226,,-29.226,0.0,0.0,,0.0,-0.0076073798981964
ME-1,26.20812309617417,,26.20812309617417,0.9874823690507548,26.20812309617417,,26.20812309617417,1.0,0.0,,0.0,0.012517630949245184
ME-2,-4.729614585702636,,-4.729614585702636,0.312540448502269,-4.729614585702636,,-4.729614585702636,0.21338,0.0,,0.0,-0.09916044850226899
MD-1,-12.544571751348222,,-12.544571751348222,0.1099979576636007,-12.544571751348222,,-12.544571751348222,0.0176,0.0,,0.0,-0.09239795766360069
MD-2,22.793466604876432,,22.793466604876432,0.978095411782581,22.793466604876432,,22.793466604876432,0.99996,0.0,,0.0,0.02186458821741899
MD-3,28.24322414750136,,28.24322414750136,0.9910508210466618,28.24322414750136,,28.24322414750136,1.0,0.0,,0.0,0.008949178953338244
MD-4,77.90169005659227,,77.90169005659227,0.9999977023353194,77.90169005659227,,77.90169005659227,1.0,0.0,,0.0,2.2976646806283085e-06
MD-5,37.45884914750137,,37.45884914750137,0.9980600311787984,37.45884914750137,,37.45884914750137,1.0,0.0,,0.0,0.0019399688212016208
MD-6,11.78727583363109,,11.78727583363109,0.8770240893707724,11.78727583363109,,11.78727583363109,0.9756,0.0,,0.0,0.09857591062922766
MD-7,62.934644602046816,,62.934644602046816,0.999972162743464,62.934644602046816,,62.934644602046816,1.0,0.0,,0.0,2.7837256535989674e-05
MD-8,61.27390149314504,,61.27390149314504,0.9999632860450076,61.27390149314504,,61.27390149314504,1.0,0.0,,0.0,3.67139549923845e-05
MA-1,20.154,,20.154,0.966398319251531,20.154,,20.154,0.9996,0.0,,0.0,0.033201680748469076
MA-2,29.204,,29.204,0.9923648885370872,29.204,,29.204,1.0,0.0,,0.0,0.007635111462912847
MA-3,25.363999999999997,,25.363999999999997,0.9856185939612576,25.363999999999997,,25.363999999999997,1.0,0.0,,0.0,0.014381406038742384
MA-4,26.222573096174173,,26.222573096174173,0.9875121033911788,26.222573096174173,,26.222573096174173,1.0,0.0,,0.0,0.012487896608821214
MA-5,50.16634914750136,,50.16634914750136,0.9997662578470732,50.16634914750136,,50.16634914750136,1.0,0.0,,0.0,0.0002337421529268191
MA-6,27.464,,27.464,0.9898223700517138,27.464,,27.464,0.99998,0.0,,0.0,0.010157629948286173
