district_id,fundamentals_margin_dem_before,polling_margin_dem_before,model_margin_dem_before,dem_win_probability_before,fundamentals_margin_dem_after,polling_margin_dem_after,model_margin_dem_after,dem_win_probability_after,fundamentals_margin_dem_change,polling_margin_dem_change,model_margin_dem_change,dem_win_probability_change
AL-1,-31.805999999999997,,-31.805999999999997,0.0049618619632461,-31.805999999999997,,-31.805999999999997,0.0,0.0,,0.0,-0.0049618619632461
AL-2,-12.446,-2.0,-11.87016425,0.1116166286399108,-12.446,-2.0,-11.87016425,0.0192,0.0,0.0,0.0,-0.0924166286399108
AL-3,-42.9646875,,-42.9646875,0.0007758453131027,-42.9646875,,-42.9646875,0.0,0.0,,0.0,-0.0007758453131027
AL-4,-65.35624038461539,,-65.35624038461539,1.85930012684702e-05,-65.35624038461539,,-65.35624038461539,0.0,0.0,,0.0,-1.85930012684702e-05
AL-5,-25.974124999999997,,-25.974124999999997,0.0130089828190962,-25.974124999999997,,-25.974124999999997,2e-05,0.0,,0.0,-0.0129889828190962
AL-6,-33.924125,,-33.924125,0.0034911708478558,-33.924125,,-33.924125,0.0,0.0,,0.0,-0.0034911708478558
AL-7,29.113999999999997,,29.113999999999997,0.992250392830851,29.113999999999997,,29.113999999999997,0.99999,0.0,,0.0,0.00773960716914901
AK-AL,-7.345120992399396,,-7.345120992399396,0.2272004853012498,-7.345120992399396,,-7.345120992399396,0.10958,0.0,,0.0,-0.11762048530124981
AZ-1,4.436237780839166,,4.436237780839166,0.6768587253997055,4.436237780839166,,4.436237780839166,0.76906,0.0,,0.0,0.09220127460029448
AZ-2,-7.975138022626427,,-7.975138022626427,0.209293434813656,-7.975138022626427,,-7.975138022626427,0.09046,0.0,,0.0,-0.118833434813656
AZ-3,46.644000000000005,,46.644000000000005,0.9995796489823344,46.644000000000005,,46.644000000000005,1.0,0.0,,0.0,0.0004203510176655767
AZ-4,13.825724837937477,,13.825724837937477,0.909231503704518,13.825724837937477,,13.825724837937477,0.98925,0.0,,0.0,0.08001849629548197
AZ-5,-13.755999999999998,,-13.755999999999998,0.0917321283226691,-13.755999999999998,,-13.755999999999998,0.01094,0.0,,0.0,-0.08079212832266909
AZ-6,4.904696693881287,2.0,4.691201486881012,0.6936946608596593,4.904696693881287,2.0,4.691201486881012,0.79429,0.0,0.0,0.0,0.1005953391403408
AZ-7,29.563999999999997,,29.563999999999997,0.9928063242594528,29.563999999999997,,29.563999999999997,1.0,0.0,,0.0,0.00719367574054719
AZ-8,-11.20373362552775,,-11.20373362552775,0.1338557268079898,-11.20373362552775,,-11.20373362552775,0.02983,0.0,,0.0,-0.1040257268079898
AZ-9,-26.505999999999997,,-26.505999999999997,0.0119185789350307,-26.505999999999997,,-26.505999999999997,0.0,0.0,,0.0,-0.0119185789350307
AR-1,-42.64450961538461,,-42.64450961538461,0.0008183364967347,-42.64450961538461,,-42.64450961538461,0.0,0.0,,0.0,-0.0008183364967347
AR-2,-12.815136816297464,,-12.815136816297464,0.1056603296294161,-12.815136816297464,,-12.815136816297464,0.01579,0.0,,0.0,-0.0898703296294161
AR-3,-22.529544403795263,,-22.529544403795263,0.0228670867684454,-22.529544403795263,,-22.529544403795263,0.00011,0.0,,0.0,-0.0227570867684454
AR-4,-37.140375,,-37.140375,0.0020455059722917,-37.140375,,-37.140375,0.0,0.0,,0.0,-0.0020455059722917
CA-1,18.433999999999997,,18.433999999999997,0.9557369863084144,18.433999999999997,,18.433999999999997,0.99882,0.0,,0.0,0.043083013691585625
CA-2,29.146275,,29.146275,0.9922916468700514,29.146275,,29.146275,0.99999,0.0,,0.0,0.0076983531299485985
CA-3,17.219937499999997,,17.219937499999997,0.946342819056872,17.219937499999997,,17.219937499999997,0.99786,0.0,,0.0,0.05151718094312796
CA-4,22.012792613636364,,22.012792613636364,0.9751273378076666,22.012792613636364,,22.012792613636364,1.0,0.0,,0.0,0.024872662192333417
CA-5,-17.063937698357243,,-17.063937698357243,0.0549928344316575,-17.063937698357243,,-17.063937698357243,0.00187,0.0,,0.0,-0.0531228344316575
CA-6,12.590136363636365,,12.590136363636365,0.8907432938908664,12.590136363636365,,12.590136363636365,0.98255,0.0,,0.0,0.09180670610913366
CA-7,20.996125,,20.996125,0.9706693877503114,20.996125,,20.996125,1.0,0.0,,0.0,0.02933061224968858
CA-8,41.87711363636363,,41.87711363636363,0.9990701146484848,41.87711363636363,,41.87711363636363,1.0,0.0,,0.0,0.0009298853515151695
CA-9,21.755086956521737,,21.755086956521737,0.9740640702616968,21.755086956521737,,21.755086956521737,0.99985,0.0,,0.0,0.02578592973830318
CA-10,40.58960810810811,,40.58960810810811,0.9988478062472772,40.58960810810811,,40.58960810810811,1.0,0.0,,0.0,0.0011521937527227966
CA-11,72.434,,72.434,0.9999942845587168,72.434,,72.434,1.0,0.0,,0.0,5.715441283249412e-06
CA-12,80.03399999999999,,80.03399999999999,0.999998389557562,80.03399999999999,,80.03399999999999,1.0,0.0,,0.0,1.6104424379603799e-06
CA-13,11.860818181818182,,11.860818181818182,0.8783399505012877,11.860818181818182,,11.860818181818182,0.9765,0.0,,0.0,0.09816004949871238
CA-14,42.224,,42.224,0.9991223050075796,42.224,,42.224,1.0,0.0,,0.0,0.000877694992420408
CA-15,56.0965,,56.0965,0.9999129914074328,56.0965,,56.0965,1.0,0.0,,0.0,8.700859256716154e-05
CA-16,55.294,,55.294,0.9999005411065688,55.294,,55.294,1.0,0.0,,0.0,9.945889343121461e-05
CA-17,44.40421739130435,,44.40421739130435,0.9993895496138832,44.40421739130435,,44.40421739130435,1.0,0.0,,0.0,0.0006104503861168453
CA-18,37.31467602040816,,37.31467602040816,0.9980129451308948,37.31467602040816,,37.31467602040816,1.0,0.0,,0.0,0.0019870548691052203
CA-19,40.909,,40.909,0.9989074706793516,40.909,,40.909,1.0,0.0,,0.0,0.0010925293206484055
CA-20,-29.236000000000004,,-29.236000000000004,0.0075948077057491,-29.236000000000004,,-29.236000000000004,1e-05,0.0,,0.0,-0.0075848077057491005
CA-21,16.278225,,16.278225,0.9377915877125542,16.278225,,16.278225,0.9966,0.0,,0.0,0.05880841228744582
CA-22,6.2788499999999985,,6.2788499999999985,0.7400974281386942,6.2788499999999985,,6.2788499999999985,0.85218,0.0,,0.0,0.11208257186130588
CA-23,-15.455213023561994,,-15.455213023561994,0.0707077008935553,-15.455213023561994,,-15.455213023561994,0.00481,0.0,,0.0,-0.0658977008935553
CA-24,30.85592602040816,,30.85592602040816,0.9941917705682692,30.85592602040816,,30.85592602040816,1.0,0.0,,0.0,0.00580822943173076
CA-25,15.404537499999998,,15.404537499999998,0.9287353173502356,15.404537499999998,,15.404537499999998,0.99509,0.0,,0.0,0.06635468264976441
CA-26,22.184,,22.184,0.9758101124207508,22.184,,22.184,0.99991,0.0,,0.0,0.02409988757924919
CA-27,18.797125,,18.797125,0.958227787047503,18.797125,,18.797125,0.99914,0.0,,0.0,0.04091221295249703
CA-28,32.38475,,32.38475,0.995492335855242,32.38475,,32.38475,1.0,0.0,,0.0,0.004507664144758006
CA-29,42.74400000000001,,42.74400000000001,0.9991951102237824,42.74400000000001,,42.74400000000001,1.0,0.0,,0.0,0.000804889776217621
