subset_name,excluded_cycle,allocation_id,national_error_sd,district_error_sd,marginal_total_error_sd,is_current_production,is_empirical_residual_allocation,cycles_used,mean_crps,mean_realized_seat_log_loss,mean_absolute_expected_seat_error,mean_absolute_median_seat_error,rmse_expected_seat_error,mean_simulation_dem_seat_sd,coverage_50,coverage_80,coverage_95,crps_rank,seat_log_loss_rank,median_error_rank,composite_rank_score,subset_rank,recommended
exclude_2016,2016,national_1.9000_district_7.7656,1.9,7.765569039033778,7.994627101997941,False,True,3,5.128214563333333,3.6154042397758803,7.861233333333331,7.666666666666667,9.046152528285154,9.7567323253939,0.6666666666666666,0.6666666666666666,1.0,2,2,8,12,2,False
exclude_2016,2016,national_2.5000_district_7.5937,2.5,7.593685699316242,7.994627101997942,False,False,3,5.147009163333332,3.665715338393417,7.8182333333333345,7.333333333333333,9.011487976004116,12.244267417082279,0.6666666666666666,1.0,1.0,3,4,5,12,3,False
exclude_2016,2016,national_1.5000_district_7.8526,1.5,7.852646846764472,7.994627101997941,False,False,3,5.196278680833332,3.6344549675582236,7.862849999999999,7.666666666666667,9.070499224087207,8.238753991999417,0.6666666666666666,0.6666666666666666,1.0,4,3,8,15,4,False
exclude_2016,2016,national_3.0000_district_7.4104,3.0,7.410402317013564,7.994627101997941,False,False,3,5.306473350833333,3.7411963929173804,7.837716666666665,7.333333333333333,9.016409983884943,14.412357225929789,0.6666666666666666,1.0,1.0,5,6,5,16,5,False
exclude_2016,2016,national_1.0000_district_7.9318,1.0,7.93183853214373,7.994627101997941,False,False,3,5.378742959166666,3.7397897754356833,7.841349999999996,7.666666666666667,9.032896323300735,6.450029675605225,0.3333333333333333,0.6666666666666666,0.6666666666666666,6,5,8,19,6,False
exclude_2016,2016,national_3.5000_district_7.1878,3.5,7.187771733993784,7.994627101997941,False,False,3,5.456287469166665,3.7780829038897985,7.764449999999992,7.333333333333333,8.947256380449813,16.59568734591525,0.6666666666666666,1.0,1.0,7,7,5,19,7,False
exclude_2016,2016,national_4.0000_district_6.9220,4.0,6.921998446980467,7.994627101997941,False,False,3,5.8728181966666675,3.9589594172617186,8.006633333333326,7.0,9.228019999526795,18.834558117513268,0.6666666666666666,1.0,1.0,10,8,3,21,8,False
exclude_2016,2016,national_4.5000_district_6.6079,4.5,6.607878820014786,7.994627101997941,False,False,3,6.111874342499999,4.0301979073300735,7.756350000000007,6.666666666666667,8.893697385461614,21.13023293582499,1.0,1.0,1.0,11,9,2,22,9,False
exclude_2016,2016,national_5.0000_district_6.2381,5.0,6.238113697264582,7.994627101997941,False,False,3,6.435415005833334,4.070349922103947,7.770549999999996,6.5,9.023018914836653,23.16347307472928,1.0,1.0,1.0,12,10,1,23,10,False
exclude_2016,2016,national_5.0625_district_6.1875,5.0625,6.1875,7.994627101997941,True,False,3,6.497446127500001,4.097126977725993,7.807049999999994,7.0,8.948121037821286,23.575783269583834,1.0,1.0,1.0,13,11,3,27,11,False
exclude_2016,2016,national_0.5000_district_7.9790,0.5,7.978976281453655,7.994627101997941,False,False,3,5.596635380833334,4.165904162498575,7.774849999999996,7.666666666666667,8.974094548987471,5.071238183164424,0.3333333333333333,0.6666666666666666,0.6666666666666666,8,12,8,28,12,False
exclude_2016,2016,national_0.0000_district_7.9946,0.0,7.994627101997941,7.994627101997941,False,False,3,5.7572934925000006,4.338331825776846,7.823683333333331,7.666666666666667,9.001549348352944,4.549955782274609,0.3333333333333333,0.6666666666666666,0.6666666666666666,9,13,8,30,13,False
exclude_2018,2018,national_5.0000_district_6.2381,5.0,6.238113697264582,7.994627101997941,False,False,3,11.2285149625,4.300368584767372,17.15341666666667,16.333333333333332,21.439306317855376,24.419877475482675,0.6666666666666666,1.0,1.0,1,1,1,3,1,True
exclude_2018,2018,national_4.5000_district_6.6079,4.5,6.607878820014786,7.994627101997941,False,False,3,11.279088205833332,4.323011409911093,17.12521666666667,16.333333333333332,21.44276990776844,22.21879903031034,0.6666666666666666,1.0,1.0,2,5,1,8,2,False
exclude_2018,2018,national_5.0625_district_6.1875,5.0625,6.1875,7.994627101997941,True,False,3,11.285538265833333,4.309934404682893,17.183983333333327,16.666666666666668,21.48671945398288,24.767133829154407,0.6666666666666666,1.0,1.0,3,3,4,10,3,False
exclude_2018,2018,national_4.0000_district_6.9220,4.0,6.921998446980467,7.994627101997941,False,False,3,11.481982808333333,4.3051756918952355,17.23193333333333,16.666666666666668,21.488254745364195,19.787813390247905,0.3333333333333333,0.6666666666666666,1.0,4,2,4,10,4,False
exclude_2018,2018,national_3.5000_district_7.1878,3.5,7.187771733993784,7.994627101997941,False,False,3,11.496149014166667,4.321713853034918,16.96585,16.333333333333332,21.224203057299942,17.493638649399887,0.3333333333333333,0.6666666666666666,1.0,5,4,1,10,5,False
exclude_2018,2018,national_3.0000_district_7.4104,3.0,7.410402317013564,7.994627101997941,False,False,3,11.925688955,4.4108641590557385,17.10456666666667,16.666666666666668,21.401801770762205,15.140930923419093,0.3333333333333333,0.6666666666666666,1.0,6,6,4,16,6,False
exclude_2018,2018,national_2.5000_district_7.5937,2.5,7.593685699316242,7.994627101997942,False,False,3,12.390754312499999,4.509103085518791,17.159116666666666,16.666666666666668,21.494547686118757,12.828153192050209,0.3333333333333333,0.6666666666666666,0.6666666666666666,7,7,4,18,7,False
exclude_2018,2018,national_2.0000_district_7.7404,2.0,7.740417462902114,7.994627101997941,False,False,3,12.76652881583333,4.788236030102133,16.99014999999999,17.0,21.249135102967514,10.647860470153283,0.3333333333333333,0.3333333333333333,0.6666666666666666,8,8,8,24,8,False
exclude_2018,2018,national_1.9000_district_7.7656,1.9,7.765569039033778,7.994627101997941,False,True,3,12.920043675,4.875173441882865,17.05333333333333,17.0,21.32023236142139,10.238066759294917,0.3333333333333333,0.3333333333333333,0.6666666666666666,9,9,8,26,9,False
exclude_2018,2018,national_1.5000_district_7.8526,1.5,7.852646846764472,7.994627101997941,False,False,3,13.408394281666666,5.46133460867222,17.094733333333334,17.0,21.337580851750737,8.61951692558529,0.3333333333333333,0.3333333333333333,0.6666666666666666,10,10,8,28,10,False
exclude_2018,2018,national_1.0000_district_7.9318,1.0,7.93183853214373,7.994627101997941,False,False,3,14.1321736575,5.963800757256039,17.16091666666666,17.0,21.44683404835082,6.681687481840328,0.3333333333333333,0.3333333333333333,0.3333333333333333,11,11,8,30,11,False
exclude_2018,2018,national_0.5000_district_7.9790,0.5,7.978976281453655,7.994627101997941,False,False,3,14.5809017025,6.378760092220749,17.056316666666664,17.0,21.369132446923686,5.242743963722931,0.3333333333333333,0.3333333333333333,0.3333333333333333,12,12,8,32,12,False
exclude_2018,2018,national_0.0000_district_7.9946,0.0,7.994627101997941,7.994627101997941,False,False,3,14.813821753333334,6.5300237726433865,17.067266666666665,17.0,21.355127090271946,4.656659313597534,0.3333333333333333,0.3333333333333333,0.3333333333333333,13,13,8,34,13,False
exclude_2020,2020,national_4.0000_district_6.9220,4.0,6.921998446980467,7.994627101997941,False,False,3,10.603632705833332,4.289847320814628,14.688216666666667,14.0,20.221163059795387,20.18193406323567,0.6666666666666666,0.6666666666666666,1.0,2,1,2,5,1,True
exclude_2020,2020,national_5.0000_district_6.2381,5.0,6.238113697264582,7.994627101997941,False,False,3,10.619990333333334,4.289885540539871,14.500966666666661,13.833333333333334,20.1563460350167,24.94705304701508,0.6666666666666666,1.0,1.0,4,2,1,7,2,False
exclude_2020,2020,national_3.5000_district_7.1878,3.5,7.187771733993784,7.994627101997941,False,False,3,10.51399242,4.325621674266938,14.4797,14.0,20.011726565941288,17.7799991675648,0.6666666666666666,0.6666666666666666,1.0,1,6,2,9,3,False
exclude_2020,2020,national_4.5000_district_6.6079,4.5,6.607878820014786,7.994627101997941,False,False,3,10.616201785833333,4.322020819781374,14.655383333333333,14.0,20.262071985218252,22.73591934878128,0.6666666666666666,1.0,1.0,3,5,2,10,4,False
exclude_2020,2020,national_5.0625_district_6.1875,5.0625,6.1875,7.994627101997941,True,False,3,10.732912251666667,4.299351505244698,14.69193333333333,14.333333333333334,20.291212930519123,25.314083387116508,0.6666666666666666,1.0,1.0,5,3,5,13,5,False
exclude_2020,2020,national_3.0000_district_7.4104,3.0,7.410402317013564,7.994627101997941,False,False,3,10.76060768,4.317372154252227,14.625799999999998,14.333333333333334,20.19261508534742,15.439580887923398,0.6666666666666666,0.6666666666666666,1.0,6,4,5,15,6,False
exclude_2020,2020,national_2.5000_district_7.5937,2.5,7.593685699316242,7.994627101997942,False,False,3,11.002415215,4.361628786558261,14.655066666666661,14.333333333333334,20.280283838209293,13.162185565684618,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,7,5,19,7,False
exclude_2020,2020,national_2.0000_district_7.7404,2.0,7.740417462902114,7.994627101997941,False,False,3,11.152255326666667,4.560656641887063,14.508899999999992,14.333333333333334,20.03852105475018,10.827466099128976,0.6666666666666666,0.6666666666666666,0.6666666666666666,8,8,5,21,8,False
exclude_2020,2020,national_1.9000_district_7.7656,1.9,7.765569039033778,7.994627101997941,False,True,3,11.246793893333333,4.6489827672972055,14.581966666666668,14.333333333333334,20.10402983545836,10.440492760880883,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,9,5,23,9,False
exclude_2020,2020,national_1.5000_district_7.8526,1.5,7.852646846764472,7.994627101997941,False,False,3,11.485452081666667,5.082390108176118,14.546666666666662,14.333333333333334,20.085542254857504,8.774365951235824,0.6666666666666666,0.6666666666666666,0.6666666666666666,10,10,5,25,10,False
exclude_2020,2020,national_0.5000_district_7.9790,0.5,7.978976281453655,7.994627101997941,False,False,3,12.238213025833334,5.310566563993624,14.556249999999997,14.333333333333334,20.154242142391926,5.3126412619837575,0.3333333333333333,0.6666666666666666,0.6666666666666666,12,11,5,28,11,False
exclude_2020,2020,national_1.0000_district_7.9318,1.0,7.93183853214373,7.994627101997941,False,False,3,11.940234741666666,5.34385122722649,14.62336666666667,14.333333333333334,20.213152491138047,6.809728253999893,0.3333333333333333,0.6666666666666666,0.6666666666666666,11,13,5,29,12,False
exclude_2020,2020,national_0.0000_district_7.9946,0.0,7.994627101997941,7.994627101997941,False,False,3,12.435607001666666,5.3198114854989935,14.593633333333335,14.333333333333334,20.147578008741736,4.711644428140883,0.3333333333333333,0.6666666666666666,0.6666666666666666,13,12,5,30,13,False
exclude_2022,2022,national_5.0000_district_6.2381,5.0,6.238113697264582,7.994627101997941,False,False,3,11.698204790833335,4.387902714118957,18.116316666666666,16.833333333333332,21.646549747265347,25.979910381328494,0.6666666666666666,1.0,1.0,1,2,1,4,1,True
exclude_2022,2022,national_5.0625_district_6.1875,5.0625,6.1875,7.994627101997941,True,False,3,11.73486727,4.380122661052009,18.15193333333333,17.0,21.703259989956955,26.3077312536136,0.6666666666666666,1.0,1.0,3,1,2,6,2,False
exclude_2022,2022,national_4.5000_district_6.6079,4.5,6.607878820014786,7.994627101997941,False,False,3,11.723548453333331,4.398774492809065,18.1024,17.0,21.66031592582773,23.58679603681604,0.6666666666666666,1.0,1.0,2,3,2,7,3,False
exclude_2022,2022,national_3.5000_district_7.1878,3.5,7.187771733993784,7.994627101997941,False,False,3,11.882967934166667,4.4150430031318315,18.01355,17.333333333333332,21.457615663150932,18.502824080189054,0.3333333333333333,0.6666666666666666,1.0,4,5,4,13,4,False
exclude_2022,2022,national_4.0000_district_6.9220,4.0,6.921998446980467,7.994627101997941,False,False,3,11.914681219166667,4.411667245312784,18.341716666666667,17.333333333333332,21.740257144082577,21.02496849988056,0.3333333333333333,0.6666666666666666,1.0,5,4,4,13,5,False
exclude_2022,2022,national_3.0000_district_7.4104,3.0,7.410402317013564,7.994627101997941,False,False,3,12.342411069166666,4.459702097801377,18.172716666666673,17.666666666666668,21.641268435503044,16.084556879978518,0.3333333333333333,0.6666666666666666,1.0,6,6,6,18,6,False
exclude_2022,2022,national_2.5000_district_7.5937,2.5,7.593685699316242,7.994627101997942,False,False,3,12.808358079166666,4.579089645390152,18.217583333333334,17.666666666666668,21.72889781797886,13.62143228842074,0.3333333333333333,0.6666666666666666,0.6666666666666666,7,7,6,20,7,False
exclude_2022,2022,national_2.0000_district_7.7404,2.0,7.740417462902114,7.994627101997941,False,False,3,13.211991351666667,4.851986092614886,18.038466666666654,18.0,21.48355637718453,11.221942117242607,0.3333333333333333,0.3333333333333333,0.6666666666666666,8,8,8,24,8,False
exclude_2022,2022,national_1.9000_district_7.7656,1.9,7.765569039033778,7.994627101997941,False,True,3,13.392465610833334,4.992648271207121,18.14921666666666,18.0,21.567676689029344,10.815997615287856,0.3333333333333333,0.3333333333333333,0.6666666666666666,9,9,8,26,9,False
exclude_2022,2022,national_1.5000_district_7.8526,1.5,7.852646846764472,7.994627101997941,False,False,3,13.893223650833335,5.5516262600506865,18.13484999999999,18.0,21.570037166731222,9.101604578764523,0.3333333333333333,0.3333333333333333,0.6666666666666666,10,10,8,28,10,False
exclude_2022,2022,national_1.0000_district_7.9318,1.0,7.93183853214373,7.994627101997941,False,False,3,14.679849024166666,6.096980896839528,18.17771666666667,18.0,21.67299278220477,7.0099185399485995,0.0,0.3333333333333333,0.3333333333333333,11,11,8,30,11,False
exclude_2022,2022,national_0.5000_district_7.9790,0.5,7.978976281453655,7.994627101997941,False,False,3,15.255089668333335,6.567534999233466,18.120433333333335,18.0,21.60401460307783,5.446631892327114,0.0,0.3333333333333333,0.3333333333333333,12,12,8,32,12,False
exclude_2022,2022,national_0.0000_district_7.9946,0.0,7.994627101997941,7.994627101997941,False,False,3,15.5452240225,6.751881723862002,18.136916666666668,18.0,21.594968485371005,4.829520555803751,0.0,0.3333333333333333,0.3333333333333333,13,13,8,34,13,False
post_2016_only,2016,national_2.0000_district_7.7404,2.0,7.740417462902114,7.994627101997941,False,False,3,5.074928565833333,3.583098596024778,7.783283333333325,7.666666666666667,8.96063109928647,10.154096819029332,0.6666666666666666,0.6666666666666666,1.0,1,1,8,10,1,True
post_2016_only,2016,national_1.9000_district_7.7656,1.9,7.765569039033778,7.994627101997941,False,True,3,5.128214563333333,3.6154042397758803,7.861233333333331,7.666666666666667,9.046152528285154,9.7567323253939,0.6666666666666666,0.6666666666666666,1.0,2,2,8,12,2,False
post_2016_only,2016,national_2.5000_district_7.5937,2.5,7.593685699316242,7.994627101997942,False,False,3,5.147009163333332,3.665715338393417,7.8182333333333345,7.333333333333333,9.011487976004116,12.244267417082279,0.6666666666666666,1.0,1.0,3,4,5,12,3,False
post_2016_only,2016,national_1.5000_district_7.8526,1.5,7.852646846764472,7.994627101997941,False,False,3,5.196278680833332,3.6344549675582236,7.862849999999999,7.666666666666667,9.070499224087207,8.238753991999417,0.6666666666666666,0.6666666666666666,1.0,4,3,8,15,4,False
post_2016_only,2016,national_3.0000_district_7.4104,3.0,7.410402317013564,7.994627101997941,False,False,3,5.306473350833333,3.7411963929173804,7.837716666666665,7.333333333333333,9.016409983884943,14.412357225929789,0.6666666666666666,1.0,1.0,5,6,5,16,5,False
post_2016_only,2016,national_1.0000_district_7.9318,1.0,7.93183853214373,7.994627101997941,False,False,3,5.378742959166666,3.7397897754356833,7.841349999999996,7.666666666666667,9.032896323300735,6.450029675605225,0.3333333333333333,0.6666666666666666,0.6666666666666666,6,5,8,19,6,False
post_2016_only,2016,national_3.5000_district_7.1878,3.5,7.187771733993784,7.994627101997941,False,False,3,5.456287469166665,3.7780829038897985,7.764449999999992,7.333333333333333,8.947256380449813,16.59568734591525,0.6666666666666666,1.0,1.0,7,7,5,19,7,False
post_2016_only,2016,national_4.0000_district_6.9220,4.0,6.921998446980467,7.994627101997941,False,False,3,5.8728181966666675,3.9589594172617186,8.006633333333326,7.0,9.228019999526795,18.834558117513268,0.6666666666666666,1.0,1.0,10,8,3,21,8,False
post_2016_only,2016,national_4.5000_district_6.6079,4.5,6.607878820014786,7.994627101997941,False,False,3,6.111874342499999,4.0301979073300735,7.756350000000007,6.666666666666667,8.893697385461614,21.13023293582499,1.0,1.0,1.0,11,9,2,22,9,False
post_2016_only,2016,national_5.0000_district_6.2381,5.0,6.238113697264582,7.994627101997941,False,False,3,6.435415005833334,4.070349922103947,7.770549999999996,6.5,9.023018914836653,23.16347307472928,1.0,1.0,1.0,12,10,1,23,10,False
post_2016_only,2016,national_5.0625_district_6.1875,5.0625,6.1875,7.994627101997941,True,False,3,6.497446127500001,4.097126977725993,7.807049999999994,7.0,8.948121037821286,23.575783269583834,1.0,1.0,1.0,13,11,3,27,11,False
post_2016_only,2016,national_0.5000_district_7.9790,0.5,7.978976281453655,7.994627101997941,False,False,3,5.596635380833334,4.165904162498575,7.774849999999996,7.666666666666667,8.974094548987471,5.071238183164424,0.3333333333333333,0.6666666666666666,0.6666666666666666,8,12,8,28,12,False
post_2016_only,2016,national_0.0000_district_7.9946,0.0,7.994627101997941,7.994627101997941,False,False,3,5.7572934925000006,4.338331825776846,7.823683333333331,7.666666666666667,9.001549348352944,4.549955782274609,0.3333333333333333,0.6666666666666666,0.6666666666666666,9,13,8,30,13,False
