subset_name,excluded_cycle,national_error_sd,district_error_sd,mean_crps,mean_realized_seat_log_loss,mean_absolute_median_seat_error,mean_simulation_dem_seat_sd,coverage_50,coverage_80,coverage_95
all_cycles,,3.5,7.187771733993784,9.837349209375,4.210115358580872,13.75,17.593037310767247,0.5,0.75,1.0
exclude_2016,2016,2.0,7.740417462902114,5.074928565833333,3.583098596024778,7.666666666666667,10.154096819029332,0.6666666666666666,0.6666666666666666,1.0
exclude_2018,2018,5.0,6.238113697264582,11.2285149625,4.300368584767372,16.333333333333332,24.419877475482675,0.6666666666666666,1.0,1.0
exclude_2020,2020,4.0,6.921998446980467,10.603632705833332,4.289847320814628,14.0,20.18193406323567,0.6666666666666666,0.6666666666666666,1.0
exclude_2022,2022,5.0,6.238113697264582,11.698204790833335,4.387902714118957,16.833333333333332,25.979910381328494,0.6666666666666666,1.0,1.0
post_2016_only,2016,2.0,7.740417462902114,5.074928565833333,3.583098596024778,7.666666666666667,10.154096819029332,0.6666666666666666,0.6666666666666666,1.0
