race_id,state,district,region,district_type,dra_population_dataset,dra_data_status,total_population,voting_age_population,white_population_share,black_population_share,hispanic_population_share,asian_population_share,native_population_share,pacific_population_share,white_vap_share,black_vap_share,hispanic_vap_share,asian_vap_share,native_vap_share,pacific_vap_share,pres_2020_margin_dem,pres_2024_margin_dem,dra_composite_margin_dem,dra_composite_dem_two_party_share,dra_map_year,dra_source_zip,dra_data_available,presidential_margin_average_2020_2024_dem,presidential_swing_2020_to_2024_dem,presidential_margin_range_2020_2024,presidential_average_absolute_margin,presidential_baseline_competitiveness,presidential_party_lean,presidential_trend_direction,dra_composite_minus_presidential_average_dem,dra_composite_absolute_margin,dra_composite_competitiveness,structural_profile_version,structural_profile_stage,political_baseline_method,demographic_source,structural_profile_notes
CO-2,CO,2,Mountain West,Suburban,2020 Census,available,721720.0,585162.0,76.08518539045613,1.8568142770049327,14.229618134456576,5.096713406861387,2.5124702100537606,0.2791941473147481,78.66009754563693,1.62040597304678,12.239003899774763,4.756460604072035,2.3116675382201852,0.251725163288115,39.900000000000006,39.8,35.76067068012816,67.88033534006408,2022.0,CO-2022-Congressional-district-data.zip,True,39.85,-0.10000000000000853,0.10000000000000853,39.85,60.15,Democratic,Stable,-4.089329319871844,35.76067068012816,64.23932931987184,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CO-3,CO,3,Mountain West,Rural,2020 Census,available,721730.0,568559.0,66.72536821248943,1.8168844304656864,25.74356061130894,1.6102974796669114,5.259030385324151,0.3070400288196417,70.11251250969556,1.4869169250684626,22.77793509556616,1.4318654704261122,4.8531462873685935,0.257668949044866,-8.199999999999996,-9.7,-9.708475717923184,45.14576214103841,2022.0,CO-2022-Congressional-district-data.zip,True,-8.949999999999998,-1.5000000000000036,1.5000000000000036,8.949999999999998,91.05,Republican,Republican,-0.7584757179231865,9.708475717923184,90.29152428207682,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CO-4,CO,4,Great Plains,Rural,2020 Census,available,721794.0,543496.0,75.76011992341306,2.848181059970019,13.640595516172205,5.066126900472988,2.856632224706772,0.340540375785889,78.45724715545285,2.461471657565097,11.8247420404198,4.4855895903557705,2.6679129193223132,0.2886865772701179,-18.5,-18.3,-25.300095372776006,37.349952313612,2022.0,CO-2022-Congressional-district-data.zip,True,-18.4,0.1999999999999993,0.1999999999999993,18.4,81.6,Republican,Stable,-6.900095372776008,25.300095372776006,74.69990462722399,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CO-5,CO,5,Mountain West,Rural,2020 Census,available,721714.0,551904.0,65.60244085607319,8.733099260926073,17.89323748742577,5.41959834505081,3.807186780358979,0.9269599869200263,69.09462515220038,7.659484258131849,15.45993506117006,4.9238635704760245,3.484663999536151,0.7626326317620455,-10.1,-9.1,-18.12020599938478,40.93989700030761,2022.0,CO-2022-Congressional-district-data.zip,True,-9.6,1.0,1.0,9.6,90.4,Republican,Democratic,-8.52020599938478,18.12020599938478,81.87979400061522,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CO-6,CO,6,Mountain West,Suburban,2020 Census,available,721681.0,553634.0,55.83353309841883,12.653513117291435,22.087598260173124,7.80649622201499,3.209589832626881,0.5390193173992387,59.79293179248384,11.379900800890118,19.418605071220338,7.334448390091649,3.0265482250006324,0.4788361986438694,23.800000000000004,19.8,17.055324101300613,58.52766205065031,2022.0,CO-2022-Congressional-district-data.zip,True,21.800000000000004,-4.0000000000000036,4.0000000000000036,21.800000000000004,78.19999999999999,Democratic,Republican,-4.744675898699391,17.055324101300613,82.94467589869939,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CO-7,CO,7,Mountain West,Suburban,2020 Census,available,721697.0,584413.0,74.89126323096812,2.350570945978714,15.12850960998868,4.491774248749822,3.4252601853686517,0.2798958565713866,77.41648457512068,2.043931260940465,13.291456555552324,4.05962906369297,3.1873007616189235,0.2315143571412682,14.200000000000005,15.0,8.286970010341262,54.14348500517063,2022.0,CO-2022-Congressional-district-data.zip,True,14.600000000000001,0.7999999999999954,0.7999999999999954,14.600000000000001,85.4,Democratic,Democratic,-6.313029989658739,8.286970010341262,91.71302998965874,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CO-8,CO,8,Mountain West,Suburban,2020 Census,available,721664.0,535998.0,51.72448674175239,3.0468472862717277,38.53566202554097,4.601864579638169,4.174103183753104,0.3408788577509755,56.10916458643502,2.595158937160213,34.50143470684592,4.339008727644506,3.996843271803253,0.2865682334635577,4.5,-1.8,1.3584147354446496,50.67920736772233,2022.0,CO-2022-Congressional-district-data.zip,True,1.35,-6.3,6.3,3.15,96.85,Democratic,Republican,0.008414735444649546,1.3584147354446496,98.64158526455535,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CT-1,CT,1,Northeast,Suburban,2020 Census,available,721189.0,575609.0,57.03927819198574,18.46686513521421,17.778418694683364,6.828029822972896,1.6256487550420209,0.1652826096903863,60.88838082795787,16.91860273206291,15.50340595786376,6.236698870240041,1.5104002890851256,0.1454112079554002,28.09999999999999,22.9,24.79023697643758,62.39511848821879,2022.0,CT-2022-Congressional-district-data.zip,True,25.499999999999993,-5.199999999999992,5.199999999999992,25.499999999999993,74.5,Democratic,Republican,-0.709763023562413,24.79023697643758,75.20976302356242,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CT-2,CT,2,Northeast,Suburban,2020 Census,available,721188.0,585785.0,78.02403811488821,5.950320859470762,9.295218445121106,4.696417577663522,2.2955179509365102,0.2250453418526098,80.57256501958909,5.151890198622361,7.742260385636368,4.38061746203812,2.063555741440972,0.185050829229154,11.5,7.7,8.115894235465776,54.05794711773289,2022.0,CT-2022-Congressional-district-data.zip,True,9.6,-3.8,3.8,9.6,90.4,Democratic,Republican,-1.484105764534224,8.115894235465776,91.88410576453423,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CT-3,CT,3,Northeast,Suburban,2020 Census,available,721189.0,583771.0,60.71154718111341,16.605355877585488,16.813207078865595,5.607683977431713,1.6013832712368048,0.1503073396848815,64.68649521815918,14.94250313907337,14.3074938631758,5.318181273136212,1.4678701066000197,0.1358409376279397,19.700000000000003,14.1,18.523662396130018,59.26183119806501,2022.0,CT-2022-Congressional-district-data.zip,True,16.900000000000002,-5.600000000000003,5.600000000000003,16.900000000000002,83.1,Democratic,Republican,1.6236623961300154,18.523662396130018,81.47633760386998,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CT-4,CT,4,Northeast,Suburban,2020 Census,available,721189.0,555195.0,56.92419046879528,13.933656780677463,21.618604831743134,6.704761165242398,1.3168531411322135,0.1322815517152923,59.52989490179126,13.396194129990365,19.858067886058052,6.154594331721287,1.2269562946352182,0.1311251001900233,31.200000000000003,23.4,23.37036361697223,61.685181808486114,2022.0,CT-2022-Congressional-district-data.zip,True,27.3,-7.800000000000004,7.800000000000004,27.3,72.7,Democratic,Republican,-3.92963638302777,23.37036361697223,76.62963638302777,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
CT-5,CT,5,Northeast,Suburban,2020 Census,available,721189.0,568867.0,63.33915242744967,9.855668902326574,20.920313537782743,4.684486313573834,1.6063750279053064,0.1550217765384663,67.36267000898276,8.794850114350103,17.988211655800036,4.209771352530557,1.5001749090736498,0.1497713876881591,10.700000000000005,5.6,6.711094521059282,53.35554726052964,2022.0,CT-2022-Congressional-district-data.zip,True,8.150000000000002,-5.100000000000005,5.100000000000005,8.150000000000002,91.85,Democratic,Republican,-1.43890547894072,6.711094521059282,93.28890547894072,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
DE-AL,DE,AL,Mid-Atlantic,Mixed,Unknown,at_large_state_fallback_pending,,,,,,,,,,,,,,,14.700000000000005,14.7,,,,,False,14.700000000000003,-5.329070518200751e-15,5.329070518200751e-15,14.700000000000003,85.3,Democratic,Stable,,,,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,DRA unavailable for at-large district,At-large district retained without DRA demographic or composite-election data; future state-level fallback pending.
FL-1,FL,1,Deep South,Rural,2020 Census,available,769221.0,605557.0,69.40931149825603,15.167682629569397,7.727038133384294,4.590228295899358,3.304511967301985,0.4581258181978911,72.15687375424609,13.539765868448388,6.688387715772421,4.240888966686868,3.1833502048527222,0.3793201961169634,-32.199999999999996,-36.900000000000006,-38.58615786436302,30.70692106781849,2026.0,FL-2026-Congressional-district-data.zip,True,-34.55,-4.70000000000001,4.70000000000001,34.55,65.45,Republican,Republican,-4.03615786436302,38.58615786436302,61.41384213563698,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-2,FL,2,Deep South,Rural,2020 Census,available,769221.0,619356.0,63.28155367573168,24.527411498126025,7.061039675203875,3.0040781517925277,2.4332409021594574,0.22698288268261,65.48495534070874,23.08946712391581,6.4223160831573445,2.7825676993522306,2.3417872758155247,0.1843850709446586,-10.9,-18.0,-10.806918086810237,44.59654095659488,2026.0,FL-2026-Congressional-district-data.zip,True,-14.45,-7.1,7.1,14.45,85.55,Republican,Republican,3.6430819131897625,10.806918086810237,89.19308191318976,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-3,FL,3,Southeast,Rural,2020 Census,available,769221.0,624295.0,65.0486661180597,17.59897350696354,11.620717583113306,4.00626087951317,2.041545927633281,0.1765422420864745,67.72599492227232,15.883356426048582,10.637118669859602,3.885502847211655,1.9476369344620732,0.1592195997084711,-14.0,-20.9,-14.38337830478646,42.80831084760677,2026.0,FL-2026-Congressional-district-data.zip,True,-17.45,-6.899999999999999,6.899999999999999,17.45,82.55,Republican,Republican,3.0666216952135397,14.38337830478646,85.61662169521354,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-4,FL,4,Southeast,Rural,2020 Census,available,769221.0,590934.0,52.12195194878975,34.18406413761455,8.760161254047926,3.727147334771152,2.198717923717631,0.3152540037258473,55.32597548964859,31.66309604795121,7.816778185042661,3.5822951463276778,2.1591243692188975,0.2722808300080889,-6.700000000000003,-11.800000000000004,-10.576261441586364,44.711869279206816,2026.0,FL-2026-Congressional-district-data.zip,True,-9.250000000000004,-5.100000000000001,5.100000000000001,9.250000000000004,90.75,Republican,Republican,-1.326261441586361,10.576261441586364,89.42373855841363,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-5,FL,5,Southeast,Mixed,2020 Census,available,769221.0,606741.0,64.66932130038052,13.99987779844804,12.063503206490722,7.679847534063683,1.932084537473626,0.3049838732951908,67.49123596394507,12.803486166255452,10.858175069757936,7.038093684125516,1.8258202429043036,0.2734280360153673,-15.700000000000005,-21.4,-22.95009224876807,38.52495387561597,2026.0,FL-2026-Congressional-district-data.zip,True,-18.55,-5.699999999999994,5.699999999999994,18.55,81.45,Republican,Republican,-4.400092248768068,22.95009224876807,77.04990775123193,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-6,FL,6,Southeast,Mixed,2020 Census,available,769221.0,634516.0,71.31513570222342,12.996005049264124,11.486165874306604,2.2026179732482603,2.163487476290949,0.1814823048252712,74.7599745317691,11.2170536282773,9.775640015381803,2.0595225337107337,2.06078333722081,0.1607524475348139,-23.59999999999999,-30.0,-23.87110272899782,38.064448635501094,2026.0,FL-2026-Congressional-district-data.zip,True,-26.799999999999997,-6.400000000000009,6.400000000000009,26.799999999999997,73.2,Republican,Republican,2.928897271002178,23.87110272899782,76.12889727100219,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-7,FL,7,Southeast,Mixed,2020 Census,available,769221.0,616306.0,61.47219069682185,11.782699640285433,20.75216355247712,5.1479353787793105,2.080936427892634,0.2219128182927923,64.58999263352945,10.53275483282655,18.971420041343094,4.721680463925388,1.95487306630148,0.1963310433453511,-5.5,-12.4,-8.000916485278955,45.999541757360525,2026.0,FL-2026-Congressional-district-data.zip,True,-8.95,-6.9,6.9,8.95,91.05,Republican,Republican,0.9490835147210444,8.000916485278955,91.99908351472105,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-8,FL,8,Southeast,Mixed,2020 Census,available,769220.0,627948.0,65.44668625360755,12.33184264579704,15.771560801851226,4.893138503939055,2.198330776630873,0.2814539403551649,68.49293253581507,10.879244778230044,14.240669609585508,4.550695280500933,2.0764458203545515,0.2511354443361552,-10.700000000000005,-16.099999999999994,-13.226495067168972,43.38675246641552,2026.0,FL-2026-Congressional-district-data.zip,True,-13.399999999999999,-5.39999999999999,5.39999999999999,13.399999999999999,86.6,Republican,Republican,0.17350493283102608,13.226495067168972,86.77350493283103,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-9,FL,9,Southeast,Mixed,2020 Census,available,769221.0,606265.0,45.39254648534036,11.796739818595697,39.20498790334637,3.708947103628216,1.9060842072694324,0.2385530296234762,49.16134033797102,10.666952570245684,36.38755329765037,3.5194180762537832,1.8442430290384568,0.210798908068254,-6.799999999999997,-17.700000000000003,-6.285353158302285,46.85732342084886,2026.0,FL-2026-Congressional-district-data.zip,True,-12.25,-10.900000000000006,10.900000000000006,12.25,87.75,Republican,Republican,5.964646841697715,6.285353158302285,93.71464684169771,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-10,FL,10,Southeast,Urban,2020 Census,available,769221.0,605765.0,32.66668486689781,30.2157637401995,31.731062984499903,5.236726506426631,1.8087129706547271,0.2986137923951634,35.829075631639334,27.837692834680116,30.41179335220754,5.280265449472981,1.7959109555685786,0.2834432494449168,32.9,23.9,32.197754119877494,66.09887705993874,2026.0,FL-2026-Congressional-district-data.zip,True,28.4,-9.0,9.0,28.4,71.6,Democratic,Republican,3.797754119877496,32.197754119877494,67.80224588012251,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-11,FL,11,Southeast,Mixed,2020 Census,available,769221.0,622027.0,58.175738831883166,11.927781482824832,21.923348426525017,5.730082772051205,1.7742625331341708,0.251683196376594,61.8238436595196,10.761108440630393,19.819718436659503,5.292214003572192,1.7044276213090428,0.226356733710916,-9.599999999999994,-15.700000000000005,-14.20175645658187,42.89912177170906,2026.0,FL-2026-Congressional-district-data.zip,True,-12.649999999999999,-6.10000000000001,6.10000000000001,12.649999999999999,87.35,Republican,Republican,-1.551756456581872,14.20175645658187,85.79824354341812,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-12,FL,12,Southeast,Mixed,2020 Census,available,769221.0,611856.0,55.85507935950787,11.99473233310063,26.50655663326924,5.067074351844268,1.984345201184055,0.2091726564927374,58.88754870427029,10.698268873721922,24.805836667451164,4.660900604063701,1.8979956068094457,0.1827227321461259,-5.800000000000004,-15.299999999999995,-5.6045243796810515,47.197737810159474,2026.0,FL-2026-Congressional-district-data.zip,True,-10.55,-9.499999999999991,9.499999999999991,10.55,89.45,Republican,Republican,4.945475620318949,5.6045243796810515,94.39547562031895,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-13,FL,13,Southeast,Mixed,2020 Census,available,769221.0,643737.0,73.74460655650327,7.731718192821049,11.849390487259187,4.744670257312268,1.972775054243189,0.2139827175805132,76.87456212707984,6.428246317983898,10.280906643551637,4.350689800337715,1.8628725706305524,0.1792657560463356,-7.800000000000004,-13.799999999999995,-8.885008172788108,45.55749591360595,2026.0,FL-2026-Congressional-district-data.zip,True,-10.8,-5.999999999999991,5.999999999999991,10.8,89.2,Republican,Republican,1.9149918272118924,8.885008172788108,91.1149918272119,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-14,FL,14,Southeast,Mixed,2020 Census,available,769221.0,595835.0,51.56021481472815,14.927699581784688,28.34594999356492,4.925762557184476,2.1161668753193164,0.2464831303357552,55.16930022573363,13.395151342234008,26.021633505920263,4.6677351951463075,2.074567623587067,0.2257336343115124,-2.8000000000000043,-10.5,-6.565237346562112,46.71738132671894,2026.0,FL-2026-Congressional-district-data.zip,True,-6.650000000000002,-7.699999999999996,7.699999999999996,6.650000000000002,93.35,Republican,Republican,0.08476265343789002,6.565237346562112,93.43476265343789,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-15,FL,15,Southeast,Mixed,2020 Census,available,769221.0,619782.0,60.237175012122655,16.979775643150667,16.652561487530892,5.092164670491315,2.0594861554741746,0.2184027737152261,63.9147313087505,15.046096853409749,14.9486432326205,4.713108802772588,1.9356806102790984,0.1807087008012494,-10.6,-19.800000000000004,-9.502660026488028,45.248669986755985,2026.0,FL-2026-Congressional-district-data.zip,True,-15.200000000000003,-9.200000000000005,9.200000000000005,15.200000000000003,84.8,Republican,Republican,5.6973399735119745,9.502660026488028,90.49733997351197,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-16,FL,16,Southeast,Mixed,2020 Census,available,769221.0,635485.0,66.44982391276369,13.555532155258373,15.489956722450374,2.9276371809921984,1.7283719503237691,0.1688721446762374,70.6732653013053,11.981400033045627,12.90683493709529,2.6984114495228053,1.6206519430041622,0.1439845157635506,-5.519999999999996,-13.6,-6.111949572577772,46.944025213711114,2026.0,FL-2026-Congressional-district-data.zip,True,-9.559999999999999,-8.080000000000004,8.080000000000004,9.559999999999999,90.44,Republican,Republican,3.448050427422227,6.111949572577772,93.88805042742223,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-17,FL,17,Southeast,Mixed,2020 Census,available,769221.0,655953.0,74.22210262070328,8.405646751713746,13.267188493293864,2.3284595714365572,1.667921182599019,0.1318216741352615,78.11916402547133,6.936015232798692,11.002007765800291,2.086887322719768,1.5208406699870265,0.1106786614284865,-13.9,-22.0,-15.513558159394115,42.24322092030294,2026.0,FL-2026-Congressional-district-data.zip,True,-17.95,-8.1,8.1,17.95,82.05,Republican,Republican,2.436441840605884,15.513558159394115,84.48644184060589,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-18,FL,18,Southeast,Mixed,2020 Census,available,769221.0,599646.0,51.99910038857494,17.081046929296,27.71479197785812,2.6515136742236627,2.223938244015699,0.202672573941689,56.25402320702547,15.30653085320339,24.915700263155266,2.5516721532370767,2.146099532057247,0.1916130517005033,-10.1,-16.9,-11.133920639358942,44.433039680320526,2026.0,FL-2026-Congressional-district-data.zip,True,-13.5,-6.799999999999999,6.799999999999999,13.5,86.5,Republican,Republican,2.3660793606410575,11.133920639358942,88.86607936064105,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-19,FL,19,Southeast,Mixed,2020 Census,available,769221.0,645329.0,68.41089881841499,6.203808788371612,21.87394779913705,2.328329569785536,1.359557266377283,0.1306516592760728,72.60203710045573,5.072451416254345,18.91949687678688,2.113030717664943,1.2432418192890755,0.11296563458329,-22.0,-31.000000000000007,-27.474289698448665,36.262855150775664,2026.0,FL-2026-Congressional-district-data.zip,True,-26.500000000000004,-9.000000000000007,9.000000000000007,26.500000000000004,73.5,Republican,Republican,-0.9742896984486613,27.474289698448665,72.52571030155133,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-20,FL,20,Southeast,Urban,2020 Census,available,769221.0,613033.0,26.77566005088265,45.444027139144666,23.705151055418405,3.677746707383184,1.1421945058702243,0.1964324946926826,30.116812634882624,42.07571207422765,23.26204298952911,3.6841409842537023,1.135827924434737,0.1942799164155926,48.2,37.00000000000001,52.4421889927029,76.22109449635145,2026.0,FL-2026-Congressional-district-data.zip,True,42.60000000000001,-11.199999999999996,11.199999999999996,42.60000000000001,57.39999999999999,Democratic,Republican,9.842188992702894,52.4421889927029,47.5578110072971,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-21,FL,21,Southeast,Mixed,2020 Census,available,769221.0,627454.0,63.2445032051907,14.971900143131815,17.44479154885267,3.088059218352073,1.6740312601970044,0.1821323130803761,67.5227187969158,13.108849413662195,15.068674357004657,2.8362238506727184,1.538598845493056,0.1660679507979867,-8.799999999999997,-16.200000000000003,-8.398565361653079,45.80071731917346,2026.0,FL-2026-Congressional-district-data.zip,True,-12.5,-7.400000000000006,7.400000000000006,12.5,87.5,Republican,Republican,4.101434638346921,8.398565361653079,91.60143463834692,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-22,FL,22,Southeast,Mixed,2020 Census,available,769221.0,595366.0,45.56518867789621,14.719306935198077,33.1272807164651,5.24452660548789,1.3659273472773104,0.1677021298170486,48.95811987920036,13.57232357910932,30.99253232465408,4.922854177094426,1.2992008277261382,0.1592297847038628,2.200000000000003,-10.5,3.970965824083209,51.9854829120416,2026.0,FL-2026-Congressional-district-data.zip,True,-4.149999999999999,-12.700000000000003,12.700000000000003,6.350000000000001,93.65,Republican,Republican,8.120965824083207,3.970965824083209,96.02903417591679,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-23,FL,23,Southeast,Urban,2020 Census,available,769221.0,620743.0,42.41134862412753,25.929219301085123,28.474261623122615,3.084289170472465,1.834843302509942,0.1729021958578874,47.57621108896919,23.135822715681048,25.896385460649576,2.9678949259194223,1.6375537058009515,0.1685077399181303,26.6,13.799999999999995,29.33919388039321,64.6695969401966,2026.0,FL-2026-Congressional-district-data.zip,True,20.2,-12.800000000000006,12.800000000000006,20.2,79.8,Democratic,Republican,9.139193880393211,29.33919388039321,70.66080611960679,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-24,FL,24,Southeast,Urban,2020 Census,available,769221.0,605907.0,10.895178368765285,49.42701772312508,40.198070515495544,2.0962766227131087,1.1181442004313455,0.1409217897067292,11.595838965385775,47.718544265043974,40.92245179540755,2.13745673841035,1.109906305753193,0.1475473958874877,56.4,38.6,66.77034150724884,83.38517075362442,2026.0,FL-2026-Congressional-district-data.zip,True,47.5,-17.799999999999997,17.799999999999997,47.5,52.5,Democratic,Republican,19.270341507248844,66.77034150724884,33.229658492751156,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-25,FL,25,Southeast,Mixed,2020 Census,available,769221.0,648772.0,57.20748653507899,8.07024249207965,28.661333998941785,3.3938231015533895,1.0376731784493662,0.1410517913577502,58.985282965356085,7.415239868551664,27.74364491685831,3.2043614705936756,0.9775391046469328,0.1254678068720598,5.100000000000001,-9.200000000000005,8.735106033258281,54.36755301662914,2026.0,FL-2026-Congressional-district-data.zip,True,-2.0500000000000016,-14.300000000000006,14.300000000000006,7.150000000000003,92.85,Republican,Republican,10.785106033258284,8.735106033258281,91.26489396674172,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-26,FL,26,Southeast,Mixed,2020 Census,available,769221.0,615491.0,13.254188328191768,11.103701017002916,72.88191560032813,4.106622154101357,0.7926200662748417,0.1050413340249421,12.535033006169058,10.659944662066543,74.27241015709409,3.884378488068875,0.7592312478980197,0.098457979076867,-1.1000000000000014,-18.300000000000004,8.546963290191302,54.27348164509565,2026.0,FL-2026-Congressional-district-data.zip,True,-9.700000000000003,-17.200000000000003,17.200000000000003,9.700000000000003,90.3,Republican,Republican,18.246963290191303,8.546963290191302,91.4530367098087,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
FL-27,FL,27,Southeast,Mixed,2020 Census,available,769221.0,636033.0,17.093397086142993,7.2134016102004495,73.71028612063373,2.6645138393257595,0.8877812748221903,0.093211183782034,16.78733650612468,7.057652668965289,74.27554859574896,2.623448783317847,0.8592321467596807,0.091347461531084,-0.2000000000000028,-14.5,6.153304708946294,53.07665235447315,2026.0,FL-2026-Congressional-district-data.zip,True,-7.350000000000001,-14.299999999999997,14.299999999999997,7.350000000000001,92.65,Republican,Republican,13.503304708946295,6.153304708946294,93.8466952910537,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
