race_id,state,district,region,district_type,dra_population_dataset,dra_data_status,total_population,voting_age_population,white_population_share,black_population_share,hispanic_population_share,asian_population_share,native_population_share,pacific_population_share,white_vap_share,black_vap_share,hispanic_vap_share,asian_vap_share,native_vap_share,pacific_vap_share,pres_2020_margin_dem,pres_2024_margin_dem,dra_composite_margin_dem,dra_composite_dem_two_party_share,dra_map_year,dra_source_zip,dra_data_available,presidential_margin_average_2020_2024_dem,presidential_swing_2020_to_2024_dem,presidential_margin_range_2020_2024,presidential_average_absolute_margin,presidential_baseline_competitiveness,presidential_party_lean,presidential_trend_direction,dra_composite_minus_presidential_average_dem,dra_composite_absolute_margin,dra_composite_competitiveness,structural_profile_version,structural_profile_stage,political_baseline_method,demographic_source,structural_profile_notes
MD-7,MD,7,Mid-Atlantic,Urban,2020 Census adjusted,available,771926.0,610826.0,29.732383674082747,56.12908491228434,8.497964830825753,4.5355383806219765,1.7670087547251938,0.1355052168213015,32.46800234436648,54.72867887090595,7.188626548313268,4.809061827754549,1.8389852429333395,0.137846129667041,63.1,58.6,57.939457509706195,78.9697287548531,2022.0,MD-2022-Congressional-district-data.zip,True,60.85,-4.5,4.5,60.85,39.15,Democratic,Republican,-2.910542490293807,57.939457509706195,42.060542490293805,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MD-8,MD,8,Mid-Atlantic,Suburban,2020 Census adjusted,available,771926.0,599749.0,44.28753533369779,18.992882737464473,19.722615898415132,16.338483222485056,1.5943238082406863,0.1790327052074939,46.87477594793822,18.243965392189065,17.949175405044443,16.036708689801902,1.7173851061027197,0.1665696816501569,62.10000000000001,55.8,53.06493934895716,76.53246967447858,2022.0,MD-2022-Congressional-district-data.zip,True,58.95,-6.300000000000011,6.300000000000011,58.95,41.05,Democratic,Republican,-5.885060651042842,53.06493934895716,46.93506065104284,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
ME-1,ME,1,Northeast,Urban,2020 Census,available,681179.0,557050.0,89.44741396901549,3.063511940326992,2.204413230589904,2.3889462241202386,1.9541119147830452,0.1174434326366491,91.024145049816,2.3496993088591687,1.824970828471412,2.0603177452652366,1.8010950543039224,0.1034018490261197,22.799999999999997,21.8,13.62834460452808,56.81417230226404,2022.0,ME-2022-Congressional-district-data.zip,True,22.299999999999997,-0.9999999999999964,0.9999999999999964,22.299999999999997,77.7,Democratic,Republican,-8.671655395471918,13.62834460452808,86.37165539547192,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
ME-2,ME,2,Northeast,Rural,2020 Census,available,681180.0,553035.0,90.86687806453509,2.26606770603952,1.701899644734138,1.3505974925863942,2.9641210840012917,0.1202325376552453,92.30048731092968,1.6040576093737289,1.35434466173027,1.1814803764680355,2.671078683989259,0.1034292585460233,-6.100000000000001,-9.5,-12.601289300248496,43.69935534987575,2022.0,ME-2022-Congressional-district-data.zip,True,-7.800000000000001,-3.3999999999999986,3.3999999999999986,7.800000000000001,92.2,Republican,Republican,-4.801289300248495,12.601289300248496,87.3987106997515,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-1,MI,1,Midwest,Rural,2020 Census,available,775375.0,633080.0,89.44523617604385,1.5587296469450267,2.043785265194261,0.9904884733193616,5.202385942285991,0.1416088989198775,90.86008087445504,1.3465912680861818,1.6198584697036709,0.8507613571744487,4.469893220446073,0.1070954697668541,-19.800000000000004,-21.2,-18.0648370866905,40.96758145665475,2022.0,MI-2022-Congressional-district-data.zip,True,-20.5,-1.399999999999995,1.399999999999995,20.5,79.5,Republican,Republican,2.435162913309501,18.0648370866905,81.9351629133095,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-2,MI,2,Midwest,Rural,2020 Census,available,774997.0,606868.0,87.81982381867284,2.941172675507131,4.652921237114466,0.99651998652898,2.8851724587320984,0.1041294353397497,89.16749606174655,2.7473849337912033,3.8153272210760822,0.8504320544171056,2.63187381770006,0.0790946301337358,-28.200000000000003,-29.9,-25.30838699707883,37.345806501460586,2022.0,MI-2022-Congressional-district-data.zip,True,-29.05,-1.6999999999999957,1.6999999999999957,29.05,70.95,Republican,Republican,3.74161300292117,25.30838699707883,74.69161300292117,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-3,MI,3,Midwest,Suburban,2020 Census,available,775414.0,597448.0,70.14923640790597,13.577263242603308,10.673008225283526,3.856004663315338,2.3178585890891834,0.1370880587660269,73.99740228438291,11.71850939328611,8.81080863941297,3.50574443298831,2.1116482103881844,0.1134826796641716,8.5,7.8,3.750343451287762,51.87517172564388,2022.0,MI-2022-Congressional-district-data.zip,True,8.15,-0.7000000000000002,0.7000000000000002,8.15,91.85,Democratic,Republican,-4.3996565487122385,3.750343451287762,96.24965654871224,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-4,MI,4,Midwest,Mixed,2020 Census,available,774600.0,593972.0,75.0888200361477,10.596436870642911,8.561063774851537,3.2587141750580946,2.5453137103020915,0.124838626387813,78.41649101304439,8.98139979662341,7.047638609227371,2.94508832066158,2.3378206380098727,0.1080859030392005,-4.0,-5.7,-6.899500245544097,46.55024987722795,2022.0,MI-2022-Congressional-district-data.zip,True,-4.85,-1.7000000000000002,1.7000000000000002,4.85,95.15,Republican,Republican,-2.049500245544097,6.899500245544097,93.10049975445591,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-5,MI,5,Midwest,Mixed,2020 Census,available,774544.0,606306.0,84.50094507219733,5.7386023260137575,5.179951042161582,1.3781011795327316,2.693326654134562,0.09140862236361,86.6141849165273,4.876250606129578,4.127453793958826,1.2135786220159457,2.485048803739366,0.0781783455878714,-24.1,-27.1,-22.207289113763935,38.89635544311803,2022.0,MI-2022-Congressional-district-data.zip,True,-25.6,-3.0,3.0,25.6,74.4,Republican,Republican,3.392710886236067,22.207289113763935,77.79271088623607,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-6,MI,6,Midwest,Mixed,2020 Census,available,775273.0,619426.0,69.14777117221934,11.819707380496936,4.956060639284484,11.87478475324176,1.9130035484274572,0.1313085842019521,71.50620090212551,10.83519258151902,4.336918372816124,11.11077029378812,1.7992463990856051,0.1178510427395685,26.700000000000003,23.2,25.4836595868611,62.74182979343055,2022.0,MI-2022-Congressional-district-data.zip,True,24.950000000000003,-3.5000000000000036,3.5000000000000036,24.950000000000003,75.05,Democratic,Republican,0.5336595868610985,25.4836595868611,74.51634041313889,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-7,MI,7,Midwest,Suburban,2020 Census,available,775238.0,611160.0,79.90320391931252,7.881192614397127,5.663164086383794,4.020958724933505,2.3459892316940087,0.1323464536052154,82.03269193010014,6.796747169317364,4.769127560704234,3.764644283002814,2.18535244453171,0.1181360036651613,0.8999999999999986,-1.3,1.472129002749605,50.736064501374806,2022.0,MI-2022-Congressional-district-data.zip,True,-0.20000000000000073,-2.1999999999999984,2.1999999999999984,1.0999999999999992,98.9,Republican,Republican,1.6721290027496059,1.472129002749605,98.52787099725039,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-8,MI,8,Midwest,Suburban,2020 Census,available,775229.0,606390.0,73.40231080106652,17.08269427485298,5.352611937891901,1.6215853638086295,2.4486958047235077,0.1026793373312917,76.23163310740613,15.152294727815432,4.440376655287851,1.4850178927752766,2.31187849403849,0.0814657233793433,2.0999999999999943,-2.0,4.929877819313079,52.46493890965654,2022.0,MI-2022-Congressional-district-data.zip,True,0.04999999999999716,-4.099999999999994,4.099999999999994,2.049999999999997,97.95,Democratic,Republican,4.879877819313082,4.929877819313079,95.07012218068692,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-9,MI,9,Midwest,Rural,2020 Census,available,774962.0,606770.0,87.93721498602513,3.2848062227567287,3.856963309168707,1.950160136884131,2.209527692970752,0.0743262250278078,89.59325609374227,2.727557394070241,3.142541654992831,1.6605962720635496,2.0297641610494916,0.0604842032401074,-29.4,-32.3,-26.789432982207945,36.60528350889603,2022.0,MI-2022-Congressional-district-data.zip,True,-30.849999999999998,-2.8999999999999986,2.8999999999999986,30.849999999999998,69.15,Republican,Republican,4.060567017792053,26.789432982207945,73.21056701779206,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-10,MI,10,Midwest,Mixed,2020 Census,available,775218.0,620272.0,72.75347063664672,14.972046572706,3.0258585326966094,7.056982681000699,1.787239202392101,0.0986819191504841,75.72693914927645,13.089580055201589,2.5550081254675368,6.456361080300256,1.6642698687027626,0.0852851652178399,-1.0,-6.5,1.6447284308739591,50.82236421543698,2022.0,MI-2022-Congressional-district-data.zip,True,-3.75,-5.5,5.5,3.75,96.25,Republican,Republican,5.394728430873959,1.6447284308739591,98.35527156912605,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-11,MI,11,Midwest,Mixed,2020 Census,available,775568.0,624065.0,68.30000722051452,14.6674437315619,5.329513337321808,9.834985455820766,1.6497586285148431,0.0887091783054483,70.86329148406016,13.614607452749311,4.465239999038562,9.129818208039229,1.5296483539374903,0.0814017770584794,19.9,16.1,18.79402764371239,59.3970138218562,2022.0,MI-2022-Congressional-district-data.zip,True,18.0,-3.799999999999997,3.799999999999997,18.0,82.0,Democratic,Republican,0.7940276437123899,18.79402764371239,81.20597235628762,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-12,MI,12,Midwest,Urban,2020 Census,available,775247.0,596111.0,45.95283825671044,46.88015561492015,3.257413443715358,2.654379829912273,1.631867004967449,0.0941635375564175,47.45995292822981,45.699374780871345,2.8539986680333027,2.611929657396022,1.5923208932564572,0.0845480120313163,48.5,37.7,50.56591477772245,75.28295738886122,2022.0,MI-2022-Congressional-district-data.zip,True,43.1,-10.799999999999997,10.799999999999997,43.1,56.9,Democratic,Republican,7.465914777722446,50.56591477772245,49.43408522227755,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MI-13,MI,13,Midwest,Urban,2020 Census,available,775666.0,592734.0,36.79844159728543,48.159388190277774,10.257636663202977,3.639324142092086,2.1639468534137114,0.1305974478706041,39.54725053734053,46.85457557690296,8.769194950854851,3.474070999807671,2.0979056372673073,0.1175906899216174,49.6,41.4,52.73342855631381,76.3667142781569,2022.0,MI-2022-Congressional-district-data.zip,True,45.5,-8.200000000000003,8.200000000000003,45.5,54.5,Democratic,Republican,7.233428556313811,52.73342855631381,47.26657144368619,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-1,MN,1,Midwest,Rural,2020 Census,available,713311.0,549351.0,82.41608498957677,4.878797607214805,7.166719705710412,3.623244279143319,1.613041155961425,0.1791644878601339,85.56933545219722,3.659773077686215,5.694901802308542,3.2157946376724533,1.4256823051200416,0.1496311101645396,-9.199999999999996,-12.0,-4.8887893018638335,47.55560534906808,2022.0,MN-2022-Congressional-district-data.zip,True,-10.599999999999998,-2.8000000000000043,2.8000000000000043,10.599999999999998,89.4,Republican,Republican,5.711210698136164,4.8887893018638335,95.11121069813616,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-2,MN,2,Midwest,Suburban,2020 Census,available,713312.0,535271.0,75.28052240814678,7.964677448297519,7.588684895249203,6.851419855547082,2.012022789466601,0.1657058902696155,79.02034670288508,6.138946440214396,6.357714129851981,6.17817890377024,1.7620980774224646,0.1429182600962876,7.199999999999996,5.8,6.242836624254646,53.121418312127325,2022.0,MN-2022-Congressional-district-data.zip,True,6.499999999999998,-1.399999999999996,1.399999999999996,6.499999999999998,93.5,Democratic,Republican,-0.2571633757453524,6.242836624254646,93.75716337574535,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-3,MN,3,Midwest,Suburban,2020 Census,available,713311.0,549165.0,71.37966469043657,11.31736367447018,5.245117487323201,10.142560538110306,1.7212688434637906,0.1357051832931217,75.75373521619186,9.078874290969017,4.332213451330657,8.88130161244799,1.5305054036582812,0.1161763768630557,20.9,21.3,16.99830634557687,58.49915317278844,2022.0,MN-2022-Congressional-district-data.zip,True,21.1,0.40000000000000213,0.40000000000000213,21.1,78.9,Democratic,Stable,-4.10169365442313,16.99830634557687,83.00169365442312,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-4,MN,4,Midwest,Urban,2020 Census,available,713312.0,549351.0,62.22564600062805,13.45596316899197,7.393679063299089,15.163210488537976,2.312171952806066,0.1858934098963707,67.88974626422815,11.038297918816932,6.238634315765331,12.799831073393875,2.070261089904269,0.1625554517967565,37.49999999999999,35.7,37.22246748293436,68.61123374146717,2022.0,MN-2022-Congressional-district-data.zip,True,36.599999999999994,-1.79999999999999,1.79999999999999,36.599999999999994,63.400000000000006,Democratic,Republican,0.6224674829343684,37.22246748293436,62.77753251706564,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-5,MN,5,Midwest,Urban,2020 Census,available,713312.0,571885.0,59.93940940289803,20.034571127360817,10.14661186128931,7.591208335202548,3.161029114889417,0.1750986945403974,65.3848238719323,16.545459314372646,8.554517079482762,7.1122690750762825,2.803710536209203,0.1584234592619145,62.9,61.9,62.68848213760226,81.34424106880113,2022.0,MN-2022-Congressional-district-data.zip,True,62.4,-1.0,1.0,62.4,37.6,Democratic,Republican,0.2884821376022586,62.68848213760226,37.31151786239774,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-6,MN,6,Midwest,Exurban,2020 Census,available,713312.0,528178.0,84.05312121484008,5.78891144408057,3.7135222735633215,4.006241308151272,1.796549055672693,0.1285552465120452,86.80861376278452,4.327329044375191,3.040641601884213,3.493708560371693,1.6064660019917527,0.1128407468694265,-17.6,-19.7,-16.821085828511816,41.589457085744094,2022.0,MN-2022-Congressional-district-data.zip,True,-18.65,-2.099999999999998,2.099999999999998,18.65,81.35,Republican,Republican,1.828914171488183,16.821085828511816,83.17891417148819,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-7,MN,7,Midwest,Rural,2020 Census,available,713312.0,544716.0,88.11053227760083,2.2967509308689604,5.290532053295052,1.343591584047373,2.5824604100309543,0.2122493382979678,90.64026024570602,1.6223132788462244,4.053488423325183,1.1003899279624612,2.087693403535053,0.1633878938749733,-33.199999999999996,-36.5,-26.395823737141104,36.80208813142945,2022.0,MN-2022-Congressional-district-data.zip,True,-34.849999999999994,-3.3000000000000043,3.3000000000000043,34.849999999999994,65.15,Republican,Republican,8.45417626285889,26.395823737141104,73.6041762628589,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MN-8,MN,8,Midwest,Rural,2020 Census,available,713312.0,561116.0,86.97049818312324,2.065856175137948,1.9108048091157863,1.4254631914225473,6.902729801265084,0.133602126418734,89.26425195503248,1.6057285837509534,1.4838286557503262,1.173554131409548,5.598485874578518,0.1035436522929305,-11.200000000000005,-14.3,-5.287156722940337,47.35642163852983,2022.0,MN-2022-Congressional-district-data.zip,True,-12.750000000000004,-3.099999999999996,3.099999999999996,12.750000000000004,87.25,Republican,Republican,7.462843277059666,5.287156722940337,94.71284327705966,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-1,MO,1,Midwest,Urban,2020 Census,available,769364.0,609962.0,41.43292381759479,48.483032738729655,4.507359325364847,4.113527537030587,1.830213007107169,0.115290031766498,45.22216138054502,45.01296802095868,3.9590990914188096,4.186326361314311,1.793226463287877,0.109023185050872,58.8,57.5,58.5050849572614,79.2525424786307,2026.0,MO-2026-Congressional-district-data.zip,True,58.15,-1.2999999999999972,1.2999999999999972,58.15,41.85,Democratic,Republican,0.3550849572614041,58.5050849572614,41.4949150427386,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-2,MO,2,Midwest,Rural,2020 Census,available,769364.0,603006.0,84.27675326633427,4.114697334421678,2.8909592858516904,5.798425712666567,2.132800598936264,0.1082712474199468,85.9956617347091,3.5352882060875017,2.4212031057734085,5.20956673731273,2.008106055329466,0.0895513477477836,-11.1,-11.3,-12.623754851392844,43.68812257430358,2026.0,MO-2026-Congressional-district-data.zip,True,-11.2,-0.20000000000000107,0.20000000000000107,11.2,88.8,Republican,Stable,-1.4237548513928449,12.623754851392844,87.37624514860715,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-3,MO,3,Midwest,Rural,2020 Census,available,769364.0,594774.0,82.40819690029687,7.37778216812848,3.7381525519779975,3.3393816191035715,2.500896844666504,0.1575327153337042,84.38146253871219,6.318030041662884,3.1623776426003825,3.0562869257903,2.36947142948414,0.1345048707576323,-18.40000000000001,-19.9,-18.02795719440407,40.98602140279797,2026.0,MO-2026-Congressional-district-data.zip,True,-19.150000000000006,-1.4999999999999893,1.4999999999999893,19.150000000000006,80.85,Republican,Republican,1.1220428055959353,18.02795719440407,81.97204280559593,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-4,MO,4,Midwest,Rural,2020 Census,available,769364.0,599570.0,79.78915051913009,8.633364701233747,5.547569161021311,2.3810576008235373,3.3071472021045953,0.3133757233247201,81.72123355071135,7.644812115349334,4.778591323782043,2.224927864969895,3.1118968594159147,0.2413396267324916,-18.799999999999997,-21.0,-19.014086518821543,40.49295674058923,2026.0,MO-2026-Congressional-district-data.zip,True,-19.9,-2.200000000000003,2.200000000000003,19.9,80.1,Republican,Republican,0.8859134811784557,19.014086518821543,80.98591348117846,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-5,MO,5,Midwest,Rural,2020 Census,available,769364.0,588634.0,66.99039726319401,19.51261041587597,8.457505160106269,1.76106498354485,3.2517767922595806,0.5052224954637857,69.92664372088598,17.96974011015334,7.032893105053395,1.612547015632804,3.1573099752987424,0.430827984791908,-14.200000000000005,-18.3,-11.57027187998004,44.21486406000998,2026.0,MO-2026-Congressional-district-data.zip,True,-16.250000000000004,-4.099999999999996,4.099999999999996,16.250000000000004,83.75,Republican,Republican,4.679728120019963,11.57027187998004,88.42972812001996,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-6,MO,6,Midwest,Rural,2020 Census,available,769364.0,588867.0,81.67850328323135,6.7807955662079324,5.721349062342402,2.5223431301698547,2.8439074352322176,0.4621999469691849,83.87819320831359,5.671059848828343,4.837255271563867,2.273178833250972,2.7240446484520273,0.3538999468470809,-24.799999999999997,-26.6,-24.072481978705113,37.96375901064744,2026.0,MO-2026-Congressional-district-data.zip,True,-25.7,-1.8000000000000043,1.8000000000000043,25.7,74.3,Republican,Republican,1.627518021294886,24.072481978705113,75.92751802129489,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-7,MO,7,Midwest,Rural,2020 Census,available,769365.0,594947.0,82.78918328751632,3.335218004458222,6.109063968337525,2.1552839029589337,4.836456038421296,0.5417454654162849,85.02169100777044,2.637882029827867,4.962963087468295,1.9129435058921216,4.5646082760313105,0.4472667313222858,-41.4,-42.6,-42.40289489206808,28.79855255396596,2026.0,MO-2026-Congressional-district-data.zip,True,-42.0,-1.2000000000000028,1.2000000000000028,42.0,58.0,Republican,Republican,-0.40289489206808327,42.40289489206808,57.59710510793192,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MO-8,MO,8,Midwest,Rural,2020 Census,available,769364.0,595852.0,86.83769971041016,5.565506054351387,2.420050847193266,1.2385554821904845,3.1392162877389636,0.1190593789155718,88.2791364298517,4.707209172747595,1.9390721185797817,1.13769862314803,3.0494149553916072,0.0995213576525714,-51.3,-53.8,-47.18814907708587,26.405925461457063,2026.0,MO-2026-Congressional-district-data.zip,True,-52.55,-2.5,2.5,52.55,47.45,Republican,Republican,5.36185092291413,47.18814907708587,52.81185092291413,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MS-1,MS,1,Deep South,Rural,2020 Census,available,740319.0,570086.0,64.65672230484427,28.57970685609852,3.8302407475696287,1.3498235220222634,1.59093579929733,0.0960396801919172,66.93656746525963,27.051707987917613,3.113039085330985,1.2591082748918585,1.5616942005241314,0.0834961742614272,-31.699999999999996,-37.0,-29.180385288966725,35.40980735551664,2022.0,MS-2022-Congressional-district-data.zip,True,-34.349999999999994,-5.300000000000004,5.300000000000004,34.349999999999994,65.65,Republican,Republican,5.169614711033269,29.180385288966725,70.81961471103327,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MS-2,MS,2,Deep South,Rural,2020 Census,available,740319.0,571715.0,31.76846737690104,64.53177616676055,2.285906480854875,0.7815549783269105,1.1258660118138262,0.0737519906959027,34.34543435103154,62.14512475621595,2.0870538642505445,0.7592944036801553,1.0664404467260786,0.0615691384693422,26.1,20.4,28.544400013219207,64.27220000660961,2022.0,MS-2022-Congressional-district-data.zip,True,23.25,-5.700000000000003,5.700000000000003,23.25,76.75,Democratic,Republican,5.294400013219207,28.544400013219207,71.4555999867808,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MS-3,MS,3,Deep South,Rural,2020 Census,available,740320.0,568068.0,59.27706937540523,34.18710827750162,2.8324238167279017,1.5558137021828398,2.275367408688135,0.0836124918953965,61.62484068808664,32.54909623495779,2.378588478844082,1.4676059908320835,2.0245815641789364,0.0760472337818711,-24.299999999999997,-29.2,-22.568711224606723,38.71564438769664,2022.0,MS-2022-Congressional-district-data.zip,True,-26.75,-4.900000000000002,4.900000000000002,26.75,73.25,Republican,Republican,4.181288775393277,22.568711224606723,77.43128877539328,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MS-4,MS,4,Deep South,Rural,2020 Census,available,740321.0,567730.0,65.69893330055476,24.47546402168789,5.264202960607628,2.3819397261458204,2.2653686711575114,0.1835690193848344,68.24124143518927,22.663590086837058,4.482060134218731,2.265337396297536,2.21584203758829,0.1680376235182216,-37.900000000000006,-42.5,-35.76400922891065,32.117995385544674,2022.0,MS-2022-Congressional-district-data.zip,True,-40.2,-4.599999999999994,4.599999999999994,40.2,59.8,Republican,Republican,4.435990771089351,35.76400922891065,64.23599077108935,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MT-1,MT,1,Mountain West,Rural,2020 Census,available,542112.0,432021.0,84.81937311846998,0.9444542825098872,4.091589929756212,1.66349389056136,7.513023139129921,0.2593560002361135,86.73513556053989,0.7196409433800671,3.572974461889584,1.460114207411214,6.458019401834633,0.2203596584425294,-7.200000000000003,-11.5,-3.8725733505031186,48.06371332474844,2022.0,MT-2022-Congressional-district-data.zip,True,-9.350000000000001,-4.299999999999997,4.299999999999997,9.350000000000001,90.65,Republican,Republican,5.477426649496882,3.8725733505031186,96.12742664949688,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
MT-2,MT,2,Mountain West,Rural,2020 Census,available,542113.0,418102.0,81.44095419220716,1.4050576171388622,4.245978237009627,1.4519113173821694,11.039949235675955,0.3126654406000225,84.3906510851419,1.0363499815834414,3.461356319749726,1.254956924386872,9.14465848046649,0.2430029035976867,-26.90000000000001,-29.5,-22.54490757053927,38.72754621473037,2022.0,MT-2022-Congressional-district-data.zip,True,-28.200000000000003,-2.5999999999999908,2.5999999999999908,28.200000000000003,71.8,Republican,Republican,5.655092429460733,22.54490757053927,77.45509242946073,1.0,foundation_existing_validated_sources,mean of 2020 and 2024 Democratic presidential margins,Dave's Redistricting district-data export,"Foundation profile includes DRA demographics, DRA composite election margin, and presidential results."
