race_id,state,district,dra_map_year,dra_population_dataset,dra_source_zip,total_population,white_population,hispanic_population,black_population,asian_population,native_population,pacific_population,voting_age_population,white_vap,hispanic_vap,black_vap,asian_vap,native_vap,pacific_vap,dra_composite_total_votes,dra_composite_dem_votes,dra_composite_rep_votes,white_population_share,hispanic_population_share,black_population_share,asian_population_share,native_population_share,pacific_population_share,white_vap_share,hispanic_vap_share,black_vap_share,asian_vap_share,native_vap_share,pacific_vap_share,dra_composite_dem_two_party_share,dra_composite_margin_dem
FL-23,FL,23,2026,2020 Census,FL-2026-Congressional-district-data.zip,769221,326237,219030,199453,23725,14114,1330,620743,295326,160750,143614,18423,10165,1046,298464,190386,104012,42.41134862412753,28.474261623122615,25.929219301085123,3.084289170472465,1.834843302509942,0.1729021958578874,47.57621108896919,25.896385460649576,23.135822715681048,2.9678949259194223,1.6375537058009515,0.16850773991813037,64.6695969401966,29.33919388039321
FL-24,FL,24,2026,2020 Census,FL-2026-Congressional-district-data.zip,769221,83808,309212,380203,16125,8601,1084,605907,70260,247952,289130,12951,6725,894,261333,215283,42896,10.895178368765283,40.198070515495544,49.42701772312508,2.0962766227131087,1.1181442004313455,0.14092178970672928,11.595838965385777,40.92245179540755,47.718544265043974,2.13745673841035,1.109906305753193,0.1475473958874877,83.38517075362442,66.77034150724884
FL-25,FL,25,2026,2020 Census,FL-2026-Congressional-district-data.zip,769221,440052,220469,62078,26106,7982,1085,648772,382680,179993,48108,20789,6342,814,327011,175306,147140,57.20748653507899,28.661333998941785,8.07024249207965,3.3938231015533895,1.0376731784493662,0.14105179135775026,58.985282965356085,27.74364491685831,7.415239868551664,3.2043614705936756,0.9775391046469329,0.12546780687205983,54.36755301662914,8.735106033258281
FL-26,FL,26,2026,2020 Census,FL-2026-Congressional-district-data.zip,769221,101954,560623,85412,31589,6097,808,615491,77152,457140,65611,23908,4673,606,268008,143498,120900,13.254188328191768,72.88191560032813,11.103701017002916,4.106622154101357,0.7926200662748417,0.10504133402494212,12.535033006169058,74.27241015709409,10.659944662066545,3.884378488068875,0.7592312478980197,0.09845797907686708,54.27348164509565,8.546963290191302
FL-27,FL,27,2026,2020 Census,FL-2026-Congressional-district-data.zip,769221,131486,566995,55487,20496,6829,717,636033,106773,472417,44889,16686,5465,581,288359,150812,133328,17.093397086142993,73.71028612063373,7.2134016102004495,2.6645138393257595,0.8877812748221903,0.09321118378203404,16.78733650612468,74.27554859574896,7.057652668965289,2.623448783317847,0.8592321467596807,0.09134746153108408,53.07665235447315,6.153304708946294
FL-28,FL,28,2026,2020 Census,FL-2026-Congressional-district-data.zip,769221,116599,558804,86401,17258,9046,785,609100,93344,446174,62909,13562,6966,584,264414,134417,125819,15.158062507393844,72.64544259712099,11.232272649862653,2.243568493319865,1.1759949351356762,0.10205129605145985,15.324905598423904,73.25135445739616,10.3281891315055,2.22656378263011,1.1436545723198162,0.09587916598259727,51.651962065202355,3.3039241304047096
GA-1,GA,1,2024,2020 Census,GA-2024-Congressional-district-data.zip,765137,440636,59328,230783,23547,15972,2682,589266,355947,39938,166025,17615,11791,1718,284485,116585,163321,57.589163770671135,7.7539055097322445,30.1623108018564,3.077488083833353,2.087469302883013,0.3505254614533084,60.40514809950005,6.777584316760173,28.174881971808997,2.9893121272905616,2.0009639110350843,0.291549147583604,41.65148299786357,-16.69703400427286
GA-2,GA,2,2024,2020 Census,GA-2024-Congressional-district-data.zip,765137,305611,45499,393195,15236,12189,1946,587555,251047,30074,289612,11125,9075,1286,280872,150513,127414,39.94199731551343,5.946516767585413,51.388836247626244,1.9912773790837457,1.5930480423767246,0.25433353765404104,42.72740424300704,5.1184995447234725,49.29104509365081,1.893439763086009,1.5445362561802725,0.2188731267711108,54.15558761833143,8.311175236662864
GA-3,GA,3,2024,2020 Census,GA-2024-Congressional-district-data.zip,765136,492494,48285,188947,21220,16477,1082,586319,391849,31274,136708,14933,12255,694,329845,105815,218414,64.36685765667802,6.310642813826561,24.694564103636477,2.7733631668095606,2.153473369440204,0.14141276844900777,66.8320487652626,5.33395642986156,23.316317567740427,2.5469070591265166,2.0901591113370026,0.11836559961386207,32.635883896875356,-34.72823220624929
GA-4,GA,4,2024,2020 Census,GA-2024-Congressional-district-data.zip,765137,150803,147267,387919,80931,15332,1192,582946,126798,99121,294887,62023,11085,846,277162,212089,60377,19.709280821604498,19.247141361612364,50.69928653299997,10.577321447008837,2.0038241517532156,0.15578909397924817,21.751242825235956,17.00346172715826,50.58564601180898,10.639578966147807,1.9015483423850579,0.14512493438500307,77.84053790197676,55.68107580395352
GA-5,GA,5,2024,2020 Census,GA-2024-Congressional-district-data.zip,765137,237353,75635,403564,47347,12196,1048,613735,206531,52720,313396,38832,9366,827,306361,257005,43845,31.02098055642323,9.885157821409761,52.7440183914776,6.188042141472703,1.593962911217207,0.13696893497504367,33.65149453754471,8.590026640162286,51.06373271851858,6.3271607452727965,1.5260658101623665,0.1347487107627885,85.42629217217883,70.85258434435765
GA-6,GA,6,2024,2020 Census,GA-2024-Congressional-district-data.zip,765136,227858,94388,409519,32152,12827,1129,593690,194739,63188,307240,25562,9671,779,317075,224991,86624,29.780065243303152,12.33610756780494,53.52238033499927,4.2021287718784635,1.676433993433847,0.14755546726333618,32.80146204248008,10.64326500362142,51.75091377655005,4.305614040997827,1.6289646111607068,0.131213259445165,72.2015949168044,44.40318983360878
GA-7,GA,7,2024,2020 Census,GA-2024-Congressional-district-data.zip,765137,487523,78323,71376,112943,14371,1045,579339,386820,52419,51721,76658,10367,730,340275,119111,213163,63.7170859597693,10.23646745615491,9.328525479750684,14.761147350082403,1.8782257295098785,0.13657684832912276,66.76919730934738,9.048070300808336,8.927588165133022,13.231976442117654,1.789453152644652,0.12600567198134427,35.84722247301926,-28.30555505396149
GA-8,GA,8,2024,2020 Census,GA-2024-Congressional-district-data.zip,765136,443123,54850,241628,16478,12877,1268,585857,354572,35732,175967,11877,9554,841,287451,96999,187009,57.91427929152464,7.168660212040735,31.57974530018193,2.1536040651596577,1.6829687794065369,0.1657221722674139,60.521936240413616,6.099099268251467,30.03582785560299,2.0272865221376546,1.63077337985208,0.14355038857605185,34.15361539111574,-31.692769217768515
GA-9,GA,9,2024,2020 Census,GA-2024-Congressional-district-data.zip,765135,466010,123476,105451,58278,18450,1056,582752,375905,79950,73716,42974,13488,690,302757,91335,205399,60.905591823665105,16.137805746698294,13.782012324622452,7.6166950930228,2.4113391754396285,0.13801486012272343,64.50514112349678,13.719386634451705,12.64963483608808,7.3743204656526276,2.314535171050464,0.11840371204217232,30.780092608194543,-38.43981478361091
GA-10,GA,10,2024,2020 Census,GA-2024-Congressional-district-data.zip,765137,478059,58198,193877,22496,15079,1137,590322,385356,38081,139872,16437,11395,724,319848,116456,197954,62.48018328743741,7.606219539768695,25.338860883737162,2.940127062212388,1.9707581779472172,0.14860083880403116,65.27894945470439,6.45088612655466,23.69418724018417,2.7844125748320407,1.93030244510623,0.12264492937752616,37.039534365955284,-25.920931268089436
GA-11,GA,11,2024,2020 Census,GA-2024-Congressional-district-data.zip,765135,510228,92947,103505,39460,18779,1026,589100,408681,61477,75588,27956,13911,728,331998,114355,209251,66.68470269952361,12.14779091271475,13.527678122161449,5.157259829964647,2.4543381233377115,0.13409398341469153,69.37379052792396,10.435749448310983,12.831098285520286,4.745544050246139,2.3613987438465456,0.12357833984043456,35.33772550570756,-29.324548988584883
GA-12,GA,12,2024,2020 Census,GA-2024-Congressional-district-data.zip,765136,398843,43065,294961,20401,13325,2033,588119,321394,28628,215958,15023,9842,1312,295121,124970,166138,52.127072834110535,5.6284111582777445,38.55014010581125,2.6663233725769016,1.7415204617218376,0.26570439764956816,54.64778386687048,4.867722348708339,36.72011956763852,2.5544150078470516,1.6734708451860933,0.2230841037273069,42.92908473831018,-14.141830523379639
GA-13,GA,13,2024,2020 Census,GA-2024-Congressional-district-data.zip,765136,188099,110825,407986,59021,14673,1321,572137,159219,72417,294376,44296,10588,896,306928,204672,97297,24.583734133539657,14.484353108466992,53.3220237970766,7.71379205788252,1.9176982915455554,0.17264904539846512,27.82882421517923,12.657283133235572,51.45201236766719,7.742201605559508,1.8506057115690822,0.1566058479000659,67.77914289215119,35.55828578430236
GA-14,GA,14,2024,2020 Census,GA-2024-Congressional-district-data.zip,765136,535516,91371,105435,16134,21494,1055,579137,423475,57899,72920,11273,15497,657,297336,83412,208010,69.98964889901926,11.941798582212835,13.77990318061103,2.108644737667552,2.809173793939901,0.13788398402375526,73.12173112752251,9.997461740486274,12.591148553796424,1.9465169726679525,2.675878073754569,0.11344465989912576,28.62241011316922,-42.75517977366156
HI-1,HI,1,2022,2020 Census,HI-2022-Congressional-district-data.zip,726395,107302,56401,26105,495204,16141,153851,585659,94213,38697,18240,398963,10962,104993,208445,138600,63745,14.77185277982365,7.764508290943633,3.5937747368855786,68.17282607947466,2.222069259837967,21.1800742020526,16.08666476567422,6.60742855484164,3.1144403142442956,68.12206420459687,1.8717376493830027,17.92732631104448,68.4968741505844,36.99374830116879
HI-2,HI,2,2022,2020 Census,HI-2022-Congressional-district-data.zip,728876,207063,82522,20678,328939,25387,240251,570246,181411,54410,13744,247592,17167,159458,222658,145579,68446,28.408535882646706,11.321816056503438,2.836970897656117,45.12962424335552,3.4830341512136496,32.96184810585065,31.81276150994483,9.54149612623324,2.4101878838255772,43.4184544915703,3.0104551369058266,27.963019468790662,68.01962387571545,36.039247751430906
IA-1,IA,1,2022,2020 Census,IA-2022-Congressional-district-data.zip,797584,665052,44931,48473,22864,13767,1222,618402,530702,28937,29258,16682,9848,807,382321,178512,191297,83.38331761921002,5.633387831250376,6.077478986539349,2.866657305061285,1.7260877851110352,0.1532127023611306,85.81828648678368,4.6793186309229275,4.731226613109272,2.6975980025937822,1.5924916154863664,0.13049763745912854,48.27140496851077,-3.4571900629784564
IA-2,IA,2,2022,2020 Census,IA-2022-Congressional-district-data.zip,797589,685368,29975,49037,16298,13119,3145,617226,545476,18656,29445,11217,9006,1906,394061,178432,202647,85.92997145146184,3.7582012791049024,6.148153999114832,2.043408321829915,1.6448321127798904,0.3943133618944093,88.3754086833672,3.0225557575345174,4.770537858094118,1.8173246104344276,1.4591089811511504,0.30880099023696345,46.822837259465885,-6.35432548106823
IA-3,IA,3,2022,2020 Census,IA-2022-Congressional-district-data.zip,797551,628821,64482,51400,37396,13449,1955,600958,493314,39637,30959,25010,9498,1151,372640,175108,185603,78.84398615260967,8.085000206883322,6.444728926426022,4.688853753553064,1.6862871465273068,0.24512539010044498,82.08793293374912,6.595635635102619,5.151607932667508,4.161688504021912,1.5804765058456665,0.19152752771408318,48.5452342734211,-2.909531453157791
IA-4,IA,4,2022,2020 Census,IA-2022-Congressional-district-data.zip,797645,658960,76598,24078,20303,15623,3751,613517,524277,46874,14474,15041,10365,2764,371066,129698,229788,82.61319258567408,9.60301888684816,3.0186361100489565,2.5453679268346194,1.9586407487039974,0.47025932589059044,85.45435578802217,7.6402120886625795,2.359184831064176,2.451602808072148,1.6894397384261561,0.4505172635803083,36.0787346377884,-27.842530724423206
ID-1,ID,1,2022,2020 Census,ID-2022-Congressional-district-data.zip,919553,735930,108783,11407,21566,35261,4623,692128,572254,68233,6356,14311,24703,2781,361173,104984,242354,80.03127606565364,11.829986961056079,1.2404940226392607,2.3452699300638464,3.834580497263344,0.5027442681389762,82.68037126080725,9.858436589763743,0.9183272458273614,2.067681122566924,3.569137500577928,0.40180429053585465,30.225313671409406,-39.54937265718119
ID-2,ID,2,2022,2020 Census,ID-2022-Congressional-district-data.zip,919553,714593,130624,16238,25947,30291,4670,684272,549212,83467,9691,18051,20822,2945,349461,125093,206911,77.71090953974377,14.205162725802646,1.7658579766473492,2.821697063682028,3.294100503179262,0.5078554471574775,80.26223490074122,12.197927140084644,1.4162496784904248,2.637986064021325,3.0429419879813877,0.4303844085392943,37.678160504090314,-24.643678991819375
IL-1,IL,1,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,271776,69410,390300,19761,11292,736,589021,217813,46406,306380,15438,8185,528,336031,234119,85107,36.060009791993124,9.209515482096442,51.786109964878854,2.621945475316349,1.4982545573236281,0.09765456554996371,36.97881739360736,7.878496691968538,52.015123399675055,2.62095918481684,1.389593919401855,0.08964026749470733,73.33957760332805,46.6791552066561
IL-2,IL,2,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,251234,115115,374697,10218,14600,840,580993,210713,77611,280964,7783,10704,615,304273,207370,83285,33.33443902361356,15.273784393049011,49.71585971178635,1.3557531940075125,1.9371693709639541,0.1114535802472412,36.2677347231378,13.35833650319367,48.359274552361214,1.3396030589008818,1.8423629888828266,0.10585325468637316,71.34575355662211,42.69150711324422
IL-3,IL,3,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,294530,356863,49086,55607,27342,1369,588880,251848,257871,35538,43017,20324,1026,258170,175294,70541,39.07907498835708,47.349594056870515,6.512869571447716,7.378094329533739,3.627814037047701,0.1816427992362776,42.76728705338949,43.790076076620025,6.034845808993343,7.304883847303356,3.4512973780736314,0.17422904496671648,71.30555047084427,42.611100941688534
IL-4,IL,4,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,176438,500949,43251,34697,36994,907,563323,147658,356197,32793,26345,27272,660,212673,150452,51994,23.410293799598502,66.4673328229467,5.738665237230272,4.6036962783792,4.908468747221953,0.12034333010029495,26.211960101043275,63.23139655224445,5.821349385698791,4.676713004794762,4.841272236354631,0.11716191243744707,74.31710184444246,48.63420368888494
IL-5,IL,5,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,537619,88320,26813,94572,9935,956,618186,453104,65900,20617,72694,7407,730,355241,227585,112661,71.33281233207329,11.718547865995646,3.5576248180586645,12.548080941835826,1.3182039520908824,0.12684478894805068,73.2957394699977,10.66022200438056,3.3350803803386038,11.75924398158483,1.198183071114519,0.11808743646734154,66.88836900360327,33.77673800720655
IL-6,IL,6,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,543039,102698,47441,52603,11028,733,593478,442873,70055,34837,38785,7954,548,348484,179368,152323,72.05195329033525,13.626261647894257,6.294606310130201,6.9795150973162245,1.4632262892459236,0.09725651704908071,74.62332217874967,11.804144382774087,5.8699732761787295,6.535204337818756,1.3402350213487273,0.09233703692470488,54.076836573799106,8.153673147598216
IL-7,IL,7,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,222189,118529,340341,73832,12023,1009,607675,198783,84153,261207,62079,8953,752,294046,242294,38173,29.480666120897943,15.72676358705387,45.157408279674186,9.79623897239799,1.5952457087054535,0.1338769791303171,32.71205825482372,13.848356440531534,42.984654626239355,10.215822602542477,1.4733204426708355,0.12375035997860699,86.38948610709994,72.77897221419988
IL-8,IL,8,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,410205,179147,41348,117924,17357,1050,586513,342671,121507,27923,88874,12304,759,283301,153410,117102,54.42716176823759,23.769731595895855,5.48616980483682,15.64649047270913,2.302975943275435,0.1393169753090515,58.4251329467548,20.716846855909417,4.760849290638059,15.152946311505456,2.097822213659373,0.12940889630749872,56.71097770154374,13.421955403087479
IL-9,IL,9,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,446387,98038,76904,125905,12479,1154,607511,374121,70826,58940,97378,9307,877,335078,224211,98100,59.22789205455388,13.007959643189324,10.203840637302186,16.70543216789155,1.65574908083967,0.15311599000632897,61.582588628024844,11.658389724630501,9.70188194123234,16.02901017430137,1.5319887211918797,0.14435952600035226,69.56355817828123,39.12711635656245
IL-10,IL,10,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,436320,180649,58457,70016,17967,1379,575610,354504,122070,41054,50164,12712,979,313534,175900,124823,57.89217396842414,23.969021212004613,7.756240405372593,9.28992127927481,2.3839124717883124,0.18296962757255428,61.58753322562151,21.20706728514098,7.13225968972047,8.714928510623512,2.20843974218655,0.17008043640659473,58.492366729515204,16.984733459030405
IL-11,IL,11,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,474649,142376,54717,72264,14862,912,574787,382643,94482,37948,51448,10326,612,329510,170742,143082,62.97777429853903,18.890851120572872,7.260006607605114,9.588192289269806,1.9719322733744031,0.12100674426843329,66.57126900921558,16.437741285032544,6.602097820583973,8.95079394627923,1.7964915699206836,0.10647422436485167,54.40692872438054,8.81385744876109
IL-12,IL,12,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,654662,21152,46547,11612,16196,1069,589350,518915,13972,32744,8335,12005,680,343373,106527,223154,86.86240922835644,2.8065072968924354,6.175987856867066,1.5407130640844817,2.1489311734337124,0.14183794914797718,88.04869771782472,2.3707474336133028,5.555951471960634,1.4142699584287775,2.0369899041316706,0.11538135233732078,32.31214416360057,-35.37571167279886
IL-13,IL,13,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,486087,37204,175650,38751,16186,1166,595719,403862,25560,120909,32027,12223,768,328627,175774,137489,64.4954005495723,4.936332142283764,23.305739726699898,5.141592485905766,2.147604345097436,0.154708184009861,67.79404383610394,4.290613527518847,20.296314201830057,5.376192466582399,2.0518063046503467,0.1289198430803785,56.110680163313255,12.221360326626508
IL-14,IL,14,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,443276,172070,83511,46311,17724,804,564317,353681,113236,57426,31975,12358,543,301845,158001,128566,58.8151157591382,22.830735182312846,11.08047611908019,6.144674708130936,2.3516705432167893,0.10667699823664514,62.674170723192816,20.066026719024944,10.176195294488735,5.6661415481015105,2.189903901530523,0.09622251323281064,55.13579721321715,10.271594426434307
IL-15,IL,15,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,676214,21163,29684,8898,14224,928,592293,538096,14321,20045,6073,10541,594,350599,106549,227061,89.72198965869995,2.8079668080623397,3.9385572334036993,1.1806118536189907,1.8872806255199508,0.12312966960647598,90.84963016615087,2.4178911450920406,3.3843047275588263,1.0253371219987404,1.7796934962932198,0.10028820195410042,31.938191301219987,-36.123617397560025
IL-16,IL,16,2022,2020 Census,IL-2022-Congressional-district-data.zip,753677,639296,49584,25596,21798,14715,764,582046,507844,30726,15473,14673,10444,506,352360,126164,208285,84.8236048068337,6.578945622594294,3.3961498095337923,2.892220407415909,1.952427896831136,0.10136968489153841,87.25152307549575,5.278964205578253,2.6583809527082054,2.520934771478543,1.7943598959532407,0.08693470962776138,37.7229413154173,-24.554117369165404
IL-17,IL,17,2022,2020 Census,IL-2022-Congressional-district-data.zip,753676,508830,84143,127870,20719,16061,1066,589767,424419,55419,83583,15101,11919,772,299089,152768,131608,67.51309581305495,11.164346483104145,16.966176447173588,2.7490592774614027,2.131021818394111,0.14144008831381125,71.96384334830535,9.396761772021833,14.172206990218172,2.5605027070012394,2.0209676024599545,0.13089915169889127,53.720426477621174,7.440852955242355
IN-1,IN,1,2022,2020 Census,IN-2022-Congressional-district-data.zip,753947,447626,124734,156823,14905,16961,810,580667,367001,83050,109975,10674,12242,537,307280,173482,125885,59.3710167956103,16.544133738843712,20.800268453883362,1.9769294128101842,2.249627626345088,0.10743460747240854,63.203350629534654,14.302517621976106,18.93942655601231,1.8382308620947978,2.108265150249627,0.092479855063229,57.94960700411201,15.89921400822402
IN-2,IN,2,2022,2020 Census,IN-2022-Congressional-district-data.zip,753947,572604,85184,64160,15331,17181,980,571029,453103,52706,40851,11036,12294,619,284814,111715,163987,75.9475135520136,11.298406917197097,8.509881994357693,2.033432058221599,2.2788073962758655,0.12998261150982762,79.34850944522958,9.230004080353186,7.153927383723068,1.9326514064959923,2.1529554541012805,0.10840079925888177,40.52019934567033,-18.959601308659348
IN-3,IN,3,2022,2020 Census,IN-2022-Congressional-district-data.zip,753947,606817,50151,57946,24118,14614,926,563485,468328,30778,37126,15490,10439,620,293331,101283,182253,80.48536568220312,6.651793826356495,7.685686129131093,3.198898596320431,1.9383325353108376,0.12282030434500038,83.1127714136135,5.462079735929084,6.588640336477457,2.7489640363097507,1.8525781520359903,0.1100295482577176,35.72138987641781,-28.55722024716438
IN-4,IN,4,2022,2020 Census,IN-2022-Congressional-district-data.zip,753947,613531,53712,37411,31463,15168,3753,577297,481532,34013,23347,24655,11043,3374,304421,104522,189074,81.37587920636331,7.124108193281491,4.962019876728736,4.1731050060548025,2.01181250140925,0.4977803479554929,83.41148490291826,5.891768015423604,4.0441921575895945,4.270765307978389,1.9128801985806265,0.5844478665227777,35.60062126187005,-28.798757476259894
IN-5,IN,5,2022,2020 Census,IN-2022-Congressional-district-data.zip,753947,611605,34792,57591,33321,14027,913,574610,479447,21767,38139,22495,10346,557,328373,130101,187123,81.12042358415114,4.614647979234615,7.638600591288247,4.419541426652006,1.860475603722808,0.12109604521272715,83.43868014827449,3.7881345608325647,6.637371434538209,3.914829188493065,1.8005255738674928,0.09693531264683873,41.012344589312285,-17.97531082137543
IN-6,IN,6,2022,2020 Census,IN-2022-Congressional-district-data.zip,753949,610472,39669,42050,45066,14715,1058,570671,479310,24119,25458,28890,10908,707,296118,98523,186539,80.96993297955167,5.26149646726768,5.577300321374523,5.977327378907592,1.951723525066019,0.14032779405503557,83.99060053866414,4.226428187169139,4.461064255937309,5.062461558411063,1.9114340837365136,0.12388924616810737,34.56195494313518,-30.876090113729646
IN-7,IN,7,2022,2020 Census,IN-2022-Congressional-district-data.zip,753949,341540,111802,272334,20214,15795,1131,578117,291454,70431,192839,15824,11668,762,285444,193830,82733,45.30014629636753,14.828854471588928,36.12101083760307,2.6810832032405374,2.094969288373617,0.15001014657490094,50.41436249063771,12.182828043458331,33.35639671554374,2.7371622007309937,2.018276577232636,0.13180722933247077,70.08529702093195,40.17059404186388
IN-8,IN,8,2022,2020 Census,IN-2022-Congressional-district-data.zip,753947,661160,23122,40583,10946,14313,1439,585235,522022,14371,27167,7756,10760,878,314095,118255,186767,87.6931667610588,3.0667938197247286,5.382739105003402,1.451826189374054,1.898409304632819,0.19086222241085912,89.19869795893958,2.4555947610788826,4.6420668620297825,1.325279588541355,1.8385776653822823,0.1500252035507104,38.76933467094177,-22.461330658116463
IN-9,IN,9,2022,2020 Census,IN-2022-Congressional-district-data.zip,753948,655649,31025,31119,17285,16669,1005,591468,523453,19694,20178,13399,12524,637,323340,120235,193479,86.96209818183748,4.115005278878649,4.127472982221586,2.292598428538838,2.210895181100023,0.13329831765585956,88.50064585066309,3.32968140288232,3.4115116963216945,2.2653803756078097,2.1174433781709237,0.1076981341340529,38.32630995110196,-23.347380097796083
KS-1,KS,1,2022,2020 Census,KS-2022-Congressional-district-data.zip,734470,547576,115120,30857,18884,25605,1860,565616,439359,73822,20746,14112,18188,1205,285878,95320,178278,74.55389600664425,15.673887292877858,4.201260773074462,2.571105695263251,3.4861873187468513,0.25324383569104253,77.6779652626517,13.05161098695935,3.6678594664931685,2.494978925631524,3.2156091765438037,0.21304206387372351,34.83943596078919,-30.321128078421626
KS-2,KS,2,2022,2020 Census,KS-2022-Congressional-district-data.zip,734470,512507,94762,80284,18776,33136,2670,554813,406652,59029,54674,12369,22956,1679,282703,114022,156093,69.77916048306942,12.902092665459447,10.930875325064331,2.5564012144811907,4.511552548095906,0.3635274415564965,73.29532653344461,10.639440676408087,9.854491513356752,2.2293998157937898,4.137610329967034,0.30262448789051444,42.21239101864021,-15.575217962719583
KS-3,KS,3,2022,2020 Census,KS-2022-Congressional-district-data.zip,734470,551145,73610,46248,43008,19559,1339,556362,433217,47341,30004,30016,13934,823,349548,166489,166259,75.03982463545141,10.022192873772925,6.296785437117922,5.8556510136561055,2.6630087001511296,0.18230833117758383,77.8660296713291,8.509028294527663,5.392891678439577,5.395048547528408,2.5044844903138603,0.14792527167563566,50.03456068856913,0.06912137713825478
KS-4,KS,4,2022,2020 Census,KS-2022-Congressional-district-data.zip,734470,511347,99111,65886,31527,33005,2021,552525,404754,61394,42749,22437,22819,1261,281033,103257,163662,69.62122346726211,13.494220322137052,8.970550192655928,4.292483014963171,4.493716557517666,0.27516440426429944,73.25532781322111,11.111533414777611,7.737025473960454,4.06081172797611,4.1299488710918055,0.22822496719605448,38.684769536825776,-22.630460926348444
KY-1,KY,1,2022,2020 Census,KY-2022-Congressional-district-data.zip,750973,629590,28616,67417,8302,15603,1223,581614,499121,17549,45739,5749,11794,738,302432,97523,199946,83.83656935735372,3.8105231479693678,8.977286799924897,1.1054991324588235,2.0777045246633365,0.16285538894207915,85.8165381163452,3.017293256352151,7.864150450298652,0.9884562613692243,2.0278053829515796,0.12688827985571186,32.78425651076247,-34.43148697847507
KY-2,KY,2,2022,2020 Census,KY-2022-Congressional-district-data.zip,750972,627377,31381,54016,19945,15854,2202,573283,491040,19187,35852,12979,11930,1393,296312,102742,187431,83.54199623954023,4.178717715174467,7.1928114496945295,2.655891298210852,2.11113064135547,0.29321998689698153,85.65403125506948,3.3468635909315294,6.2538048398434976,2.2639778259603025,2.0809966456357505,0.2429864482288852,35.40715366350418,-29.185692672991628
KY-3,KY,3,2022,2020 Census,KY-2022-Congressional-district-data.zip,750973,464663,57964,184725,31128,14618,1442,589875,387039,40407,129992,22118,11076,992,321321,194916,120481,61.87479443335513,7.718519840260568,24.59808808039703,4.1450225241120515,1.9465413536838208,0.1920175558908243,65.61373172282264,6.850095359186268,22.03721127357491,3.749607967789786,1.877685950413223,0.16817122271667725,61.80020735771107,23.60041471542215
KY-4,KY,4,2022,2020 Census,KY-2022-Congressional-district-data.zip,750973,650045,31879,36784,12875,16215,1374,569659,504457,19158,22964,8545,11761,897,312474,109053,196522,86.5603690145984,4.2450261194477035,4.89817876275179,1.7144424633109312,2.1591987994242134,0.18296263647294908,88.55420523506167,3.363064570207791,4.031183567713316,1.500020187515689,2.06456845235483,0.15746262237584238,35.687801685347296,-28.62439662930541
KY-5,KY,5,2022,2020 Census,KY-2022-Congressional-district-data.zip,750973,703679,11449,15860,4425,13621,542,585793,551365,7471,11524,3115,10688,324,276846,74555,198104,93.70230354486779,1.5245554766949012,2.111926793639718,0.5892355650602619,1.8137802557482092,0.07217303418365241,94.12283861363997,1.275365188727076,1.9672478162081144,0.5317578052315408,1.8245352880625068,0.05530964009470922,27.34367836748466,-45.31264326503068
KY-6,KY,6,2022,2020 Census,KY-2022-Congressional-district-data.zip,750972,589410,46565,77257,22088,15295,1666,583676,472523,29303,53120,16101,11651,1407,313406,144399,162342,78.48628177881466,6.200630649345116,10.287600602951908,2.9412548004452894,2.03669377819679,0.22184582114912407,80.95638676251893,5.020422289078187,9.10093956235994,2.7585509769118484,1.9961416950499935,0.24105839541115276,47.07521981085019,-5.849560378299608
LA-1,LA,1,2026,2020 Census,LA-2026-Congressional-district-data.zip,776249,526737,88687,114057,24753,25947,1047,603226,425760,62646,80468,18083,18076,720,310715,87241,216373,67.856705773534,11.42507107899656,14.693352261967487,3.188796378481647,3.34261300175588,0.1348794008108223,70.58051211320468,10.385162443263388,13.33961069317304,2.9977156157062197,2.9965551882710626,0.11935825047328862,28.73418221821128,-42.53163556357744
LA-2,LA,2,2026,2020 Census,LA-2026-Congressional-district-data.zip,776248,208848,70892,469617,25547,12115,906,598884,177836,49421,348884,20119,9278,677,284485,208746,69604,26.90480361946182,9.132648328884583,60.498320124496296,3.291087384444147,1.560712555781142,0.11671527656109904,29.694565224651186,8.252182392583538,58.2556889147147,3.3594151788994195,1.549214872997108,0.11304359441895258,74.99407221124484,49.98814442248967
LA-3,LA,3,2026,2020 Census,LA-2026-Congressional-district-data.zip,776355,474885,40638,232118,16556,13628,895,586663,375309,27158,163083,11798,9811,610,302054,92863,202577,61.16853758911838,5.234461039086501,29.898435638335556,2.132529577319654,1.7553825247470551,0.11528231285945219,63.97352483453022,4.629233478163784,27.79841237644099,2.0110352962433287,1.6723399975795303,0.10397792258928891,31.43210127267804,-37.13579745464392
