race_id,state,district,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,median_income_tier,pres_2020_margin_dem,pres_2024_margin_dem,dra_map_year,dra_population_dataset,dra_source_zip,total_population,white_population,hispanic_population,black_population,asian_population,native_population,pacific_population,voting_age_population,white_vap,hispanic_vap,black_vap,asian_vap,native_vap,pacific_vap,dra_composite_total_votes,dra_composite_dem_votes,dra_composite_rep_votes,white_population_share,hispanic_population_share,black_population_share,asian_population_share,native_population_share,pacific_population_share,white_vap_share,hispanic_vap_share,black_vap_share,asian_vap_share,native_vap_share,pacific_vap_share,dra_composite_dem_two_party_share,dra_composite_margin_dem,dra_data_available,dra_data_status,presidential_swing_2020_to_2024_dem,dra_composite_minus_2020_margin_dem,dra_composite_minus_2024_margin_dem
AR-4,AR,4,Middle South,Rural,Low,High,Medium,Low,,-35.2,-39.9,2022.0,2020 Census,AR-2022-Congressional-district-data.zip,753086.0,503351.0,56804.0,157870.0,9013.0,25836.0,1379.0,584161.0,406689.0,35224.0,115416.0,6220.0,19359.0,876.0,265872.0,84470.0,175063.0,66.83844872962716,7.542830433708766,20.963077258108637,1.1968088637951044,3.430683879397572,0.1831132168172028,69.6193343958258,6.029844512043769,19.75756683517044,1.0647749507413196,3.313983644919808,0.1499586586574591,32.5469208154647,-34.9061583690706,True,available,-4.699999999999996,0.29384163092939986,4.993841630929396
AZ-1,AZ,1,Southwest,Suburban,Very High,High,Low,Low,,1.5,-3.1,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794611.0,555355.0,129929.0,36781.0,48562.0,27711.0,2877.0,650548.0,479118.0,90167.0,26116.0,35636.0,19976.0,1850.0,386991.0,183759.0,197016.0,69.8901726756866,16.35127125096431,4.628805793023253,6.111418039770403,3.487366774434283,0.3620639533054539,73.64837029704188,13.860160971980546,4.014461653867201,5.477843295191131,3.0706419818368516,0.2843756340808057,48.25920819381525,-3.4815836123695094,True,available,-4.6,-4.981583612369509,-0.38158361236950933
AZ-2,AZ,2,Southwest,Mixed,Low,Medium,Low,Low,,-7.900000000000006,-14.9,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794612.0,439262.0,133934.0,25186.0,16397.0,187042.0,3240.0,628519.0,377323.0,92007.0,17206.0,12333.0,130920.0,2134.0,331400.0,147209.0,176795.0,55.2800612122646,16.855270245100755,3.1695972373938477,2.0635228262346907,23.538783708275233,0.4077461704580348,60.03366644445117,14.638698273242335,2.7375465180845766,1.962231849792926,20.829919222807906,0.3395283197484881,45.434315625733014,-9.13136874853397,True,available,-6.999999999999995,-1.2313687485339635,5.768631251466031
AZ-3,AZ,3,Southwest,Mixed,Low,Low,Medium,Very High,,50.6,39.6,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794612.0,155477.0,497430.0,99476.0,29025.0,41416.0,4031.0,568035.0,135143.0,330596.0,67446.0,21438.0,29136.0,2605.0,177299.0,131484.0,41808.0,19.56640473589626,62.600363447821074,12.518814213729469,3.652726110353229,5.212103517188263,0.5072916089865243,23.791315675970672,58.19993486316864,11.873564128970926,3.7740632179355145,5.129261401146056,0.4585985018528787,75.87424693580778,51.74849387161554,True,available,-11.0,1.1484938716155355,12.148493871615536
AZ-4,AZ,4,Southwest,Suburban,High,Medium,Low,Medium,,10.300000000000004,7.3,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794611.0,438281.0,212504.0,59600.0,57732.0,38613.0,5715.0,628965.0,373705.0,145556.0,41594.0,45759.0,27295.0,3757.0,302289.0,156461.0,138427.0,55.156674146217455,26.743148534314276,7.500525414322228,7.265441832544478,4.8593588560943655,0.719219844678717,59.415865747696614,23.142146224352707,6.613086578744445,7.27528558822828,4.339669138982297,0.5973305350854181,53.05777108597162,6.115542171943246,True,available,-3.0000000000000044,-4.184457828056758,-1.184457828056754
AZ-5,AZ,5,Southwest,Suburban,High,High,Low,Medium,,-16.4,-19.9,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794612.0,532842.0,141062.0,41770.0,61660.0,22476.0,4918.0,584092.0,411245.0,89803.0,26563.0,42047.0,14972.0,3028.0,323023.0,127801.0,188978.0,67.05687807382722,17.75231182010843,5.2566535617383074,7.759761997050132,2.828550286177405,0.6189184155285851,70.40757277963061,15.374803969237725,4.547742478924553,7.198694726173274,2.5632948234182287,0.5184114831225218,40.3438990589654,-19.312201882069203,True,available,-3.5,-2.912201882069205,0.5877981179307952
AZ-6,AZ,6,Southwest,Mixed,High,High,Low,Medium,,0.0999999999999943,-0.7,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794611.0,501707.0,196567.0,41106.0,37198.0,28394.0,4976.0,642434.0,432642.0,136923.0,27963.0,27698.0,20616.0,3508.0,368058.0,173479.0,187398.0,63.13869302086178,24.737513072434187,5.173097276529019,4.681284301375138,3.573320782118546,0.6262183634507954,67.34419411176869,21.313162130273305,4.352665020842608,4.311415647366111,3.209045598458363,0.5460483100209516,48.071503587094774,-3.856992825810456,True,available,-0.7999999999999943,-3.9569928258104503,-3.1569928258104563
AZ-7,AZ,7,Southwest,Mixed,Low,Low,Low,Very High,,32.699999999999996,22.1,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794611.0,226110.0,475267.0,43752.0,23815.0,49322.0,3173.0,601175.0,197763.0,333554.0,29754.0,18143.0,35015.0,2162.0,238567.0,156296.0,77138.0,28.45543290993958,59.811278726320175,5.5060904014668814,2.997063972182615,6.207062323577197,0.3993148848933629,32.89607851291221,55.48367779764627,4.949307605938371,3.017923233667401,5.824427163471535,0.359629059757974,66.95511365096773,33.91022730193545,True,available,-10.599999999999994,1.2102273019354541,11.810227301935448
AZ-8,AZ,8,Southwest,Mixed,Medium,High,Low,Medium,,-13.6,-16.3,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794610.0,510902.0,168012.0,50344.0,46829.0,26290.0,3572.0,628985.0,431740.0,113766.0,33748.0,33420.0,18558.0,2272.0,327767.0,133741.0,187841.0,64.29594392217565,21.143957413070563,6.335686689067593,5.893331319766929,3.3085412969884596,0.4495286996136469,68.64074659968044,18.087235784637155,5.365469764779764,5.313322257287535,2.9504678171975485,0.3612168811656875,41.58845955308444,-16.823080893831122,True,available,-2.700000000000001,-3.2230808938311224,-0.5230808938311213
AZ-9,AZ,9,Southwest,Rural,Low,High,Low,Medium,,-25.800000000000004,-31.0,2022.0,2020 Census,AZ-2022-Congressional-district-data.zip,794612.0,456611.0,237548.0,48379.0,29914.0,32296.0,4710.0,609223.0,379415.0,157245.0,31786.0,21156.0,22742.0,3165.0,276953.0,98509.0,173679.0,57.46339093796721,29.89484175924854,6.088380240922614,3.7646046120622394,4.06437355589898,0.592742118165847,62.27850885472151,25.810745818854507,5.217465525759861,3.4726200422505387,3.7329516449641593,0.5195142008755415,36.19152938410217,-27.61694123179567,True,available,-5.199999999999996,-1.816941231795667,3.3830587682043287
CA-1,CA,1,Pacific,Mixed,Medium,High,Low,Medium,,17.800000000000004,12.2,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,462197.0,198815.0,20639.0,40391.0,46137.0,5841.0,605483.0,390785.0,138760.0,15539.0,29667.0,33831.0,4253.0,316144.0,176887.0,131811.0,60.81019386499839,26.15763125522159,2.7154256543848225,5.31415076342155,6.070138738134238,0.7684869057251682,64.5410358342018,22.917241276798855,2.5663808893065534,4.899724682608761,5.587440109796642,0.7024144360783044,57.3009867248897,14.601973449779395,True,available,-5.600000000000005,-3.198026550220609,2.401973449779396
CA-2,CA,2,Pacific,Mixed,High,High,Low,Low,,28.4,24.6,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,533599.0,112645.0,18778.0,46719.0,48674.0,4678.0,613701.0,447722.0,80105.0,15177.0,34026.0,35923.0,3432.0,357010.0,220940.0,128430.0,70.20439041397775,14.82044298842862,2.4705781742350985,6.146711136547532,6.403925980014868,0.6154736765934492,72.95441917155097,13.052773256031848,2.473028396564451,5.54439376830085,5.853501949646489,0.5592299833306448,63.239545467555885,26.479090935111778,True,available,-3.799999999999997,-1.920909064888221,1.8790909351117762
CA-3,CA,3,Pacific,Mixed,High,High,Low,Medium,,14.0,10.1,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760067.0,435208.0,141407.0,54225.0,105091.0,27167.0,9177.0,600433.0,366223.0,98814.0,40084.0,75189.0,20435.0,6573.0,323310.0,172191.0,143603.0,57.25916267907961,18.604544073088295,7.134239481519392,13.826544238863152,3.574290161262099,1.2073935587257438,60.993149943457475,16.45712344258227,6.675848929022888,12.522462955900158,3.4033772294327593,1.0947099842946673,54.52636845538547,9.052736910770946,True,available,-3.9000000000000004,-4.947263089229054,-1.0472630892290535
CA-4,CA,4,Pacific,Mixed,Medium,Medium,Low,Medium,,21.1,14.5,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,384742.0,236841.0,28171.0,89643.0,32572.0,6332.0,591002.0,322739.0,162279.0,18842.0,68630.0,23831.0,4451.0,296680.0,172883.0,117615.0,50.6196180589818,31.160624420279845,3.70639353213212,11.794122871070238,4.285422957247078,0.8330866439054555,54.60878304980355,27.458282713087264,3.1881448793743505,11.61248185285329,4.032304459206568,0.753127738992423,59.51263003531866,19.02526007063732,True,available,-6.600000000000001,-2.074739929362682,4.525260070637319
CA-5,CA,5,Pacific,Rural,Medium,Medium,Low,Medium,,-14.5,-20.6,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760066.0,424499.0,219949.0,24651.0,62902.0,38702.0,6805.0,599254.0,356309.0,152803.0,19657.0,45967.0,28642.0,5216.0,314802.0,127196.0,182234.0,55.850281422929065,28.938144845316064,3.2432709790991834,8.27586025424108,5.0919262274591945,0.8953169856301952,59.4587603920875,25.498870262025783,3.280245104746902,7.670703908526268,4.779609314247381,0.8704155500005006,41.10655075461332,-17.786898490773357,True,available,-6.100000000000001,-3.286898490773357,2.8131015092266445
CA-6,CA,6,Pacific,Mixed,Medium,Medium,Low,Medium,,12.6,8.3,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760067.0,386058.0,169635.0,70555.0,115196.0,28618.0,11389.0,576315.0,314273.0,114231.0,48424.0,82961.0,21275.0,8149.0,280074.0,149823.0,123928.0,50.792627492050045,22.31842719128709,9.282734285266956,15.15603229715275,3.7651943841792894,1.4984205339792414,54.531462828487896,19.82093126154967,8.402349409611064,14.395079080017004,3.691557568343701,1.4139836721237518,54.72966308798872,9.45932617597744,True,available,-4.299999999999999,-3.14067382402256,1.159326175977439
CA-7,CA,7,Pacific,Mixed,Medium,Low,Medium,Medium,,19.6,12.8,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,305712.0,176798.0,82234.0,177508.0,26591.0,15425.0,586863.0,257777.0,121573.0,59436.0,131923.0,19874.0,11377.0,302520.0,173292.0,123462.0,40.22182313354779,23.26090531730839,10.819337819791729,23.35431838066481,3.498516574240361,2.029431693342017,43.92456160977945,20.71573774458434,10.12774702102535,22.479352080468527,3.3864803199383844,1.9386125893096005,58.39584302149255,16.7916860429851,True,available,-6.800000000000001,-2.808313957014903,3.9916860429850978
CA-8,CA,8,Pacific,Exurban,Medium,Low,Medium,Medium,,42.6,34.0,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760066.0,233055.0,238586.0,120878.0,160486.0,27671.0,12190.0,600387.0,201307.0,168167.0,93803.0,127210.0,21203.0,8712.0,276068.0,192189.0,78798.0,30.662468785605466,31.39016874850342,15.903618896253748,21.11474529843461,3.64060489483808,1.6038080903500485,33.52954011329359,28.009767033596663,15.623756010706428,21.188000406404537,3.531555480048702,1.4510640636789272,70.92185233978013,41.843704679560275,True,available,-8.600000000000001,-0.756295320439726,7.843704679560275
CA-9,CA,9,Pacific,Exurban,Low,Low,Medium,High,,26.200000000000003,11.4,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,194161.0,288030.0,104430.0,169287.0,28985.0,12567.0,567270.0,164929.0,195496.0,74526.0,125001.0,21038.0,9017.0,225806.0,137572.0,84253.0,25.54531520330498,37.89544315288824,13.739614375086342,22.272700361153323,3.813489635754837,1.6534112214086951,29.074162215523472,34.46260158302043,13.137659315669788,22.03553863239727,3.708639624869991,1.589542898443422,62.0182576355235,24.036515271047,True,available,-14.800000000000002,-2.1634847289530015,12.636515271047001
CA-10,CA,10,Pacific,Suburban,Very High,Medium,Low,Medium,,38.6,33.5,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760066.0,374313.0,151209.0,42013.0,182863.0,18956.0,7408.0,588180.0,310852.0,105421.0,29579.0,132198.0,14010.0,5218.0,336412.0,220995.0,108548.0,49.24743377548792,19.894193398994297,5.527546292032534,24.05883173303371,2.4939939426312976,0.9746522012562068,52.849807881940905,17.92325478594988,5.028902716855384,22.475772722635927,2.3819239008466795,0.8871433914787991,67.06105121334697,34.122102426693935,True,available,-5.100000000000001,-4.477897573306066,0.6221024266939352
CA-11,CA,11,Pacific,Urban,Very High,Low,Low,Low,,74.6,67.7,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760067.0,328242.0,107106.0,52253.0,262605.0,14516.0,5709.0,664995.0,296850.0,87723.0,43691.0,227568.0,12865.0,4609.0,350643.0,303687.0,40516.0,43.18592966146406,14.091652446429064,6.874788669946202,34.55024359694606,1.9098316332639096,0.7511179935453058,44.63943337919834,13.191527755847789,6.570124587402913,34.221009180520156,1.9346010120376844,0.6930879179542704,88.22903925880948,76.45807851761896,True,available,-6.8999999999999915,1.8580785176189636,8.758078517618955
CA-12,CA,12,Pacific,Urban,Very High,Low,Medium,Medium,,80.7,73.8,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,249406.0,179534.0,140008.0,186168.0,22904.0,7953.0,621080.0,218543.0,131521.0,111824.0,152734.0,19039.0,5745.0,319532.0,286768.0,26646.0,32.813772506298804,23.620874530467788,18.42052982310723,24.49369461822344,3.0134264832613,1.046357877286811,35.18757647968056,21.1761769820313,18.00476589167257,24.59167901075546,3.0654666065563214,0.925001610098538,91.4981462219301,82.9962924438602,True,available,-6.900000000000006,2.296292443860196,9.196292443860202
CA-13,CA,13,Pacific,Mixed,Low,Low,Low,Very High,,17.700000000000003,0.4,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760067.0,158370.0,492863.0,38827.0,66468.0,38299.0,6456.0,535741.0,130366.0,323990.0,25596.0,47664.0,27213.0,4402.0,171375.0,99354.0,68828.0,20.83632100854267,64.84467816653006,5.108365446730354,8.74501853126106,5.038897886633678,0.8493988030002618,24.333773222508636,60.47511764080031,4.777681752936587,8.896836344427625,5.079506701932464,0.8216656929374455,59.07528748617569,18.150574972351382,True,available,-17.300000000000004,0.45057497235137944,17.750574972351384
CA-14,CA,14,Pacific,Suburban,Very High,Low,Low,Medium,,45.5,34.7,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,185775.0,177264.0,46588.0,341689.0,18647.0,14320.0,590385.0,159567.0,128317.0,35060.0,257177.0,14384.0,10868.0,258241.0,183063.0,70114.0,24.44198851414024,23.32221586311697,6.129475768519797,44.9552340918211,2.4533428062073637,1.8840493905126536,27.02761757158465,21.73446141077433,5.938497759936313,43.56089670299889,2.43637626294706,1.8408326769819696,72.30633114382428,44.61266228764856,True,available,-10.799999999999997,-0.8873377123514388,9.912662287648558
CA-15,CA,15,Pacific,Suburban,High,Low,Low,Medium,,57.3,47.8,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760066.0,216763.0,201867.0,28846.0,300594.0,16686.0,14175.0,609967.0,184078.0,150342.0,22421.0,241550.0,13137.0,10719.0,287232.0,222303.0,60282.0,28.518970720963704,26.559140916709865,3.7951967329152994,39.54840763828405,2.1953356682182865,1.8649696210592237,30.17835391094928,24.64756290094382,3.675772623764892,39.60050297802996,2.1537230702644568,1.7573081822459249,78.6676575189766,57.33531503795318,True,available,-9.5,0.03531503795318258,9.535315037953183
CA-16,CA,16,Pacific,Suburban,Very High,Medium,Low,Medium,,52.8,48.1,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760066.0,322755.0,151126.0,22413.0,254704.0,15561.0,5832.0,600046.0,271719.0,108504.0,16513.0,194315.0,12343.0,4350.0,320471.0,238009.0,76177.0,42.46407548818129,19.88327329468757,2.948822865382743,33.51077406435757,2.047322206229459,0.7673017869500807,45.283028301163576,18.082613666285585,2.751955683397606,32.38335060978658,2.057008962646197,0.7249444209277289,75.75417109610231,51.508342192204616,True,available,-4.699999999999996,-1.2916578077953815,3.408342192204614
CA-17,CA,17,Pacific,Urban,Very High,Low,Low,Medium,,48.2,38.9,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760067.0,162408.0,130456.0,22677.0,439749.0,13304.0,6348.0,605246.0,141380.0,95762.0,16976.0,345732.0,10198.0,4739.0,241009.0,176885.0,59555.0,21.367589962463835,17.16375003782561,2.98355276574302,57.85661000938075,1.7503720066783586,0.8351895293441236,23.35909696222693,15.8219963452877,2.804809945047138,57.12255843078682,1.684934720758171,0.7829874133823271,74.8117915750296,49.62358315005921,True,available,-9.300000000000004,1.4235831500592084,10.723583150059213
CA-18,CA,18,Pacific,Mixed,Low,Low,Low,Very High,,42.7,28.4,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760066.0,143922.0,500484.0,22198.0,95404.0,36070.0,5377.0,574921.0,126709.0,351386.0,16613.0,76233.0,27770.0,4019.0,208317.0,146323.0,57991.0,18.935460867872,65.84743956445888,2.920535848202656,12.552067846739623,4.745640510166222,0.7074385645457105,22.03937584468127,61.11900591559536,2.8896143991957155,13.259734815739902,4.830228848833144,0.6990525654829098,71.61672719441644,43.233454388832875,True,available,-14.300000000000004,0.5334543888328724,14.833454388832877
CA-19,CA,19,Pacific,Mixed,High,Medium,Low,Medium,,39.6,34.3,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760067.0,366442.0,187658.0,26816.0,165500.0,23670.0,6972.0,609585.0,315206.0,133987.0,19782.0,127560.0,18784.0,5082.0,344981.0,232602.0,105102.0,48.211802380579606,24.68966551632948,3.52811002187965,21.774396204545127,3.114199142970291,0.917287554912922,51.7082933471132,21.980035597988795,3.245158591500775,20.925711754718375,3.081440652247021,0.8336819311498807,68.8774785018833,37.75495700376661,True,available,-5.300000000000004,-1.8450429962333885,3.4549570037666157
CA-20,CA,20,Pacific,Rural,Low,Medium,Low,High,,-26.200000000000003,-32.2,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760065.0,358483.0,288988.0,34994.0,59802.0,35798.0,3908.0,561841.0,288435.0,190350.0,23306.0,42887.0,25129.0,2673.0,259539.0,87187.0,168038.0,47.16478195943768,38.02148500457198,4.604079914217863,7.86801128850822,4.709860340891898,0.5141665515449336,51.33747804094041,33.879691941314356,4.148148675514959,7.633298388690038,4.472617697889617,0.4757573761971803,34.16083847585464,-31.678323048290725,True,available,-6.0,-5.478323048290722,0.5216769517092779
CA-21,CA,21,Pacific,Mixed,Low,Low,Low,Very High,,21.1,6.0,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760067.0,144585.0,482325.0,48172.0,84378.0,35041.0,3190.0,537056.0,121795.0,320267.0,30925.0,58264.0,23342.0,2141.0,179323.0,105267.0,71096.0,19.022665107155028,63.45822144626724,6.337862320032313,11.10138974590398,4.610251464673509,0.4196998422507489,22.67826818804743,59.63381844723827,5.758244950247274,10.848775546684143,4.346287910385509,0.398654888875648,59.68768959475627,19.37537918951254,True,available,-15.100000000000001,-1.7246208104874619,13.37537918951254
CA-22,CA,22,Pacific,Rural,Low,Low,Low,Very High,,17.0,-1.8,2026.0,2020 Census adjusted,CA-2026-Congressional-district-data.zip,760066.0,107893.0,563305.0,44414.0,45237.0,34844.0,2540.0,539701.0,91856.0,376753.0,33102.0,32908.0,21762.0,1828.0,142333.0,82240.0,57476.0,14.19521462609826,74.11264284943675,5.843439911797134,5.951719982212071,4.584338728478842,0.33418150529033,17.019794293506962,69.80772687098968,6.133396084128064,6.097450254863341,4.032232662159233,0.3387060613191378,58.86226344871024,17.724526897420482,True,available,-18.8,0.7245268974204819,19.524526897420483
