race_id,state,district,region,district_type,college_share_tier,white_share_tier,black_share_tier,hispanic_share_tier,median_income_tier,pres_2020_margin_dem,pres_2024_margin_dem,dra_map_year,dra_population_dataset,dra_source_zip,total_population,white_population,hispanic_population,black_population,asian_population,native_population,pacific_population,voting_age_population,white_vap,hispanic_vap,black_vap,asian_vap,native_vap,pacific_vap,dra_composite_total_votes,dra_composite_dem_votes,dra_composite_rep_votes,white_population_share,hispanic_population_share,black_population_share,asian_population_share,native_population_share,pacific_population_share,white_vap_share,hispanic_vap_share,black_vap_share,asian_vap_share,native_vap_share,pacific_vap_share,dra_composite_dem_two_party_share,dra_composite_margin_dem,dra_data_available,dra_data_status,presidential_swing_2020_to_2024_dem,dra_composite_minus_2020_margin_dem,dra_composite_minus_2024_margin_dem
FL-3,FL,3,Southeast,Rural,Medium,High,Medium,Medium,,-14.0,-20.9,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,500368.0,89389.0,135375.0,30817.0,15704.0,1358.0,624295.0,422810.0,66407.0,99159.0,24257.0,12159.0,994.0,331360.0,139136.0,185885.0,65.0486661180597,11.620717583113306,17.59897350696354,4.00626087951317,2.041545927633281,0.1765422420864745,67.72599492227232,10.637118669859602,15.883356426048582,3.885502847211655,1.9476369344620732,0.1592195997084711,42.80831084760677,-14.38337830478646,True,available,-6.899999999999999,-0.3833783047864596,6.516621695213539
FL-4,FL,4,Southeast,Rural,Low,Medium,High,Low,,-6.700000000000003,-11.800000000000004,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,400933.0,67385.0,262951.0,28670.0,16913.0,2425.0,590934.0,326940.0,46192.0,187108.0,21169.0,12759.0,1609.0,333211.0,146202.0,180785.0,52.12195194878975,8.760161254047926,34.18406413761455,3.727147334771152,2.198717923717631,0.3152540037258473,55.32597548964859,7.816778185042661,31.66309604795121,3.5822951463276778,2.1591243692188975,0.2722808300080889,44.711869279206816,-10.576261441586364,True,available,-5.100000000000001,-3.8762614415863617,1.2237385584136398
FL-5,FL,5,Southeast,Mixed,Medium,High,Medium,Low,,-15.700000000000005,-21.4,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,497450.0,92795.0,107690.0,59075.0,14862.0,2346.0,606741.0,409497.0,65881.0,77684.0,42703.0,11078.0,1659.0,349884.0,131968.0,210584.0,64.66932130038052,12.063503206490722,13.99987779844804,7.679847534063683,1.932084537473626,0.3049838732951908,67.49123596394507,10.858175069757936,12.803486166255452,7.038093684125516,1.8258202429043036,0.2734280360153673,38.52495387561597,-22.95009224876807,True,available,-5.699999999999994,-7.250092248768064,-1.5500922487680704
FL-6,FL,6,Southeast,Mixed,Low,High,Medium,Low,,-23.59999999999999,-30.0,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,548571.0,88354.0,99968.0,16943.0,16642.0,1396.0,634516.0,474364.0,62028.0,71174.0,13068.0,13076.0,1020.0,350988.0,130987.0,213132.0,71.31513570222342,11.486165874306604,12.996005049264124,2.2026179732482603,2.163487476290949,0.1814823048252712,74.7599745317691,9.775640015381803,11.2170536282773,2.0595225337107337,2.06078333722081,0.1607524475348139,38.064448635501094,-23.87110272899782,True,available,-6.400000000000009,-0.2711027289978283,6.128897271002181
FL-7,FL,7,Southeast,Mixed,Medium,High,Medium,Medium,,-5.5,-12.4,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,472857.0,159630.0,90635.0,39599.0,16007.0,1707.0,616306.0,398072.0,116922.0,64914.0,29100.0,12048.0,1210.0,357166.0,160612.0,188548.0,61.47219069682185,20.75216355247712,11.782699640285433,5.1479353787793105,2.080936427892634,0.2219128182927923,64.58999263352945,18.971420041343094,10.53275483282655,4.721680463925388,1.95487306630148,0.1963310433453511,45.999541757360525,-8.000916485278955,True,available,-6.9,-2.500916485278955,4.399083514721045
FL-8,FL,8,Southeast,Mixed,Medium,High,Medium,Low,,-10.700000000000005,-16.099999999999994,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769220.0,503429.0,121318.0,94859.0,37639.0,16910.0,2165.0,627948.0,430100.0,89424.0,68316.0,28576.0,13039.0,1577.0,365714.0,154669.0,201820.0,65.44668625360755,15.771560801851226,12.33184264579704,4.893138503939055,2.198330776630873,0.2814539403551649,68.49293253581507,14.240669609585508,10.879244778230044,4.550695280500933,2.0764458203545515,0.2511354443361552,43.38675246641552,-13.226495067168972,True,available,-5.39999999999999,-2.526495067168968,2.873504932831022
FL-9,FL,9,Southeast,Mixed,Medium,Medium,Medium,High,,-6.799999999999997,-17.700000000000003,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,349169.0,301573.0,90743.0,28530.0,14662.0,1835.0,606265.0,298048.0,220605.0,64670.0,21337.0,11181.0,1278.0,293461.0,134943.0,153044.0,45.39254648534036,39.20498790334637,11.796739818595697,3.708947103628216,1.9060842072694324,0.2385530296234762,49.16134033797102,36.38755329765037,10.666952570245684,3.5194180762537832,1.8442430290384568,0.210798908068254,46.85732342084886,-6.285353158302285,True,available,-10.900000000000006,0.5146468416977124,11.414646841697717
FL-10,FL,10,Southeast,Urban,Medium,Low,High,High,,32.9,23.9,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,251279.0,244082.0,232426.0,40282.0,13913.0,2297.0,605765.0,217040.0,184224.0,168631.0,31986.0,10879.0,1717.0,280370.0,181296.0,92984.0,32.66668486689781,31.731062984499903,30.2157637401995,5.236726506426631,1.8087129706547271,0.2986137923951634,35.829075631639334,30.41179335220754,27.837692834680116,5.280265449472981,1.7959109555685786,0.2834432494449168,66.09887705993874,32.197754119877494,True,available,-9.0,-0.7022458801225042,8.297754119877496
FL-11,FL,11,Southeast,Mixed,High,High,Medium,Medium,,-9.599999999999994,-15.700000000000005,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,447500.0,168639.0,91751.0,44077.0,13648.0,1936.0,622027.0,384561.0,123284.0,66937.0,32919.0,10602.0,1408.0,336387.0,141755.0,188683.0,58.175738831883166,21.923348426525017,11.927781482824832,5.730082772051205,1.7742625331341708,0.251683196376594,61.8238436595196,19.819718436659503,10.761108440630393,5.292214003572192,1.7044276213090428,0.226356733710916,42.89912177170906,-14.20175645658187,True,available,-6.10000000000001,-4.601756456581876,1.498243543418134
FL-12,FL,12,Southeast,Mixed,Medium,Medium,Medium,Medium,,-5.800000000000004,-15.299999999999995,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,429649.0,203894.0,92266.0,38977.0,15264.0,1609.0,611856.0,360307.0,151776.0,65458.0,28518.0,11613.0,1118.0,321516.0,148216.0,165816.0,55.85507935950787,26.50655663326924,11.99473233310063,5.067074351844268,1.984345201184055,0.2091726564927374,58.88754870427029,24.805836667451164,10.698268873721922,4.660900604063701,1.8979956068094457,0.1827227321461259,47.197737810159474,-5.6045243796810515,True,available,-9.499999999999991,0.19547562031895271,9.695475620318945
FL-13,FL,13,Southeast,Mixed,Medium,Very High,Low,Low,,-7.800000000000004,-13.799999999999995,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,567259.0,91148.0,59474.0,36497.0,15175.0,1646.0,643737.0,494870.0,66182.0,41381.0,28007.0,11992.0,1154.0,367038.0,163048.0,194847.0,73.74460655650327,11.849390487259187,7.731718192821049,4.744670257312268,1.972775054243189,0.2139827175805132,76.87456212707984,10.280906643551637,6.428246317983898,4.350689800337715,1.8628725706305524,0.1792657560463356,45.55749591360595,-8.885008172788108,True,available,-5.999999999999991,-1.085008172788104,4.914991827211887
FL-14,FL,14,Southeast,Mixed,Medium,Medium,Medium,Medium,,-2.8000000000000043,-10.5,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,396612.0,218043.0,114827.0,37890.0,16278.0,1896.0,595835.0,328718.0,155046.0,79813.0,27812.0,12361.0,1345.0,314256.0,143520.0,163689.0,51.56021481472815,28.34594999356492,14.927699581784688,4.925762557184476,2.1161668753193164,0.2464831303357552,55.16930022573363,26.021633505920263,13.395151342234008,4.6677351951463075,2.074567623587067,0.2257336343115124,46.71738132671894,-6.565237346562112,True,available,-7.699999999999996,-3.765237346562108,3.934762653437888
FL-15,FL,15,Southeast,Mixed,Medium,High,Medium,Low,,-10.6,-19.800000000000004,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,463357.0,128095.0,130612.0,39170.0,15842.0,1680.0,619782.0,396132.0,92649.0,93253.0,29211.0,11997.0,1120.0,319530.0,141103.0,170736.0,60.237175012122655,16.652561487530892,16.979775643150667,5.092164670491315,2.0594861554741746,0.2184027737152261,63.9147313087505,14.9486432326205,15.046096853409749,4.713108802772588,1.9356806102790984,0.1807087008012494,45.248669986755985,-9.502660026488028,True,available,-9.200000000000005,1.0973399735119713,10.297339973511976
FL-16,FL,16,Southeast,Mixed,Medium,High,Medium,Low,,-5.519999999999996,-13.6,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,511146.0,119152.0,104272.0,22520.0,13295.0,1299.0,635485.0,449118.0,82021.0,76140.0,17148.0,10299.0,915.0,352529.0,162055.0,183154.0,66.44982391276369,15.489956722450374,13.555532155258373,2.9276371809921984,1.7283719503237691,0.1688721446762374,70.6732653013053,12.90683493709529,11.981400033045627,2.6984114495228053,1.6206519430041622,0.1439845157635506,46.944025213711114,-6.111949572577772,True,available,-8.080000000000004,-0.5919495725777759,7.488050427422228
FL-17,FL,17,Southeast,Mixed,Medium,Very High,Low,Low,,-13.9,-22.0,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,570932.0,102054.0,64658.0,17911.0,12830.0,1014.0,655953.0,512425.0,72168.0,45497.0,13689.0,9976.0,726.0,363996.0,150878.0,206287.0,74.22210262070328,13.267188493293864,8.405646751713746,2.3284595714365572,1.667921182599019,0.1318216741352615,78.11916402547133,11.002007765800291,6.936015232798692,2.086887322719768,1.5208406699870265,0.1106786614284865,42.24322092030294,-15.513558159394115,True,available,-8.1,-1.613558159394115,6.486441840605885
FL-18,FL,18,Southeast,Mixed,Low,Medium,Low,Medium,,-10.1,-16.9,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,399988.0,213188.0,131391.0,20396.0,17107.0,1559.0,599646.0,337325.0,149406.0,91785.0,15301.0,12869.0,1149.0,288798.0,125538.0,156995.0,51.99910038857494,27.71479197785812,17.081046929296,2.6515136742236627,2.223938244015699,0.202672573941689,56.25402320702547,24.915700263155266,15.30653085320339,2.5516721532370767,2.146099532057247,0.1916130517005033,44.433039680320526,-11.133920639358942,True,available,-6.799999999999999,-1.0339206393589429,5.766079360641056
FL-19,FL,19,Southeast,Mixed,Medium,High,Low,Medium,,-22.0,-31.000000000000007,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,526231.0,168259.0,47721.0,17910.0,10458.0,1005.0,645329.0,468522.0,122093.0,32734.0,13636.0,8023.0,729.0,349618.0,124824.0,219396.0,68.41089881841499,21.87394779913705,6.203808788371612,2.328329569785536,1.359557266377283,0.1306516592760728,72.60203710045573,18.91949687678688,5.072451416254345,2.113030717664943,1.2432418192890755,0.11296563458329,36.262855150775664,-27.474289698448665,True,available,-9.000000000000007,-5.474289698448665,3.5257103015513422
FL-20,FL,20,Southeast,Urban,Medium,Low,High,Medium,,48.2,37.00000000000001,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,205964.0,182345.0,349565.0,28290.0,8786.0,1511.0,613033.0,184626.0,142604.0,257938.0,22585.0,6963.0,1191.0,298781.0,224994.0,70192.0,26.77566005088265,23.705151055418405,45.444027139144666,3.677746707383184,1.1421945058702243,0.1964324946926826,30.116812634882624,23.26204298952911,42.07571207422765,3.6841409842537023,1.135827924434737,0.1942799164155926,76.22109449635145,52.4421889927029,True,available,-11.199999999999996,4.2421889927029,15.442188992702896
FL-21,FL,21,Southeast,Mixed,Medium,High,Medium,Medium,,-8.799999999999997,-16.200000000000003,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,486490.0,134189.0,115167.0,23754.0,12877.0,1401.0,627454.0,423674.0,94549.0,82252.0,17796.0,9654.0,1042.0,362802.0,163711.0,193731.0,63.2445032051907,17.44479154885267,14.971900143131815,3.088059218352073,1.6740312601970044,0.1821323130803761,67.5227187969158,15.068674357004657,13.108849413662195,2.8362238506727184,1.538598845493056,0.1660679507979867,45.80071731917346,-8.398565361653079,True,available,-7.400000000000006,0.4014346383469185,7.801434638346924
FL-22,FL,22,Southeast,Mixed,High,Medium,Medium,High,,2.200000000000003,-10.5,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,350497.0,254822.0,113224.0,40342.0,10507.0,1290.0,595366.0,291480.0,184519.0,80805.0,29309.0,7735.0,948.0,310603.0,159139.0,146983.0,45.56518867789621,33.1272807164651,14.719306935198077,5.24452660548789,1.3659273472773104,0.1677021298170486,48.95811987920036,30.99253232465408,13.57232357910932,4.922854177094426,1.2992008277261382,0.1592297847038628,51.9854829120416,3.970965824083209,True,available,-12.700000000000003,1.770965824083206,14.470965824083208
FL-23,FL,23,Southeast,Urban,Medium,Medium,Medium,Medium,,26.6,13.799999999999995,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,326237.0,219030.0,199453.0,23725.0,14114.0,1330.0,620743.0,295326.0,160750.0,143614.0,18423.0,10165.0,1046.0,298464.0,190386.0,104012.0,42.41134862412753,28.474261623122615,25.929219301085123,3.084289170472465,1.834843302509942,0.1729021958578874,47.57621108896919,25.896385460649576,23.135822715681048,2.9678949259194223,1.6375537058009515,0.1685077399181303,64.6695969401966,29.33919388039321,True,available,-12.800000000000006,2.739193880393209,15.539193880393215
FL-24,FL,24,Southeast,Urban,Low,Low,Very High,High,,56.4,38.6,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,83808.0,309212.0,380203.0,16125.0,8601.0,1084.0,605907.0,70260.0,247952.0,289130.0,12951.0,6725.0,894.0,261333.0,215283.0,42896.0,10.895178368765285,40.198070515495544,49.42701772312508,2.0962766227131087,1.1181442004313455,0.1409217897067292,11.595838965385775,40.92245179540755,47.718544265043974,2.13745673841035,1.109906305753193,0.1475473958874877,83.38517075362442,66.77034150724884,True,available,-17.799999999999997,10.370341507248845,28.170341507248843
FL-25,FL,25,Southeast,Mixed,Very High,Medium,Low,Medium,,5.100000000000001,-9.200000000000005,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,440052.0,220469.0,62078.0,26106.0,7982.0,1085.0,648772.0,382680.0,179993.0,48108.0,20789.0,6342.0,814.0,327011.0,175306.0,147140.0,57.20748653507899,28.661333998941785,8.07024249207965,3.3938231015533895,1.0376731784493662,0.1410517913577502,58.985282965356085,27.74364491685831,7.415239868551664,3.2043614705936756,0.9775391046469328,0.1254678068720598,54.36755301662914,8.735106033258281,True,available,-14.300000000000006,3.63510603325828,17.935106033258286
FL-26,FL,26,Southeast,Mixed,Medium,Low,Low,Very High,,-1.1000000000000014,-18.300000000000004,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,101954.0,560623.0,85412.0,31589.0,6097.0,808.0,615491.0,77152.0,457140.0,65611.0,23908.0,4673.0,606.0,268008.0,143498.0,120900.0,13.254188328191768,72.88191560032813,11.103701017002916,4.106622154101357,0.7926200662748417,0.1050413340249421,12.535033006169058,74.27241015709409,10.659944662066543,3.884378488068875,0.7592312478980197,0.098457979076867,54.27348164509565,8.546963290191302,True,available,-17.200000000000003,9.646963290191303,26.846963290191304
FL-27,FL,27,Southeast,Mixed,High,Low,Low,Very High,,-0.2000000000000028,-14.5,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,131486.0,566995.0,55487.0,20496.0,6829.0,717.0,636033.0,106773.0,472417.0,44889.0,16686.0,5465.0,581.0,288359.0,150812.0,133328.0,17.093397086142993,73.71028612063373,7.2134016102004495,2.6645138393257595,0.8877812748221903,0.093211183782034,16.78733650612468,74.27554859574896,7.057652668965289,2.623448783317847,0.8592321467596807,0.091347461531084,53.07665235447315,6.153304708946294,True,available,-14.299999999999997,6.353304708946297,20.653304708946294
FL-28,FL,28,Southeast,Mixed,Medium,Low,Medium,Very High,,-6.600000000000001,-25.40000000000001,2026.0,2020 Census,FL-2026-Congressional-district-data.zip,769221.0,116599.0,558804.0,86401.0,17258.0,9046.0,785.0,609100.0,93344.0,446174.0,62909.0,13562.0,6966.0,584.0,264414.0,134417.0,125819.0,15.158062507393844,72.64544259712099,11.232272649862653,2.243568493319865,1.1759949351356762,0.1020512960514598,15.324905598423904,73.25135445739616,10.3281891315055,2.22656378263011,1.1436545723198162,0.0958791659825972,51.651962065202355,3.3039241304047096,True,available,-18.800000000000008,9.903924130404711,28.70392413040472
GA-1,GA,1,Southeast,Rural,Medium,Medium,High,Low,,-13.4,-15.7,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765137.0,440636.0,59328.0,230783.0,23547.0,15972.0,2682.0,589266.0,355947.0,39938.0,166025.0,17615.0,11791.0,1718.0,284485.0,116585.0,163321.0,57.589163770671135,7.7539055097322445,30.1623108018564,3.077488083833353,2.087469302883013,0.3505254614533084,60.40514809950005,6.777584316760173,28.174881971808997,2.9893121272905616,2.0009639110350843,0.291549147583604,41.65148299786357,-16.69703400427286,True,available,-2.299999999999999,-3.297034004272861,-0.9970340042728623
GA-2,GA,2,Southeast,Rural,Low,Low,Very High,Low,,10.300000000000004,7.5,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765137.0,305611.0,45499.0,393195.0,15236.0,12189.0,1946.0,587555.0,251047.0,30074.0,289612.0,11125.0,9075.0,1286.0,280872.0,150513.0,127414.0,39.94199731551343,5.946516767585413,51.38883624762624,1.9912773790837457,1.5930480423767246,0.254333537654041,42.72740424300704,5.1184995447234725,49.29104509365081,1.893439763086009,1.5445362561802725,0.2188731267711108,54.15558761833143,8.311175236662864,True,available,-2.8000000000000043,-1.9888247633371403,0.811175236662864
GA-3,GA,3,Southeast,Rural,Medium,High,High,Low,,-30.10000000000001,-31.0,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765136.0,492494.0,48285.0,188947.0,21220.0,16477.0,1082.0,586319.0,391849.0,31274.0,136708.0,14933.0,12255.0,694.0,329845.0,105815.0,218414.0,64.36685765667802,6.310642813826561,24.694564103636477,2.7733631668095606,2.153473369440204,0.1414127684490077,66.8320487652626,5.33395642986156,23.316317567740427,2.5469070591265166,2.0901591113370026,0.118365599613862,32.635883896875356,-34.72823220624929,True,available,-0.8999999999999915,-4.62823220624928,-3.728232206249288
GA-4,GA,4,Southeast,Urban,High,Low,Very High,Medium,,57.7,52.2,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765137.0,150803.0,147267.0,387919.0,80931.0,15332.0,1192.0,582946.0,126798.0,99121.0,294887.0,62023.0,11085.0,846.0,277162.0,212089.0,60377.0,19.709280821604494,19.247141361612364,50.69928653299997,10.577321447008837,2.0038241517532156,0.1557890939792481,21.751242825235956,17.00346172715826,50.58564601180898,10.639578966147807,1.901548342385058,0.145124934385003,77.84053790197676,55.68107580395352,True,available,-5.5,-2.018924196046484,3.481075803953516
GA-5,GA,5,Southeast,Urban,High,Low,Very High,Low,,72.8,72.1,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765137.0,237353.0,75635.0,403564.0,47347.0,12196.0,1048.0,613735.0,206531.0,52720.0,313396.0,38832.0,9366.0,827.0,306361.0,257005.0,43845.0,31.02098055642323,9.88515782140976,52.7440183914776,6.188042141472703,1.593962911217207,0.1369689349750436,33.65149453754471,8.590026640162286,51.06373271851858,6.3271607452727965,1.5260658101623663,0.1347487107627885,85.42629217217883,70.85258434435765,True,available,-0.7000000000000028,-1.9474156556423452,-1.2474156556423424
GA-6,GA,6,Southeast,Urban,High,Low,Very High,Low,,49.5,50.0,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765136.0,227858.0,94388.0,409519.0,32152.0,12827.0,1129.0,593690.0,194739.0,63188.0,307240.0,25562.0,9671.0,779.0,317075.0,224991.0,86624.0,29.780065243303152,12.33610756780494,53.52238033499927,4.2021287718784635,1.676433993433847,0.1475554672633361,32.80146204248008,10.64326500362142,51.75091377655005,4.305614040997827,1.6289646111607068,0.131213259445165,72.2015949168044,44.40318983360878,True,available,0.5,-5.096810166391222,-5.596810166391222
GA-7,GA,7,Southeast,Suburban,Very High,High,Low,Low,,-19.199999999999996,-21.1,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765137.0,487523.0,78323.0,71376.0,112943.0,14371.0,1045.0,579339.0,386820.0,52419.0,51721.0,76658.0,10367.0,730.0,340275.0,119111.0,213163.0,63.7170859597693,10.23646745615491,9.328525479750684,14.761147350082403,1.8782257295098783,0.1365768483291227,66.76919730934738,9.048070300808336,8.927588165133022,13.231976442117654,1.789453152644652,0.1260056719813442,35.84722247301926,-28.30555505396149,True,available,-1.9000000000000057,-9.105555053961496,-7.20555505396149
GA-8,GA,8,Southeast,Rural,Low,Medium,High,Low,,-27.59999999999999,-31.3,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765136.0,443123.0,54850.0,241628.0,16478.0,12877.0,1268.0,585857.0,354572.0,35732.0,175967.0,11877.0,9554.0,841.0,287451.0,96999.0,187009.0,57.91427929152464,7.168660212040735,31.57974530018193,2.1536040651596577,1.6829687794065369,0.1657221722674139,60.521936240413616,6.099099268251467,30.03582785560299,2.0272865221376546,1.63077337985208,0.1435503885760518,34.15361539111574,-31.692769217768515,True,available,-3.70000000000001,-4.092769217768524,-0.3927692177685138
GA-9,GA,9,Southeast,Rural,Medium,High,Medium,Low,,-32.3,-34.9,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765135.0,466010.0,123476.0,105451.0,58278.0,18450.0,1056.0,582752.0,375905.0,79950.0,73716.0,42974.0,13488.0,690.0,302757.0,91335.0,205399.0,60.905591823665105,16.137805746698294,13.782012324622452,7.6166950930228,2.4113391754396285,0.1380148601227234,64.50514112349678,13.719386634451704,12.64963483608808,7.3743204656526276,2.314535171050464,0.1184037120421723,30.780092608194543,-38.43981478361091,True,available,-2.6000000000000014,-6.139814783610916,-3.5398147836109146
GA-10,GA,10,Southeast,Rural,Medium,High,Medium,Low,,-21.299999999999997,-21.9,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765137.0,478059.0,58198.0,193877.0,22496.0,15079.0,1137.0,590322.0,385356.0,38081.0,139872.0,16437.0,11395.0,724.0,319848.0,116456.0,197954.0,62.48018328743741,7.606219539768695,25.33886088373716,2.940127062212388,1.9707581779472172,0.1486008388040311,65.27894945470439,6.45088612655466,23.69418724018417,2.7844125748320407,1.93030244510623,0.1226449293775261,37.03953436595528,-25.920931268089436,True,available,-0.6000000000000014,-4.620931268089439,-4.020931268089438
GA-11,GA,11,Southeast,Rural,High,High,Medium,Low,,-21.9,-23.7,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765135.0,510228.0,92947.0,103505.0,39460.0,18779.0,1026.0,589100.0,408681.0,61477.0,75588.0,27956.0,13911.0,728.0,331998.0,114355.0,209251.0,66.68470269952361,12.14779091271475,13.527678122161449,5.157259829964647,2.4543381233377115,0.1340939834146915,69.37379052792396,10.435749448310984,12.831098285520286,4.745544050246139,2.3613987438465456,0.1235783398404345,35.33772550570756,-29.324548988584883,True,available,-1.8000000000000007,-7.424548988584885,-5.624548988584884
GA-12,GA,12,Southeast,Rural,Low,Medium,High,Low,,-10.200000000000005,-14.1,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765136.0,398843.0,43065.0,294961.0,20401.0,13325.0,2033.0,588119.0,321394.0,28628.0,215958.0,15023.0,9842.0,1312.0,295121.0,124970.0,166138.0,52.127072834110535,5.6284111582777445,38.55014010581125,2.6663233725769016,1.7415204617218376,0.2657043976495681,54.64778386687048,4.867722348708339,36.72011956763852,2.5544150078470516,1.6734708451860931,0.2230841037273069,42.92908473831018,-14.14183052337964,True,available,-3.899999999999995,-3.941830523379636,-0.041830523379640994
GA-13,GA,13,Southeast,Urban,Medium,Low,Very High,Low,,40.5,42.4,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765136.0,188099.0,110825.0,407986.0,59021.0,14673.0,1321.0,572137.0,159219.0,72417.0,294376.0,44296.0,10588.0,896.0,306928.0,204672.0,97297.0,24.583734133539657,14.484353108466992,53.3220237970766,7.71379205788252,1.9176982915455552,0.1726490453984651,27.82882421517923,12.657283133235572,51.45201236766719,7.742201605559508,1.8506057115690824,0.1566058479000659,67.77914289215119,35.55828578430236,True,available,1.8999999999999986,-4.941714215697637,-6.841714215697635
GA-14,GA,14,Southeast,Rural,Low,High,Medium,Low,,-37.49999999999999,-37.4,2024.0,2020 Census,GA-2024-Congressional-district-data.zip,765136.0,535516.0,91371.0,105435.0,16134.0,21494.0,1055.0,579137.0,423475.0,57899.0,72920.0,11273.0,15497.0,657.0,297336.0,83412.0,208010.0,69.98964889901926,11.941798582212837,13.77990318061103,2.108644737667552,2.809173793939901,0.1378839840237552,73.12173112752251,9.997461740486274,12.591148553796424,1.9465169726679523,2.675878073754569,0.1134446598991257,28.62241011316922,-42.75517977366156,True,available,0.09999999999999432,-5.255179773661567,-5.355179773661561
HI-1,HI,1,Pacific ,Mixed,High,Low,Low,Low,,29.4,24.7,2022.0,2020 Census,HI-2022-Congressional-district-data.zip,726395.0,107302.0,56401.0,26105.0,495204.0,16141.0,153851.0,585659.0,94213.0,38697.0,18240.0,398963.0,10962.0,104993.0,208445.0,138600.0,63745.0,14.77185277982365,7.764508290943633,3.5937747368855786,68.17282607947466,2.222069259837967,21.1800742020526,16.08666476567422,6.60742855484164,3.1144403142442956,68.12206420459687,1.871737649383003,17.92732631104448,68.4968741505844,36.99374830116879,True,available,-4.699999999999999,7.5937483011687945,12.293748301168794
HI-2,HI,2,Pacific ,Mixed,Medium,Low,Low,Low,,29.5,21.6,2022.0,2020 Census,HI-2022-Congressional-district-data.zip,728876.0,207063.0,82522.0,20678.0,328939.0,25387.0,240251.0,570246.0,181411.0,54410.0,13744.0,247592.0,17167.0,159458.0,222658.0,145579.0,68446.0,28.408535882646703,11.321816056503438,2.836970897656117,45.12962424335552,3.4830341512136496,32.96184810585065,31.81276150994483,9.54149612623324,2.4101878838255772,43.4184544915703,3.0104551369058266,27.963019468790662,68.01962387571545,36.039247751430906,True,available,-7.899999999999999,6.539247751430906,14.439247751430905
IA-1,IA,1,Midwest,Mixed,Medium,Very High,Low,Low,,-2.8999999999999986,-8.5,2022.0,2020 Census,IA-2022-Congressional-district-data.zip,797584.0,665052.0,44931.0,48473.0,22864.0,13767.0,1222.0,618402.0,530702.0,28937.0,29258.0,16682.0,9848.0,807.0,382321.0,178512.0,191297.0,83.38331761921002,5.633387831250376,6.077478986539349,2.866657305061285,1.7260877851110352,0.1532127023611306,85.81828648678368,4.6793186309229275,4.731226613109272,2.6975980025937822,1.5924916154863664,0.1304976374591285,48.27140496851077,-3.4571900629784564,True,available,-5.600000000000001,-0.5571900629784579,5.042809937021543
IA-2,IA,2,Midwest,Mixed,Medium,Very High,Low,Low,,-4.400000000000006,-10.0,2022.0,2020 Census,IA-2022-Congressional-district-data.zip,797589.0,685368.0,29975.0,49037.0,16298.0,13119.0,3145.0,617226.0,545476.0,18656.0,29445.0,11217.0,9006.0,1906.0,394061.0,178432.0,202647.0,85.92997145146184,3.7582012791049024,6.148153999114832,2.043408321829915,1.6448321127798904,0.3943133618944093,88.3754086833672,3.0225557575345174,4.770537858094118,1.8173246104344276,1.4591089811511504,0.3088009902369634,46.822837259465885,-6.35432548106823,True,available,-5.599999999999994,-1.9543254810682242,3.64567451893177
