race_id,state,boundary_regime_id,boundary_regime_status,boundary_regime_notes,regime_scorable_elections,regime_first_cycle,regime_last_cycle,regime_mean_dem_margin,regime_median_dem_margin,regime_margin_std,regime_margin_mad,regime_mean_absolute_margin,regime_margin_range,regime_democratic_wins,regime_republican_wins,regime_democratic_win_rate,regime_competitive_within_5_rate,regime_competitive_within_10_rate,regime_competitive_within_15_rate,regime_party_switch_count,regime_longest_democratic_streak,regime_longest_republican_streak,regime_current_party_streak_party,regime_current_party_streak_length,regime_consecutive_swing_count,regime_mean_swing_dem,regime_mean_absolute_swing,regime_swing_std,regime_largest_absolute_swing,regime_first_to_last_margin_change_dem,regime_trend_intercept_dem,regime_trend_slope_points_per_election,regime_trend_residual_rmse,regime_reliability
AZ-1,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,5.414619548235875,5.2227276164957805,1.825786505839656,2.002380279032954,5.414619548235875,4.467306041669719,5,0,1.0,0.4,1.0,1.0,0,5,0,D,5,4,-0.10709345538567949,2.1265595654491802,2.5899998008877194,4.467306041669719,-0.4283738215427184,5.4146195482358745,0.16081781195513345,1.811566070454541,high
AZ-2,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,1.313358711900166,0.8396087300148146,8.722734906999946,8.651062759555206,6.909512166026511,24.143882267253183,3,2,0.6,0.4,0.6,1.0,2,2,2,D,2,4,2.3468220613042603,9.725119072322329,13.406235585947416,23.407656781591346,9.387288245217041,1.3133587119001655,2.833864632329864,7.747549725497423,high
AZ-3,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,22.399992846926374,24.477620965280877,6.967377252828517,3.9612686558503167,22.399992846926374,17.648981190395347,4,0,1.0,0.0,0.0,0.25,0,4,0,D,4,3,2.640845770566877,9.125141689696685,10.633254102801342,16.23304978511866,7.9225373117006335,22.399992846926366,3.2078124408519937,4.776944017258335,high
AZ-4,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-40.54244257483815,-39.5155322196662,2.5488635436363025,1.8592793996254073,40.54244257483815,6.5162792757012795,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-0.2635852209815308,3.5217248588321706,4.03013604176634,5.711340760001995,-1.0543408839261232,-40.54244257483814,0.44075975078490004,2.4714706245986964,high
AZ-5,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-27.671629145114046,-28.190326248578675,8.400490952256584,9.341145250444107,27.671629145114046,21.375097081396206,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,4.15001269393737,6.537535846760733,6.374951339867492,10.96593437338797,16.60005077574948,-27.671629145114043,5.350718117533101,3.6479966409456455,high
AZ-6,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-19.339693596452637,-24.26058117887833,10.116698051437115,5.462708906016754,19.339693596452637,25.377859626395754,0,5,0.0,0.2,0.2,0.4,0,0,5,R,5,4,5.909416269411091,6.779513543786786,5.526663511124367,13.874510455031585,23.637665077644364,-19.339693596452634,6.661254951633705,3.6882169679429597,high
AZ-8,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,3,2012,2020,-19.44935812703522,-19.129778183858143,7.09191393461284,8.202004767787423,19.44935812703522,17.362749365106076,0,3,0.0,0.0,0.0,0.3333333333333333,0,0,3,R,3,2,4.580372298659326,12.782377066446749,12.782377066446749,17.362749365106076,9.160744597318654,-19.449358127035104,3.0972777583386697,4.75202672532488,medium
AZ-9,AZ,AZ_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,16.84245789941747,21.875123870749206,7.395310192566485,1.377798570305199,16.84245789941747,19.154669925372623,5,0,1.0,0.2,0.2,0.4,0,5,0,D,5,4,4.788667481343155,4.788667481343155,4.110966001783309,9.060275232573693,19.154669925372623,16.842457899417468,4.766563324399618,3.0414406114955916,high
CA-1,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-15.73871524285176,-14.76515313735287,4.1270565584058545,3.341051246857857,15.73871524285176,12.286977883271538,0,5,0.0,0.0,0.2,0.6,0,0,5,R,5,4,0.19406696927079503,5.9494219723649735,6.243229664522234,8.333026609633746,0.7762678770831801,-15.73871524285175,1.3839513637437877,3.633449199020703,high
CA-2,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,50.33222081086179,51.47586526218312,4.192775202575971,2.2243336699924967,50.33222081086179,11.529310151549502,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,2.247316434906084,3.517338640868667,3.753658724389413,7.495931140724345,8.989265739624337,50.33222081086178,2.2011910490073876,2.808714978575705,high
CA-3,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,11.621303617655157,9.347553324968631,4.977399980393062,3.898331975308043,11.621303617655157,13.253642064176264,5,0,1.0,0.0,0.6,0.6,0,5,0,D,5,4,0.22164180180223436,6.405179230285897,7.702090335535296,13.253642064176264,0.8865672072089374,11.621303617655157,1.2469806946807318,4.654523483559191,high
CA-4,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,-16.952955137169887,-17.05455992676025,7.086816047673806,6.774480144564965,16.952955137169887,17.17684161233601,0,4,0.0,0.0,0.25,0.5,0,0,4,R,4,3,3.442499374761766,8.008728366795573,9.713063768526135,17.17684161233601,10.327498124285297,-16.952955137169887,3.3537167822090237,5.061545083782508,high
CA-5,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,3,2012,2020,51.62023929186589,52.18145093418617,1.997278573158837,1.5555693779768234,51.62023929186589,4.794773682914446,3,0,1.0,0.0,0.0,0.0,0,3,0,D,3,2,1.6196021524688113,3.1751715304456347,3.1751715304456347,4.794773682914446,3.2392043049376227,51.6202392918659,0.8098010762344051,1.496790213739051,medium
CA-6,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,48.25591603046181,48.39569055642896,2.2865268123656253,2.0837603281808263,48.25591603046181,5.475778992684326,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,-1.1394534746358573,4.789972803092074,4.683241265046583,5.475778992684326,-3.418360423907572,48.25591603046181,-0.4524636372006665,2.1864063096503337,high
CA-7,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,5.967226418141735,3.3630818431635143,4.831142870495456,2.570542066381934,5.967226418141735,12.45528229033391,5,0,1.0,0.6,0.6,1.0,0,5,0,D,5,4,2.471185055987994,3.756456089178961,3.6937485186418053,7.747201304714686,9.884740223951976,5.967226418141733,2.906688552530377,2.538161687583517,high
CA-9,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,11.743405864141952,12.982969969566104,3.782748199921982,1.87477903389496,11.743405864141952,10.425287687295771,5,0,1.0,0.2,0.2,0.8,0,5,0,D,5,4,1.0144660957639828,5.066215495757912,5.995276515649076,9.978277833882817,4.057864383055932,11.743405864141948,1.6357931104246668,2.992915926615277,high
CA-10,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-1.257389142410074,-3.4009148174719357,7.888381340802478,7.902942757985681,7.188662410425657,22.623995410902243,2,3,0.4,0.4,0.6,1.0,1,2,3,D,2,4,3.935632278191393,7.376365427259728,6.342909753049604,8.896925363905096,15.74252911276557,-1.257389142410074,4.828492634742191,3.949414884562207,high
CA-11,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,42.47346688423137,44.10564402818158,4.907419594100092,4.159198307706639,42.47346688423137,13.716972736318766,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,1.6305170482839202,5.227969319875463,5.643002646918325,9.557774428612127,6.522068193135681,42.47346688423136,2.6761109122590176,3.1240403075398957,high
CA-12,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,3,2012,2018,70.10719609599897,70.1677135488804,2.914738970943562,3.478650683849068,70.10719609599897,7.138853726342418,3,0,1.0,0.0,0.0,0.0,0,3,0,D,3,2,1.739325341924534,5.399528384417884,5.399528384417884,7.138853726342418,3.478650683849068,70.10719609599902,1.5038183186956224,2.231112226860328,medium
CA-14,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,57.99393143562194,58.44511155335185,2.6710759374346535,0.6120369801124212,57.99393143562194,8.334274694161081,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,0.18504128105019468,4.046160138074525,4.99571855666295,8.334274694161081,0.7401651242007787,57.993931435621924,0.6533463471794906,2.5061771215931357,high
CA-16,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,13.23925082983052,15.090340587161354,6.050840101938503,0.9793443303170335,13.23925082983052,17.29420527254941,5,0,1.0,0.2,0.2,0.4,0,5,0,D,5,4,0.9848444227457023,8.151930378687519,10.028025241931536,14.607286320679439,3.939377690982809,13.239250829830514,2.1506697372328034,5.230860856678291,high
CA-17,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,3,2012,2020,46.82531204957689,47.08943929718357,3.2725276012110993,3.605287973821632,46.82531204957689,8.002957690463319,3,0,1.0,0.0,0.0,0.0,0,3,0,D,3,2,-2.1988348583208435,5.804122832142475,5.804122832142475,8.002957690463319,-4.397669716641687,46.825312049576866,-0.5683758705986596,3.1266880368663417,medium
CA-18,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2018,41.94009641739978,41.63424645722067,4.79626855534494,3.3906798903134217,41.94009641739978,13.474610464159447,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,2.66825320711443,6.314820435658535,5.754620980792749,6.781359780626843,8.00475962134329,41.94009641739977,3.0795638644656727,3.3390941976585835,high
CA-19,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,46.308698453608514,46.99064949465017,1.777182123194373,0.7086565889146996,46.308698453608514,4.524235048820486,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,-1.0356406236636957,1.9805160755499618,2.3178186695285525,4.145117341996027,-3.106921870991087,46.30869845360851,-0.572890853192917,1.5621876336867846,high
CA-20,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,3,2012,2020,47.731879807029394,48.13711134516745,4.926191498255056,5.4152652242499,47.731879807029394,12.04622506291399,3,0,1.0,0.0,0.0,0.0,0,3,0,D,3,2,2.70763261212495,9.33859245078904,9.33859245078904,12.04622506291399,5.4152652242499,47.73187980702937,1.3538163060624775,4.402254699126954,medium
CA-21,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-8.959562365782908,-13.47652709806054,7.320251005498293,2.1917395282921817,9.263040749109198,16.426962584668452,1,4,0.2,0.4,0.4,0.6,2,1,3,R,1,4,3.656159227130039,4.557322065204187,6.259546763920787,14.23522305637627,14.624636908520158,-8.959562365782906,4.567623640170876,3.4437920011236267,high
CA-22,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-23.371289680898645,-23.759354214479693,14.905117366057217,15.30689355426309,23.371289680898645,38.62582640122402,0,5,0.0,0.0,0.4,0.4,0,0,5,R,5,4,3.8267233885657723,15.486189812046238,18.194612362110455,29.68588000865601,15.30689355426309,-23.37128968089864,6.923961350975016,11.237439304234254,high
CA-24,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,11.064966145329771,10.194555264591644,5.410800320519049,6.340314190917388,11.064966145329771,13.472615927250278,5,0,1.0,0.2,0.4,0.6,0,5,0,D,5,4,1.7830754340832224,4.953232529541917,5.9574249467630835,10.272830762145528,7.13230173633289,11.064966145329768,2.7521366473793503,3.758756158203421,high
CA-25,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,-1.7959345347454785,-3.179184836842493,6.962372475429258,4.729699479554114,6.162073085569487,18.289922668592958,1,3,0.25,0.25,1.0,1.0,2,1,2,R,1,3,3.1531329863694086,9.040148792692563,9.726203841892973,14.992400167496285,9.459398959108228,-1.7959345347454787,3.3653725205268517,4.8682226012088785,high
CA-26,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,14.771910522057729,20.759024926241587,8.883345091948899,3.1249962775512934,14.771910522057729,21.220754035052558,5,0,1.0,0.2,0.4,0.4,0,5,0,D,5,4,3.9465485987879685,6.66382841873831,8.5101160998125,18.095757757501264,15.786194395151878,14.771910522057725,5.279314282535632,4.813678576212083,high
CA-27,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,30.265458568149516,31.397905640448137,7.8410004309487515,5.798201152811021,30.265458568149516,20.836958875069087,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,3.8654674352073477,10.025838481505376,10.373166201402993,16.126190594816528,11.596402305622043,30.265458568149512,3.9707121281231164,5.195377668992028,high
CA-28,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,52.75141069205655,54.474148581504004,4.519308489050672,1.8845330557223718,52.75141069205655,11.430663193908245,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,-2.5538656941545006,5.066576435117663,6.342391547912687,11.430663193908245,-7.661597082463501,52.75141069205655,-1.2949257665623206,4.093418815424505,high
CA-32,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,30.35585486705716,32.27764850025203,6.759409568726035,3.0783111559780316,30.35585486705716,18.245275750666547,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,0.5850478020083495,11.578469365102682,12.875969904523165,18.245275750666547,1.7551434060250486,30.355854867057165,2.1755562562716633,5.818677268699316,high
CA-34,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,1,2012,2012,71.23123977523295,71.23123977523295,0.0,0.0,71.23123977523295,0.0,1,0,1.0,0.0,0.0,0.0,0,1,0,D,1,0,,,,,,,,,insufficient_single_cycle
CA-36,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,15.413350541608583,18.033119492966456,7.081358100708014,6.074748805567182,15.413350541608583,18.229189319759534,5,0,1.0,0.0,0.4,0.4,0,5,0,D,5,4,3.7000554295778585,6.73742983236145,7.795453076837242,15.739683057850467,14.800221718311432,15.413350541608581,3.926537768890616,4.394341230425107,high
CA-37,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,72.8571675290896,72.3574511258245,3.443249009930902,2.1361451445793094,72.8571675290896,9.588426078889398,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,-0.3183400374960854,6.710624090089017,7.05251147220343,9.588426078889398,-0.9550201124882562,72.8571675290896,0.7678385853912899,3.2221147576321516,high
CA-38,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2018,32.98250442072444,36.39653879213342,8.795141656161213,2.9335384991075806,32.98250442072444,22.776257726575672,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,0.8713445851635271,14.312827232553587,16.461904255102763,22.776257726575672,2.6140337554905813,32.98250442072443,3.0618358993047425,8.101602798774026,high
CA-39,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-13.04159495258941,-14.460858739220212,14.057785022716006,13.265628026823148,14.287293479142951,40.2041318483786,1,4,0.2,0.4,0.4,0.6,2,1,3,R,1,4,3.595253845830455,16.506812078358845,17.682350271495775,22.629026792774532,14.38101538332182,-13.041594952589408,6.8966162615022215,10.123966022664469,high
CA-41,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,23.876819593837695,28.060387016182165,6.946282610338106,2.1390740299657587,23.876819593837695,16.913422727533955,5,0,1.0,0.0,0.0,0.2,0,5,0,D,5,4,2.5312309284358134,5.925480435331164,8.318163242710527,16.61670996719154,10.124923713743254,23.87681959383769,3.7163270155020474,4.541879471142412,high
CA-42,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-19.51421607324736,-17.64423606412939,6.623879306849791,3.543777725316378,19.51421607324736,18.476801219522308,0,5,0.0,0.0,0.0,0.4,0,0,5,R,5,4,1.730814889921767,7.507585719839387,8.779735710717471,13.831202687083238,6.923259559687068,-19.514216073247354,3.2323320338896413,4.79372885310533,high
CA-45,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-10.64939843145879,-16.916015018875903,14.082274914703591,13.325479867620274,15.06140687044101,37.16950117175738,2,3,0.4,0.2,0.4,0.4,1,2,3,D,2,4,5.961005326034278,12.623745259844416,12.903098450588336,21.221518161571773,23.84402130413711,-10.649398431458788,8.203155230696476,7.982916465520868,high
CA-46,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,30.736649744936145,32.62856398365679,7.752878636110878,5.271222890827552,30.736649744936145,18.89453612675613,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,3.2526707971455573,9.343686620691862,11.483853046457615,18.89453612675613,9.758012391436672,30.736649744936138,3.841056090962947,4.819008965695704,high
CA-47,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,21.759004673138186,26.54375897160877,7.599259578899162,3.1672383319978827,21.759004673138186,17.732066995665,5,0,1.0,0.0,0.0,0.4,0,5,0,D,5,4,3.3563282443716806,5.509705253460819,7.2551450437029805,15.46396048047016,13.425312977486724,21.75900467313818,4.458269295063848,4.242218279729666,high
CA-48,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-12.371312455901625,-16.63947052373244,13.010944172363866,11.604472380812883,15.212906289026865,35.34792748735842,1,4,0.2,0.2,0.4,0.4,2,1,3,R,1,4,4.959298544539718,12.71466519913949,13.459585748945281,23.743455106545536,19.83719417815887,-12.371312455901624,7.502231584367614,7.531116169958023,high
CA-49,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-3.6177611905655676,-0.5226419048540246,12.798245659083246,13.360658377755085,11.256628783694882,33.17612683074883,2,3,0.4,0.2,0.4,0.6,1,2,3,D,2,4,5.646093795717891,10.941969619656524,11.214178528914658,19.81546845299374,22.58437518287156,-3.6177611905655667,7.834487719649191,6.405989095492988,high
CA-50,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-23.203925617449006,-26.902529418195027,15.20135064778857,15.497612985761766,23.203925617449006,38.969173619075534,0,5,0.0,0.2,0.4,0.4,0,0,5,R,5,4,6.868297278452777,12.61628953108499,12.958720943998623,23.471560633313768,27.47318911381111,-23.203925617449002,9.391555184669773,7.394487402357683,high
CA-51,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,41.01082105936668,42.4019034246041,3.3791309822710596,3.1064063526658003,41.01082105936668,8.8987988527823,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-1.5864646633874404,5.551113755805185,5.588226142613866,7.929298184835488,-6.345858653549762,41.01082105936668,-0.7868825474929815,3.1906359723801256,high
CA-52,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,13.886777059755186,13.05136969213113,10.24452572120955,10.100246343380038,13.886777059755186,25.33139689460472,5,0,1.0,0.4,0.4,0.6,0,5,0,D,5,4,5.197183857480408,7.468514589821953,7.503876944365671,14.642907808063127,20.78873542992163,13.886777059755186,6.609800689468766,4.191822627869704,high
CA-53,CA,CA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2018,28.175698496920543,28.44074841553803,8.247993933433145,7.642591955806612,28.175698496920543,20.475048743972025,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,5.0950613038710735,8.554971192110276,8.818190419052728,16.34538358608318,15.28518391161322,28.17569849692054,6.220093532092285,4.434799825356229,high
CO-1,CO,CO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,43.86833479520887,41.458315384394474,5.577669299232019,4.617665316529454,43.86833479520887,13.92552619189646,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,2.1643469572725422,4.798416138675687,5.623729524495932,10.605347209222742,8.657387829090169,43.86833479520886,3.1240301850076837,3.404594780281079,high
CO-2,CO,CO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,20.601725608823408,19.718266741305715,5.096003656950948,6.2320189273468465,20.601725608823408,13.151762097469927,5,0,1.0,0.0,0.0,0.2,0,5,0,D,5,4,2.2381078005184483,4.337773248216515,4.4757123014833295,6.9197431701230805,8.952431202073793,20.601725608823404,3.105662450161752,2.5843712509947285,high
CO-3,CO,CO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-12.592827306828099,-12.28865908128796,5.645211785839502,4.323199176294043,12.592827306828099,16.10776339319461,0,5,0.0,0.0,0.4,0.8,0,0,5,R,5,4,1.5283244091919213,6.525557287405382,7.031569609870907,9.994465756426923,6.113297636767685,-12.592827306828097,2.654426020625632,4.216214072960757,high
CO-4,CO,CO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-26.7521016828328,-23.502284748488236,5.8104044090305385,2.2636962890935735,26.7521016828328,14.210807192369515,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-0.4564800018537847,7.561883598038542,8.946564439859788,13.77303091069108,-1.8259200074151387,-26.752101682832794,1.0558967177539211,5.615243862857116,high
