race_id,state,boundary_regime_id,boundary_regime_status,boundary_regime_notes,regime_scorable_elections,regime_first_cycle,regime_last_cycle,regime_mean_dem_margin,regime_median_dem_margin,regime_margin_std,regime_margin_mad,regime_mean_absolute_margin,regime_margin_range,regime_democratic_wins,regime_republican_wins,regime_democratic_win_rate,regime_competitive_within_5_rate,regime_competitive_within_10_rate,regime_competitive_within_15_rate,regime_party_switch_count,regime_longest_democratic_streak,regime_longest_republican_streak,regime_current_party_streak_party,regime_current_party_streak_length,regime_consecutive_swing_count,regime_mean_swing_dem,regime_mean_absolute_swing,regime_swing_std,regime_largest_absolute_swing,regime_first_to_last_margin_change_dem,regime_trend_intercept_dem,regime_trend_slope_points_per_election,regime_trend_residual_rmse,regime_reliability
IN-2,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-15.417161473756735,-20.65633608815427,8.499571230605383,2.3313920005893323,15.417161473756735,21.554324669783917,0,5,0.0,0.2,0.4,0.4,0,0,5,R,5,4,-5.388581167445979,11.721687787434895,12.185708770224448,19.222932669194584,-21.554324669783917,-15.417161473756732,-3.2123376517887725,7.183626154382973,high
IN-3,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-37.08068587348887,-35.679706278722094,5.899349196019793,3.381943126827899,37.08068587348887,17.675145681123936,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-0.39948836603001503,9.237061206591983,10.4929797625688,17.675145681123936,-1.5979534641200601,-37.08068587348886,0.64131548835867,5.829215198065854,high
IN-4,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-31.4052793961267,-33.24727116966752,2.8310337476544687,0.8690950412504108,31.4052793961267,6.3227951706194006,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-1.3634250323422474,4.36158268386588,4.754263981701413,5.996315303047265,-5.45370012936899,-31.405279396126694,-0.5278313514729825,2.730849722918294,high
IN-5,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-19.985459625817874,-20.76530107181747,10.530062340399779,7.241937145681588,19.985459625817874,30.31014903542363,0,5,0.0,0.2,0.2,0.4,0,0,5,R,5,4,4.1710862631829215,10.983988254528896,10.530441158129781,13.643208131404927,16.684345052731683,-19.985459625817864,5.423643123383687,7.214596553727126,high
IN-6,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-34.958652305038434,-36.54970948791199,6.794499452326153,5.593171920583693,34.958652305038434,18.485406448441584,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-4.23465776280801,9.976255031744362,9.383535273916783,12.59538383115257,-16.93863105123204,-34.95865230503843,-2.8284090181880437,5.492306224103452,high
IN-7,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,23.510145470865716,24.870473655898756,5.604648796277549,0.8298558653262873,23.510145470865716,16.75951758726576,5,0,1.0,0.0,0.0,0.2,0,5,0,D,5,4,-0.20746396633157183,8.587222759964451,9.26432190920615,12.73411685609646,-0.8298558653262873,23.510145470865716,1.5099805856613195,5.181892066751986,high
IN-8,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-26.550185662277535,-28.859434035637825,9.1135885699131,4.366540827220582,26.550185662277535,26.816167947594955,0,5,0.0,0.0,0.0,0.2,0,0,5,R,5,4,-6.704041986898739,8.280744774110483,6.255191390316,14.20809645357908,-26.816167947594955,-26.550185662277528,-5.799887672241051,3.9724177273322225,high
IN-9,IN,IN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-18.751333405109364,-13.679714288369269,7.699311899270841,2.7856234707423333,18.751333405109364,17.6136851988248,0,5,0.0,0.0,0.0,0.6,0,0,5,R,5,4,-4.204086629424226,11.975650353762578,13.013123651781758,17.6136851988248,-16.816346517696903,-18.75133340510936,-1.8089565586717125,7.261870011225124,high
KS-2,KS,KS_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-16.091123730390596,-18.292375680074084,8.900629873721469,3.7780067105068635,16.091123730390596,27.529255185063246,0,5,0.0,0.2,0.2,0.4,0,0,5,R,5,4,0.9445016776267159,12.820125914904906,16.125186026539733,27.529255185063246,3.7780067105068635,-16.091123730390596,2.5137927468873285,8.15983481452758,high
KS-4,KS,KS_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-28.23995316426483,-30.63625338905153,5.062835549494589,2.6858702411627853,28.23995316426483,14.449309004328935,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,0.832831643685263,6.3918228584792045,7.57061917175431,12.190832735977068,3.331326574741052,-28.239953164264822,2.1111962153811006,4.088765691690733,high
KY-1,KY,KY_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-43.58164592803408,-45.23362798117732,4.700771306638369,4.752063253943085,43.58164592803408,12.809574971615291,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-2.679686203114171,7.21455194021352,7.905938999350218,12.809574971615291,-10.718744812456684,-43.58164592803406,-1.236775815071473,4.363258191285869,high
KY-2,KY,KY_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,-37.8244198979169,-37.008939756814996,4.465876397708173,2.894614064186598,37.8244198979169,12.116674384988102,0,4,0.0,0.0,0.0,0.0,0,0,4,R,4,3,-4.0388914616627005,5.854693085773296,4.963838475235183,9.0511486927808,-12.116674384988102,-37.8244198979169,-2.150964633381031,2.894379011889588,high
KY-3,KY,KY_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,27.035561444515217,26.99839160044724,1.533055371419151,1.4989656532600968,27.035561444515217,4.0901754743811445,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-1.0225438685952861,1.0225438685952861,0.5460428319458241,1.4989656532600968,-4.0901754743811445,27.035561444515217,-1.0606376276059162,0.31678765387888375,high
KY-4,KY,KY_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-33.41591560900522,-34.17357500084965,5.696545311306017,6.516324760218971,33.41591560900522,15.490032813721438,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-1.7556471264697437,9.24753166050046,9.68563450047278,14.983769068061434,-7.022588505878975,-33.41591560900521,-0.6245680252505684,5.627651201649919,high
KY-5,KY,KY_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,-59.650892536464895,-57.19718594989848,5.115944001077959,1.0465921808152672,59.650892536464895,12.622026373865545,0,4,0.0,0.0,0.0,0.0,0,0,4,R,4,3,-4.2073421246218485,4.2073421246218485,4.47821599598523,10.52884201223501,-12.622026373865545,-59.6508925364649,-2.6623221443392295,2.9074017647322132,high
KY-6,KY,KY_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-13.127221432530977,-16.365966442066323,8.03911283591798,5.812090367081662,13.127221432530977,18.964987952012674,0,5,0.0,0.4,0.4,0.4,0,0,5,R,5,4,-3.119214382793809,12.601708358800146,13.763858146384075,18.964987952012674,-12.476857531175234,-13.127221432530972,-0.817687777607163,7.955508065819868,high
LA-1,LA,LA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-55.3021438872391,-55.056901513041865,8.452975088719901,8.151308368310332,55.3021438872391,22.030717736499277,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-0.38097285317437724,10.634386015075261,12.530810479143058,22.030717736499277,-1.523891412697509,-55.302143887239076,0.9307735130096347,8.349856836226511,high
LA-2,LA,LA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,2,2012,2020,45.12919044139932,45.12919044139932,3.473253861431754,3.473253861431754,45.12919044139932,6.946507722863508,2,0,1.0,0.0,0.0,0.0,0,2,0,D,2,1,6.946507722863508,6.946507722863508,0.0,6.946507722863508,6.946507722863508,45.1291904413993,1.7366269307158775,1.8115356374411762e-14,low
LA-3,LA,LA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,-32.083803894578836,-30.506168514342733,12.689924285549155,10.211758573899647,32.083803894578836,32.42309346024901,0,4,0.0,0.0,0.0,0.0,0,0,4,R,4,3,-8.911352889581233,12.70404275058477,10.88176410722346,20.42351714779929,-26.734058668743696,-32.083803894578836,-6.772311215474088,7.791421091472416,high
MA-3,MA,MA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2018,29.994714815237757,29.602096843169846,3.9712537496183526,2.8803934193044327,29.994714815237757,10.975065073720913,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,-0.7056601639228196,8.022370213070095,8.284366885725518,10.975065073720913,-2.1169804917684587,29.99471481523775,0.4624123598415567,3.937457917957984,high
MA-4,MA,MA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,3,2012,2020,27.9966014268653,24.487690089356068,7.674591229141885,3.631276422269792,27.9966014268653,17.789286857067285,3,0,1.0,0.0,0.0,0.0,0,3,0,D,3,2,-1.815638211134896,15.97364864593239,15.97364864593239,17.789286857067285,-3.631276422269792,27.996601426865304,-0.9078191055674483,7.5300501852200705,medium
MA-5,MA,MA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,3,2012,2020,48.824110866819886,47.92573331759111,2.1890211880239727,1.2180542593117423,48.824110866819886,5.131241166309806,3,0,1.0,0.0,0.0,0.0,0,3,0,D,3,2,-0.6090271296558711,4.522214036653935,4.522214036653935,5.131241166309806,-1.2180542593117423,48.82411086681988,0.06677317374759702,2.186077125291901,medium
MA-6,MA,MA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,19.59883853824881,21.7391268091455,13.12112297300205,10.154119287909738,19.59883853824881,32.695744738145535,4,0,1.0,0.25,0.25,0.5,0,4,0,D,4,3,9.623130553135415,12.174032605628275,10.044930992448895,20.308238575819473,28.869391659406244,19.59883853824881,7.804702189463193,4.458747291236983,high
MA-8,MA,MA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,2,2012,2016,45.696176809210016,45.696176809210016,3.2034556841850836,3.2034556841850836,45.696176809210016,6.406911368370167,2,0,1.0,0.0,0.0,0.0,0,2,0,D,2,1,-6.406911368370167,6.406911368370167,0.0,6.406911368370167,-6.406911368370167,45.696176809210016,-3.2034556841850845,5.0242958677880805e-15,low
MA-9,MA,MA_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,19.627175441498093,20.80729953770916,5.466784788054284,3.1675045379690836,19.627175441498093,15.324212959107742,5,0,1.0,0.0,0.2,0.2,0,5,0,D,5,4,-0.2416054489561983,8.426383394349884,9.88297212689599,15.324212959107742,-0.9664217958247932,19.627175441498093,0.7245678306159861,5.3698918831364395,high
MD-1,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-32.84012430767033,-35.94031264803411,7.195802885120575,4.990850447270539,32.84012430767033,19.035052920608766,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,2.2203812030376433,7.29714525726674,8.80210618354423,16.47813760973757,8.881524812150573,-32.840124307670315,3.6798102544909885,4.969665194295836,high
MD-2,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,31.975246913907256,34.472190308846386,4.063763268665865,1.2120633339406268,31.975246913907256,10.219531762916983,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,0.3030158334851567,4.806750047973335,5.774495039513487,9.007468428976356,1.2120633339406268,31.975246913907245,1.2260744690578145,3.6752761387965247,high
MD-3,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,33.280303350933806,37.26579524102808,8.089716657353758,3.5813093751969944,33.280303350933806,21.59923709378891,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,0.613790789320694,10.185827757573762,11.818730577529543,18.017927718591917,2.455163157282776,33.2803033509338,2.6509563408354486,7.1685686544969025,high
MD-4,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,53.71425372520874,56.44244844500373,6.320684562288891,2.9174346675202116,53.71425372520874,17.443568741469342,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,0.7293586668800529,7.992425703854618,9.437530633340295,14.52613407394913,2.9174346675202116,53.714253725208714,2.2118441032724423,5.492407911070976,high
MD-5,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,37.797044433765876,38.0047361036397,5.189063063522395,3.6877192509062837,37.797044433765876,14.903865561139757,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-0.977886566479059,8.429819347048937,9.029306585152295,13.390827324108894,-3.911546265916236,37.79704443376586,0.7080773029307327,5.0915251686858145,high
MD-6,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,15.764361390984552,19.63273058722717,7.39053946355778,1.3573262412116023,15.764361390984552,19.534163978793558,5,0,1.0,0.2,0.2,0.2,0,5,0,D,5,4,-0.3097311568236507,10.076813146220431,12.373755011134488,19.41576236487656,-1.2389246272946046,15.76436139098455,1.7056314724204351,6.9858225086945005,high
MD-7,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,50.09523973711238,53.08110074252458,5.656887441032274,2.6183971235606833,50.09523973711238,12.771482160772635,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-3.029113767060897,9.15737670130345,9.598346324755328,12.771482160772635,-12.116455068243589,50.09523973711237,-1.1976384268002047,5.397378985934906,high
MD-8,MD,MD_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,30.61856394111561,30.443167781480877,6.125811835984421,6.207072895693788,30.61856394111561,16.23253147354053,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,1.551768223923447,6.564497512846818,7.486652357309378,11.588243294004755,6.207072895693788,30.618563941115607,2.8646677264928115,4.594880660416312,high
ME-1,ME,ME_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,24.469274533267196,26.313758394166985,4.829541326209763,2.2349097197630776,24.469274533267196,13.07299836246671,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-1.1716566511658577,6.691309276622954,8.514030752551394,13.07299836246671,-4.686626604663431,24.469274533267193,-1.160816292908992,4.541968790051512,high
ME-2,ME,ME_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,1.6854263132917027,1.0324447082321917,8.708521538082858,6.032970115931618,7.390574457001039,24.939212020673793,3,2,0.6,0.2,0.8,0.8,2,2,2,D,2,4,-2.4240442301750234,10.045561780161874,11.754589856951174,20.6773924767993,-9.69617692070009,1.6854263132917024,-1.3359383725468563,8.501110792641555,high
MI-1,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-11.934700977499833,-12.633196690496456,8.126234217898858,5.7763896573818085,11.934700977499833,24.265355907976133,0,5,0.0,0.2,0.4,0.8,0,0,5,R,5,4,-6.066338976994033,7.166796126082012,5.228926015792257,12.174176351099435,-24.265355907976133,-11.934700977499832,-5.430710147333409,2.6552696954264716,high
MI-2,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-24.14242262355398,-26.920792919152788,6.798698759679966,3.4525081246258402,24.14242262355398,18.026142795480144,0,5,0.0,0.0,0.0,0.2,0,0,5,R,5,4,1.4859558671667763,7.527115530573296,9.90688906322653,17.746733207755835,5.943823468667105,-24.14242262355398,2.991378973281433,5.322180803138251,high
MI-3,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-13.290129225794363,-11.238334298770676,6.137857973651426,5.318930403564947,13.290129225794363,16.029393440970576,0,5,0.0,0.0,0.4,0.6,0,0,5,R,5,4,0.6323491714712297,7.382347549014058,8.060070121106934,10.71046303740563,2.529396685884919,-13.290129225794361,1.2715769090727604,5.868516408202527,high
MI-4,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-26.871574500551855,-29.52238224119585,5.286468156094351,3.1154293838761546,26.871574500551855,15.235351536567151,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-0.7788573459690387,8.988225626495508,9.553041695245495,12.144556389669404,-3.1154293838761546,-26.87157450055185,-1.4076600749059784,4.897318837122104,high
MI-5,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,26.27818901175575,26.050530707097913,8.121672258860965,7.449799449862944,26.27818901175575,22.852137070931732,5,0,1.0,0.0,0.0,0.2,0,5,0,D,5,4,-5.2017488735263715,6.224319661939495,5.269862594276586,10.907943135222144,-20.806995494105486,26.278189011755742,-5.355818492392053,2.9312074019854597,high
MI-6,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-13.990234405511348,-15.508957966465047,5.7666476341137844,3.52924035978746,13.990234405511348,17.684191272738325,0,5,0.0,0.2,0.2,0.4,0,0,5,R,5,4,-0.9242088114289193,9.766304447798081,11.076898721602657,17.684191272738325,-3.696835245715679,-13.990234405511343,0.35644113103924213,5.744573472089728,high
MI-7,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-12.54494380944372,-12.285580168540582,3.472658107643136,2.7412860558812486,12.54494380944372,9.910718719237112,0,5,0.0,0.0,0.2,0.6,0,0,5,R,5,4,-1.796048397979542,5.5136433755737695,6.16413952394557,9.910718719237112,-7.184193591918168,-12.544943809443717,-0.9674483284529144,3.1917772159295414,high
MI-8,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-8.65463643830589,-12.532647814910026,10.47482100793362,8.785754522115484,11.62620785564397,25.15279004403356,2,3,0.4,0.4,0.4,0.6,1,2,3,D,2,4,6.228235793340665,8.507365612690657,9.599736773026624,20.68544828994716,24.91294317336266,-8.654636438305888,6.619292186864338,4.7001932979486,high
MI-9,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,22.973107069613526,22.856026503547707,3.018208424377288,2.3429382575901982,22.973107069613526,8.594439375902397,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-2.148609843975599,3.3200789727706983,2.5947763523908245,3.792691862743439,-8.594439375902397,22.97310706961352,-1.8638632356958011,1.4702413986230876,high
MI-10,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-33.41213150779753,-32.560409579634246,5.286743424523761,6.495072265216216,33.41213150779753,13.998188701645514,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,1.623768066304054,5.375326284518703,6.010654743829907,8.522693304467907,6.495072265216216,-33.41213150779753,2.6988333232077917,3.6581762428608546,high
MI-11,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-5.10318388279666,-6.396678384649536,8.505335316505047,8.777065222484435,8.728343254566024,22.107725930183786,2,3,0.4,0.2,0.6,0.8,1,2,3,D,2,4,2.1942663056211087,8.859596659470785,10.790910381102833,19.439436711750414,8.777065222484435,-5.10318388279666,3.9661856375152644,6.393705640997502,high
MI-12,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,36.540258927817085,35.755543570864695,2.1813748485774926,2.062521215304841,36.540258927817085,5.499790275961928,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-0.8044596682239842,3.554354806204948,3.738709586818203,5.280359888200778,-3.2178386728959367,36.54025892781708,-0.0935887069829894,2.1773558592607203,high
MI-13,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,4,2012,2020,63.28311707803576,62.278541536898054,3.6367766608620147,1.8759701148825378,63.28311707803576,9.720600971946098,4,0,1.0,0.0,0.0,0.0,0,4,0,D,4,3,-3.2402003239820325,3.2402003239820325,1.930268691771332,5.968660742181022,-9.720600971946098,63.28311707803575,-2.20999054043679,1.5944488680878706,high
MI-14,MI,MI_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,61.818449603308785,60.971127918832146,2.9855974262737055,2.590688575126208,61.818449603308785,8.511436839810422,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-1.4132650044035007,4.137797703064814,4.692366977279787,8.511436839810422,-5.653060017614003,61.81844960330875,-0.58570546379053,2.868395058415769,high
MN-1,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,4.190049478600914,0.758322342075725,6.723508128772047,3.833777262152937,5.600577807646814,18.273442296521182,3,2,0.6,0.6,0.8,0.8,1,3,2,R,2,4,-4.5683605741302955,4.5683605741302955,2.7253736551858876,7.7619361550239026,-18.273442296521182,4.190049478600914,-4.551800899267952,1.941076686921646,high
MN-2,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-3.872425823772153,-1.7961486039701495,8.06325670975322,6.363797385104913,6.978158185064167,22.67798745243242,2,3,0.4,0.4,0.8,0.8,1,2,3,D,2,4,2.6041637172295675,8.734830008986641,9.41197413468608,15.37421682507544,10.41665486891827,-3.8724258237721516,4.351129719026895,5.210705240539152,high
MN-3,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-6.329137990782515,-13.683070831120046,14.858181798125905,10.676222156249429,15.409593246232976,35.77984916419645,2,3,0.4,0.0,0.0,0.6,1,2,3,D,2,4,6.8962615589620935,10.99366302313613,12.438247192702095,25.10362700794702,27.585046235848377,-6.329137990782512,9.094994163589318,7.438261132463174,high
MN-4,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,30.5745319230102,30.75539309924682,4.526123308129437,3.446151949247966,30.5745319230102,12.873932768833125,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,0.8615379873119915,5.575428397104571,7.021576812981796,12.873932768833125,3.446151949247966,30.574531923010188,1.4848473029586748,4.009519818405351,high
MN-5,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,47.51463957544979,46.82089741960086,5.717898855587238,2.4303150451332485,47.51463957544979,17.854494157776294,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-2.7048890767740428,7.456323474550244,9.820000298872952,17.854494157776294,-10.819556307096171,47.514639575449785,-1.2173859718378914,5.4525507896644525,high
MN-6,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-20.86462298227892,-22.36084452975048,11.139103692088929,8.947488571411302,20.86462298227892,30.33192598276783,0,5,0.0,0.2,0.2,0.2,0,0,5,R,5,4,-7.582981495691958,12.05672578139761,9.908415597328146,16.693152749426865,-30.33192598276783,-20.864622982278917,-6.512192422976341,6.265966067205306,high
MN-7,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,5.966034525567663,5.026252709152629,12.441283901789982,3.5235843161966764,11.383268628413235,39.0760913381455,4,1,0.8,0.2,0.6,0.8,1,4,1,R,1,4,-9.769022834536376,9.769022834536376,7.693947110097869,17.807247326532668,-39.0760913381455,5.966034525567662,-8.243785763222157,4.343447674961663,high
MN-8,MN,MN_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-2.7758000260444304,0.5627908149401492,9.403099866113823,6.104926513563049,7.119681469814736,28.090910960697137,3,2,0.6,0.4,0.8,0.8,1,3,2,R,2,4,-7.022727740174284,7.022727740174284,4.562639666461193,13.654432342402117,-28.090910960697137,-2.775800026044429,-6.3126527494830675,2.9528152026494228,high
MO-1,MO,MO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,58.18363200883298,59.824272308339474,4.238034624550721,3.561240220134337,58.18363200883298,11.981791290997208,5,0,1.0,0.0,0.0,0.0,0,5,0,D,5,4,-0.24543933814137553,6.2363349836399795,6.70477648158049,9.402308423428373,-0.9817573525655021,58.183632008832966,1.0018276585866246,3.994198313037606,high
MO-2,MO,MO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-17.13803430268919,-20.872449769656615,10.4344909407595,10.62977637554257,17.13803430268919,27.54919662378539,0,5,0.0,0.2,0.4,0.4,0,0,5,R,5,4,4.15633618423084,9.618262127661858,10.104265410445842,16.919420248242822,16.625344736923356,-17.138034302689185,6.079988609763209,5.9115208028976225,high
MO-3,MO,MO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-36.980079467478355,-39.90247954975525,4.575480065445632,1.2826785757013823,36.980079467478355,10.553185668048648,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-2.5771743591595957,7.0496947665251355,7.430664366328067,10.553185668048648,-10.308697436638383,-36.98007946747835,-1.1672354058545722,4.26733416126853,high
MO-4,MO,MO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-35.3120889313577,-37.92677683581563,6.165143746255438,3.7951976828642415,35.3120889313577,16.8988522463619,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-3.275913640874415,8.084247788894135,9.241477554171839,16.8988522463619,-13.10365456349766,-35.31208893135769,-1.6590640830955903,5.701228827924464,high
MO-5,MO,MO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,19.435079343135918,20.660252258920035,6.74403906396184,2.951438007048022,19.435079343135918,19.429110968256015,5,0,1.0,0.0,0.2,0.2,0,5,0,D,5,4,-0.8490111514592416,10.56356663558725,11.67970478606338,16.982341484765858,-3.396044605836966,19.435079343135914,1.26370217565821,6.502935992205115,high
MO-6,MO,MO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-35.77793838814135,-36.23395778411992,2.561799739565422,2.7915903358783822,35.77793838814135,7.0908874982791374,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-0.9369058110176347,4.004333106061125,4.170089345584244,6.134854590086981,-3.747623244070539,-35.77793838814134,-0.37878038064152847,2.505168407935799,high
MO-7,MO,MO_2012_2020_default,assumed_stable_2012_2020,No known mid-decade statewide boundary break configured.,5,2012,2020,-37.23597880716203,-36.14477745357643,3.474755377191704,3.1815472345891678,37.23597880716203,9.336848582365626,0,5,0.0,0.0,0.0,0.0,0,0,5,R,5,4,-2.3342121455914064,4.334651210313703,4.041373650808884,6.155301347776458,-9.336848582365626,-37.23597880716201,-2.0192322639435227,1.9797290369698919,high
