cycle,race_id,district_id,state,district,actual_dem_margin,actual_winner,model_margin_dem,total_error_sd_used,party_control_fixed,held_out_cycle,training_bias_dem,loo_corrected_margin_dem,raw_margin_error,corrected_margin_error
2016,CA-25,CA-25,CA,25,-6.260123066,R,-0.056666667,3.553167600887974,,2016,3.6374554460122592,-3.6941221130122592,6.203456399,2.566000952987741
2016,CA-26,CA-26,CA,26,20.75902493,D,12.143333333,3.553167600887974,,2016,3.6374554460122592,8.50587788698774,-8.615691597,-12.253147043012259
2016,CA-27,CA-27,CA,27,34.84072265,D,29.443333333,3.553167600887974,,2016,3.6374554460122592,25.805877886987744,-5.397389316999995,-9.034844763012252
2016,CA-28,CA-28,CA,28,55.97335887,D,45.643333332999994,3.553167600887974,,2016,3.6374554460122592,42.00587788698773,-10.330025537000004,-13.967480983012265
2016,CA-29,CA-29,CA,29,74.73170221,D,58.343333333,3.553167600887974,D,2016,3.6374554460122592,54.705877886987736,-16.388368876999998,-20.02582432301226
2016,CA-3,CA-3,CA,3,18.70286341,D,13.043333333,3.553167600887974,,2016,3.6374554460122592,9.40587788698774,-5.659530076999999,-9.296985523012259
2016,CA-30,CA-30,CA,30,45.27678306,D,35.043333333,3.553167600887974,,2016,3.6374554460122592,31.40587788698774,-10.233449727,-13.870905173012261
2016,CA-31,CA-31,CA,31,12.13507706,D,18.443333333,3.553167600887974,,2016,3.6374554460122592,14.805877886987743,6.308256273000001,2.670800826987742
2016,CA-32,CA-32,CA,32,61.57431716,D,34.543333333,3.553167600887974,D,2016,3.6374554460122592,30.90587788698774,-27.030983827,-30.66843927301226
2016,CA-33,CA-33,CA,33,32.87969499,D,25.643333333,3.553167600887974,,2016,3.6374554460122592,22.00587788698774,-7.236361656999996,-10.873817103012257
2016,CA-34,CA-34,CA,34,77.18339239,D,70.74333333300001,3.553167600887974,D,2016,3.6374554460122592,67.10587788698776,-6.440059056999985,-10.077514503012239
2016,CA-35,CA-35,CA,35,44.78182465,D,38.643333332999994,3.553167600887974,,2016,3.6374554460122592,35.00587788698773,-6.138491317000003,-9.775946763012264
2016,CA-36,CA-36,CA,36,24.1078683,D,5.043333333,3.553167600887974,,2016,3.6374554460122592,1.4058778869877404,-19.064534967,-22.70199041301226
2016,CA-37,CA-37,CA,37,81.1263023,D,74.043333333,3.553167600887974,D,2016,3.6374554460122592,70.40587788698775,-7.082968966999999,-10.720424413012253
2016,CA-38,CA-38,CA,38,40.95659891,D,33.743333332999995,3.553167600887974,,2016,3.6374554460122592,30.105877886987734,-7.213265577000001,-10.850721023012262
2016,CA-39,CA-39,CA,39,-14.46085874,R,-1.8566666670000005,3.553167600887974,,2016,3.6374554460122592,-5.49412211301226,12.604192073,8.96673662698774
2016,CA-4,CA-4,CA,4,-25.43977115,R,-16.556666667,3.553167600887974,,2016,3.6374554460122592,-20.194122113012256,8.883104483,5.245649036987743
2016,CA-40,CA-40,CA,40,71.3704897,D,66.843333333,3.553167600887974,,2016,3.6374554460122592,63.20587788698774,-4.527156366999989,-8.16461181301225
2016,CA-41,CA-41,CA,41,29.90274829,D,27.043333333,3.553167600887974,,2016,3.6374554460122592,23.40587788698774,-2.859414957000002,-6.496870403012263
2016,CA-42,CA-42,CA,42,-17.64423606,R,-13.256666667,3.553167600887974,,2016,3.6374554460122592,-16.89412211301226,4.3875693930000015,0.7501139469877423
2016,CA-43,CA-43,CA,43,52.16840686,D,59.843333333,3.553167600887974,,2016,3.6374554460122592,56.205877886987736,7.674926472999999,4.037471026987738
2016,CA-44,CA-44,CA,44,52.19574807,D,72.943333333,3.553167600887974,D,2016,3.6374554460122592,69.30587788698774,20.747585262999998,17.110129816987744
2016,CA-45,CA-45,CA,45,-17.11950335,R,-9.956666667,3.553167600887974,,2016,3.6374554460122592,-13.59412211301226,7.162836682999998,3.525381236987739
2016,CA-46,CA-46,CA,46,70.0199887,D,27.043333333,3.553167600887974,D,2016,3.6374554460122592,23.40587788698774,-42.976655367,-46.61411081301226
2016,CA-47,CA-47,CA,47,27.44289079,D,24.343333333,3.553167600887974,,2016,3.6374554460122592,20.705877886987743,-3.0995574569999995,-6.737012903012257
2016,CA-48,CA-48,CA,48,-16.63947052,R,-9.856666667,3.553167600887974,,2016,3.6374554460122592,-13.49412211301226,6.782803852999999,3.1453484069877398
2016,CA-49,CA-49,CA,49,-0.5226419049,R,-4.856666667000001,3.553167600887974,,2016,3.6374554460122592,-8.49412211301226,-4.3340247621,-7.9714802081122595
2016,CA-5,CA-5,CA,5,53.73702031,D,44.043333333,3.553167600887974,,2016,3.6374554460122592,40.40587788698774,-9.693686976999999,-13.33114242301226
2016,CA-50,CA-50,CA,50,-26.90252942,R,-20.956666667,3.553167600887974,,2016,3.6374554460122592,-24.59412211301226,5.945862753,2.308407306987739
2016,CA-51,CA-51,CA,51,45.50830978,D,42.343333333,3.553167600887974,,2016,3.6374554460122592,38.705877886987736,-3.164976447000001,-6.802431893012262
2016,CA-52,CA-52,CA,52,13.05136969,D,8.243333333,3.553167600887974,,2016,3.6374554460122592,4.6058778869877415,-4.808036356999999,-8.445491803012258
2016,CA-53,CA-53,CA,53,34.01850779,D,26.843333333,3.553167600887974,,2016,3.6374554460122592,23.205877886987743,-7.175174457000001,-10.812629903012258
2016,CA-6,CA-6,CA,6,50.854031,D,42.643333332999994,3.553167600887974,,2016,3.6374554460122592,39.00587788698773,-8.210697667000005,-11.848153113012266
2016,CA-7,CA-7,CA,7,2.342743549,D,5.843333333,3.553167600887974,,2016,3.6374554460122592,2.205877886987741,3.500589784,-0.13686566201225903
2016,CA-8,CA-8,CA,8,-24.51603813,R,-12.056666667,3.553167600887974,,2016,3.6374554460122592,-15.69412211301226,12.459371462999998,8.821916016987739
2016,CA-9,CA-9,CA,9,14.71904547,D,19.543333333,3.553167600887974,,2016,3.6374554460122592,15.90587788698774,4.824287863,1.1868324169877411
2016,CO-1,CO-1,CO,1,40.16082905,D,42.043333333,3.553167600887974,,2016,3.6374554460122592,38.40587788698774,1.882504283000003,-1.754951163012258
2016,CO-2,CO-2,CO,2,19.71826674,D,20.243333333,3.553167600887974,,2016,3.6374554460122592,16.60587788698774,0.5250665929999982,-3.112388853012259
2016,CO-3,CO-3,CO,3,-14.25153127,R,-4.156666667,3.553167600887974,,2016,3.6374554460122592,-7.794122113012259,10.094864603,6.45740915698774
2016,CO-4,CO-4,CO,4,-31.89387481,R,-17.456666667,3.553167600887974,,2016,3.6374554460122592,-21.09412211301226,14.437208143,10.799752696987738
2016,CO-5,CO-5,CO,5,-31.42850829,R,-18.956666667,3.553167600887974,,2016,3.6374554460122592,-22.59412211301226,12.471841623,8.834386176987739
2016,CO-6,CO-6,CO,6,-8.303025634,R,6.943333333,3.553167600887974,,2016,3.6374554460122592,3.3058778869877408,15.246358967,11.608903520987742
2016,CO-7,CO-7,CO,7,15.38410541,D,16.643333333,3.553167600887974,,2016,3.6374554460122592,13.005877886987742,1.259227923000001,-2.3782275230122583
2016,CT-1,CT-1,CT,1,25.99568587,D,29.543333333,3.553167600887974,,2016,3.6374554460122592,25.90587788698774,3.5476474630000006,-0.08980798301226045
2016,CT-2,CT-2,CT,2,22.72805724,D,15.143333333,3.553167600887974,,2016,3.6374554460122592,11.50587788698774,-7.584723906999999,-11.222179353012258
2016,CT-3,CT-3,CT,3,31.18763717,D,28.143333333,3.553167600887974,,2016,3.6374554460122592,24.50587788698774,-3.0443038369999975,-6.6817592830122585
2016,CT-4,CT-4,CT,4,21.41927665,D,12.943333333,3.553167600887974,,2016,3.6374554460122592,9.30587788698774,-8.475943317,-12.11339876301226
2016,CT-5,CT-5,CT,5,12.48827172,D,10.043333333,3.553167600887974,,2016,3.6374554460122592,6.40587788698774,-2.4449383870000005,-6.08239383301226
2016,DE-AL,DE-AL,DE,AL,14.56265439,D,20.443333333,3.553167600887974,,2016,3.6374554460122592,16.805877886987744,5.880678943000001,2.243223496987744
2016,FL-1,FL-1,FL,1,-38.19971505,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,40.043048383,36.405592936987745
2016,FL-10,FL-10,FL,10,29.7373435,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-27.894010167,-31.531465613012262
2016,FL-11,FL-11,FL,11,-33.77161981,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,35.614953142999994,31.977497696987736
2016,FL-12,FL-12,FL,12,-37.18164087,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,39.024974203,35.387518756987745
2016,FL-13,FL-13,FL,13,3.806183643,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-1.9628503099999999,-5.6003057560122596
2016,FL-14,FL-14,FL,14,23.57413129,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-21.730797957,-25.36825340301226
2016,FL-15,FL-15,FL,15,-14.92241125,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,16.765744583,13.12828913698774
2016,FL-16,FL-16,FL,16,-19.53585754,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,21.379190873,17.741735426987738
2016,FL-17,FL-17,FL,17,-27.57038459,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,29.413717923,25.77626247698774
2016,FL-18,FL-18,FL,18,-10.52623178,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,12.369565113,8.732109666987741
2016,FL-19,FL-19,FL,19,-31.77968202,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,33.623015353,29.98555990698774
2016,FL-2,FL-2,FL,2,-37.38386892,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,39.227202252999994,35.58974680698774
2016,FL-20,FL-20,FL,20,60.62400922,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-58.780675887,-62.418131333012255
2016,FL-21,FL-21,FL,21,27.56140189,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-25.718068557,-29.35552400301226
2016,FL-22,FL-22,FL,22,17.87065266,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-16.027319327,-19.66477477301226
2016,FL-23,FL-23,FL,23,16.21905175,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-14.375718416999998,-18.01317386301226
2016,FL-24,FL-24,FL,24,100.0,D,1.843333333,3.553167600887974,D,2016,3.6374554460122592,-1.7941221130122593,-98.156666667,-101.79412211301226
2016,FL-25,FL-25,FL,25,-24.72042331,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,26.563756643,22.92630119698774
2016,FL-26,FL-26,FL,26,-11.78219304,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,13.625526373,9.98807092698774
2016,FL-27,FL-27,FL,27,-9.787713303,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,11.631046636,7.993591189987741
2016,FL-3,FL-3,FL,3,-16.77998249,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,18.623315823,14.98586037698774
2016,FL-4,FL-4,FL,4,-42.57680722,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,44.420140552999996,40.78268510698774
2016,FL-5,FL-5,FL,5,28.46860411,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-26.625270777,-30.262726223012262
2016,FL-6,FL-6,FL,6,-17.13470664,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,18.978039973,15.340584526987742
2016,FL-7,FL-7,FL,7,2.956553703,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-1.11322037,-4.75067581601226
2016,FL-8,FL-8,FL,8,-30.56014297,R,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,32.403476303,28.76602085698774
2016,FL-9,FL-9,FL,9,14.96964042,D,1.843333333,3.553167600887974,,2016,3.6374554460122592,-1.7941221130122593,-13.126307086999999,-16.763762533012258
2016,GA-1,GA-1,GA,1,-99.58837015,R,-11.056666667,3.553167600887974,R,2016,3.6374554460122592,-14.69412211301226,88.531703483,84.89424803698775
2016,GA-10,GA-10,GA,10,-99.55232599,R,-24.356666667,3.553167600887974,R,2016,3.6374554460122592,-27.99412211301226,75.195659323,71.55820387698773
2016,GA-11,GA-11,GA,11,-34.81154776,R,-33.556666667,3.553167600887974,,2016,3.6374554460122592,-37.19412211301226,1.2548810930000016,-2.3825743530122594
2016,GA-12,GA-12,GA,12,-23.2017056,R,-9.956666667,3.553167600887974,,2016,3.6374554460122592,-13.59412211301226,13.245038933,9.60758348698774
2016,GA-13,GA-13,GA,13,100.0,D,41.043333333,3.553167600887974,D,2016,3.6374554460122592,37.40587788698774,-58.956666667,-62.59412211301226
2016,GA-14,GA-14,GA,14,-100.0,R,-46.056666667,3.553167600887974,R,2016,3.6374554460122592,-49.69412211301226,53.943333333,50.30587788698774
2016,GA-2,GA-2,GA,2,22.45969687,D,19.643333333,3.553167600887974,,2016,3.6374554460122592,16.00587788698774,-2.8163635369999973,-6.453818983012258
2016,GA-3,GA-3,GA,3,-36.69319595,R,-31.056666667,3.553167600887974,,2016,3.6374554460122592,-34.694122113012256,5.636529283000005,1.9990738369877477
2016,GA-4,GA-4,GA,4,51.43891944,D,49.843333333,3.553167600887974,,2016,3.6374554460122592,46.205877886987736,-1.5955861070000026,-5.233041553012264
2016,GA-5,GA-5,GA,5,68.87828607,D,69.143333333,3.553167600887974,,2016,3.6374554460122592,65.50587788698775,0.2650472629999996,-3.3724081830122543
2016,GA-6,GA-6,GA,6,-23.36497906,R,-21.456666667,3.553167600887974,,2016,3.6374554460122592,-25.09412211301226,1.9083123929999992,-1.7291430530122618
2016,GA-7,GA-7,GA,7,-20.76336884,R,-20.056666667,3.553167600887974,,2016,3.6374554460122592,-23.694122113012256,0.706702173,-2.9307532730122574
2016,GA-8,GA-8,GA,8,-35.2858387,R,-22.256666667,3.553167600887974,,2016,3.6374554460122592,-25.89412211301226,13.029172032999998,9.39171658698774
2016,GA-9,GA-9,GA,9,-100.0,R,-55.756666667000005,3.553167600887974,R,2016,3.6374554460122592,-59.394122113012266,44.243333332999995,40.605877886987734
2016,HI-1,HI-1,HI,1,46.57824859,D,42.543333333,3.553167600887974,,2016,3.6374554460122592,38.90587788698774,-4.0349152570000015,-7.6723707030122625
2016,HI-2,HI-2,HI,2,58.52774915,D,46.543333333,3.553167600887974,,2016,3.6374554460122592,42.90587788698774,-11.984415816999999,-15.62187126301226
2016,IA-1,IA-1,IA,1,-7.66279544,R,15.543333333,3.553167600887974,,2016,3.6374554460122592,11.90587788698774,23.206128773,19.568673326987742
2016,IA-2,IA-2,IA,2,7.469083755,D,14.943333333,3.553167600887974,,2016,3.6374554460122592,11.30587788698774,7.474249578,3.836794131987741
2016,IA-3,IA-3,IA,3,-13.73245842,R,6.043333333,3.553167600887974,,2016,3.6374554460122592,2.4058778869877404,19.775791753,16.13833630698774
2016,IA-4,IA-4,IA,4,-22.61281967,R,-6.256666666999999,3.553167600887974,,2016,3.6374554460122592,-9.894122113012259,16.356153003000003,12.718697556987742
2016,ID-1,ID-1,ID,1,-36.35780356,R,-30.856666667,3.553167600887974,,2016,3.6374554460122592,-34.49412211301226,5.501136893000002,1.8636814469877407
2016,ID-2,ID-2,ID,2,-33.51919004,R,-29.156666667,3.553167600887974,,2016,3.6374554460122592,-32.79412211301226,4.362523372999998,0.7250679269877409
2016,IL-1,IL-1,IL,1,48.19193192,D,60.643333332999994,3.553167600887974,,2016,3.6374554460122592,57.00587788698773,12.451401412999992,8.813945966987731
2016,IL-10,IL-10,IL,10,5.209863075,D,18.243333333,3.553167600887974,,2016,3.6374554460122592,14.60587788698774,13.033470257999998,9.39601481198774
2016,IL-11,IL-11,IL,11,20.89573362,D,19.043333333,3.553167600887974,,2016,3.6374554460122592,15.40587788698774,-1.8524002870000018,-5.489855733012261
2016,IL-12,IL-12,IL,12,-14.61013029,R,3.343333333,3.553167600887974,,2016,3.6374554460122592,-0.2941221130122593,17.953463623,14.316008176987742
2016,IL-13,IL-13,IL,13,-19.32988543,R,1.543333333,3.553167600887974,,2016,3.6374554460122592,-2.094122113012259,20.873218763,17.235763316987743
2016,IL-14,IL-14,IL,14,-18.60974809,R,-8.156666667,3.553167600887974,,2016,3.6374554460122592,-11.794122113012259,10.453081423,6.815625976987741
2016,IL-15,IL-15,IL,15,-100.0,R,-27.956666667,3.553167600887974,R,2016,3.6374554460122592,-31.59412211301226,72.04333333299999,68.40587788698774
2016,IL-16,IL-16,IL,16,-99.94958688,R,-5.856666667000001,3.553167600887974,R,2016,3.6374554460122592,-9.49412211301226,94.092920213,90.45546476698775
2016,IL-17,IL-17,IL,17,20.61602129,D,18.843333333,3.553167600887974,,2016,3.6374554460122592,15.205877886987741,-1.7726879569999987,-5.410143403012258
2016,IL-18,IL-18,IL,18,-44.26821929,R,-21.456666667,3.553167600887974,,2016,3.6374554460122592,-25.09412211301226,22.811552622999997,19.174097176987736
2016,IL-2,IL-2,IL,2,59.61524097,D,64.043333333,3.553167600887974,,2016,3.6374554460122592,60.405877886987746,4.428092363000005,0.7906369169877436
2016,IL-3,IL-3,IL,3,99.9596293,D,15.143333333,3.553167600887974,D,2016,3.6374554460122592,11.50587788698774,-84.816295967,-88.45375141301227
2016,IL-4,IL-4,IL,4,100.0,D,65.643333333,3.553167600887974,D,2016,3.6374554460122592,62.00587788698774,-34.356666667,-37.99412211301226
2016,IL-5,IL-5,IL,5,40.36031671,D,36.043333333,3.553167600887974,,2016,3.6374554460122592,32.40587788698774,-4.316983377,-7.954438823012261
2016,IL-6,IL-6,IL,6,-18.44803008,R,-6.356666666999999,3.553167600887974,,2016,3.6374554460122592,-9.994122113012258,12.091363413,8.45390796698774
2016,IL-7,IL-7,IL,7,68.47908669,D,77.24333333300001,3.553167600887974,,2016,3.6374554460122592,73.60587788698776,8.764246643000007,5.126791196987753
2016,IL-8,IL-8,IL,8,16.62985626,D,18.343333333,3.553167600887974,,2016,3.6374554460122592,14.705877886987741,1.713477073,-1.9239783730122593
2016,IL-9,IL-9,IL,9,32.95814625,D,33.543333333,3.553167600887974,,2016,3.6374554460122592,29.90587788698774,0.585187083000001,-3.05226836301226
2016,IN-1,IN-1,IN,1,81.51172702,D,25.643333333,3.553167600887974,,2016,3.6374554460122592,22.00587788698774,-55.868393686999994,-59.505849133012255
2016,IN-2,IN-2,IN,2,-22.33727651,R,-12.156666667,3.553167600887974,,2016,3.6374554460122592,-15.794122113012259,10.180609843,6.54315439698774
2016,IN-3,IN-3,IN,3,-47.12773327,R,-24.956666667,3.553167600887974,,2016,3.6374554460122592,-28.59412211301226,22.171066603,18.53361115698774
2016,IN-4,IN-4,IN,4,-34.11636621,R,-22.156666667,3.553167600887974,,2016,3.6374554460122592,-25.794122113012257,11.959699543000003,8.322244096987745
2016,IN-5,IN-5,IN,5,-27.16657206,R,-14.956666667,3.553167600887974,,2016,3.6374554460122592,-18.59412211301226,12.209905393,8.572449946987739
2016,IN-6,IN-6,IN,6,-42.43973211,R,-21.256666667,3.553167600887974,,2016,3.6374554460122592,-24.89412211301226,21.183065443,17.545609996987743
2016,IN-7,IN-7,IN,7,24.28798126,D,29.343333333,3.553167600887974,,2016,3.6374554460122592,25.705877886987743,5.055352073000002,1.4178966269877442
2016,IN-8,IN-8,IN,8,-32.01283961,R,-16.956666667,3.553167600887974,,2016,3.6374554460122592,-20.59412211301226,15.056172943,11.418717496987739
2016,IN-9,IN-9,IN,9,-13.67971429,R,-14.656666667,3.553167600887974,,2016,3.6374554460122592,-18.294122113012257,-0.9769523769999999,-4.614407823012257
2016,KS-1,KS-1,KS,1,-65.89577898,R,-40.656666667,3.553167600887974,,2016,3.6374554460122592,-44.294122113012264,25.239112313,21.60165686698774
2016,KS-2,KS-2,KS,2,-28.37515677,R,-11.756666667,3.553167600887974,,2016,3.6374554460122592,-15.394122113012259,16.618490103,12.981034656987742
2016,KS-3,KS-3,KS,3,-10.70259652,R,-7.656666667,3.553167600887974,,2016,3.6374554460122592,-11.294122113012259,3.0459298530000005,-0.5915255930122587
2016,KS-4,KS-4,KS,4,-31.06364736,R,-23.656666667,3.553167600887974,,2016,3.6374554460122592,-27.294122113012257,7.406980693000001,3.769525246987744
2016,KY-1,KY-1,KY,1,-45.23362798,R,-32.456666667,3.553167600887974,,2016,3.6374554460122592,-36.09412211301226,12.776961313000001,9.13950586698774
2016,KY-2,KY-2,KY,2,-100.0,R,-26.356666667,3.553167600887974,R,2016,3.6374554460122592,-29.99412211301226,73.643333333,70.00587788698775
2016,KY-3,KY-3,KY,3,26.9983916,D,14.743333333,3.553167600887974,,2016,3.6374554460122592,11.105877886987741,-12.255058267,-15.89251371301226
2016,KY-4,KY-4,KY,4,-42.64101931,R,-26.756666667,3.553167600887974,,2016,3.6374554460122592,-30.39412211301226,15.884352642999996,12.246897196987739
2016,KY-5,KY-5,KY,5,-100.0,R,-49.956666667,3.553167600887974,R,2016,3.6374554460122592,-53.59412211301226,50.043333333,46.40587788698774
