uncertainty_scale,marginal_normal_sd,brier_score,log_loss,best_brier,best_log_loss,distance_from_canonical_normal_equivalent
1.850000000000001,6.573360061642755,0.045296115010282856,0.16594713122301108,False,False,5.216335805879662
1.900000000000001,6.751018441687154,0.04537547361998816,0.16489464453140468,False,False,5.038677425835263
1.950000000000001,6.928676821731552,0.04546593857175392,0.16403784085984693,False,False,4.861019045790864
2.000000000000001,7.106335201775951,0.04556710520011993,0.16335832370650163,False,False,4.6833606657464655
2.050000000000001,7.283993581820351,0.04567857694918141,0.16283983793680765,False,False,4.505702285702066
2.1000000000000014,7.46165196186475,0.04579996668208169,0.16246797205318128,False,False,4.328043905657666
2.1500000000000012,7.639310341909148,0.045930897764799083,0.1622299078289569,False,False,4.1503855256132685
2.200000000000001,7.816968721953546,0.04607100492394353,0.1621142088897326,False,False,3.9727271455688706
2.2500000000000013,7.994627101997946,0.0462199348874161,0.1621106414684427,False,True,3.795068765524471
2.3000000000000016,8.172285482042346,0.046377346823190904,0.16221002185540948,False,False,3.6174103854800705
2.3500000000000014,8.349943862086743,0.046542912595605744,0.16240408609100176,False,False,3.4397520054356736
2.4000000000000012,8.527602242131142,0.04671631686082122,0.1626853782663248,False,False,3.262093625391275
2.4500000000000015,8.70526062217554,0.04689725702392583,0.16304715445215714,False,False,3.084435245346876
2.5000000000000018,8.882919002219941,0.04708544307988129,0.1634832998030167,False,False,2.9067768653024757
2.5500000000000016,9.06057738226434,0.047280597359428696,0.1639882568086675,False,False,2.729118485258077
2.6000000000000014,9.238235762308737,0.04748245419947063,0.16455696301045275,False,False,2.55146010521368
2.6500000000000017,9.415894142353137,0.047690759555521135,0.16518479678084091,False,False,2.3738017251692796
2.700000000000002,9.593552522397536,0.04790527057174066,0.1658675299942982,False,False,2.196143345124881
2.7500000000000018,9.771210902441934,0.04812575512197295,0.16660128660612056,False,False,2.018484965080482
2.8000000000000016,9.948869282486331,0.04835199133316721,0.16738250631115412,False,False,1.8408265850360852
2.850000000000002,10.126527662530732,0.048583767100664664,0.16820791258273823,False,False,1.6631682049916847
2.900000000000002,10.304186042575132,0.04882087960308981,0.16907448449876777,False,False,1.4855098249472842
2.950000000000002,10.48184442261953,0.04906313482303743,0.1699794318505296,False,False,1.3078514449028873
3.0000000000000018,10.659502802663928,0.04931034707838817,0.17092017310415863,False,False,1.1301930648584886
3.050000000000002,10.837161182708327,0.04956233856791883,0.17189431584678586,False,False,0.9525346848140899
3.1000000000000023,11.014819562752727,0.049818938933885316,0.17289963940181782,False,False,0.7748763047696894
3.150000000000002,11.192477942797124,0.0500799848434322,0.17393407934199795,False,False,0.5972179247252924
3.200000000000002,11.370136322841523,0.05034531959000634,0.17499571366633554,False,False,0.41955954468089374
3.250000000000002,11.547794702885923,0.0506147927154058,0.17608275043878321,False,False,0.24190116463649325
3.3000000000000025,11.725453082930322,0.05088825965265953,0.17719351671361924,False,False,0.06424278459209454
3.3500000000000023,11.90311146297472,0.05116558138959453,0.17832644859560787,False,False,0.11341559545230417
3.400000000000002,12.080769843019118,0.05144662415268671,0.17948008230280005,False,False,0.2910739754967011
3.4500000000000024,12.258428223063518,0.051731259110599045,0.18065304611681163,False,False,0.4687323555411016
3.5000000000000027,12.436086603107917,0.052019362096670914,0.18184405312001697,False,False,0.6463907355855003
3.5500000000000025,12.613744983152316,0.052310813349527474,0.18305189463167476,False,False,0.824049115629899
3.6000000000000023,12.791403363196714,0.05260549727091749,0.18427543426586862,False,False,1.0017074956742977
3.6500000000000026,12.969061743241113,0.05290330219985541,0.18551360254354513,False,False,1.1793658757186964
3.700000000000003,13.146720123285514,0.05320412020213228,0.1867653919990838,False,False,1.357024255763097
3.7500000000000027,13.32437850332991,0.05350784687426527,0.18802985272891604,False,False,1.5346826358074939
3.8000000000000025,13.50203688337431,0.05381438116097316,0.18930608833587062,False,False,1.7123410158518926
3.8500000000000028,13.67969526341871,0.054123625185291735,0.19059325222830176,False,False,1.889999395896293
3.900000000000003,13.857353643463108,0.05443548409047627,0.19189054423774735,False,False,2.0676577759406918
3.950000000000003,14.035012023507507,0.05474986589287555,0.1931972075229771,False,False,2.2453161559850905
4.000000000000003,14.212670403551904,0.05506668134500214,0.1945125257318914,False,False,2.4229745360294874
4.0500000000000025,14.390328783596303,0.055385843808065396,0.19583582039589564,False,False,2.600632916073886
4.100000000000003,14.567987163640703,0.05570726913327595,0.1971664485341589,False,False,2.7782912961182866
4.150000000000003,14.745645543685102,0.05603087555127217,0.1985038004476172,False,False,2.9559496761626853
4.200000000000003,14.9233039237295,0.05635658356906086,0.19984729768474546,False,False,3.133608056207084
4.2500000000000036,15.100962303773901,0.05668431587390418,0.20119639116303586,False,False,3.3112664362514845
4.300000000000003,15.2786206838183,0.05701399724362348,0.20255055943181094,False,False,3.4889248162958832
4.350000000000003,15.456279063862697,0.05734555446282819,0.20390930706350105,False,False,3.66658319634028
4.400000000000003,15.633937443907095,0.0576789162446127,0.20527216316184527,False,False,3.844241576384679
4.450000000000003,15.811595823951494,0.05801401315729776,0.2066386799766566,False,False,4.021899956429078
4.5000000000000036,15.989254203995895,0.05835077755582459,0.20800843161584495,False,False,4.199558336473478
