race_id,shrinkage,incumbent_discount,one_sided_multiplier,observation_prior_strength,cap,layer_2_margin_dem,candidate_war_adjustment_dem,war_adjusted_margin_dem,actual_dem_margin,layer_2_absolute_error,war_adjusted_absolute_error,absolute_error_change
CA-17,0.7,1.0,1.0,0.0,4.0,47.26333333333333,-4.0,43.26333333333333,41.85949748409181,5.403835849241517,1.403835849241517,-4.0
CA-18,0.7,1.0,1.0,0.0,4.0,43.96333333333333,-1.4765625,42.48677083333333,31.706190227901235,12.257143105432096,10.780580605432096,-1.4765625
CA-19,0.7,1.0,1.0,0.0,4.0,39.46333333333333,0.46666666666666684,39.93,37.30118950972433,2.162143823609,2.6288104902756686,0.46666666666666856
CA-20,0.7,1.0,1.0,0.0,4.0,-29.036666666666665,-0.2408823529411764,-29.277549019607843,-34.492811903086356,5.45614523641969,5.215262883478513,-0.24088235294117766
CA-21,0.7,1.0,1.0,0.0,4.0,20.163333333333334,-1.7129411764705882,18.450392156862748,8.357541365890153,11.80579196744318,10.092850790972594,-1.7129411764705864
CA-22,0.7,1.0,1.0,0.0,4.0,8.763333333333334,-4.0,4.763333333333334,-3.0450338337092635,11.808367167042597,7.808367167042597,-4.0
CA-23,0.7,1.0,1.0,0.0,4.0,-13.936666666666667,0.7,-13.236666666666668,-22.050796842198633,8.114130175531965,8.814130175531965,0.6999999999999993
CA-24,0.7,1.0,1.0,0.0,4.0,28.963333333333335,-2.135,26.828333333333333,21.133337396020597,7.829995937312738,5.694995937312736,-2.1350000000000016
CA-25,0.7,1.0,1.0,0.0,4.0,15.163333333333334,3.005882352941176,18.16921568627451,14.756910345550011,0.40642298778332275,3.4123053407244974,3.0058823529411747
CA-26,0.7,1.0,1.0,0.0,4.0,19.863333333333333,-0.875,18.988333333333333,9.060776614841018,10.802556718492315,9.927556718492315,-0.875
CA-27,0.7,1.0,1.0,0.0,4.0,8.263333333333334,-3.9899999999999998,4.273333333333333,-6.4788617720694495,14.742195105402782,10.752195105402784,-3.9899999999999984
CA-28,0.7,1.0,1.0,0.0,4.0,34.06333333333333,0.13999999999999999,34.20333333333333,32.471740003619395,1.5915933297139375,1.731593329713938,0.14000000000000057
CA-31,0.7,1.0,1.0,0.0,4.0,30.963333333333335,-0.20750000000000002,30.755833333333335,19.08478437754272,11.878548955790613,11.671048955790614,-0.20749999999999957
CA-32,0.7,1.0,1.0,0.0,4.0,40.66333333333333,-0.6629411764705884,40.00039215686274,38.33962045870536,2.323712874627965,1.660771698157376,-0.6629411764705893
CA-33,0.7,1.0,1.0,0.0,4.0,25.163333333333334,-0.7638235294117648,24.399509803921568,15.424205203945537,9.739128129387797,8.975304599976031,-0.7638235294117663
CA-35,0.7,1.0,1.0,0.0,4.0,25.463333333333335,2.156875,27.620208333333334,14.729712186815116,10.73362114651822,12.890496146518219,2.1568749999999994
CA-36,0.7,1.0,1.0,0.0,4.0,43.96333333333333,-4.0,39.96333333333333,39.500938746351814,4.462394586981517,0.46239458698151736,-4.0
CA-38,0.7,1.0,1.0,0.0,4.0,30.063333333333333,0.0,30.063333333333333,16.183143920922948,13.880189412410385,13.880189412410385,0.0
CA-39,0.7,1.0,1.0,0.0,4.0,25.963333333333335,0.9845927601809953,26.94792609351433,15.346094515832428,10.617238817500906,11.601831577681901,0.9845927601809947
