race_id,shrinkage,incumbent_discount,one_sided_multiplier,observation_prior_strength,cap,layer_2_margin_dem,candidate_war_adjustment_dem,war_adjusted_margin_dem,actual_dem_margin,layer_2_absolute_error,war_adjusted_absolute_error,absolute_error_change
CA-40,0.7,1.0,1.0,0.0,4.0,-2.2366666666666672,-2.428461538461538,-4.665128205128205,-13.670593118099546,11.433926451432878,9.005464912971341,-2.428461538461537
CA-41,0.7,1.0,1.0,0.0,4.0,-5.236666666666667,0.6917647058823527,-4.544901960784315,-4.690709015458211,0.5459576512084565,0.1458070546738961,-0.4001505965345604
CA-42,0.7,1.0,1.0,0.0,4.0,43.66333333333333,-1.1846153846153846,42.47871794871794,36.73787210584344,6.92546122748989,5.740845842874506,-1.184615384615384
CA-43,0.7,1.0,1.0,0.0,4.0,63.66333333333333,-4.0,59.66333333333333,54.66070459387429,9.002628739459034,5.002628739459034,-4.0
CA-44,0.7,1.0,1.0,0.0,4.0,48.06333333333333,0.0,48.06333333333333,44.41224389751575,3.651089435817582,3.651089435817582,0.0
CA-45,0.7,1.0,1.0,0.0,4.0,2.0633333333333326,-1.54,0.5233333333333325,-4.826469695436608,6.889803028769941,5.349803028769941,-1.54
CA-46,0.7,1.0,1.0,0.0,4.0,30.263333333333332,0.0,30.263333333333332,23.58232117689908,6.681012156434253,6.681012156434253,0.0
CA-47,0.7,1.0,1.0,0.0,4.0,10.963333333333333,-0.6542307692307691,10.309102564102563,3.4306473168068967,7.532686016526436,6.878455247295666,-0.6542307692307698
CA-48,0.7,1.0,1.0,0.0,4.0,-16.436666666666667,1.3795833333333332,-15.057083333333335,-20.722290729020383,4.285624062353715,5.665207395687048,1.3795833333333327
CA-49,0.7,1.0,1.0,0.0,4.0,11.263333333333334,-2.794615384615384,8.46871794871795,5.260596088916311,6.002737244417022,3.208121859801639,-2.7946153846153834
CA-50,0.7,1.0,1.0,0.0,4.0,32.96333333333334,-0.9923529411764708,31.970980392156868,25.684292813669103,7.279040519664235,6.286687578487765,-0.9923529411764704
CA-51,0.7,1.0,1.0,0.0,4.0,25.163333333333334,0.0,25.163333333333334,23.726573762614127,1.4367595707192073,1.4367595707192073,0.0
CA-52,0.7,1.0,1.0,0.0,4.0,36.76333333333333,-0.893529411764706,35.869803921568625,33.344811145838854,3.4185221874944745,2.524992775729771,-0.8935294117647032
CO-1,0.7,1.0,1.0,0.0,4.0,61.16333333333333,-1.5029411764705884,59.66039215686274,62.77033147450958,1.6069981411762555,3.109939317646841,1.5029411764705856
CO-2,0.7,1.0,1.0,0.0,4.0,39.76333333333333,-1.402692307692308,38.36064102564102,41.9697912217384,2.206457888405069,3.6091501960973744,1.4026923076923055
CO-3,0.7,1.0,1.0,0.0,4.0,-12.436666666666667,0.8049999999999999,-11.631666666666668,-0.1668270773179339,12.269839589348734,11.464839589348735,-0.8049999999999997
CO-4,0.7,1.0,1.0,0.0,4.0,-22.736666666666668,-1.8302941176470586,-24.56696078431373,-24.37287208085458,1.6362054141879128,0.19408870345914764,-1.4421167107287651
CO-5,0.7,1.0,1.0,0.0,4.0,-14.236666666666666,0.3479411764705882,-13.888725490196078,-15.667496510339468,1.430829843672802,1.77877102014339,0.347941176470588
CO-6,0.7,1.0,1.0,0.0,4.0,23.663333333333334,-0.41730769230769227,23.246025641025643,23.17180459831526,0.4915287350180755,0.07422104271038421,-0.41730769230769127
CO-7,0.7,1.0,1.0,0.0,4.0,12.063333333333333,0.0,12.063333333333333,14.981806980728877,2.918473647395544,2.918473647395544,0.0
CO-8,0.7,1.0,1.0,0.0,4.0,2.4633333333333325,0.0,2.4633333333333325,0.690060507143733,1.7732728261895994,1.7732728261895994,0.0
CT-1,0.7,1.0,1.0,0.0,4.0,27.963333333333335,-0.7288235294117648,27.23450980392157,21.879522616670695,6.08381071666264,5.354987187250874,-0.7288235294117662
CT-2,0.7,1.0,1.0,0.0,4.0,11.263333333333334,4.0,15.263333333333334,18.047159782620135,6.783826449286801,2.783826449286801,-4.0
CT-3,0.7,1.0,1.0,0.0,4.0,19.563333333333333,0.7308823529411763,20.29421568627451,16.163131410956478,3.400201922376855,4.131084275318031,0.7308823529411761
CT-4,0.7,1.0,1.0,0.0,4.0,30.863333333333333,-1.3279411764705882,29.535392156862745,19.879788549838192,10.983544783495141,9.655603607024553,-1.3279411764705884
CT-5,0.7,1.0,1.0,0.0,4.0,10.563333333333333,0.38230769230769224,10.945641025641025,0.1876438865937115,10.37568944673962,10.757997139047314,0.3823076923076929
DE-AL,0.7,1.0,1.0,0.0,4.0,18.863333333333333,-0.14000000000000007,18.723333333333333,12.502759218900106,6.360574114433227,6.2205741144332265,-0.14000000000000057
FL-1,0.7,1.0,1.0,0.0,4.0,-36.43666666666667,2.6774999999999998,-33.759166666666665,-35.720868177816904,0.7157984888497637,1.9617015111502383,1.2459030223004746
FL-2,0.7,1.0,1.0,0.0,4.0,-13.136666666666667,1.3496875,-11.786979166666667,-19.603568809744218,6.466902143077551,7.816589643077551,1.3496875
FL-3,0.7,1.0,1.0,0.0,4.0,-18.236666666666668,0.7,-17.53666666666667,-26.227039625403226,7.9903729587365575,8.690372958736557,0.6999999999999993
FL-4,0.7,1.0,1.0,0.0,4.0,-8.836666666666668,0.0,-8.836666666666668,-20.902361521034063,12.065694854367395,12.065694854367395,0.0
FL-7,0.7,1.0,1.0,0.0,4.0,-7.636666666666667,0.0,-7.636666666666667,-17.065004686652085,9.428338019985418,9.428338019985418,0.0
FL-8,0.7,1.0,1.0,0.0,4.0,-21.736666666666668,-0.48382352941176476,-22.220490196078433,-29.820460071067888,8.08379340440122,7.599969874989455,-0.4838235294117652
FL-9,0.7,1.0,1.0,0.0,4.0,17.263333333333332,0.6146875,17.87802083333333,7.270912397216951,9.992420936116382,10.60710843611638,0.6146874999999987
FL-10,0.7,1.0,1.0,0.0,4.0,29.663333333333334,0.0,29.663333333333334,19.564303936771548,10.099029396561786,10.099029396561786,0.0
FL-11,0.7,1.0,1.0,0.0,4.0,-15.036666666666667,0.358235294117647,-14.67843137254902,-27.662434286869008,12.62576762020234,12.984002914319987,0.3582352941176463
FL-12,0.7,1.0,1.0,0.0,4.0,-32.836666666666666,-2.5657692307692304,-35.40243589743589,-40.749390518486315,7.912723851819649,5.346954621050422,-2.5657692307692272
FL-13,0.7,1.0,1.0,0.0,4.0,-8.936666666666667,0.45499999999999996,-8.481666666666667,-8.084123368448173,0.8525432982184942,0.3975432982184941,-0.45500000000000007
FL-14,0.7,1.0,1.0,0.0,4.0,18.963333333333335,1.0054545454545456,19.96878787878788,13.797479898466356,5.165853434866978,6.171307980321522,1.005454545454544
FL-15,0.7,1.0,1.0,0.0,4.0,-5.336666666666668,0.01166666666666662,-5.325000000000001,-17.086602110830707,11.74993544416404,11.761602110830706,0.011666666666666714
FL-16,0.7,1.0,1.0,0.0,4.0,-13.036666666666667,0.22029411764705883,-12.816372549019608,-24.29508969799383,11.258423031327164,11.478717148974223,0.2202941176470592
FL-17,0.7,1.0,1.0,0.0,4.0,-20.136666666666667,0.0,-20.136666666666667,-28.31658565419247,8.179918987525802,8.179918987525802,0.0
FL-19,0.7,1.0,1.0,0.0,4.0,-23.136666666666667,0.63,-22.506666666666668,-36.009691196843654,12.873024530176988,13.503024530176987,0.629999999999999
FL-20,0.7,1.0,1.0,0.0,4.0,52.26333333333333,0.0,52.26333333333333,44.62801142456706,7.635321908766265,7.635321908766265,0.0
FL-21,0.7,1.0,1.0,0.0,4.0,-13.536666666666667,-2.0124999999999997,-15.549166666666666,-27.00811250970305,13.471445843036383,11.458945843036384,-2.0124999999999993
FL-22,0.7,1.0,1.0,0.0,4.0,17.463333333333335,0.9362499999999997,18.399583333333336,10.218806483372765,7.24452684996057,8.180776849960571,0.9362500000000011
FL-23,0.7,1.0,1.0,0.0,4.0,11.063333333333333,0.0,11.063333333333333,4.755437217119574,6.307896116213759,6.307896116213759,0.0
FL-24,0.7,1.0,1.0,0.0,4.0,48.96333333333333,1.05,50.01333333333333,43.570156704735574,5.393176628597757,6.4431766285977545,1.0499999999999972
FL-25,0.7,1.0,1.0,0.0,4.0,19.763333333333332,-2.999705882352941,16.76362745098039,10.187239707789992,9.57609362554334,6.5763877431903985,-2.9997058823529414
FL-26,0.7,1.0,1.0,0.0,4.0,-22.436666666666667,-3.0143749999999994,-25.45104166666667,-41.74599718962139,19.309330522954724,16.294955522954723,-3.014375000000001
FL-27,0.7,1.0,1.0,0.0,4.0,-4.436666666666667,-2.703076923076923,-7.13974358974359,-14.58629896985369,10.149632303187023,7.4465553801101,-2.7030769230769227
FL-28,0.7,1.0,1.0,0.0,4.0,-10.436666666666667,-0.735,-11.171666666666667,-27.3701160312574,16.933449364590732,16.198449364590733,-0.7349999999999994
GA-1,0.7,1.0,1.0,0.0,4.0,-17.53666666666667,0.0,-17.53666666666667,-18.294470857878885,0.757804191212216,0.757804191212216,0.0
GA-2,0.7,1.0,1.0,0.0,4.0,10.163333333333334,1.0911764705882352,11.25450980392157,9.948620203861772,0.21471312947156207,1.305889600059798,1.0911764705882359
GA-3,0.7,1.0,1.0,0.0,4.0,-34.23666666666667,1.360625,-32.87604166666667,-37.49971826995212,3.2630516032854473,4.623676603285446,1.3606249999999989
GA-4,0.7,1.0,1.0,0.0,4.0,57.56333333333333,0.6649999999999999,58.22833333333333,56.970475340487745,0.5928579928455875,1.2578579928455866,0.6649999999999991
GA-5,0.7,1.0,1.0,0.0,4.0,66.36333333333333,-0.595,65.76833333333333,64.95654175240983,1.406791580923496,0.8117915809234972,-0.5949999999999989
GA-6,0.7,1.0,1.0,0.0,4.0,-17.03666666666667,0.6649999999999999,-16.37166666666667,-24.44345529897924,7.406788632312573,8.071788632312572,0.6649999999999991
GA-7,0.7,1.0,1.0,0.0,4.0,25.663333333333334,0.5788461538461538,26.242179487179488,21.74149821944443,3.9218351138889034,4.500681267735057,0.578846153846154
GA-8,0.7,1.0,1.0,0.0,4.0,-31.736666666666668,0.7222727272727271,-31.01439393939394,-37.152418011712065,5.415751345045397,6.1380240723181245,0.7222727272727276
GA-9,0.7,1.0,1.0,0.0,4.0,-42.03666666666667,0.45499999999999996,-41.58166666666667,-44.70758623503254,2.6709195683658677,3.125919568365866,0.4549999999999983
GA-10,0.7,1.0,1.0,0.0,4.0,-25.536666666666665,0.24499999999999997,-25.291666666666664,-29.066085882391185,3.52941921572452,3.774419215724521,0.245000000000001
GA-11,0.7,1.0,1.0,0.0,4.0,-19.436666666666667,0.8378124999999998,-18.59885416666667,-25.197838350507315,5.761171683840647,6.598984183840646,0.8378124999999983
GA-12,0.7,1.0,1.0,0.0,4.0,-14.236666666666666,0.5291176470588236,-13.707549019607843,-19.19304662606761,4.956379959400943,5.4854976064597665,0.5291176470588237
GA-13,0.7,1.0,1.0,0.0,4.0,60.26333333333333,1.529230769230769,61.7925641025641,63.548689421652504,3.285356088319176,1.7561253190884045,-1.5292307692307716
GA-14,0.7,1.0,1.0,0.0,4.0,-41.53666666666667,1.3299999999999998,-40.20666666666667,-31.729313995300966,9.807352671365702,8.477352671365704,-1.3299999999999983
HI-1,0.7,1.0,1.0,0.0,4.0,29.263333333333332,4.0,33.263333333333335,45.62205378054927,16.35872044721594,12.358720447215937,-4.0000000000000036
HI-2,0.7,1.0,1.0,0.0,4.0,27.363333333333333,1.365,28.72833333333333,25.59301334193608,1.7703199913972547,3.135319991397253,1.3649999999999984
IA-1,0.7,1.0,1.0,0.0,4.0,-7.036666666666667,1.4077777777777776,-5.6288888888888895,-6.7070020921042435,0.3296645745624236,1.078113203215354,0.7484486286529304
IA-2,0.7,1.0,1.0,0.0,4.0,-8.536666666666667,-0.06999999999999999,-8.606666666666667,-8.1618751691254,0.37479149754126695,0.44479149754126723,0.07000000000000028
IA-3,0.7,1.0,1.0,0.0,4.0,-0.436666666666667,-0.6030769230769231,-1.03974358974359,-0.6808680829992477,0.24420141633258075,0.3588755067443423,0.11467409041176158
IA-4,0.7,1.0,1.0,0.0,4.0,-30.136666666666667,1.4349999999999998,-28.701666666666668,-35.98196625535839,5.84529958869172,7.280299588691719,1.4349999999999987
ID-1,0.7,1.0,1.0,0.0,4.0,-42.33666666666667,0.945,-41.39166666666667,-45.01315444146434,2.676487774797664,3.6214877747976644,0.9450000000000003
ID-2,0.7,1.0,1.0,0.0,4.0,-27.036666666666665,0.2655882352941177,-26.771078431372548,-27.182081670882717,0.14541500421605136,0.41100323951016904,0.2655882352941177
IL-1,0.7,1.0,1.0,0.0,4.0,40.26333333333333,0.0,40.26333333333333,34.067179109192374,6.196154224140955,6.196154224140955,0.0
IL-2,0.7,1.0,1.0,0.0,4.0,39.86333333333333,-1.0026470588235292,38.8606862745098,34.25504959961754,5.608283733715787,4.60563667489226,-1.002647058823527
IL-3,0.7,1.0,1.0,0.0,4.0,39.26333333333333,0.0,39.26333333333333,36.99897051626078,2.264362817072545,2.264362817072545,0.0
IL-4,0.7,1.0,1.0,0.0,4.0,46.26333333333333,0.0,46.26333333333333,40.34965087525461,5.913682458078718,5.913682458078718,0.0
IL-5,0.7,1.0,1.0,0.0,4.0,39.46333333333333,-2.8576470588235297,36.6056862745098,40.752868329994534,1.289534996661203,4.147182055484734,2.857647058823531
IL-6,0.7,1.0,1.0,0.0,4.0,10.763333333333334,-1.642307692307692,9.121025641025641,8.721045730859391,2.0422876024739427,0.39997991016625,-1.6423076923076927
IL-8,0.7,1.0,1.0,0.0,4.0,15.263333333333334,-0.5074999999999998,14.755833333333333,13.775547137031586,1.487786196301748,0.9802861963017477,-0.5075000000000003
IL-9,0.7,1.0,1.0,0.0,4.0,41.46333333333333,-2.324411764705882,39.13892156862745,43.388017403105415,1.9246840697720842,4.249095834477963,2.3244117647058786
IL-10,0.7,1.0,1.0,0.0,4.0,25.763333333333332,-2.6476470588235292,23.1156862745098,26.00169306051659,0.23835972718325849,2.8860067860067886,2.64764705882353
IL-11,0.7,1.0,1.0,0.0,4.0,15.163333333333334,-1.025294117647059,14.138039215686275,12.906021397133678,2.257311936199656,1.2320178185525972,-1.025294117647059
IL-12,0.7,1.0,1.0,0.0,4.0,-46.93666666666667,-0.5620588235294118,-47.49872549019608,-50.0008586019899,3.0641919353232296,2.5021331117938175,-0.5620588235294122
IL-13,0.7,1.0,1.0,0.0,4.0,9.063333333333333,0.0,9.063333333333333,13.232980634857256,4.1696473015239235,4.1696473015239235,0.0
IL-14,0.7,1.0,1.0,0.0,4.0,11.363333333333333,0.08346153846153836,11.446794871794872,8.322062552831783,3.0412707805015504,3.1247323189630887,0.08346153846153825
IL-15,0.7,1.0,1.0,0.0,4.0,-42.83666666666667,0.84,-41.99666666666667,-42.28781942732705,0.5488472393396222,0.2911527606603812,-0.257694478679241
IL-16,0.7,1.0,1.0,0.0,4.0,-25.636666666666667,-3.790937499999999,-29.427604166666665,-32.65558188396555,7.018915217298886,3.227977717298888,-3.7909374999999983
IL-17,0.7,1.0,1.0,0.0,4.0,5.663333333333332,1.4,7.063333333333333,3.970007249391952,1.6933260839413804,3.0933260839413808,1.4000000000000004
IN-1,0.7,1.0,1.0,0.0,4.0,8.263333333333334,2.38,10.643333333333334,5.681802192235715,2.581531141097619,4.96153114109762,2.380000000000001
IN-2,0.7,1.0,1.0,0.0,4.0,-24.736666666666668,0.0,-24.736666666666668,-32.16418564148542,7.427518974818749,7.427518974818749,0.0
IN-3,0.7,1.0,1.0,0.0,4.0,-34.03666666666667,-1.1637499999999996,-35.20041666666667,-35.229381468874976,1.1927148022083074,0.028964802208307106,-1.1637500000000003
IN-4,0.7,1.0,1.0,0.0,4.0,-33.236666666666665,0.2126923076923077,-33.02397435897436,-36.43435947758703,3.1976928109203655,3.4103851186126732,0.21269230769230774
IN-5,0.7,1.0,1.0,0.0,4.0,-20.03666666666667,1.365,-18.67166666666667,-22.14125303634447,2.1045863696778007,3.469586369677799,1.3649999999999984
IN-6,0.7,1.0,1.0,0.0,4.0,-36.03666666666667,0.8696153846153846,-35.16705128205128,-35.05921746140014,0.9774492052665309,0.10783382065114466,-0.8696153846153862
IN-7,0.7,1.0,1.0,0.0,4.0,42.26333333333333,-1.19,41.07333333333333,36.350039958899416,5.913293374433913,4.723293374433915,-1.1899999999999977
IN-8,0.7,1.0,1.0,0.0,4.0,-36.93666666666667,-0.3170588235294117,-37.25372549019608,-34.20014812071839,2.736518545948279,3.0535773694776935,0.3170588235294147
IN-9,0.7,1.0,1.0,0.0,4.0,-29.436666666666667,0.0,-29.436666666666667,-29.94815248850299,0.5114858218363239,0.5114858218363239,0.0
KS-1,0.7,1.0,1.0,0.0,4.0,-33.736666666666665,1.05,-32.68666666666667,-35.332284785571986,1.5956181189053211,2.6456181189053183,1.0499999999999972
KS-2,0.7,1.0,1.0,0.0,4.0,-20.436666666666667,0.8049999999999999,-19.631666666666668,-15.278670540542857,5.157996126123811,4.352996126123811,-0.8049999999999997
KS-3,0.7,1.0,1.0,0.0,4.0,4.363333333333333,0.47115384615384615,4.834487179487179,12.176810689890935,7.813477356557602,7.342323510403756,-0.4711538461538458
KS-4,0.7,1.0,1.0,0.0,4.0,-25.836666666666666,-0.06730769230769226,-25.90397435897436,-26.684445221649035,0.8477785549823693,0.7804708626746759,-0.0673076923076934
KY-1,0.7,1.0,1.0,0.0,4.0,-46.83666666666667,1.07625,-45.76041666666667,-49.80761252430265,2.970945857635975,4.047195857635977,1.0762500000000017
KY-2,0.7,1.0,1.0,0.0,4.0,-40.83666666666667,-1.8794230769230773,-42.71608974358975,-43.71564891931079,2.8789822526441142,0.9995591757210391,-1.879423076923075
KY-3,0.7,1.0,1.0,0.0,4.0,20.163333333333334,0.0,20.163333333333334,23.99311213581574,3.829778802482405,3.829778802482405,0.0
KY-4,0.7,1.0,1.0,0.0,4.0,-36.63666666666667,0.8132352941176473,-35.823431372549024,-33.98840968990292,2.648256976763747,1.8350216826461008,-0.8132352941176464
KY-5,0.7,1.0,1.0,0.0,4.0,-63.53666666666667,-0.47000000000000003,-64.00666666666667,-64.34688121329819,0.8102145466315207,0.34021454663151474,-0.47000000000000597
KY-6,0.7,1.0,1.0,0.0,4.0,-15.136666666666667,0.3376470588235293,-14.799019607843137,-29.072839096014068,13.936172429347401,14.27381948817093,0.33764705882352963
LA-1,0.7,1.0,1.0,0.0,4.0,-43.13666666666667,-0.043235294117647094,-43.17990196078432,-47.61559390929504,4.478927242628373,4.435691948510723,-0.04323529411765037
LA-2,0.7,1.0,1.0,0.0,4.0,50.36333333333333,0.0,50.36333333333333,54.22805503128551,3.8647216979521772,3.8647216979521772,0.0
LA-3,0.7,1.0,1.0,0.0,4.0,-41.73666666666667,0.7888461538461538,-40.94782051282052,-53.78798674694503,12.051320080278359,12.84016623412451,0.7888461538461513
LA-5,0.7,1.0,1.0,0.0,4.0,-31.836666666666666,0.0,-31.836666666666666,-51.858395995580466,20.0217293289138,20.0217293289138,0.0
MA-1,0.7,1.0,1.0,0.0,4.0,21.563333333333333,0.0,21.563333333333333,22.472511008871574,0.9091776755382419,0.9091776755382419,0.0
MA-2,0.7,1.0,1.0,0.0,4.0,30.663333333333334,1.645,32.30833333333334,31.66447079490558,1.0011374615722453,0.6438625384277579,-0.3572749231444874
MA-3,0.7,1.0,1.0,0.0,4.0,27.263333333333332,1.19,28.453333333333333,26.218728743103316,1.0446045902300156,2.234604590230017,1.1900000000000013
MA-5,0.7,1.0,1.0,0.0,4.0,50.96333333333333,-1.4511538461538456,49.51217948717949,46.51170137706622,4.451631956267114,3.0004781101132707,-1.4511538461538436
MA-6,0.7,1.0,1.0,0.0,4.0,27.463333333333335,2.135,29.598333333333336,27.040355135094973,0.42297819823836136,2.557978198238363,2.1350000000000016
MA-7,0.7,1.0,1.0,0.0,4.0,72.26333333333334,0.0,72.26333333333334,65.68824737923406,6.575085954099279,6.575085954099279,0.0
MA-8,0.7,1.0,1.0,0.0,4.0,35.36333333333333,4.0,39.36333333333333,37.90142067516331,2.5380873418299785,1.4619126581700215,-1.076174683659957
MA-9,0.7,1.0,1.0,0.0,4.0,18.063333333333333,1.8199999999999998,19.883333333333333,17.951555678848315,0.11177765448501731,1.9317776544850176,1.8200000000000003
MD-1,0.7,1.0,1.0,0.0,4.0,-18.636666666666667,-0.15093749999999992,-18.787604166666668,-11.304276685824147,7.332389980842519,7.4833274808425205,0.15093750000000128
MD-2,0.7,1.0,1.0,0.0,4.0,20.663333333333334,0.8935294117647058,21.55686274509804,18.59786763226715,2.0654657010661843,2.958995112830891,0.8935294117647068
MD-3,0.7,1.0,1.0,0.0,4.0,25.363333333333333,0.3170588235294117,25.680392156862744,20.47756874095514,4.8857645923781945,5.202823415907606,0.31705882352941117
MD-4,0.7,1.0,1.0,0.0,4.0,78.86333333333333,0.0,78.86333333333333,80.4498496959546,1.5865163626212677,1.5865163626212677,0.0
MD-5,0.7,1.0,1.0,0.0,4.0,36.36333333333333,-0.6052941176470589,35.758039215686274,31.950743897154418,4.412589436178912,3.8072953185318568,-0.6052941176470554
MD-6,0.7,1.0,1.0,0.0,4.0,9.663333333333334,-1.830769230769231,7.832564102564103,9.564817198262077,0.09851613507125734,1.732253095697974,1.6337369606267167
MD-7,0.7,1.0,1.0,0.0,4.0,63.36333333333333,-4.0,59.36333333333333,64.34110205031358,0.9777687169802505,4.9777687169802505,4.0
MD-8,0.7,1.0,1.0,0.0,4.0,62.46333333333333,-3.1828125,59.280520833333334,62.026221963165106,0.43711137016822477,2.7457011298317724,2.3085897596635476
ME-1,0.7,1.0,1.0,0.0,4.0,22.663333333333334,0.09058823529411766,22.75392156862745,25.266796597959445,2.603463264626111,2.512875029331994,-0.09058823529411697
ME-2,0.7,1.0,1.0,0.0,4.0,-6.236666666666666,1.7583760683760683,-4.478290598290598,2.894967870947289,9.131634537613955,7.373258469237887,-1.7583760683760685
MI-1,0.7,1.0,1.0,0.0,4.0,-23.936666666666667,-0.4878124999999999,-24.424479166666668,-22.565935578835767,1.370731087830901,1.8585435878309013,0.4878125000000004
MI-2,0.7,1.0,1.0,0.0,4.0,-32.336666666666666,-3.597398190045249,-35.93406485671191,-29.385516654345388,2.9511500123212784,6.548548202366526,3.597398190045247
MI-3,0.7,1.0,1.0,0.0,4.0,6.363333333333333,-0.034999999999999996,6.328333333333333,12.909011528431686,6.545678195098352,6.580678195098352,0.03500000000000014
MI-4,0.7,1.0,1.0,0.0,4.0,-8.036666666666667,-1.4576470588235295,-9.494313725490196,-11.894853819144783,3.8581871524781164,2.4005400936545875,-1.4576470588235289
MI-5,0.7,1.0,1.0,0.0,4.0,-28.336666666666666,0.24705882352941172,-28.089607843137255,-27.445801209110567,0.8908654575560995,0.6438066340266886,-0.2470588235294109
MI-6,0.7,1.0,1.0,0.0,4.0,26.563333333333333,1.0499999999999998,27.613333333333333,31.77525774881652,5.211924415483189,4.161924415483188,-1.0500000000000007
MI-7,0.7,1.0,1.0,0.0,4.0,0.36333333333333284,1.2707692307692309,1.6341025641025637,5.415767839702931,5.052434506369599,3.7816652756003672,-1.2707692307692313
MI-8,0.7,1.0,1.0,0.0,4.0,1.8633333333333328,3.9508823529411763,5.814215686274509,10.26474783297452,8.401414499641186,4.45053214670001,-3.950882352941176
MI-9,0.7,1.0,1.0,0.0,4.0,-33.63666666666667,0.35,-33.28666666666667,-30.729750457200165,2.9069162094665053,2.556916209466504,-0.3500000000000014
MI-10,0.7,1.0,1.0,0.0,4.0,-3.136666666666667,0.0,-3.136666666666667,-0.4904409984152625,2.6462256682514047,2.6462256682514047,0.0
MI-11,0.7,1.0,1.0,0.0,4.0,19.663333333333334,0.18307692307692297,19.846410256410255,22.637835594067383,2.9745022607340488,2.7914253376571274,-0.18307692307692136
MI-12,0.7,1.0,1.0,0.0,4.0,48.36333333333333,-0.175,48.18833333333333,44.584025333511065,3.779307999822265,3.604307999822268,-0.17499999999999716
MI-13,0.7,1.0,1.0,0.0,4.0,47.46333333333333,0.0,47.46333333333333,47.11700875262323,0.3463245807101032,0.3463245807101032,0.0
MN-1,0.7,1.0,1.0,0.0,4.0,-13.336666666666666,0.0,-13.336666666666666,-11.520602130522311,1.8160645361443546,1.8160645361443546,0.0
MN-2,0.7,1.0,1.0,0.0,4.0,7.063333333333333,-1.9206249999999998,5.142708333333333,5.225334283747911,1.837999049585422,0.08262595041457743,-1.7553730991708445
MN-3,0.7,1.0,1.0,0.0,4.0,20.863333333333333,-1.9949999999999999,18.868333333333332,19.191964566469316,1.671368766864017,0.3236312331359841,-1.3477375337280328
MN-4,0.7,1.0,1.0,0.0,4.0,37.46333333333333,-1.4123529411764704,36.05098039215686,35.328222506782716,2.1351108265506156,0.7227578853741434,-1.4123529411764721
MN-5,0.7,1.0,1.0,0.0,4.0,62.96333333333333,-4.0,58.96333333333333,49.79840808310722,13.164925250226112,9.164925250226112,-4.0
MN-6,0.7,1.0,1.0,0.0,4.0,-21.736666666666668,-0.7658823529411765,-22.502549019607844,-24.171662491751807,2.4349958250851387,1.6691134721439624,-0.7658823529411762
MN-7,0.7,1.0,1.0,0.0,4.0,-37.33666666666667,4.0,-33.33666666666667,-39.33454519299301,1.997878526326339,5.997878526326339,4.0
MN-8,0.7,1.0,1.0,0.0,4.0,-15.436666666666667,-0.595,-16.031666666666666,-14.464978187106157,0.9716884795605107,1.5666884795605096,0.5949999999999989
MO-1,0.7,1.0,1.0,0.0,4.0,58.26333333333333,-0.315,57.94833333333333,48.530489957367465,9.732843375965864,9.417843375965866,-0.3149999999999977
MO-2,0.7,1.0,1.0,0.0,4.0,-11.936666666666667,0.11529411764705876,-11.821372549019609,-11.842263658423777,0.09440300824289061,0.020891109404168162,-0.07351189883872244
MO-3,0.7,1.0,1.0,0.0,4.0,-30.436666666666667,0.2552941176470588,-30.18137254901961,-30.22186839194948,0.21479827471718593,0.04049584292987163,-0.1743024317873143
MO-4,0.7,1.0,1.0,0.0,4.0,-41.43666666666667,0.0,-41.43666666666667,-45.01389765523622,3.5772309885695535,3.5772309885695535,0.0
MO-5,0.7,1.0,1.0,0.0,4.0,26.163333333333334,0.1843790849673201,26.347712418300652,24.584155624471386,1.5791777088619483,1.7635567938292667,0.18437908496731836
MO-6,0.7,1.0,1.0,0.0,4.0,-41.23666666666667,-3.440294117647059,-44.67696078431373,-42.83584133408396,1.5991746674172873,1.841119450229769,0.24194478281248166
MO-7,0.7,1.0,1.0,0.0,4.0,-43.53666666666667,0.0,-43.53666666666667,-44.0993542292625,0.5626875625958334,0.5626875625958334,0.0
MO-8,0.7,1.0,1.0,0.0,4.0,-55.43666666666667,0.5556249999999999,-54.88104166666667,-54.08993663277573,1.3467300338909354,0.7911050338909362,-0.5556249999999991
MS-1,0.7,1.0,1.0,0.0,4.0,-35.836666666666666,-0.26468749999999996,-36.10135416666667,-45.94865851400032,10.111991847333655,9.847304347333655,-0.26468750000000085
MS-2,0.7,1.0,1.0,0.0,4.0,25.963333333333335,1.9599999999999997,27.923333333333336,20.203808646326504,5.759524687006831,7.719524687006832,1.9600000000000009
MS-3,0.7,1.0,1.0,0.0,4.0,-28.436666666666667,-0.3876923076923076,-28.824358974358976,-41.47604707289464,13.03938040622797,12.651688098535661,-0.38769230769230845
MS-4,0.7,1.0,1.0,0.0,4.0,-40.13666666666667,0.0,-40.13666666666667,-48.74209505445948,8.605428387792813,8.605428387792813,0.0
MT-1,0.7,1.0,1.0,0.0,4.0,-9.036666666666667,1.9074999999999995,-7.129166666666667,-3.160590417809324,5.876076248857343,3.9685762488573433,-1.9074999999999998
MT-2,0.7,1.0,1.0,0.0,4.0,-30.936666666666667,2.1,-28.836666666666666,-36.3973997551838,5.460733088517131,7.560733088517132,2.1000000000000014
NC-1,0.7,1.0,1.0,0.0,4.0,5.163333333333332,-0.21,4.953333333333332,4.738998199987586,0.42433513334574613,0.21433513334574616,-0.20999999999999996
