probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,108,0.026486517749703165,0.018518518518518517,0.007967999231184648,0.0179706604657973
10–20%,0.1,0.2,27,0.1487716166134476,0.0,0.1487716166134476,0.02307614432749044
20–30%,0.2,0.30000000000000004,23,0.24570996838072762,0.13043478260869565,0.11527518577203197,0.1190519546552442
30–40%,0.30000000000000004,0.4,20,0.3531332260864942,0.2,0.1531332260864942,0.17488370713801288
40–50%,0.4,0.5,16,0.4320694463987877,0.0625,0.3695694463987877,0.19649594228425574
50–60%,0.5,0.6000000000000001,9,0.5376991550500229,0.5555555555555556,-0.01785640050553272,0.2488219216825344
60–70%,0.6000000000000001,0.7000000000000001,10,0.6341058975624738,0.8,-0.16589410243752623,0.19957593659614176
70–80%,0.7000000000000001,0.8,14,0.7453284558204071,0.9285714285714286,-0.18324297275102153,0.09475546222192635
80–90%,0.8,0.9,21,0.8481312780964453,0.9047619047619048,-0.05663062666545948,0.08626929852357178
90–100%,0.9,1.0,145,0.9843139975620842,1.0,-0.015686002437915847,0.0007966606962835456
