cycle,house_environment_multiplier,districts,actual_dem_seats,deterministic_dem_seats,expected_dem_seats,deterministic_seat_error,absolute_deterministic_seat_error,deterministic_seat_error_rate,expected_seat_error,absolute_expected_seat_error,expected_seat_error_rate,winner_accuracy,winner_error_rate,brier_score,margin_mae,margin_rmse,margin_bias_dem
2016,0.66,345,149,153,157.29409772643317,4,4,0.011594202898550725,8.294097726433165,8.294097726433165,0.024040862975168595,0.936231884057971,0.06376811594202902,0.04231400579574991,8.7620134633371,10.939173924701768,0.803736164582319
2016,0.67,345,149,153,157.31519909935906,4,4,0.011594202898550725,8.315199099359063,8.315199099359063,0.024102026374953806,0.936231884057971,0.06376811594202902,0.04232130193209965,8.762136832496521,10.939572005588362,0.8091361645823185
2016,0.68,345,149,153,157.33630268839732,4,4,0.011594202898550725,8.336302688397325,8.336302688397325,0.024163196198253117,0.936231884057971,0.06376811594202902,0.042328620014397925,8.76227770206174,10.939972737444554,0.8145361645823178
2016,0.69,345,149,153,157.35740849416297,4,4,0.011594202898550725,8.357408494162968,8.357408494162968,0.024224372446849184,0.936231884057971,0.06376811594202902,0.04233596004588905,8.762418571626958,10.940376119979037,0.8199361645823183
2016,0.7,345,149,153,157.37851651727033,4,4,0.011594202898550725,8.378516517270327,8.378516517270327,0.024285555122522687,0.936231884057971,0.06376811594202902,0.04234332202981508,8.762559441192176,10.940782152898624,0.8253361645823186
2016,0.71,345,149,153,157.39962675833294,4,4,0.011594202898550725,8.399626758332943,8.399626758332943,0.02434674422705201,0.936231884057971,0.06376811594202902,0.0423507059694158,8.762700310757392,10.941190835908245,0.8307361645823192
2016,0.72,345,149,153,157.42073921796342,4,4,0.011594202898550725,8.420739217963416,8.420739217963416,0.0244079397622128,0.936231884057971,0.06376811594202902,0.04235811186792874,8.762841180322608,10.941602168710943,0.8361361645823193
2016,0.73,345,149,153,157.44185389677372,4,4,0.011594202898550725,8.441853896773722,8.441853896773722,0.024469141729778904,0.936231884057971,0.06376811594202902,0.04236553972858915,8.762982049887826,10.94201615100789,0.8415361645823188
2016,0.74,345,149,153,157.46297079537482,4,4,0.011594202898550725,8.462970795374815,8.462970795374815,0.024530350131521203,0.936231884057971,0.06376811594202902,0.042372989554629995,8.763122919453043,10.942432782498368,0.8469361645823186
2016,0.75,345,149,153,157.48408991437708,4,4,0.011594202898550725,8.48408991437708,8.48408991437708,0.024591564969208928,0.936231884057971,0.06376811594202902,0.042380461349281945,8.76326378901826,10.942852062879792,0.8523361645823191
2016,0.76,345,149,153,157.50521125438988,4,4,0.011594202898550725,8.505211254389877,8.505211254389877,0.02465278624460834,0.936231884057971,0.06376811594202902,0.04238795511577337,8.763404658583479,10.943273991847686,0.8577361645823186
2016,0.77,345,149,153,157.5263348160219,4,4,0.011594202898550725,8.526334816021887,8.526334816021887,0.02471401395948373,0.936231884057971,0.06376811594202902,0.04239547085733034,8.763545528148695,10.94369856909571,0.8631361645823181
2016,0.78,345,149,153,157.54746059988094,4,4,0.011594202898550725,8.547460599880935,8.547460599880935,0.024775248115596914,0.936231884057971,0.06376811594202902,0.04240300857717663,8.763686397713913,10.944125794315642,0.868536164582318
2016,0.79,345,149,153,157.568588606574,4,4,0.011594202898550725,8.568588606573996,8.568588606573996,0.024836488714707235,0.936231884057971,0.06376811594202902,0.04241056827853369,8.76382726727913,10.944555667197388,0.8739361645823188
2016,0.8,345,149,153,157.58971883670733,4,4,0.011594202898550725,8.589718836707334,8.589718836707334,0.024897735758571984,0.936231884057971,0.06376811594202902,0.042418149964620636,8.763968136844348,10.944988187428983,0.8793361645823187
2016,0.81,345,149,153,157.6108512908863,4,4,0.011594202898550725,8.610851290886302,8.610851290886302,0.024958989248945802,0.936231884057971,0.06376811594202902,0.04242575363865427,8.764109006409566,10.945423354696585,0.8847361645823176
2016,0.82,345,149,153,157.63198596971546,4,4,0.011594202898550725,8.631985969715458,8.631985969715458,0.02502024918758104,0.936231884057971,0.06376811594202902,0.04243337930384906,8.764249875974782,10.945861168684486,0.8901361645823181
2016,0.83,345,149,153,157.65312287379857,4,4,0.011594202898550725,8.653122873798566,8.653122873798566,0.025081515576227727,0.936231884057971,0.06376811594202902,0.04244102696341711,8.76439074554,10.94630162907511,0.8955361645823181
2016,0.84,345,149,153,157.67426200373853,4,4,0.011594202898550725,8.674262003738534,8.674262003738534,0.025142788416633432,0.936231884057971,0.06376811594202902,0.0424486966205682,8.764531615105218,10.946744735549007,0.9009361645823191
2016,0.85,345,149,153,157.69540336013745,4,4,0.011594202898550725,8.695403360137448,8.695403360137448,0.025204067710543326,0.936231884057971,0.06376811594202902,0.04245638827850977,8.764672484670434,10.947190487784862,0.9063361645823189
2016,0.86,345,149,153,157.7165469435967,4,4,0.011594202898550725,8.716546943596711,8.716546943596711,0.02526535345970061,0.936231884057971,0.06376811594202902,0.04246410194044684,8.76481335423565,10.947638885459497,0.9117361645823184
2016,0.87,345,149,153,157.7376927547167,4,4,0.011594202898550725,8.737692754716704,8.737692754716704,0.02532664566584552,0.936231884057971,0.06376811594202902,0.042471837609582126,8.764954223800869,10.948089928247866,0.9171361645823184
2016,0.88,345,149,153,157.75884079409707,4,4,0.011594202898550725,8.758840794097068,8.758840794097068,0.02538794433071614,0.936231884057971,0.06376811594202902,0.042479595289115935,8.765115415105218,10.94854361582306,0.9225361645823192
2016,0.89,345,149,153,157.77999106233668,4,4,0.011594202898550725,8.779991062336677,8.779991062336677,0.025449249456048338,0.936231884057971,0.06376811594202902,0.04248737498224619,8.76528758901826,10.948999947856304,0.9279361645823181
2016,0.9,345,149,153,157.8011435600335,4,4,0.011594202898550725,8.801143560033495,8.801143560033495,0.025510561043575346,0.936231884057971,0.06376811594202902,0.04249517669216846,8.765459762931306,10.949458924016968,0.9333361645823182
2016,0.91,345,149,153,157.8222982877847,4,4,0.011594202898550725,8.82229828778469,8.82229828778469,0.02557187909502809,0.936231884057971,0.06376811594202902,0.04250300042207589,8.765631936844347,10.94992054397256,0.9387361645823181
2016,0.92,345,149,153,157.84345524618666,4,4,0.011594202898550725,8.843455246186664,8.843455246186664,0.02563320361213526,0.936231884057971,0.06376811594202902,0.04251084617515923,8.765804110757392,10.950384807388724,0.9441361645823187
2016,0.93,345,149,153,157.86461443583488,4,4,0.011594202898550725,8.86461443583488,8.86461443583488,0.025694534596622843,0.936231884057971,0.06376811594202902,0.04251871395460684,8.765976284670433,10.950851713929255,0.9495361645823188
2016,0.94,345,149,153,157.885775857324,4,4,0.011594202898550725,8.885775857324006,8.885775857324006,0.025755872050214512,0.936231884057971,0.06376811594202902,0.04252660376360464,8.766148458583478,10.951321263256082,0.9549361645823179
2016,0.95,345,149,153,157.90693951124803,4,4,0.011594202898550725,8.906939511248027,8.906939511248027,0.02581721597463196,0.936231884057971,0.06376811594202902,0.042534515605336165,8.766320632496521,10.951793455029286,0.9603361645823191
2016,0.96,345,149,153,157.92810539819982,4,4,0.011594202898550725,8.928105398199818,8.928105398199818,0.025878566371593678,0.936231884057971,0.06376811594202902,0.042542449482982504,8.766492806409564,10.952268288907087,0.9657361645823181
2016,0.97,345,149,154,157.9492735187717,5,5,0.014492753623188406,8.94927351877169,8.94927351877169,0.025939923242816493,0.9391304347826087,0.060869565217391286,0.04255040539972229,8.76666498032261,10.95274576454586,0.9711361645823191
2016,0.98,345,149,154,157.97044387355498,5,5,0.014492753623188406,8.970443873554984,8.970443873554984,0.02600128659001445,0.9391304347826087,0.060869565217391286,0.04255838335873178,8.766837154235652,10.95322588160012,0.9765361645823187
2016,0.99,345,149,154,157.99161646314025,5,5,0.014492753623188406,8.991616463140247,8.991616463140247,0.026062656414899264,0.9391304347826087,0.060869565217391286,0.042566383363184704,8.767009328148696,10.95370863972254,0.9819361645823181
2016,1.0,345,149,154,158.0127912881171,5,5,0.014492753623188406,9.012791288117114,9.012791288117114,0.02612403271918004,0.9391304347826087,0.060869565217391286,0.042574405416252424,8.767181502061739,10.954194038563939,0.9873361645823184
2016,1.01,345,149,154,158.03396834907454,5,5,0.014492753623188406,9.033968349074541,9.033968349074541,0.026185415504563887,0.9391304347826087,0.060869565217391286,0.0425824495211038,8.767353675974782,10.954682077773287,0.9927361645823191
2016,1.02,345,149,154,158.05514764660046,5,5,0.014492753623188406,9.05514764660046,9.05514764660046,0.026246804772754956,0.9391304347826087,0.060869565217391286,0.04259051568090522,8.767525849887827,10.955172756997705,0.9981361645823185
2016,1.03,345,149,154,158.07632918128218,5,5,0.014492753623188406,9.076329181282176,9.076329181282176,0.026308200525455582,0.9391304347826087,0.060869565217391286,0.04259860389882061,8.76769802380087,10.95566607588248,1.0035361645823182
2016,1.04,345,149,154,158.09751295370597,5,5,0.014492753623188406,9.097512953705973,9.097512953705973,0.02636960276436514,0.9391304347826087,0.060869565217391286,0.042606714178011436,8.767870197713913,10.95616203407104,1.0089361645823176
2016,1.05,345,149,154,158.1186989644574,5,5,0.014492753623188406,9.118698964457394,9.118698964457394,0.026431011491180854,0.9391304347826087,0.060869565217391286,0.04261484652163665,8.768042371626956,10.956660631204983,1.0143361645823186
2018,0.5,393,200,174,179.01986132448073,-26,26,0.06615776081424936,-20.98013867551927,20.98013867551927,0.05338457678249178,0.9236641221374046,0.07633587786259544,0.05548244616410162,6.166515454196438,8.325531348620894,-3.987389194447328
2018,0.51,393,200,175,179.30078520140876,-25,25,0.06361323155216285,-20.699214798591242,20.699214798591242,0.052669757757229624,0.926208651399491,0.07379134860050895,0.05525281600107208,6.1369253778605595,8.294265837716974,-3.921689194447328
2018,0.52,393,200,175,179.58207771472422,-25,25,0.06361323155216285,-20.41792228527578,20.41792228527578,0.05195400072589257,0.926208651399491,0.07379134860050895,0.05502596787409479,6.1073353015246825,8.263404402337361,-3.8559891944473286
2018,0.53,393,200,175,179.8637403221524,-25,25,0.06361323155216285,-20.13625967784759,20.13625967784759,0.05123730197925595,0.926208651399491,0.07379134860050895,0.054801917666591635,6.077919128140458,8.232951586546474,-3.7902891944473276
2018,0.54,393,200,175,180.14577386533506,-25,25,0.06361323155216285,-19.85422613466494,19.85422613466494,0.05051965937573776,0.926208651399491,0.07379134860050895,0.05458068125244574,6.04914537882748,8.202911941272301,-3.724589194447328
2018,0.55,393,200,176,180.42817917090304,-24,24,0.061068702290076333,-19.571820829096964,19.571820829096964,0.049801070811951564,0.9287531806615776,0.07124681933842236,0.05436227449363577,6.020904134394911,8.173290022146366,-3.6588891944473274
2018,0.56,393,200,176,180.7109570501602,-24,24,0.061068702290076333,-19.289042949839796,19.289042949839796,0.049081534223510935,0.9287531806615776,0.07124681933842236,0.054146713238585976,5.9929965406900765,8.144090387266521,-3.5931891944473278
2018,0.57,393,200,177,180.99410829876544,-23,23,0.058524173027989825,-19.00589170123456,19.00589170123456,0.048361047585838576,0.9312977099236641,0.06870229007633588,0.053934013320495806,5.965576962013231,8.115317594882939,-3.5274891944473277
2018,0.58,393,200,177,181.2776336964124,-23,23,0.058524173027989825,-18.72236630358759,18.72236630358759,0.047639608914981146,0.9312977099236641,0.06870229007633588,0.053724190555648775,5.938685217738422,8.08697620100778,-3.4617891944473276
2018,0.59,393,200,177,181.56153400650695,-23,23,0.058524173027989825,-18.438465993493054,18.438465993493054,0.046917216268430165,0.9312977099236641,0.06870229007633588,0.053517260741700504,5.91213551926514,8.059070756949328,-3.396089194447327
2018,0.6,393,200,178,181.84580829993524,-22,22,0.05597964376590331,-18.154191700064757,18.154191700064757,0.0461938720103429,0.9287531806615776,0.07124681933842236,0.05331323965798849,5.886598127611195,8.031605806771486,-3.330389194447328
2018,0.61,393,200,179,182.13045806017521,-21,21,0.05343511450381679,-17.869541939824785,17.869541939824785,0.045469572365966375,0.9312977099236641,0.06870229007633588,0.05311214305874684,5.861590180842749,8.0045858846798,-3.264689194447328
2018,0.62,393,200,179,182.41548495038475,-21,21,0.05343511450381679,-17.58451504961525,17.58451504961525,0.044744313103346686,0.9312977099236641,0.06870229007633588,0.05291398667410374,5.8369249102066165,7.9780155123354275,-3.1989891944473285
2018,0.63,393,200,179,182.7008881046833,-21,21,0.05343511450381679,-17.299111895316713,17.299111895316713,0.044018096425742274,0.9312977099236641,0.06870229007633588,0.05271878621157017,5.813238833850381,7.9518991960986485,-3.1332891944473285
2018,0.64,393,200,179,182.98666872151784,-21,21,0.05343511450381679,-17.013331278482156,17.013331278482156,0.043290919283669606,0.9312977099236641,0.06870229007633588,0.052526557348589804,5.791181575962341,7.926241424203779,-3.0675891944473284
2018,0.65,393,200,179,183.27282852657243,-21,21,0.05343511450381679,-16.727171473427575,16.727171473427575,0.04256277728607526,0.9312977099236641,0.06870229007633588,0.05233731573262346,5.769281575962341,7.901046663867615,-3.0018891944473287
2018,0.66,393,200,180,183.55936815945387,-20,20,0.05089058524173028,-16.440631840546132,16.440631840546132,0.0418336688054609,0.9287531806615776,0.07124681933842236,0.0521510769812418,5.7479589008274825,7.876319358333764,-2.936189194447328
2018,0.67,393,200,180,183.84628824084547,-20,20,0.05089058524173028,-16.153711759154533,16.153711759154533,0.04110359226247973,0.9287531806615776,0.07124681933842236,0.051967856678936684,5.727334320420358,7.852063923855486,-2.8704891944473285
2018,0.68,393,200,180,184.13358937217015,-20,20,0.05089058524173028,-15.86641062782985,15.86641062782985,0.040372546126793515,0.9287531806615776,0.07124681933842236,0.05178767037521989,5.70728795894453,7.828284746619941,-2.8047891944473275
2018,0.69,393,200,180,184.42127213525197,-20,20,0.05089058524173028,-15.578727864748032,15.578727864748032,0.039640528917933925,0.9287531806615776,0.07124681933842236,0.05161053358270061,5.687690247697709,7.8049861796169795,-2.739089194447329
2018,0.7,393,200,180,184.7093370919772,-20,20,0.05089058524173028,-15.290662908022796,15.290662908022796,0.038907539206164875,0.9287531806615776,0.07124681933842236,0.05143646177514187,5.668374050700256,7.782172539455911,-2.6733891944473287
2018,0.71,393,200,180,184.9977847839544,-20,20,0.05089058524173028,-15.002215216045613,15.002215216045613,0.03817357561334762,0.9287531806615776,0.07124681933842236,0.05126547038549609,5.649992986028499,7.759848103133932,-2.607689194447328
2018,0.72,393,200,181,185.28661573217317,-19,19,0.04834605597964377,-14.713384267826825,14.713384267826825,0.03743863681380871,0.9312977099236641,0.06870229007633588,0.05109757480391939,5.632105199768956,7.738017104760167,-2.541989194447328
2018,0.73,393,200,181,185.5758304366631,-19,19,0.04834605597964377,-14.424169563336903,14.424169563336903,0.036702721535208406,0.9312977099236641,0.06870229007633588,0.05093279037576532,5.614509667402545,7.716683732239551,-2.4762891944473284
2018,0.74,393,200,181,185.86543186354913,-19,19,0.04834605597964377,-14.134568136450866,14.134568136450866,0.035965822230154876,0.9312977099236641,0.06870229007633588,0.050771132402615264,5.597959285723155,7.695852123921051,-2.4105891944473274
2018,0.75,393,200,181,186.15541816772156,-19,19,0.04834605597964377,-13.844581832278436,13.844581832278436,0.035227943593583805,0.9312977099236641,0.06870229007633588,0.05061261613132021,5.581408904043766,7.675526365214947,-2.344889194447328
2018,0.76,393,200,181,186.445789628481,-19,19,0.04834605597964377,-13.554210371518991,13.554210371518991,0.034489084914806595,0.9312977099236641,0.06870229007633588,0.050457256760390666,5.5650195433821885,7.655710485184207,-2.279189194447328
2018,0.77,393,200,181,186.7365490290171,-19,19,0.04834605597964377,-13.263450970982888,13.263450970982888,0.03374923911191575,0.9312977099236641,0.06870229007633588,0.05030506943840581,5.548803512847838,7.636408453115183,-2.213489194447328
2018,0.78,393,200,181,187.02769469085712,-19,19,0.04834605597964377,-12.972305309142882,12.972305309142882,0.03300841045583431,0.9312977099236641,0.06870229007633588,0.05015606925337953,5.533102995346566,7.617624175073133,-2.147789194447328
2018,0.79,393,200,181,187.31922670959258,-19,19,0.04834605597964377,-12.680773290407416,12.680773290407416,0.03226659870332676,0.9312977099236641,0.06870229007633588,0.05001027123822973,5.518213343997966,7.599361490448277,-2.0820891944473274
2018,0.8,393,200,181,187.61114542959703,-19,19,0.04834605597964377,-12.38885457040297,12.38885457040297,0.031523802978124606,0.9312977099236641,0.06870229007633588,0.04986769036678459,5.503863197239695,7.5816241684983225,-2.0163891944473282
2018,0.81,393,200,181,187.90345117155005,-19,19,0.04834605597964377,-12.096548828449954,12.096548828449954,0.030780022464249247,0.9312977099236641,0.06870229007633588,0.04972834155128114,5.490134270369467,7.5644159048936155,-1.9506891944473281
2018,0.82,393,200,181,188.19614423209583,-19,19,0.04834605597964377,-11.803855767904167,11.803855767904167,0.030035256406880834,0.9312977099236641,0.06870229007633588,0.04959223964017718,5.47741395802341,7.547740318271232,-1.884989194447329
2018,0.83,393,200,181,188.48922488350203,-19,19,0.04834605597964377,-11.510775116497967,11.510775116497967,0.02928950411322638,0.9312977099236641,0.06870229007633588,0.04945939941594365,5.465281105758779,7.531600946804519,-1.8192891944473282
2018,0.84,393,200,182,188.7826926217018,-18,18,0.04580152671755725,-11.217307378298187,11.217307378298187,0.028542766865898697,0.9338422391857506,0.0661577608142494,0.04932983559375619,5.454196900120103,7.516001244794758,-1.753589194447329
2018,0.85,393,200,182,189.07654656417188,-18,18,0.04580152671755725,-10.923453435828122,10.923453435828122,0.027795046910504127,0.9338422391857506,0.0661577608142494,0.04920356281874153,5.4436648390514,7.50094457929173,-1.6878891944473284
2018,0.86,393,200,184,189.37078879304258,-16,16,0.04071246819338423,-10.629211206957422,10.629211206957422,0.027046338949001072,0.9389312977099237,0.06106870229007633,0.04908059565966463,5.433306961239695,7.486434226750116,-1.6221891944473295
2018,0.87,393,200,184,189.66542011689367,-16,16,0.04071246819338423,-10.33457988310633,10.33457988310633,0.02629664092393468,0.9389312977099237,0.06106870229007633,0.048960948613382904,5.424025150003054,7.472473369728743,-1.5564891944473283
2018,0.88,393,200,184,189.96044205793788,-16,16,0.04071246819338423,-10.039557942062117,10.039557942062117,0.025545948961990122,0.9389312977099237,0.06106870229007633,0.04884463610037968,5.415294010150637,7.459065093639742,-1.4907891944473288
2018,0.89,393,200,184,190.25585274923833,-16,16,0.04071246819338423,-9.74414725076167,9.74414725076167,0.02479426781364293,0.9389312977099237,0.06106870229007633,0.04873167245739383,5.4068870761048355,7.446212383554775,-1.4250891944473278
2018,0.9,393,200,184,190.55165228299302,-16,16,0.04071246819338423,-9.448347717006982,9.448347717006982,0.024041597244292574,0.9389312977099237,0.06106870229007633,0.04862207194163083,5.3986954730514,7.43391812107546,-1.3593891944473284
2018,0.91,393,200,184,190.84784072434564,-16,16,0.04071246819338423,-9.152159275654355,9.152159275654355,0.02328793708817902,0.9389312977099237,0.06106870229007633,0.04851584872599401,5.390654384832571,7.422185081275171,-1.2936891944473274
2018,0.92,393,200,185,191.14441811105763,-15,15,0.03816793893129771,-8.855581888942368,8.855581888942368,0.02253328724921722,0.9414758269720102,0.058524173027989845,0.04841301689671836,5.383374646913994,7.411015929719308,-1.227989194447328
2018,0.93,393,200,185,191.4413844531826,-15,15,0.03816793893129771,-8.558615546817407,8.558615546817407,0.021777647701825463,0.9414758269720102,0.058524173027989845,0.04831359045098864,5.377113089341477,7.400413219571117,-1.1622891944473273
2018,0.94,393,200,185,191.7387397327431,-15,15,0.03816793893129771,-8.261260267256887,8.261260267256887,0.021021018491747805,0.9414758269720102,0.058524173027989845,0.04821758329454208,5.371239903310942,7.390379388790035,-1.096589194447329
2018,0.95,393,200,186,192.03648390341004,-14,14,0.035623409669211195,-7.963516096589956,7.963516096589956,0.02026339973687012,0.9440203562340967,0.05597964376590325,0.04812500923925637,5.3661172425933845,7.380916757429405,-1.0308891944473277
2018,0.96,393,200,186,192.33461660205262,-14,14,0.035623409669211195,-7.66538339794738,7.66538339794738,0.019504792361189262,0.9440203562340967,0.05597964376590325,0.04803588200107553,5.36203898440509,7.3720275250403,-0.965189194447328
2018,0.97,393,200,186,192.63313568765105,-14,14,0.035623409669211195,-7.366864312348952,7.366864312348952,0.018745201812592753,0.9440203562340967,0.05597964376590325,0.04795021519933581,5.35923332359084,7.363713768187995,-0.8994891944473279
2018,0.98,393,200,186,192.9320387585148,-14,14,0.035623409669211195,-7.067961241485193,7.067961241485193,0.017984634202252398,0.9440203562340967,0.05597964376590325,0.04786802235246666,5.357210795601018,7.355977438087413,-0.833789194447328
2018,0.99,393,200,187,193.2313272687448,-13,13,0.03307888040712468,-6.768672731255208,6.768672731255208,0.017223085830165925,0.9465648854961832,0.05343511450381677,0.04778931687087741,5.3562395976264625,7.348820358363693,-0.7680891944473277
2018,1.0,393,200,187,193.53100658974463,-13,13,0.03307888040712468,-6.468993410255365,6.468993410255365,0.016460543028639606,0.9465648854961832,0.05343511450381677,0.04771411205932771,5.355738070908906,7.3422442229437115,-0.7023891944473281
2018,1.01,393,200,188,193.83107405152987,-12,12,0.030534351145038167,-6.168925948470132,6.168925948470132,0.015697012591527053,0.9491094147582697,0.05089058524173029,0.04764242111215204,5.355236544191349,7.336250594084142,-0.6366891944473284
2018,1.02,393,200,189,194.13152939969078,-11,11,0.027989821882951654,-5.868470600309223,5.868470600309223,0.014932495166181229,0.9516539440203562,0.04834605597964381,0.04757425711554655,5.355567690125191,7.330840900541325,-0.5709891944473283
2018,1.03,393,200,189,194.43237234903083,-11,11,0.027989821882951654,-5.567627650969172,5.567627650969172,0.014166991478293058,0.9516539440203562,0.04834605597964381,0.04750963304208172,5.357454435066668,7.326016435887867,-0.5052891944473286
2018,1.04,393,200,189,194.73360258327662,-11,11,0.027989821882951654,-5.266397416723379,5.266397416723379,0.013400502332629462,0.9516539440203562,0.04834605597964381,0.04744856174818163,5.359716152522138,7.321778356980549,-0.4395891944473281
2018,1.05,393,200,189,195.03521975479237,-11,11,0.027989821882951654,-4.964780245207635,4.964780245207635,0.012633028613759886,0.9516539440203562,0.04834605597964381,0.04739105597159415,5.362640728504835,7.318127682583736,-0.3738891944473287
2020,0.5,407,203,192,198.15225800500713,-11,11,0.02702702702702703,-4.847741994992873,4.847741994992873,0.011910913992611481,0.9287469287469288,0.07125307125307123,0.047335722469750825,5.007894497272406,6.686571407475711,0.9344676363194369
2020,0.51,407,203,193,198.40930843663563,-10,10,0.02457002457002457,-4.5906915633643735,4.5906915633643735,0.011279340450526715,0.9312039312039312,0.06879606879606881,0.04722905596624174,5.013224257016878,6.695398529285409,0.9956676363194376
2020,0.52,407,203,193,198.66663893629612,-10,10,0.02457002457002457,-4.333361063703876,4.333361063703876,0.010647078780599204,0.9312039312039312,0.06879606879606881,0.04712474638978916,5.019294483454224,6.704772675090687,1.0568676363194376
2020,0.53,407,203,195,198.92425202050856,-8,8,0.019656019656019656,-4.075747979491439,4.075747979491439,0.010014122799733264,0.9361179361179361,0.06388206388206386,0.04702280537140828,5.026361805321545,6.714691553848785,1.1180676363194377
2020,0.54,407,203,196,199.1821483961162,-7,7,0.0171990171990172,-3.8178516038838097,3.8178516038838097,0.009380470771213291,0.9385749385749386,0.061425061425061434,0.04692324453690808,5.033484699965279,6.725152755292158,1.1792676363194374
2020,0.55,407,203,196,199.4403268994249,-7,7,0.0171990171990172,-3.559673100575111,3.559673100575111,0.008746125554238602,0.9385749385749386,0.061425061425061434,0.04682607550571568,5.040988716574616,6.736153752750838,1.2404676363194371
2020,0.56,407,203,196,199.698790676515,-7,7,0.0171990171990172,-3.3012093234850113,3.3012093234850113,0.008111079418882092,0.9385749385749386,0.061425061425061434,0.046731309882360794,5.048703797901398,6.74769190608053,1.301667636319437
2020,0.57,407,203,196,199.9575405932797,-7,7,0.0171990171990172,-3.0424594067202975,3.0424594067202975,0.007475330237642008,0.9385749385749386,0.061425061425061434,0.046638959263012536,5.057739100604102,6.759764464688856,1.3628676363194365
2020,0.58,407,203,196,200.2165775042347,-7,7,0.0171990171990172,-2.7834224957653078,2.7834224957653078,0.006838875910971272,0.9385749385749386,0.061425061425061434,0.04654903523152024,5.06764125116921,6.77236857065205,1.424067636319436
2020,0.59,407,203,197,200.4759022522967,-6,6,0.014742014742014743,-2.5240977477033084,2.5240977477033084,0.006201714367821396,0.941031941031941,0.05896805896805901,0.04646154935813245,5.077884628859629,6.785501261914347,1.4852676363194361
