probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,132,0.02286526147710527,0.0,0.02286526147710527,0.0011493654293933794
10–20%,0.1,0.2,27,0.14231460187900577,0.037037037037037035,0.10527756484196873,0.04816269995393515
20–30%,0.2,0.30000000000000004,15,0.24039405542695907,0.13333333333333333,0.10706072209362574,0.12612331414592476
30–40%,0.30000000000000004,0.4,10,0.340471271227847,0.2,0.14047127122784697,0.18682174215300199
40–50%,0.4,0.5,10,0.4474332832658379,0.3,0.14743328326583793,0.22938235027415935
50–60%,0.5,0.6000000000000001,7,0.5645748031609965,0.5714285714285714,-0.006853768267574889,0.25721153713792305
60–70%,0.6000000000000001,0.7000000000000001,12,0.6647155735014582,0.8333333333333334,-0.1686177598318752,0.16328759321537917
70–80%,0.7000000000000001,0.8,20,0.7555011564416688,0.85,-0.09449884355833116,0.13586183642652316
80–90%,0.8,0.9,22,0.8515875701576853,0.9090909090909091,-0.05750333893322379,0.08255631516860316
90–100%,0.9,1.0,145,0.9821563089670727,1.0,-0.017843691032927267,0.0009527119849510781
