cycle,state,districts,winner_accuracy,mean_margin_error_dem_bias,mean_abs_margin_error,actual_dem_wins,predicted_dem_wins,expected_dem_wins,tested_environment_multiplier,tested_total_error_sd
2022,NC,1,1.0,-0.0799999999999996,0.0799999999999996,0,0,0.3934242249222346,0.85,8.5
2022,NM,1,1.0,2.92,2.92,1,1,0.604889984887726,0.85,8.5
2022,NY,2,0.0,6.7700000000000005,6.7700000000000005,0,2,1.3100813160766092,0.85,8.5
2022,OH,2,1.0,-2.6300000000000003,2.6300000000000003,2,2,1.1479224157322525,0.85,8.5
2022,OR,1,0.0,8.520000000000001,8.520000000000001,0,1,0.68033116499419,0.85,8.5
2022,PA,1,0.0,-2.28,2.28,1,0,0.4917654504925097,0.85,8.5
2022,TX,1,1.0,4.82,4.82,1,1,0.8273639159969085,0.85,8.5
2022,VA,1,0.0,5.32,5.32,0,1,0.5416678431557974,0.85,8.5
2022,WA,1,0.0,-6.38,6.38,1,0,0.3415328900186985,0.85,8.5
2018,CA,4,0.75,-4.640000000000001,4.640000000000001,4,3,2.0994415054423015,0.85,9.5
2018,GA,1,1.0,3.3099999999999996,3.3099999999999996,1,1,0.6115148301126921,0.85,9.5
2018,IA,2,1.0,-0.5900000000000003,0.6999999999999997,2,2,1.1594322552848566,0.85,9.5
2018,KS,1,1.0,-2.6899999999999995,2.6899999999999995,1,1,0.676535321714773,0.85,9.5
2018,ME,1,0.0,-5.490000000000001,5.490000000000001,1,0,0.3839935735924884,0.85,9.5
2018,MI,1,0.0,-7.390000000000001,7.390000000000001,1,0,0.4765960623710131,0.85,9.5
2018,NJ,3,1.0,3.709999999999999,7.236666666666667,3,3,2.0248136821843783,0.85,9.5
2018,NM,1,1.0,-1.0899999999999996,1.0899999999999996,0,0,0.4245285090779208,0.85,9.5
2018,NY,1,0.0,-5.09,5.09,1,0,0.4739709201153738,0.85,9.5
2018,OK,1,0.0,-6.49,6.49,1,0,0.3691676004585606,0.85,9.5
2018,PA,1,0.0,6.309999999999999,6.309999999999999,0,1,0.5964093926851446,0.85,9.5
2018,SC,1,0.0,-6.1899999999999995,6.1899999999999995,1,0,0.3765516908797562,0.85,9.5
2018,TX,1,1.0,-0.4900000000000002,0.4900000000000002,1,1,0.6140125534652002,0.85,9.5
2018,VA,1,0.0,-2.6900000000000004,2.6900000000000004,1,0,0.4818500834862367,0.85,9.5
2022,AK,1,0.0,-20.58,20.58,1,0,0.249148667783225,0.85,9.5
2022,AZ,2,1.0,-0.8799999999999998,0.8799999999999998,0,0,0.8779803098350556,0.85,9.5
2022,CA,3,0.0,12.82,12.82,0,3,2.145883285961181,0.85,9.5
2022,CO,1,1.0,-11.98,11.98,0,0,0.2171920743099717,0.85,9.5
2022,ME,1,1.0,-0.6800000000000006,0.6800000000000006,0,0,0.3241561219561505,0.85,9.5
2022,MI,1,1.0,5.32,5.32,0,0,0.4978947492830921,0.85,9.5
2022,NC,1,1.0,-0.0799999999999996,0.0799999999999996,0,0,0.4043509599486816,0.85,9.5
2022,NM,1,1.0,2.92,2.92,1,1,0.5941269597635628,0.85,9.5
2022,NY,2,0.0,6.7700000000000005,6.7700000000000005,0,2,1.281278445326489,0.85,9.5
2022,OH,2,1.0,-2.6300000000000003,2.6300000000000003,2,2,1.1329189381793638,0.85,9.5
2022,OR,1,0.0,8.520000000000001,8.520000000000001,0,1,0.6627983046140344,0.85,9.5
2022,PA,1,0.0,-2.28,2.28,1,0,0.4926321123121253,0.85,9.5
2022,TX,1,1.0,4.82,4.82,1,1,0.802517749509157,0.85,9.5
2022,VA,1,0.0,5.32,5.32,0,1,0.5372990011866888,0.85,9.5
2022,WA,1,0.0,-6.38,6.38,1,0,0.3572388882528385,0.85,9.5
