replay_spec,cycles,all_races,scored_races,winner_accuracy,mean_abs_margin_error,rmse_margin_error,mean_margin_error_dem_bias,brier_score,log_loss
canonical_fixed_6_5,4,1740,1545,0.9423948220064725,6.875003527578778,9.04903701225738,4.2120566419939225,0.049468469547874504,0.1738036137517616
production_election_day_v1,4,1740,1545,0.9423948220064725,6.875003527578778,9.04903701225738,4.2120566419939225,0.046219934887416096,0.1621106414684427
