replay_spec,cycle,all_races,scored_major_party_races,winner_accuracy,mean_abs_margin_error,median_abs_margin_error,rmse_margin_error,mean_margin_error_dem_bias,brier_score,log_loss,actual_dem_seats,predicted_dem_seats,expected_dem_seats,predicted_seat_error,expected_seat_error,uncertainty_days_out,national_error_sd,region_error_sd,demographic_error_sd,district_error_sd,marginal_total_error_sd,n_sims,median_dem_seats,dem_seats_p25,dem_seats_p50,dem_seats_p75,dem_control_probability,configured_region_error_sd,configured_demographic_error_sd,expected_dem_seats_from_simulation,simulation_dem_seat_sd,simulation_expected_seat_standard_error,analytic_minus_simulated_expected_seats,simulation_validation_tolerance
canonical_fixed_6_5,2016,435,345,0.9159420289855073,9.94096425231913,7.7428594329999925,12.553563236819139,6.210669497582319,0.06167716760623851,0.2041696852608665,194,233,230.104712160424,39,36.104712160423986,,0.0,0.0,0.0,6.5,6.5,0,,,,,,,,,,,,
production_election_day_v1,2016,435,345,0.9159420289855073,9.94096425231913,7.7428594329999925,12.553563236819139,6.210669497582319,0.0602877090292462,0.19433434252460657,194,233,228.17656434497016,39,34.17656434497016,0.0,5.0625,0.0,0.0,6.1875,7.994627101997941,20000,228.0,207.0,228.0,249.0,0.6296,1.0,0.75,228.39645,29.162734793783187,0.20621167530628964,-0.21988565502982738,1.0310583765314483
canonical_fixed_6_5,2018,435,393,0.9491094147582697,5.980023166066667,4.994586152999993,7.681984855206737,2.3659441385526714,0.049747502663483524,0.17659103111292832,238,238,246.7435628798556,0,8.743562879855602,,0.0,0.0,0.0,6.5,6.5,0,,,,,,,,,,,,
production_election_day_v1,2018,435,393,0.9491094147582697,5.980023166066667,4.994586152999993,7.681984855206737,2.3659441385526714,0.04534998666294996,0.16213046163123387,238,238,244.3755028356968,0,6.375502835696807,0.0,5.0625,0.0,0.0,6.1875,7.994627101997941,20000,243.0,226.0,243.0,261.0,0.854,1.0,0.75,244.42575,25.55704492042758,0.1807155977032355,-0.050247164303186764,0.9035779885161775
canonical_fixed_6_5,2020,435,407,0.9484029484029484,6.827838738728774,5.884767227000001,8.66374786663777,5.587800969319437,0.04808274731680806,0.17540379731520023,222,230,238.68800427255587,8,16.688004272555872,,0.0,0.0,0.0,6.5,6.5,0,,,,,,,,,,,,
production_election_day_v1,2020,435,407,0.9484029484029484,6.827838738728774,5.884767227000001,8.66374786663777,5.587800969319437,0.04400377484795207,0.17289486198685583,222,229,235.88624781503972,7,13.886247815039724,0.0,5.0625,0.0,0.0,6.1875,7.994627101997941,20000,234.0,219.0,234.0,251.0,0.7679,1.0,0.75,235.82725,24.022051544060915,0.16986155544818246,0.05899781503973145,0.8493077772409123
canonical_fixed_6_5,2022,435,400,0.9525,5.15792078033075,4.278663815,6.782608443116198,2.90223873562625,0.040074289806559776,0.14324605274201366,215,217,219.01115059972827,2,4.011150599728268,,0.0,0.0,0.0,6.5,6.5,0,,,,,,,,,,,,
production_election_day_v1,2022,435,400,0.9525,5.15792078033075,4.278663815,6.782608443116198,2.90223873562625,0.03719614666078028,0.12332528209294523,215,217,218.21311900290004,2,3.2131190029000436,0.0,5.0625,0.0,0.0,6.1875,7.994627101997941,20000,218.0,204.0,218.0,232.0,0.5116,1.0,0.75,217.9567,20.939881781959805,0.14806732405268425,0.2564190029000315,0.7403366202634212
