probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,108,0.026453933324537698,0.018518518518518517,0.00793541480601918,0.018017524139496324
10–20%,0.1,0.2,27,0.14911102766496015,0.0,0.14911102766496015,0.023154680364184815
20–30%,0.2,0.30000000000000004,23,0.2452624302422282,0.13043478260869565,0.11482764763353256,0.11919108042912042
30–40%,0.30000000000000004,0.4,19,0.3510700010592628,0.15789473684210525,0.19317526421715753,0.16503190566187562
40–50%,0.4,0.5,18,0.4355254867786418,0.1111111111111111,0.3244143756675307,0.20969821900831395
50–60%,0.5,0.6000000000000001,8,0.5425980708284613,0.625,-0.08240192917153866,0.24879243306373805
60–70%,0.6000000000000001,0.7000000000000001,11,0.6392391178587424,0.8181818181818182,-0.1789427003230758,0.18670626396580128
70–80%,0.7000000000000001,0.8,13,0.7463571920848877,0.9230769230769231,-0.17671973099203542,0.09652794386721096
80–90%,0.8,0.9,21,0.8473182156670075,0.9047619047619048,-0.05744368909489728,0.08659784387461364
90–100%,0.9,1.0,145,0.9842643018013825,1.0,-0.01573569819861753,0.0008035031985892197
