probability_bucket,bucket_lower,bucket_upper,races,avg_dem_probability,actual_dem_win_rate,calibration_error,brier_score
0–10%,0.0,0.1,114,0.026404705127039955,0.0,0.026404705127039955,0.0014652807995700803
10–20%,0.1,0.2,31,0.15448360619204565,0.0,0.15448360619204565,0.024756597817019502
20–30%,0.2,0.30000000000000004,19,0.24544194493903054,0.0,0.24544194493903054,0.061142471246276524
30–40%,0.30000000000000004,0.4,22,0.3469889251760195,0.09090909090909091,0.2560798342669286,0.15008282678253837
40–50%,0.4,0.5,12,0.45838821086959336,0.4166666666666667,0.041721544202926675,0.237694173679307
50–60%,0.5,0.6000000000000001,8,0.5592552315667023,0.625,-0.06574476843329768,0.23801929256244622
60–70%,0.6000000000000001,0.7000000000000001,11,0.6571353820248997,0.9090909090909091,-0.2519555270660093,0.1405116940498673
70–80%,0.7000000000000001,0.8,15,0.7652758062620901,0.7333333333333333,0.03194247292875685,0.20330964329746423
80–90%,0.8,0.9,15,0.857857233631821,0.8666666666666667,-0.008809433034845715,0.1231531880084676
90–100%,0.9,1.0,160,0.9846730937991364,0.98125,0.003423093799136412,0.018333838269651858
