house_environment_multiplier,average_scenario_joint_rank,median_scenario_joint_rank,worst_scenario_joint_rank,average_rank_position,worst_rank_position,scenarios_won,average_weighted_mae,average_weighted_brier,average_weighted_seat_error,average_weighted_absolute_bias
0.9,2.65,2.4166666666666665,4.083333333333333,2.0,5,3,5.598912954843272,0.045873818695424964,9.03990198198349,1.2201466836768071
