model_id,alpha,feature,coefficient,absolute_coefficient
G_combined_behavior,3.0,numeric__selected_regime_competitive_within_15_rate,0.05453990967496725,0.05453990967496725
G_combined_behavior,3.0,numeric__selected_regime_democratic_win_rate,-0.014666365709940517,0.014666365709940517
H_safe_full_district_dna,30.0,<INTERCEPT>,-2.8607761706586468,2.8607761706586468
H_safe_full_district_dna,30.0,categorical__region_Southeast,-1.4482239223479916,1.4482239223479916
H_safe_full_district_dna,30.0,categorical__region_Pacific,-1.4469292012196364,1.4469292012196364
H_safe_full_district_dna,30.0,numeric__selected_regime_largest_absolute_swing,1.332992800950356,1.332992800950356
H_safe_full_district_dna,30.0,categorical__region_Deep South,-1.2054342756358778,1.2054342756358778
H_safe_full_district_dna,30.0,categorical__region_Urban South,1.1872935420590087,1.1872935420590087
H_safe_full_district_dna,30.0,numeric__hispanic_vap_share,-1.1341476162221178,1.1341476162221178
H_safe_full_district_dna,30.0,categorical__region_Southwest,1.0367779824077912,1.0367779824077912
H_safe_full_district_dna,30.0,categorical__region_Midwest,0.8579178479452269,0.8579178479452269
H_safe_full_district_dna,30.0,numeric__selected_regime_competitive_within_10_rate,0.7476004499463423,0.7476004499463423
H_safe_full_district_dna,30.0,numeric__selected_regime_democratic_win_rate,0.7133787174267215,0.7133787174267215
H_safe_full_district_dna,30.0,categorical__selected_regime_reliability_low,0.7013593366399666,0.7013593366399666
H_safe_full_district_dna,30.0,numeric__selected_regime_swing_std,-0.6869870810111305,0.6869870810111305
H_safe_full_district_dna,30.0,numeric__native_vap_share,0.6814974593671549,0.6814974593671549
H_safe_full_district_dna,30.0,categorical__region_Middle South,-0.6415234482681476,0.6415234482681476
H_safe_full_district_dna,30.0,categorical__region_Northwest,0.6393009314987711,0.6393009314987711
H_safe_full_district_dna,30.0,categorical__region_Great Plains,0.6275601979921533,0.6275601979921533
H_safe_full_district_dna,30.0,categorical__selected_regime_reliability_medium,-0.5474760902135446,0.5474760902135446
