target_cycle,target_race_id,history_cycle,history_race_id,history_state,history_district,history_actual_dem_margin,history_actual_winner,history_boundary_regime_id,target_boundary_regime_id,history_selection_method
2014,AK-AL,2012,AK-AL,AK,AL,-35.323529005810826,R,AK_2012_2020_default,AK_2012_2020_default,same_boundary_regime_only
2014,AL-2,2012,AL-2,AL,2,-27.29289706395073,R,AL_2012_2020_default,AL_2012_2020_default,same_boundary_regime_only
2014,AL-3,2012,AL-3,AL,3,-28.1696053736356,R,AL_2012_2020_default,AL_2012_2020_default,same_boundary_regime_only
2014,AL-4,2012,AL-4,AL,4,-48.06999160219681,R,AL_2012_2020_default,AL_2012_2020_default,same_boundary_regime_only
2014,AL-5,2012,AL-5,AL,5,-30.008616753578018,R,AL_2012_2020_default,AL_2012_2020_default,same_boundary_regime_only
2014,AL-6,2012,AL-6,AL,6,-42.516763928828766,R,AL_2012_2020_default,AL_2012_2020_default,same_boundary_regime_only
2014,AL-7,2012,AL-7,AL,7,51.76345096197131,D,AL_2012_2020_default,AL_2012_2020_default,same_boundary_regime_only
2014,AR-1,2012,AR-1,AR,1,-17.095481743456368,R,AR_2012_2020_default,AR_2012_2020_default,same_boundary_regime_only
2014,AR-2,2012,AR-2,AR,2,-15.708064955093894,R,AR_2012_2020_default,AR_2012_2020_default,same_boundary_regime_only
2014,AR-4,2012,AR-4,AR,4,-22.83657652160817,R,AR_2012_2020_default,AR_2012_2020_default,same_boundary_regime_only
2014,AZ-1,2012,AZ-1,AZ,1,3.648721159005545,D,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,AZ-2,2012,AZ-2,AZ,2,0.8396087300148146,D,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,AZ-3,2012,AZ-3,AZ,3,21.224318012068903,D,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,AZ-4,2012,AZ-4,AZ,4,-38.461191335740075,R,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,AZ-5,2012,AZ-5,AZ,5,-34.38121431631992,R,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,AZ-6,2012,AZ-6,AZ,6,-27.983095536143693,R,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,AZ-8,2012,AZ-8,AZ,8,-28.290522781176797,R,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,AZ-9,2012,AZ-9,AZ,9,4.098252515681783,D,AZ_2012_2020_default,AZ_2012_2020_default,same_boundary_regime_only
2014,CA-1,2012,CA-1,CA,1,-14.76515313735287,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-2,2012,CA-2,CA,2,42.486599522558784,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-3,2012,CA-3,CA,3,8.460986117759694,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-4,2012,CA-4,CA,4,-22.218308988902898,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-5,2012,CA-5,CA,5,48.942246629248544,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-6,2012,CA-6,CA,6,50.104870768382746,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-7,2012,CA-7,CA,7,3.3630818431635143,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-9,2012,CA-9,CA,9,11.108190935671145,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-10,2012,CA-10,CA,10,-5.41637388324036,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-11,2012,CA-11,CA,11,39.46345513219096,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-12,2012,CA-12,CA,12,70.1677135488804,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-14,2012,CA-14,CA,14,57.83307457323943,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-16,2012,CA-16,CA,16,14.817226178365548,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-17,2012,CA-17,CA,17,47.08943929718357,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-18,2012,CA-18,CA,18,40.97849198831533,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-19,2012,CA-19,CA,19,46.4715517591477,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-20,2012,CA-20,CA,20,48.13711134516745,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-21,2012,CA-21,CA,21,-15.518175485668584,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-22,2012,CA-22,CA,22,-23.759354214479693,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-24,2012,CA-24,CA,24,10.194555264591644,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-25,2012,CA-25,CA,25,-9.557645566944943,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-26,2012,CA-26,CA,26,5.383522458180992,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-27,2012,CA-27,CA,27,27.955088627763395,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-28,2012,CA-28,CA,28,52.97493828811849,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-32,2012,CA-32,CA,32,31.400076797239507,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-34,2012,CA-34,CA,34,71.23123977523295,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-36,2012,CA-36,CA,36,5.878678978774106,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-37,2012,CA-37,CA,37,72.83496118206862,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-38,2012,CA-38,CA,38,35.08952191438813,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-39,2012,CA-39,CA,39,-15.576246095718885,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-41,2012,CA-41,CA,41,17.93546330243891,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-42,2012,CA-42,CA,42,-21.18801378944577,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-45,2012,CA-45,CA,45,-16.916015018875903,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-46,2012,CA-46,CA,46,27.749557787938457,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-47,2012,CA-47,CA,47,13.118445994122046,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-48,2012,CA-48,CA,48,-21.957163806101164,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-49,2012,CA-49,CA,49,-16.325222672949334,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-50,2012,CA-50,CA,50,-35.37958829701153,R,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-51,2012,CA-51,CA,51,42.95536957803736,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-52,2012,CA-52,CA,52,2.3628806055895373,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CA-53,2012,CA-53,CA,53,22.862989038675845,D,CA_2012_2020_default,CA_2012_2020_default,same_boundary_regime_only
2014,CO-1,2012,CO-1,CO,1,41.458315384394474,D,CO_2012_2020_default,CO_2012_2020_default,same_boundary_regime_only
2014,CO-2,2012,CO-2,CO,2,17.106836187674936,D,CO_2012_2020_default,CO_2012_2020_default,same_boundary_regime_only
2014,CO-3,2012,CO-3,CO,3,-12.28865908128796,R,CO_2012_2020_default,CO_2012_2020_default,same_boundary_regime_only
2014,CO-4,2012,CO-4,CO,4,-21.676364741073098,R,CO_2012_2020_default,CO_2012_2020_default,same_boundary_regime_only
2014,CO-6,2012,CO-6,CO,6,-2.04161976472235,R,CO_2012_2020_default,CO_2012_2020_default,same_boundary_regime_only
2014,CO-7,2012,CO-7,CO,7,12.726632841598969,D,CO_2012_2020_default,CO_2012_2020_default,same_boundary_regime_only
2014,CT-1,2012,CT-1,CT,1,37.20414325677218,D,CT_2012_2020_default,CT_2012_2020_default,same_boundary_regime_only
2014,CT-2,2012,CT-2,CT,2,33.89784586566765,D,CT_2012_2020_default,CT_2012_2020_default,same_boundary_regime_only
2014,CT-3,2012,CT-3,CT,3,42.374382511560206,D,CT_2012_2020_default,CT_2012_2020_default,same_boundary_regime_only
2014,CT-4,2012,CT-4,CT,4,16.977357616074592,D,CT_2012_2020_default,CT_2012_2020_default,same_boundary_regime_only
2014,CT-5,2012,CT-5,CT,5,3.056641276597239,D,CT_2012_2020_default,CT_2012_2020_default,same_boundary_regime_only
2014,DE-AL,2012,DE-AL,DE,AL,30.96848675072605,D,DE_2012_2020_default,DE_2012_2020_default,same_boundary_regime_only
2014,FL-1,2012,FL-1,FL,1,-42.46396609397713,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-2,2012,FL-2,FL,2,-5.460298815167297,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-3,2012,FL-3,FL,3,-32.26892726241728,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-5,2012,FL-5,FL,5,44.49959688355693,D,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-6,2012,FL-6,FL,6,-14.446738365488786,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-7,2012,FL-7,FL,7,-17.416853897028574,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-8,2012,FL-8,FL,8,-21.370042045347063,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-9,2012,FL-9,FL,9,25.037251608549106,D,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-10,2012,FL-10,FL,10,-3.479760831246524,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-11,2012,FL-11,FL,11,-28.95415206266997,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-12,2012,FL-12,FL,12,-30.54030233185025,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-13,2012,FL-13,FL,13,-15.139958766893276,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-14,2012,FL-14,FL,14,40.499142911108656,D,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-16,2012,FL-16,FL,16,-7.224214784173074,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-17,2012,FL-17,FL,17,-17.261023290088072,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-18,2012,FL-18,FL,18,0.5758093538777918,D,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-19,2012,FL-19,FL,19,-26.15376074404995,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-22,2012,FL-22,FL,22,9.253811435744607,D,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-23,2012,FL-23,FL,23,27.63279236103547,D,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-26,2012,FL-26,FL,26,10.623940037239532,D,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,FL-27,2012,FL-27,FL,27,-23.22968575537318,R,FL_2012_2014,FL_2012_2014,same_boundary_regime_only
2014,GA-1,2012,GA-1,GA,1,-25.95640676336245,R,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-2,2012,GA-2,GA,2,27.567300645474816,D,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-4,2012,GA-4,GA,4,47.135983543617165,D,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-5,2012,GA-5,GA,5,68.78612716763006,D,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-6,2012,GA-6,GA,6,-29.011610902140568,R,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-7,2012,GA-7,GA,7,-24.32378821419787,R,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-9,2012,GA-9,GA,9,-52.36860160299501,R,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-11,2012,GA-11,GA,11,-37.10658114095384,R,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-12,2012,GA-12,GA,12,7.400017752324204,D,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-13,2012,GA-13,GA,13,43.488978397232344,D,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,GA-14,2012,GA-14,GA,14,-45.94237015949487,R,GA_2012_2020_default,GA_2012_2020_default,same_boundary_regime_only
2014,HI-1,2012,HI-1,HI,1,9.033119756191596,D,HI_2012_2020_default,HI_2012_2020_default,same_boundary_regime_only
2014,HI-2,2012,HI-2,HI,2,58.27902755799583,D,HI_2012_2020_default,HI_2012_2020_default,same_boundary_regime_only
2014,IA-1,2012,IA-1,IA,1,15.34019531839662,D,IA_2012_2020_default,IA_2012_2020_default,same_boundary_regime_only
2014,IA-2,2012,IA-2,IA,2,13.083994492164448,D,IA_2012_2020_default,IA_2012_2020_default,same_boundary_regime_only
2014,IA-3,2012,IA-3,IA,3,-8.625743843739821,R,IA_2012_2020_default,IA_2012_2020_default,same_boundary_regime_only
2014,IA-4,2012,IA-4,IA,4,-8.095892114755095,R,IA_2012_2020_default,IA_2012_2020_default,same_boundary_regime_only
2014,ID-1,2012,ID-1,ID,1,-32.189540420050264,R,ID_2012_2020_default,ID_2012_2020_default,same_boundary_regime_only
2014,ID-2,2012,ID-2,ID,2,-30.31925248199338,R,ID_2012_2020_default,ID_2012_2020_default,same_boundary_regime_only
2014,IL-1,2012,IL-1,IL,1,47.64464973632045,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-2,2012,IL-2,IL,2,40.03466437362283,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-3,2012,IL-3,IL,3,36.966614988758025,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-4,2012,IL-4,IL,4,66.00689057934446,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-5,2012,IL-5,IL,5,37.148130203382685,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-6,2012,IL-6,IL,6,-18.44270212093987,R,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-7,2012,IL-7,IL,7,73.654755878297,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-8,2012,IL-8,IL,8,9.48432904125901,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-9,2012,IL-9,IL,9,32.65579104650332,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-10,2012,IL-10,IL,10,1.257685646653104,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-11,2012,IL-11,IL,11,17.13757643681551,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-12,2012,IL-12,IL,12,8.915311450276198,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-13,2012,IL-13,IL,13,-0.3403706031217623,R,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-14,2012,IL-14,IL,14,-17.635798830285406,R,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-15,2012,IL-15,IL,15,-37.212147884389054,R,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-16,2012,IL-16,IL,16,-23.628141045258253,R,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-17,2012,IL-17,IL,17,6.557445317027634,D,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IL-18,2012,IL-18,IL,18,-48.32767549168616,R,IL_2012_2020_default,IL_2012_2020_default,same_boundary_regime_only
2014,IN-1,2012,IN-1,IN,1,34.56639692653942,D,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-2,2012,IN-2,IN,2,-1.4334034189596856,R,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-3,2012,IN-3,IN,3,-34.081752814602034,R,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-4,2012,IN-4,IN,4,-27.79357104029853,R,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-5,2012,IN-5,IN,5,-20.76530107181747,R,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-6,2012,IN-6,IN,6,-23.95432565675942,R,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-7,2012,IN-7,IN,7,25.700329521225044,D,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-8,2012,IN-8,IN,8,-10.284796754838164,R,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,IN-9,2012,IN-9,IN,9,-10.894090817626935,R,IN_2012_2020_default,IN_2012_2020_default,same_boundary_regime_only
2014,KS-2,2012,KS-2,KS,2,-18.292375680074084,R,KS_2012_2020_default,KS_2012_2020_default,same_boundary_regime_only
2014,KS-4,2012,KS-4,KS,4,-30.63625338905153,R,KS_2012_2020_default,KS_2012_2020_default,same_boundary_regime_only
2014,KY-1,2012,KY-1,KY,1,-39.26694642266372,R,KY_2012_2020_default,KY_2012_2020_default,same_boundary_regime_only
2014,KY-2,2012,KY-2,KY,2,-32.58156284652475,R,KY_2012_2020_default,KY_2012_2020_default,same_boundary_regime_only
2014,KY-3,2012,KY-3,KY,3,29.42235693741942,D,KY_2012_2020_default,KY_2012_2020_default,same_boundary_regime_only
2014,KY-4,2012,KY-4,KY,4,-27.150986494970677,R,KY_2012_2020_default,KY_2012_2020_default,same_boundary_regime_only
2014,KY-5,2012,KY-5,KY,5,-55.793585936098545,R,KY_2012_2020_default,KY_2012_2020_default,same_boundary_regime_only
2014,KY-6,2012,KY-6,KY,6,-3.889108910891089,R,KY_2012_2020_default,KY_2012_2020_default,same_boundary_regime_only
2014,LA-1,2012,LA-1,LA,1,-45.381701732034024,R,LA_2012_2020_default,LA_2012_2020_default,same_boundary_regime_only
2014,LA-2,2012,LA-2,LA,2,41.655936579967566,D,LA_2012_2020_default,LA_2012_2020_default,same_boundary_regime_only
2014,LA-3,2012,LA-3,LA,3,-23.13892733619574,R,LA_2012_2020_default,LA_2012_2020_default,same_boundary_regime_only
2014,MA-3,2012,MA-3,MA,3,30.660587089054076,D,MA_2012_2020_default,MA_2012_2020_default,same_boundary_regime_only
2014,MA-4,2012,MA-4,MA,4,24.487690089356068,D,MA_2012_2020_default,MA_2012_2020_default,same_boundary_regime_only
2014,MA-5,2012,MA-5,MA,5,47.92573331759111,D,MA_2012_2020_default,MA_2012_2020_default,same_boundary_regime_only
2014,MA-6,2012,MA-6,MA,6,1.110677898279347,D,MA_2012_2020_default,MA_2012_2020_default,same_boundary_regime_only
2014,MA-8,2012,MA-8,MA,8,48.8996324933951,D,MA_2012_2020_default,MA_2012_2020_default,same_boundary_regime_only
2014,MA-9,2012,MA-9,MA,9,24.941225871503036,D,MA_2012_2020_default,MA_2012_2020_default,same_boundary_regime_only
2014,MD-1,2012,MD-1,MD,1,-35.94031264803411,R,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,MD-2,2012,MD-2,MD,2,34.472190308846386,D,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,MD-3,2012,MD-3,MD,3,37.26579524102808,D,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,MD-4,2012,MD-4,MD,4,56.44244844500373,D,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,MD-5,2012,MD-5,MD,5,41.692455354545984,D,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,MD-6,2012,MD-6,MD,6,20.871655214521773,D,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,MD-7,2012,MD-7,MD,7,55.69949786608527,D,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,MD-8,2012,MD-8,MD,8,30.443167781480877,D,MD_2012_2020_default,MD_2012_2020_default,same_boundary_regime_only
2014,ME-1,2012,ME-1,ME,1,28.3474515057195,D,ME_2012_2020_default,ME_2012_2020_default,same_boundary_regime_only
2014,ME-2,2012,ME-2,ME,2,15.676867069099876,D,ME_2012_2020_default,ME_2012_2020_default,same_boundary_regime_only
2014,MI-1,2012,MI-1,MI,1,-0.5420171336197581,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-2,2012,MI-2,MI,2,-26.920792919152788,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-3,2012,MI-3,MI,3,-8.448800581090648,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-4,2012,MI-4,MI,4,-29.52238224119585,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-5,2012,MI-5,MI,5,33.50033015696086,D,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-6,2012,MI-6,MI,6,-11.979717606677587,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-7,2012,MI-7,MI,7,-10.31820139655232,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-8,2012,MI-8,MI,8,-21.31840233702551,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-9,2012,MI-9,MI,9,27.892539932881927,D,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-10,2012,MI-10,MI,10,-39.05548184485046,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-11,2012,MI-11,MI,11,-6.396678384649536,R,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-12,2012,MI-12,MI,12,38.97338224376063,D,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-13,2012,MI-13,MI,13,69.14799310514651,D,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MI-14,2012,MI-14,MI,14,66.62418793644615,D,MI_2012_2020_default,MI_2012_2020_default,same_boundary_regime_only
2014,MN-1,2012,MN-1,MN,1,15.197987376443969,D,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MN-2,2012,MN-2,MN,2,-8.159945989075062,R,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MN-3,2012,MN-3,MN,3,-16.304464274049202,R,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MN-4,2012,MN-4,MN,4,30.75539309924682,D,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MN-5,2012,MN-5,MN,5,49.25121246473411,D,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MN-6,2012,MN-6,MN,6,-1.2096195160958798,R,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MN-7,2012,MN-7,MN,7,25.533006081031576,D,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MN-8,2012,MN-8,MN,8,8.894342919672118,D,MN_2012_2020_default,MN_2012_2020_default,same_boundary_regime_only
2014,MO-1,2012,MO-1,MO,1,60.806029660904976,D,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MO-2,2012,MO-2,MO,2,-22.99390540704985,R,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MO-3,2012,MO-3,MO,3,-30.631972457407983,R,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MO-4,2012,MO-4,MO,4,-24.82312227231797,R,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MO-5,2012,MO-5,MO,5,23.611690265968058,D,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MO-6,2012,MO-6,MO,6,-32.486334540049384,R,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MO-7,2012,MO-7,MO,7,-32.96323021898726,R,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MO-8,2012,MO-8,MO,8,-47.380913542682705,R,MO_2012_2020_default,MO_2012_2020_default,same_boundary_regime_only
2014,MS-1,2012,MS-1,MS,1,-23.50886385468518,R,MS_2012_2020_default,MS_2012_2020_default,same_boundary_regime_only
2014,MS-2,2012,MS-2,MS,2,36.16554876906359,D,MS_2012_2020_default,MS_2012_2020_default,same_boundary_regime_only
2014,MS-4,2012,MS-4,MS,4,-35.26374057568878,R,MS_2012_2020_default,MS_2012_2020_default,same_boundary_regime_only
2014,MT-AL,2012,MT-AL,MT,AL,-10.53258014757994,R,MT_2012_2020_default,MT_2012_2020_default,same_boundary_regime_only
2014,NC-1,2012,NC-1,NC,1,52.46194530062177,D,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-2,2012,NC-2,NC,2,-14.480871684698313,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-3,2012,NC-3,NC,3,-26.221662874937476,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-4,2012,NC-4,NC,4,48.94988306526823,D,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-5,2012,NC-5,NC,5,-15.089763085020776,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-6,2012,NC-6,NC,6,-21.84660283117973,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-7,2012,NC-7,NC,7,0.1942174284899743,D,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-8,2012,NC-8,NC,8,-7.79277491067884,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-9,2012,NC-9,NC,9,-6.131118741515611,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-10,2012,NC-10,NC,10,-13.977345012229392,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-11,2012,NC-11,NC,11,-14.848563480233896,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-12,2012,NC-12,NC,12,59.269623168268424,D,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NC-13,2012,NC-13,NC,13,-13.593804808289036,R,NC_2012_2014,NC_2012_2014,same_boundary_regime_only
2014,NE-1,2012,NE-1,NE,1,-36.58134676584861,R,NE_2012_2020_default,NE_2012_2020_default,same_boundary_regime_only
2014,NE-2,2012,NE-2,NE,2,-1.5913942615771373,R,NE_2012_2020_default,NE_2012_2020_default,same_boundary_regime_only
2014,NE-3,2012,NE-3,NE,3,-48.342824578830104,R,NE_2012_2020_default,NE_2012_2020_default,same_boundary_regime_only
2014,NH-1,2012,NH-1,NH,1,3.7652671423851234,D,NH_2012_2020_default,NH_2012_2020_default,same_boundary_regime_only
2014,NH-2,2012,NH-2,NH,2,4.830554188871171,D,NH_2012_2020_default,NH_2012_2020_default,same_boundary_regime_only
