model_id,model_description,alpha,rows,categorical_feature_count,numeric_feature_count,residual_prediction_mean,residual_prediction_sd,residual_prediction_min,residual_prediction_max,mean_absolute_error,rmse,winner_accuracy,brier_score,log_loss,predicted_dem_wins,expected_dem_wins,actual_dem_wins,mean_margin_error_dem_bias,mean_absolute_error_rank_within_model,rmse_rank_within_model,brier_score_rank_within_model,log_loss_rank_within_model,selection_rank_within_model
F_demographics,Continuous DRA voting-age demographic shares.,10000.0,400,2,6,-2.9504510307820944,0.16559574221185377,-4.497580298188299,-2.650914214824442,4.251996104564957,5.742422077045598,0.955,0.03320057443661942,0.10731072301839896,198.0,196.61177247620662,204.0,-0.00821229480306421,13.0,6.0,7.0,7.0,33.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,0.01,400,1,15,-2.9355870264908965,2.134012859889706,-11.52466465549675,3.06099261162459,4.246981282923178,5.615904606003547,0.955,0.030800872565689624,0.09764508627913532,200.0,198.74623764470195,204.0,0.006651709488134223,11.0,8.0,6.0,1.0,26.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,0.03,400,1,15,-2.9355109762891085,2.132130261600432,-11.489049776067425,3.0582829666763787,4.2467886325466875,5.615738994408768,0.955,0.030799725140706124,0.09764599114399541,200.0,198.74573539156125,204.0,0.006727759689921786,10.0,7.0,5.0,2.0,24.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,0.1,400,1,15,-2.935258069799685,2.125734991049878,-11.367844381624057,3.0489294807598,4.2461773508405285,5.615185315064435,0.955,0.030795884466329273,0.09764935209752307,200.0,198.74402832729285,204.0,0.006980666179345238,9.0,6.0,4.0,3.0,22.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,0.3,400,1,15,-2.934634860642835,2.1089355129478866,-11.0486338939347,3.0232387440443182,4.244526450161519,5.613794835212561,0.955,0.030786281271323136,0.0976604295859759,200.0,198.7395495454776,204.0,0.0076038753361951095,8.0,5.0,3.0,4.0,20.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,1.0,400,1,15,-2.933230842379883,2.0622217401870917,-10.17435671700429,2.9429058438540596,4.239716945572843,5.610374221185768,0.955,0.030764782890023722,0.0977112561670435,200.0,198.7274014538914,204.0,0.00900789359914672,7.0,4.0,2.0,5.0,18.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,3.0,400,1,15,-2.931854865971271,1.976047657641759,-8.783217331839902,2.7622624099501802,4.229601285768009,5.605401492114978,0.955,0.030757076502540226,0.09790086272227416,200.0,198.70794743637714,204.0,0.010383870007758613,5.0,3.0,1.0,6.0,15.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,10.0,400,1,15,-2.9317228677541154,1.8069071669380947,-8.019912477970946,2.763259215068921,4.211552422159324,5.599334596777337,0.955,0.03088169915137881,0.09861670323255778,200.0,198.68013854986845,204.0,0.01051586822491462,3.0,1.0,7.0,7.0,18.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,30.0,400,1,15,-2.933383665275819,1.542919296266565,-7.0499949569871525,2.3215668138454486,4.195274744054846,5.601245620718104,0.955,0.03128319221095168,0.10020333139706071,200.0,198.63145122376054,204.0,0.008855070703211175,1.0,2.0,8.0,8.0,19.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,100.0,400,1,15,-2.937498902582135,1.1557332487346785,-5.9317883597832175,1.0590771190407349,4.196179672782364,5.630022214629962,0.955,0.03202664293172355,0.10283206172016915,200.0,198.48400630996986,204.0,0.0047398333968950365,2.0,9.0,9.0,9.0,29.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,300.0,400,1,15,-2.941711212292307,0.8047697593776779,-5.143254391130801,-0.3337694670086728,4.216090699246104,5.673475787374186,0.95,0.03267394013875017,0.1049993541145864,200.0,198.185900448234,204.0,0.0005275236867229438,4.0,10.0,10.0,10.0,34.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,1000.0,400,1,15,-2.943629266734923,0.48353162858313625,-4.178955613786747,-1.57152896158976,4.235387167067789,5.715824228036276,0.95,0.03309983895826436,0.10651848856353563,200.0,197.68239995759834,204.0,-0.0013905307558934154,6.0,11.0,11.0,11.0,39.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,3000.0,400,1,15,-2.943283753705217,0.2625608166945206,-3.549295243925596,-2.2879574501543325,4.253260078834536,5.742044442244836,0.955,0.03326828267695955,0.10729205845254217,198.0,197.1926324870111,204.0,-0.0010450177261867566,12.0,12.0,12.0,12.0,48.0
G_combined_behavior,All regime-aware behavior measures plus reliability.,10000.0,400,1,15,-2.942672049442458,0.1137199593762365,-3.189749864040497,-2.6792695331839527,4.271560147938275,5.759072843393879,0.955,0.033348910070230324,0.10773693036821828,198.0,196.8255058633521,204.0,-0.00043331346342787567,13.0,13.0,13.0,13.0,52.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",0.01,400,3,22,-3.1913799994765113,4.652291213584847,-56.70870117336256,8.531025539649304,4.160952392349481,6.4992341009814165,0.95,0.03289098756860516,0.11701562163374302,202.0,197.2063589336097,204.0,-0.2491412634974806,11.0,10.0,12.0,10.0,43.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",0.03,400,3,22,-3.192538839472159,4.654870627919922,-56.991021606886086,8.492232184895938,4.157215839701864,6.5048121657612645,0.95,0.032887686209988186,0.11726084427916937,202.0,197.21198893722539,204.0,-0.25030010349312887,10.0,11.0,11.0,11.0,43.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",0.1,400,3,22,-3.1950674898915645,4.65729109172919,-57.649131447071724,8.380571213229285,4.145427378417176,6.516779920590229,0.95,0.03286592950525017,0.11780619802518442,202.0,197.22929761414377,204.0,-0.2528287539125341,9.0,13.0,10.0,12.0,44.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",0.3,400,3,22,-3.195745119958798,4.631475435271611,-58.03756358618159,8.18529031122192,4.1213860422295765,6.514573070868264,0.95,0.032773431805109395,0.11795855361941648,202.0,197.2624384530211,204.0,-0.2535063839797674,8.0,12.0,9.0,13.0,42.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",1.0,400,3,22,-3.182857202850233,4.453015058533622,-55.395453830594576,7.939660121292585,4.081837988340664,6.4065775642451595,0.95,0.03242723353379311,0.11492418245623917,202.0,197.31446388590405,204.0,-0.24061846687120245,6.0,9.0,7.0,9.0,31.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",3.0,400,3,22,-3.150103358322808,4.033271673425774,-47.58376427553658,7.704471901443039,4.022195080622022,6.139514783040068,0.9475,0.03156442608937464,0.10735113377585559,203.0,197.46044683119055,204.0,-0.2078646223437781,5.0,8.0,5.0,8.0,26.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",10.0,400,3,22,-3.1054297252474936,3.419932809034172,-36.29053628973033,7.196959085684135,3.9509754033067805,5.815142964332118,0.945,0.03073586176728134,0.09917561616357283,202.0,197.80237843174712,204.0,-0.16319098926846348,3.0,7.0,3.0,3.0,16.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",30.0,400,3,22,-3.081144600054904,2.9456371534237564,-29.71569448030104,6.295743997548667,3.9223353669714807,5.678792456674281,0.9475,0.030333148979471983,0.09734133823857266,201.0,198.10433778168027,204.0,-0.13890586407587344,1.0,5.0,1.0,1.0,8.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",100.0,400,3,22,-3.064620615718371,2.441325228687853,-25.155612933415945,4.579197131137104,3.94460244881015,5.635728281326768,0.9525,0.03056410277062329,0.09854462022735837,201.0,198.24189560389604,204.0,-0.12238187973934095,2.0,3.0,2.0,2.0,9.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",300.0,400,3,22,-3.0369437713173313,1.8343134434863244,-19.29395472201799,2.2399429629313663,4.008701395962323,5.604908699273566,0.95,0.031214007014673913,0.10028072938938941,202.0,198.1299986692879,204.0,-0.09470503533830087,4.0,1.0,4.0,4.0,13.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",1000.0,400,3,22,-2.9960240479239144,1.0869413601038598,-12.120094771118355,-0.2288185008409247,4.10522333199797,5.619167598252041,0.95,0.03210681242692746,0.10304079924676085,200.0,197.68506426943122,204.0,-0.05378531194488374,7.0,2.0,6.0,5.0,20.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",3000.0,400,3,22,-2.966896953876932,0.5377682881559234,-7.240320501637662,-1.6637310921024457,4.181272699859559,5.676783759704569,0.9525,0.0327469825719777,0.10543482143478401,199.0,197.21445686822702,204.0,-0.024658217897901978,12.0,4.0,8.0,6.0,30.0
H_safe_full_district_dna,"Elasticity, behavior, 2020 Census demographics, region, district type, and reliability. No post-2022 political data.",10000.0,400,3,22,-2.9508388091112865,0.20549791892255137,-4.485779120467985,-2.4532572775340387,4.241863670413928,5.731686888188267,0.955,0.03315211422058267,0.10703384621198182,198.0,196.8417461022214,204.0,-0.008600073132255961,13.0,6.0,13.0,7.0,39.0
